NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0181 | Train Perf: -0.0385 | Eval Error: 0.0157 | Eval Perf: 0.3362
[2, 100] Train Error: 0.0173 | Train Perf: -0.134 | Eval Error: 0.016 | Eval Perf: 0.6167
[3, 100] Train Error: 0.0167 | Train Perf: 0.0535 | Eval Error: 0.015 | Eval Perf: 0.708
[4, 100] Train Error: 0.0155 | Train Perf: 0.2696 | Eval Error: 0.019 | Eval Perf: 0.8127
[5, 100] Train Error: 0.0152 | Train Perf: 0.2829 | Eval Error: 0.0137 | Eval Perf: 0.8055
[6, 100] Train Error: 0.0138 | Train Perf: 0.519 | Eval Error: 0.0124 | Eval Perf: 0.8191
[7, 100] Train Error: 0.0121 | Train Perf: 0.6703 | Eval Error: 0.0109 | Eval Perf: 0.8234
[8, 100] Train Error: 0.01 | Train Perf: 0.7552 | Eval Error: 0.0105 | Eval Perf: 0.8355
[9, 100] Train Error: 0.0085 | Train Perf: 0.7784 | Eval Error: 0.0084 | Eval Perf: 0.8408
[10, 100] Train Error: 0.0073 | Train Perf: 0.8118 | Eval Error: 0.0074 | Eval Perf: 0.8449
[11, 100] Train Error: 0.0063 | Train Perf: 0.8364 | Eval Error: 0.0066 | Eval Perf: 0.8465
[12, 100] Train Error: 0.0054 | Train Perf: 0.8565 | Eval Error: 0.0062 | Eval Perf: 0.8479
[13, 100] Train Error: 0.0047 | Train Perf: 0.8673 | Eval Error: 0.006 | Eval Perf: 0.8461
[14, 100] Train Error: 0.0044 | Train Perf: 0.8794 | Eval Error: 0.0057 | Eval Perf: 0.8451
[15, 100] Train Error: 0.0037 | Train Perf: 0.8994 | Eval Error: 0.0061 | Eval Perf: 0.837
[16, 100] Train Error: 0.0034 | Train Perf: 0.9055 | Eval Error: 0.0068 | Eval Perf: 0.8326
[17, 100] Train Error: 0.0032 | Train Perf: 0.9081 | Eval Error: 0.0056 | Eval Perf: 0.8371
[18, 100] Train Error: 0.003 | Train Perf: 0.9134 | Eval Error: 0.006 | Eval Perf: 0.8331
[19, 100] Train Error: 0.0026 | Train Perf: 0.9238 | Eval Error: 0.005 | Eval Perf: 0.8371
[20, 100] Train Error: 0.0026 | Train Perf: 0.9244 | Eval Error: 0.0055 | Eval Perf: 0.8297
[21, 100] Train Error: 0.0023 | Train Perf: 0.933 | Eval Error: 0.0052 | Eval Perf: 0.8275
[22, 100] Train Error: 0.0022 | Train Perf: 0.9357 | Eval Error: 0.006 | Eval Perf: 0.8202
[23, 100] Train Error: 0.002 | Train Perf: 0.9422 | Eval Error: 0.0072 | Eval Perf: 0.8115
[24, 100] Train Error: 0.0019 | Train Perf: 0.9428 | Eval Error: 0.006 | Eval Perf: 0.8151
[25, 100] Train Error: 0.0017 | Train Perf: 0.951 | Eval Error: 0.0064 | Eval Perf: 0.8126
[26, 100] Train Error: 0.0016 | Train Perf: 0.9519 | Eval Error: 0.0057 | Eval Perf: 0.8108
[27, 100] Train Error: 0.0014 | Train Perf: 0.9591 | Eval Error: 0.0055 | Eval Perf: 0.8105
[28, 100] Train Error: 0.0014 | Train Perf: 0.9588 | Eval Error: 0.0079 | Eval Perf: 0.8029
[29, 100] Train Error: 0.0014 | Train Perf: 0.957 | Eval Error: 0.0058 | Eval Perf: 0.8112
[30, 100] Train Error: 0.0013 | Train Perf: 0.9628 | Eval Error: 0.0065 | Eval Perf: 0.8071
[31, 100] Train Error: 0.0012 | Train Perf: 0.9643 | Eval Error: 0.0059 | Eval Perf: 0.8067
[32, 100] Train Error: 0.0012 | Train Perf: 0.9631 | Eval Error: 0.0059 | Eval Perf: 0.807
[33, 100] Train Error: 0.0011 | Train Perf: 0.9658 | Eval Error: 0.0057 | Eval Perf: 0.8074
[34, 100] Train Error: 0.0011 | Train Perf: 0.9676 | Eval Error: 0.0056 | Eval Perf: 0.8098
[35, 100] Train Error: 0.001 | Train Perf: 0.9702 | Eval Error: 0.007 | Eval Perf: 0.802
[36, 100] Train Error: 0.0009 | Train Perf: 0.9723 | Eval Error: 0.0062 | Eval Perf: 0.804
[37, 100] Train Error: 0.0009 | Train Perf: 0.9732 | Eval Error: 0.0059 | Eval Perf: 0.8066
[38, 100] Train Error: 0.0008 | Train Perf: 0.9748 | Eval Error: 0.0064 | Eval Perf: 0.8051
