NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0056 | Train Perf: -0.0251 | Eval Error: 0.0038 | Eval Perf: 0.4062
[2, 100] Train Error: 0.0038 | Train Perf: 0.4637 | Eval Error: 0.0035 | Eval Perf: 0.4407
[3, 100] Train Error: 0.0032 | Train Perf: 0.5565 | Eval Error: 0.0032 | Eval Perf: 0.486
[4, 100] Train Error: 0.0028 | Train Perf: 0.6298 | Eval Error: 0.0031 | Eval Perf: 0.5217
[5, 100] Train Error: 0.0025 | Train Perf: 0.6792 | Eval Error: 0.0029 | Eval Perf: 0.5573
[6, 100] Train Error: 0.0022 | Train Perf: 0.7135 | Eval Error: 0.0028 | Eval Perf: 0.5813
[7, 100] Train Error: 0.002 | Train Perf: 0.7515 | Eval Error: 0.0032 | Eval Perf: 0.5745
[8, 100] Train Error: 0.0018 | Train Perf: 0.7738 | Eval Error: 0.0029 | Eval Perf: 0.5771
[9, 100] Train Error: 0.0016 | Train Perf: 0.8033 | Eval Error: 0.003 | Eval Perf: 0.5885
[10, 100] Train Error: 0.0015 | Train Perf: 0.8161 | Eval Error: 0.003 | Eval Perf: 0.5911
[11, 100] Train Error: 0.0014 | Train Perf: 0.8359 | Eval Error: 0.0031 | Eval Perf: 0.6156
[12, 100] Train Error: 0.0013 | Train Perf: 0.8395 | Eval Error: 0.0028 | Eval Perf: 0.6053
[13, 100] Train Error: 0.0013 | Train Perf: 0.8461 | Eval Error: 0.0027 | Eval Perf: 0.6139
[14, 100] Train Error: 0.0012 | Train Perf: 0.8584 | Eval Error: 0.0026 | Eval Perf: 0.6237
[15, 100] Train Error: 0.0011 | Train Perf: 0.8668 | Eval Error: 0.0027 | Eval Perf: 0.6018
[16, 100] Train Error: 0.0011 | Train Perf: 0.8725 | Eval Error: 0.0026 | Eval Perf: 0.6319
[17, 100] Train Error: 0.0011 | Train Perf: 0.8766 | Eval Error: 0.0028 | Eval Perf: 0.6397
[18, 100] Train Error: 0.001 | Train Perf: 0.8835 | Eval Error: 0.0026 | Eval Perf: 0.634
[19, 100] Train Error: 0.001 | Train Perf: 0.8893 | Eval Error: 0.0028 | Eval Perf: 0.6383
[20, 100] Train Error: 0.0009 | Train Perf: 0.8951 | Eval Error: 0.0024 | Eval Perf: 0.6551
[21, 100] Train Error: 0.0009 | Train Perf: 0.8931 | Eval Error: 0.0026 | Eval Perf: 0.6501
[22, 100] Train Error: 0.0009 | Train Perf: 0.8999 | Eval Error: 0.0028 | Eval Perf: 0.6823
[23, 100] Train Error: 0.0009 | Train Perf: 0.8995 | Eval Error: 0.0024 | Eval Perf: 0.6844
[24, 100] Train Error: 0.0008 | Train Perf: 0.9042 | Eval Error: 0.0024 | Eval Perf: 0.6643
[25, 100] Train Error: 0.0008 | Train Perf: 0.9017 | Eval Error: 0.0025 | Eval Perf: 0.6741
[26, 100] Train Error: 0.0008 | Train Perf: 0.9048 | Eval Error: 0.0023 | Eval Perf: 0.6864
[27, 100] Train Error: 0.0008 | Train Perf: 0.91 | Eval Error: 0.0025 | Eval Perf: 0.6846
[28, 100] Train Error: 0.0007 | Train Perf: 0.9162 | Eval Error: 0.0025 | Eval Perf: 0.6954
[29, 100] Train Error: 0.0007 | Train Perf: 0.9166 | Eval Error: 0.0023 | Eval Perf: 0.6858
[30, 100] Train Error: 0.0007 | Train Perf: 0.9207 | Eval Error: 0.0028 | Eval Perf: 0.6749
[31, 100] Train Error: 0.0007 | Train Perf: 0.9228 | Eval Error: 0.0022 | Eval Perf: 0.6959
[32, 100] Train Error: 0.0007 | Train Perf: 0.9162 | Eval Error: 0.0024 | Eval Perf: 0.6925
[33, 100] Train Error: 0.0007 | Train Perf: 0.9205 | Eval Error: 0.0023 | Eval Perf: 0.6912
[34, 100] Train Error: 0.0007 | Train Perf: 0.9213 | Eval Error: 0.0025 | Eval Perf: 0.6758
[35, 100] Train Error: 0.0006 | Train Perf: 0.9276 | Eval Error: 0.0024 | Eval Perf: 0.6814
[36, 100] Train Error: 0.0007 | Train Perf: 0.9232 | Eval Error: 0.0028 | Eval Perf: 0.6882
[37, 100] Train Error: 0.0006 | Train Perf: 0.926 | Eval Error: 0.0023 | Eval Perf: 0.6943
[38, 100] Train Error: 0.0006 | Train Perf: 0.9288 | Eval Error: 0.0024 | Eval Perf: 0.677
[39, 100] Train Error: 0.0006 | Train Perf: 0.9312 | Eval Error: 0.0023 | Eval Perf: 0.6995
[40, 100] Train Error: 0.0006 | Train Perf: 0.9298 | Eval Error: 0.0024 | Eval Perf: 0.6745
[41, 100] Train Error: 0.0006 | Train Perf: 0.9297 | Eval Error: 0.0024 | Eval Perf: 0.6964
[42, 100] Train Error: 0.0006 | Train Perf: 0.9317 | Eval Error: 0.0023 | Eval Perf: 0.686
[43, 100] Train Error: 0.0006 | Train Perf: 0.9325 | Eval Error: 0.0025 | Eval Perf: 0.7125
[44, 100] Train Error: 0.0006 | Train Perf: 0.9364 | Eval Error: 0.0025 | Eval Perf: 0.6836
[45, 100] Train Error: 0.0006 | Train Perf: 0.9349 | Eval Error: 0.0024 | Eval Perf: 0.6948
[46, 100] Train Error: 0.0006 | Train Perf: 0.9348 | Eval Error: 0.0024 | Eval Perf: 0.7023
[47, 100] Train Error: 0.0005 | Train Perf: 0.9383 | Eval Error: 0.0025 | Eval Perf: 0.6915
[48, 100] Train Error: 0.0005 | Train Perf: 0.9393 | Eval Error: 0.0024 | Eval Perf: 0.6903
[49, 100] Train Error: 0.0005 | Train Perf: 0.9405 | Eval Error: 0.0025 | Eval Perf: 0.7118
[50, 100] Train Error: 0.0005 | Train Perf: 0.9403 | Eval Error: 0.0024 | Eval Perf: 0.7191
[51, 100] Train Error: 0.0005 | Train Perf: 0.9426 | Eval Error: 0.0023 | Eval Perf: 0.7184
[52, 100] Train Error: 0.0005 | Train Perf: 0.9418 | Eval Error: 0.0023 | Eval Perf: 0.7096
[53, 100] Train Error: 0.0005 | Train Perf: 0.9435 | Eval Error: 0.0025 | Eval Perf: 0.7068
[54, 100] Train Error: 0.0005 | Train Perf: 0.9443 | Eval Error: 0.0025 | Eval Perf: 0.713
[55, 100] Train Error: 0.0005 | Train Perf: 0.9466 | Eval Error: 0.0023 | Eval Perf: 0.6934
[56, 100] Train Error: 0.0005 | Train Perf: 0.9466 | Eval Error: 0.0024 | Eval Perf: 0.7168
[57, 100] Train Error: 0.0005 | Train Perf: 0.9476 | Eval Error: 0.0024 | Eval Perf: 0.7122
[58, 100] Train Error: 0.0005 | Train Perf: 0.9477 | Eval Error: 0.0024 | Eval Perf: 0.716
[59, 100] Train Error: 0.0005 | Train Perf: 0.9471 | Eval Error: 0.0023 | Eval Perf: 0.7078
[60, 100] Train Error: 0.0004 | Train Perf: 0.9493 | Eval Error: 0.0025 | Eval Perf: 0.7254
[61, 100] Train Error: 0.0005 | Train Perf: 0.9484 | Eval Error: 0.0025 | Eval Perf: 0.7205
[62, 100] Train Error: 0.0004 | Train Perf: 0.951 | Eval Error: 0.0025 | Eval Perf: 0.7243
[63, 100] Train Error: 0.0004 | Train Perf: 0.9505 | Eval Error: 0.0023 | Eval Perf: 0.709
