NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0134 | Train Perf: 0.186 | Eval Error: 0.0113 | Eval Perf: 0.7041
[2, 100] Train Error: 0.0089 | Train Perf: 0.6276 | Eval Error: 0.0071 | Eval Perf: 0.7558
[3, 100] Train Error: 0.0067 | Train Perf: 0.726 | Eval Error: 0.0056 | Eval Perf: 0.7921
[4, 100] Train Error: 0.0052 | Train Perf: 0.7907 | Eval Error: 0.0054 | Eval Perf: 0.8427
[5, 100] Train Error: 0.0043 | Train Perf: 0.8318 | Eval Error: 0.0046 | Eval Perf: 0.8288
[6, 100] Train Error: 0.0038 | Train Perf: 0.8547 | Eval Error: 0.0045 | Eval Perf: 0.8316
[7, 100] Train Error: 0.0033 | Train Perf: 0.8754 | Eval Error: 0.0044 | Eval Perf: 0.8343
[8, 100] Train Error: 0.003 | Train Perf: 0.8883 | Eval Error: 0.0051 | Eval Perf: 0.8315
[9, 100] Train Error: 0.0027 | Train Perf: 0.8974 | Eval Error: 0.0043 | Eval Perf: 0.8421
[10, 100] Train Error: 0.0026 | Train Perf: 0.903 | Eval Error: 0.0047 | Eval Perf: 0.8383
[11, 100] Train Error: 0.0024 | Train Perf: 0.9095 | Eval Error: 0.0043 | Eval Perf: 0.8443
[12, 100] Train Error: 0.0022 | Train Perf: 0.9165 | Eval Error: 0.0042 | Eval Perf: 0.8497
[13, 100] Train Error: 0.0022 | Train Perf: 0.9198 | Eval Error: 0.0041 | Eval Perf: 0.8515
[14, 100] Train Error: 0.0021 | Train Perf: 0.9234 | Eval Error: 0.0042 | Eval Perf: 0.8521
[15, 100] Train Error: 0.0019 | Train Perf: 0.9287 | Eval Error: 0.0043 | Eval Perf: 0.8427
[16, 100] Train Error: 0.0019 | Train Perf: 0.9285 | Eval Error: 0.0042 | Eval Perf: 0.8463
[17, 100] Train Error: 0.0019 | Train Perf: 0.9309 | Eval Error: 0.0045 | Eval Perf: 0.8474
[18, 100] Train Error: 0.0018 | Train Perf: 0.9326 | Eval Error: 0.0042 | Eval Perf: 0.8482
[19, 100] Train Error: 0.0017 | Train Perf: 0.936 | Eval Error: 0.0048 | Eval Perf: 0.8488
[20, 100] Train Error: 0.0017 | Train Perf: 0.9367 | Eval Error: 0.0042 | Eval Perf: 0.8471
[21, 100] Train Error: 0.0017 | Train Perf: 0.9386 | Eval Error: 0.0043 | Eval Perf: 0.8497
[22, 100] Train Error: 0.0016 | Train Perf: 0.9395 | Eval Error: 0.0041 | Eval Perf: 0.8531
[23, 100] Train Error: 0.0015 | Train Perf: 0.9432 | Eval Error: 0.0047 | Eval Perf: 0.8412
[24, 100] Train Error: 0.0015 | Train Perf: 0.9428 | Eval Error: 0.0042 | Eval Perf: 0.8513
[25, 100] Train Error: 0.0015 | Train Perf: 0.9448 | Eval Error: 0.0043 | Eval Perf: 0.8455
[26, 100] Train Error: 0.0015 | Train Perf: 0.9439 | Eval Error: 0.0044 | Eval Perf: 0.8418
[27, 100] Train Error: 0.0015 | Train Perf: 0.9454 | Eval Error: 0.0044 | Eval Perf: 0.8491
[28, 100] Train Error: 0.0014 | Train Perf: 0.9478 | Eval Error: 0.0054 | Eval Perf: 0.8451
[29, 100] Train Error: 0.0014 | Train Perf: 0.9475 | Eval Error: 0.0045 | Eval Perf: 0.8409
[30, 100] Train Error: 0.0014 | Train Perf: 0.9484 | Eval Error: 0.0044 | Eval Perf: 0.8405
[31, 100] Train Error: 0.0014 | Train Perf: 0.9501 | Eval Error: 0.0045 | Eval Perf: 0.8434
[32, 100] Train Error: 0.0013 | Train Perf: 0.9506 | Eval Error: 0.0044 | Eval Perf: 0.8425
[33, 100] Train Error: 0.0013 | Train Perf: 0.9507 | Eval Error: 0.0045 | Eval Perf: 0.8411
[34, 100] Train Error: 0.0013 | Train Perf: 0.9528 | Eval Error: 0.0049 | Eval Perf: 0.8449
[35, 100] Train Error: 0.0013 | Train Perf: 0.9533 | Eval Error: 0.0047 | Eval Perf: 0.8401
[36, 100] Train Error: 0.0012 | Train Perf: 0.9541 | Eval Error: 0.0048 | Eval Perf: 0.8283
[37, 100] Train Error: 0.0012 | Train Perf: 0.954 | Eval Error: 0.0047 | Eval Perf: 0.838
[38, 100] Train Error: 0.0012 | Train Perf: 0.9549 | Eval Error: 0.0047 | Eval Perf: 0.8314
[39, 100] Train Error: 0.0012 | Train Perf: 0.9558 | Eval Error: 0.0052 | Eval Perf: 0.8368
[40, 100] Train Error: 0.0012 | Train Perf: 0.9555 | Eval Error: 0.0048 | Eval Perf: 0.8299
[41, 100] Train Error: 0.0012 | Train Perf: 0.9575 | Eval Error: 0.0051 | Eval Perf: 0.8333
[42, 100] Train Error: 0.0012 | Train Perf: 0.9569 | Eval Error: 0.0051 | Eval Perf: 0.8337
[43, 100] Train Error: 0.0012 | Train Perf: 0.9575 | Eval Error: 0.0054 | Eval Perf: 0.8302
[44, 100] Train Error: 0.0011 | Train Perf: 0.9586 | Eval Error: 0.0051 | Eval Perf: 0.8199
[45, 100] Train Error: 0.0011 | Train Perf: 0.9581 | Eval Error: 0.005 | Eval Perf: 0.8311
[46, 100] Train Error: 0.0011 | Train Perf: 0.9589 | Eval Error: 0.0051 | Eval Perf: 0.8277
[47, 100] Train Error: 0.0011 | Train Perf: 0.9593 | Eval Error: 0.0053 | Eval Perf: 0.8291
[48, 100] Train Error: 0.0011 | Train Perf: 0.96 | Eval Error: 0.0051 | Eval Perf: 0.8272
