NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0168 | Train Perf: 0.1629 | Eval Error: 0.0174 | Eval Perf: 0.4381
[2, 100] Train Error: 0.0164 | Train Perf: 0.0002 | Eval Error: 0.0173 | Eval Perf: 0.5658
[3, 100] Train Error: 0.016 | Train Perf: 0.0594 | Eval Error: 0.0171 | Eval Perf: 0.636
[4, 100] Train Error: 0.0152 | Train Perf: 0.2277 | Eval Error: 0.0166 | Eval Perf: 0.679
[5, 100] Train Error: 0.0145 | Train Perf: 0.3654 | Eval Error: 0.015 | Eval Perf: 0.6924
[6, 100] Train Error: 0.013 | Train Perf: 0.5419 | Eval Error: 0.0136 | Eval Perf: 0.7062
[7, 100] Train Error: 0.0107 | Train Perf: 0.6811 | Eval Error: 0.0143 | Eval Perf: 0.6934
[8, 100] Train Error: 0.01 | Train Perf: 0.7141 | Eval Error: 0.0107 | Eval Perf: 0.7629
[9, 100] Train Error: 0.0084 | Train Perf: 0.7694 | Eval Error: 0.0096 | Eval Perf: 0.7688
[10, 100] Train Error: 0.0072 | Train Perf: 0.8061 | Eval Error: 0.0087 | Eval Perf: 0.7743
[11, 100] Train Error: 0.0062 | Train Perf: 0.8267 | Eval Error: 0.0083 | Eval Perf: 0.7774
[12, 100] Train Error: 0.0055 | Train Perf: 0.8487 | Eval Error: 0.0078 | Eval Perf: 0.7816
[13, 100] Train Error: 0.0049 | Train Perf: 0.8616 | Eval Error: 0.0076 | Eval Perf: 0.7848
[14, 100] Train Error: 0.0045 | Train Perf: 0.8675 | Eval Error: 0.0067 | Eval Perf: 0.8022
[15, 100] Train Error: 0.004 | Train Perf: 0.8853 | Eval Error: 0.0065 | Eval Perf: 0.8068
[16, 100] Train Error: 0.0037 | Train Perf: 0.8909 | Eval Error: 0.0065 | Eval Perf: 0.8051
[17, 100] Train Error: 0.0032 | Train Perf: 0.9094 | Eval Error: 0.0068 | Eval Perf: 0.7956
[18, 100] Train Error: 0.003 | Train Perf: 0.9087 | Eval Error: 0.0061 | Eval Perf: 0.8087
[19, 100] Train Error: 0.0027 | Train Perf: 0.9197 | Eval Error: 0.0062 | Eval Perf: 0.8259
[20, 100] Train Error: 0.0026 | Train Perf: 0.9215 | Eval Error: 0.0058 | Eval Perf: 0.8247
[21, 100] Train Error: 0.0021 | Train Perf: 0.9364 | Eval Error: 0.0064 | Eval Perf: 0.8076
[22, 100] Train Error: 0.002 | Train Perf: 0.9434 | Eval Error: 0.0065 | Eval Perf: 0.8028
[23, 100] Train Error: 0.002 | Train Perf: 0.9405 | Eval Error: 0.0059 | Eval Perf: 0.8218
[24, 100] Train Error: 0.0019 | Train Perf: 0.9442 | Eval Error: 0.006 | Eval Perf: 0.8127
[25, 100] Train Error: 0.0016 | Train Perf: 0.9509 | Eval Error: 0.0057 | Eval Perf: 0.8237
[26, 100] Train Error: 0.0015 | Train Perf: 0.9555 | Eval Error: 0.006 | Eval Perf: 0.8337
[27, 100] Train Error: 0.0015 | Train Perf: 0.9553 | Eval Error: 0.0058 | Eval Perf: 0.8223
