NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0168 | Train Perf: 0.1574 | Eval Error: 0.018 | Eval Perf: 0.7891
[2, 100] Train Error: 0.0162 | Train Perf: -0.0005 | Eval Error: 0.0176 | Eval Perf: 0.8272
[3, 100] Train Error: 0.0159 | Train Perf: 0.0393 | Eval Error: 0.0174 | Eval Perf: 0.8311
[4, 100] Train Error: 0.0152 | Train Perf: 0.2045 | Eval Error: 0.0167 | Eval Perf: 0.826
[5, 100] Train Error: 0.0144 | Train Perf: 0.3542 | Eval Error: 0.0154 | Eval Perf: 0.8215
[6, 100] Train Error: 0.013 | Train Perf: 0.5433 | Eval Error: 0.0142 | Eval Perf: 0.8152
[7, 100] Train Error: 0.0107 | Train Perf: 0.6729 | Eval Error: 0.0159 | Eval Perf: 0.8271
[8, 100] Train Error: 0.0098 | Train Perf: 0.7315 | Eval Error: 0.0115 | Eval Perf: 0.7864
[9, 100] Train Error: 0.0081 | Train Perf: 0.7839 | Eval Error: 0.0103 | Eval Perf: 0.7854
[10, 100] Train Error: 0.0069 | Train Perf: 0.8162 | Eval Error: 0.0099 | Eval Perf: 0.7849
[11, 100] Train Error: 0.0059 | Train Perf: 0.8363 | Eval Error: 0.0096 | Eval Perf: 0.7854
[12, 100] Train Error: 0.0052 | Train Perf: 0.8549 | Eval Error: 0.0098 | Eval Perf: 0.7914
[13, 100] Train Error: 0.0046 | Train Perf: 0.8674 | Eval Error: 0.0105 | Eval Perf: 0.796
[14, 100] Train Error: 0.0042 | Train Perf: 0.874 | Eval Error: 0.0085 | Eval Perf: 0.768
[15, 100] Train Error: 0.0038 | Train Perf: 0.8891 | Eval Error: 0.0081 | Eval Perf: 0.7654
[16, 100] Train Error: 0.0035 | Train Perf: 0.894 | Eval Error: 0.009 | Eval Perf: 0.7815
[17, 100] Train Error: 0.0031 | Train Perf: 0.9088 | Eval Error: 0.0093 | Eval Perf: 0.7868
[18, 100] Train Error: 0.003 | Train Perf: 0.9068 | Eval Error: 0.0087 | Eval Perf: 0.7807
[19, 100] Train Error: 0.0027 | Train Perf: 0.9168 | Eval Error: 0.0079 | Eval Perf: 0.7574
[20, 100] Train Error: 0.0026 | Train Perf: 0.9202 | Eval Error: 0.0079 | Eval Perf: 0.7639
[21, 100] Train Error: 0.0021 | Train Perf: 0.936 | Eval Error: 0.0091 | Eval Perf: 0.785
[22, 100] Train Error: 0.0021 | Train Perf: 0.9369 | Eval Error: 0.0089 | Eval Perf: 0.7833
[23, 100] Train Error: 0.002 | Train Perf: 0.94 | Eval Error: 0.0079 | Eval Perf: 0.7711
[24, 100] Train Error: 0.0021 | Train Perf: 0.9359 | Eval Error: 0.0082 | Eval Perf: 0.7763
[25, 100] Train Error: 0.0018 | Train Perf: 0.943 | Eval Error: 0.0079 | Eval Perf: 0.7695
[26, 100] Train Error: 0.0018 | Train Perf: 0.9451 | Eval Error: 0.0078 | Eval Perf: 0.7596
[27, 100] Train Error: 0.0017 | Train Perf: 0.9472 | Eval Error: 0.0081 | Eval Perf: 0.7741
[28, 100] Train Error: 0.0015 | Train Perf: 0.9516 | Eval Error: 0.0077 | Eval Perf: 0.761
[29, 100] Train Error: 0.0015 | Train Perf: 0.9515 | Eval Error: 0.0077 | Eval Perf: 0.7691
[30, 100] Train Error: 0.0013 | Train Perf: 0.9579 | Eval Error: 0.0087 | Eval Perf: 0.7837
[31, 100] Train Error: 0.0012 | Train Perf: 0.9641 | Eval Error: 0.0092 | Eval Perf: 0.7827
[32, 100] Train Error: 0.0012 | Train Perf: 0.9635 | Eval Error: 0.008 | Eval Perf: 0.7711
[33, 100] Train Error: 0.0012 | Train Perf: 0.9635 | Eval Error: 0.0081 | Eval Perf: 0.7722
[34, 100] Train Error: 0.0011 | Train Perf: 0.9665 | Eval Error: 0.0094 | Eval Perf: 0.7844
[35, 100] Train Error: 0.001 | Train Perf: 0.9679 | Eval Error: 0.0079 | Eval Perf: 0.7755
[36, 100] Train Error: 0.001 | Train Perf: 0.968 | Eval Error: 0.0079 | Eval Perf: 0.7748
[37, 100] Train Error: 0.001 | Train Perf: 0.9697 | Eval Error: 0.0086 | Eval Perf: 0.7807
[38, 100] Train Error: 0.0009 | Train Perf: 0.9735 | Eval Error: 0.008 | Eval Perf: 0.774
[39, 100] Train Error: 0.0008 | Train Perf: 0.974 | Eval Error: 0.0081 | Eval Perf: 0.7709
[40, 100] Train Error: 0.0008 | Train Perf: 0.9746 | Eval Error: 0.008 | Eval Perf: 0.7709
[41, 100] Train Error: 0.0008 | Train Perf: 0.9749 | Eval Error: 0.0079 | Eval Perf: 0.7622
[42, 100] Train Error: 0.0007 | Train Perf: 0.9776 | Eval Error: 0.0081 | Eval Perf: 0.7673
[43, 100] Train Error: 0.0007 | Train Perf: 0.9772 | Eval Error: 0.0083 | Eval Perf: 0.77
[44, 100] Train Error: 0.0007 | Train Perf: 0.9786 | Eval Error: 0.0079 | Eval Perf: 0.7693
[45, 100] Train Error: 0.0006 | Train Perf: 0.9806 | Eval Error: 0.0078 | Eval Perf: 0.7589
[46, 100] Train Error: 0.0007 | Train Perf: 0.9798 | Eval Error: 0.0084 | Eval Perf: 0.7739
[47, 100] Train Error: 0.0006 | Train Perf: 0.9816 | Eval Error: 0.0081 | Eval Perf: 0.7674
[48, 100] Train Error: 0.0006 | Train Perf: 0.9807 | Eval Error: 0.0082 | Eval Perf: 0.7676
[49, 100] Train Error: 0.0006 | Train Perf: 0.9807 | Eval Error: 0.008 | Eval Perf: 0.7636
[50, 100] Train Error: 0.0005 | Train Perf: 0.984 | Eval Error: 0.0078 | Eval Perf: 0.7654
[51, 100] Train Error: 0.0005 | Train Perf: 0.9845 | Eval Error: 0.0086 | Eval Perf: 0.7756
[52, 100] Train Error: 0.0005 | Train Perf: 0.9841 | Eval Error: 0.0081 | Eval Perf: 0.7678
[53, 100] Train Error: 0.0005 | Train Perf: 0.9851 | Eval Error: 0.0082 | Eval Perf: 0.7709
[54, 100] Train Error: 0.0005 | Train Perf: 0.9861 | Eval Error: 0.009 | Eval Perf: 0.7806
[55, 100] Train Error: 0.0005 | Train Perf: 0.9851 | Eval Error: 0.0082 | Eval Perf: 0.7715
[56, 100] Train Error: 0.0004 | Train Perf: 0.9864 | Eval Error: 0.0082 | Eval Perf: 0.7688
[57, 100] Train Error: 0.0004 | Train Perf: 0.9864 | Eval Error: 0.0082 | Eval Perf: 0.7666
[58, 100] Train Error: 0.0004 | Train Perf: 0.9864 | Eval Error: 0.008 | Eval Perf: 0.7633
[59, 100] Train Error: 0.0004 | Train Perf: 0.9875 | Eval Error: 0.0082 | Eval Perf: 0.7687
[60, 100] Train Error: 0.0004 | Train Perf: 0.9868 | Eval Error: 0.0079 | Eval Perf: 0.7549
[61, 100] Train Error: 0.0004 | Train Perf: 0.9881 | Eval Error: 0.008 | Eval Perf: 0.7636
[62, 100] Train Error: 0.0004 | Train Perf: 0.9882 | Eval Error: 0.008 | Eval Perf: 0.7501
[63, 100] Train Error: 0.0004 | Train Perf: 0.9878 | Eval Error: 0.0085 | Eval Perf: 0.7687
[64, 100] Train Error: 0.0004 | Train Perf: 0.9885 | Eval Error: 0.0082 | Eval Perf: 0.76
[65, 100] Train Error: 0.0004 | Train Perf: 0.9887 | Eval Error: 0.0081 | Eval Perf: 0.7579
[66, 100] Train Error: 0.0004 | Train Perf: 0.9883 | Eval Error: 0.0082 | Eval Perf: 0.7545
[67, 100] Train Error: 0.0003 | Train Perf: 0.9893 | Eval Error: 0.0083 | Eval Perf: 0.7601
[68, 100] Train Error: 0.0003 | Train Perf: 0.9894 | Eval Error: 0.0083 | Eval Perf: 0.7609
[69, 100] Train Error: 0.0003 | Train Perf: 0.9893 | Eval Error: 0.0082 | Eval Perf: 0.7617
[70, 100] Train Error: 0.0003 | Train Perf: 0.9897 | Eval Error: 0.0081 | Eval Perf: 0.7601
[71, 100] Train Error: 0.0003 | Train Perf: 0.9897 | Eval Error: 0.0083 | Eval Perf: 0.7608
[72, 100] Train Error: 0.0003 | Train Perf: 0.9903 | Eval Error: 0.0083 | Eval Perf: 0.76
[73, 100] Train Error: 0.0003 | Train Perf: 0.9906 | Eval Error: 0.0085 | Eval Perf: 0.7621
[74, 100] Train Error: 0.0003 | Train Perf: 0.9902 | Eval Error: 0.0082 | Eval Perf: 0.754
[75, 100] Train Error: 0.0003 | Train Perf: 0.991 | Eval Error: 0.0081 | Eval Perf: 0.7522
[76, 100] Train Error: 0.0003 | Train Perf: 0.9915 | Eval Error: 0.0083 | Eval Perf: 0.7372
[77, 100] Train Error: 0.0003 | Train Perf: 0.9906 | Eval Error: 0.0082 | Eval Perf: 0.7522
[78, 100] Train Error: 0.0003 | Train Perf: 0.9911 | Eval Error: 0.0082 | Eval Perf: 0.7536
[79, 100] Train Error: 0.0003 | Train Perf: 0.9915 | Eval Error: 0.0084 | Eval Perf: 0.7571
[80, 100] Train Error: 0.0003 | Train Perf: 0.991 | Eval Error: 0.0083 | Eval Perf: 0.7564
[81, 100] Train Error: 0.0003 | Train Perf: 0.9915 | Eval Error: 0.0084 | Eval Perf: 0.7568
[82, 100] Train Error: 0.0003 | Train Perf: 0.9922 | Eval Error: 0.0084 | Eval Perf: 0.7574
[83, 100] Train Error: 0.0003 | Train Perf: 0.9916 | Eval Error: 0.0082 | Eval Perf: 0.7555
[84, 100] Train Error: 0.0003 | Train Perf: 0.992 | Eval Error: 0.0082 | Eval Perf: 0.7439
[85, 100] Train Error: 0.0002 | Train Perf: 0.9925 | Eval Error: 0.0086 | Eval Perf: 0.7627
[86, 100] Train Error: 0.0003 | Train Perf: 0.9916 | Eval Error: 0.0083 | Eval Perf: 0.7556
[87, 100] Train Error: 0.0002 | Train Perf: 0.9923 | Eval Error: 0.0084 | Eval Perf: 0.7569
[88, 100] Train Error: 0.0003 | Train Perf: 0.992 | Eval Error: 0.0083 | Eval Perf: 0.7549
[89, 100] Train Error: 0.0003 | Train Perf: 0.9919 | Eval Error: 0.0084 | Eval Perf: 0.7551
[90, 100] Train Error: 0.0003 | Train Perf: 0.9915 | Eval Error: 0.0084 | Eval Perf: 0.7564
[91, 100] Train Error: 0.0003 | Train Perf: 0.9916 | Eval Error: 0.0083 | Eval Perf: 0.7531
[92, 100] Train Error: 0.0002 | Train Perf: 0.9924 | Eval Error: 0.0083 | Eval Perf: 0.7497
[93, 100] Train Error: 0.0003 | Train Perf: 0.9921 | Eval Error: 0.0085 | Eval Perf: 0.7572
[94, 100] Train Error: 0.0003 | Train Perf: 0.992 | Eval Error: 0.0083 | Eval Perf: 0.7518
[95, 100] Train Error: 0.0003 | Train Perf: 0.9921 | Eval Error: 0.0084 | Eval Perf: 0.75
[96, 100] Train Error: 0.0003 | Train Perf: 0.9919 | Eval Error: 0.0083 | Eval Perf: 0.7506
[97, 100] Train Error: 0.0002 | Train Perf: 0.993 | Eval Error: 0.0083 | Eval Perf: 0.7506
[98, 100] Train Error: 0.0002 | Train Perf: 0.9929 | Eval Error: 0.0083 | Eval Perf: 0.753
[99, 100] Train Error: 0.0002 | Train Perf: 0.9927 | Eval Error: 0.0084 | Eval Perf: 0.7515
[100, 100] Train Error: 0.0002 | Train Perf: 0.9925 | Eval Error: 0.0084 | Eval Perf: 0.7527
