NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0109 | Train Perf: 0.4572 | Eval Error: 0.0079 | Eval Perf: 0.7119
[2, 100] Train Error: 0.0068 | Train Perf: 0.7185 | Eval Error: 0.0064 | Eval Perf: 0.7668
[3, 100] Train Error: 0.0055 | Train Perf: 0.7781 | Eval Error: 0.0052 | Eval Perf: 0.8252
[4, 100] Train Error: 0.0044 | Train Perf: 0.8269 | Eval Error: 0.0043 | Eval Perf: 0.8463
[5, 100] Train Error: 0.0039 | Train Perf: 0.8479 | Eval Error: 0.0043 | Eval Perf: 0.8484
[6, 100] Train Error: 0.0033 | Train Perf: 0.8711 | Eval Error: 0.004 | Eval Perf: 0.8591
[7, 100] Train Error: 0.0032 | Train Perf: 0.8755 | Eval Error: 0.0038 | Eval Perf: 0.8586
[8, 100] Train Error: 0.0029 | Train Perf: 0.8889 | Eval Error: 0.0036 | Eval Perf: 0.8693
[9, 100] Train Error: 0.0027 | Train Perf: 0.8979 | Eval Error: 0.0036 | Eval Perf: 0.8703
[10, 100] Train Error: 0.0024 | Train Perf: 0.9075 | Eval Error: 0.0037 | Eval Perf: 0.8633
[11, 100] Train Error: 0.0024 | Train Perf: 0.9088 | Eval Error: 0.0038 | Eval Perf: 0.8592
[12, 100] Train Error: 0.0022 | Train Perf: 0.916 | Eval Error: 0.0035 | Eval Perf: 0.8707
[13, 100] Train Error: 0.0022 | Train Perf: 0.9166 | Eval Error: 0.004 | Eval Perf: 0.8652
[14, 100] Train Error: 0.0021 | Train Perf: 0.9221 | Eval Error: 0.0037 | Eval Perf: 0.8642
[15, 100] Train Error: 0.002 | Train Perf: 0.925 | Eval Error: 0.0039 | Eval Perf: 0.857
[16, 100] Train Error: 0.0019 | Train Perf: 0.9277 | Eval Error: 0.0038 | Eval Perf: 0.8614
[17, 100] Train Error: 0.0019 | Train Perf: 0.9288 | Eval Error: 0.0037 | Eval Perf: 0.8631
[18, 100] Train Error: 0.0018 | Train Perf: 0.9315 | Eval Error: 0.0039 | Eval Perf: 0.8601
[19, 100] Train Error: 0.0017 | Train Perf: 0.9352 | Eval Error: 0.004 | Eval Perf: 0.8633
[20, 100] Train Error: 0.0017 | Train Perf: 0.9369 | Eval Error: 0.004 | Eval Perf: 0.8549
[21, 100] Train Error: 0.0016 | Train Perf: 0.9399 | Eval Error: 0.0043 | Eval Perf: 0.8424
[22, 100] Train Error: 0.0016 | Train Perf: 0.9417 | Eval Error: 0.0039 | Eval Perf: 0.8567
[23, 100] Train Error: 0.0015 | Train Perf: 0.9434 | Eval Error: 0.0037 | Eval Perf: 0.8636
[24, 100] Train Error: 0.0015 | Train Perf: 0.9457 | Eval Error: 0.004 | Eval Perf: 0.8532
[25, 100] Train Error: 0.0014 | Train Perf: 0.9473 | Eval Error: 0.0039 | Eval Perf: 0.8559
[26, 100] Train Error: 0.0014 | Train Perf: 0.9487 | Eval Error: 0.004 | Eval Perf: 0.8521
[27, 100] Train Error: 0.0013 | Train Perf: 0.9515 | Eval Error: 0.0043 | Eval Perf: 0.849
[28, 100] Train Error: 0.0012 | Train Perf: 0.9546 | Eval Error: 0.0043 | Eval Perf: 0.8595
[29, 100] Train Error: 0.0013 | Train Perf: 0.9536 | Eval Error: 0.0041 | Eval Perf: 0.8497
[30, 100] Train Error: 0.0012 | Train Perf: 0.957 | Eval Error: 0.0041 | Eval Perf: 0.8499
[31, 100] Train Error: 0.0011 | Train Perf: 0.9583 | Eval Error: 0.0043 | Eval Perf: 0.8468
[32, 100] Train Error: 0.0011 | Train Perf: 0.9589 | Eval Error: 0.0042 | Eval Perf: 0.8453
[33, 100] Train Error: 0.0011 | Train Perf: 0.9607 | Eval Error: 0.0041 | Eval Perf: 0.8525
[34, 100] Train Error: 0.001 | Train Perf: 0.9626 | Eval Error: 0.0041 | Eval Perf: 0.8522
[35, 100] Train Error: 0.001 | Train Perf: 0.9629 | Eval Error: 0.0041 | Eval Perf: 0.8519
[36, 100] Train Error: 0.001 | Train Perf: 0.9646 | Eval Error: 0.0042 | Eval Perf: 0.8444
[37, 100] Train Error: 0.0009 | Train Perf: 0.9653 | Eval Error: 0.0044 | Eval Perf: 0.8448
[38, 100] Train Error: 0.0009 | Train Perf: 0.9669 | Eval Error: 0.0043 | Eval Perf: 0.8415
[39, 100] Train Error: 0.0009 | Train Perf: 0.9669 | Eval Error: 0.0042 | Eval Perf: 0.8467
[40, 100] Train Error: 0.0009 | Train Perf: 0.9674 | Eval Error: 0.0043 | Eval Perf: 0.842
[41, 100] Train Error: 0.0009 | Train Perf: 0.9683 | Eval Error: 0.0045 | Eval Perf: 0.8362
[42, 100] Train Error: 0.0008 | Train Perf: 0.9699 | Eval Error: 0.0045 | Eval Perf: 0.8371
[43, 100] Train Error: 0.0008 | Train Perf: 0.9708 | Eval Error: 0.0043 | Eval Perf: 0.8461
[44, 100] Train Error: 0.0008 | Train Perf: 0.971 | Eval Error: 0.0046 | Eval Perf: 0.8295
[45, 100] Train Error: 0.0008 | Train Perf: 0.9717 | Eval Error: 0.0046 | Eval Perf: 0.8369
[46, 100] Train Error: 0.0007 | Train Perf: 0.9727 | Eval Error: 0.0044 | Eval Perf: 0.8439
[47, 100] Train Error: 0.0007 | Train Perf: 0.9731 | Eval Error: 0.0045 | Eval Perf: 0.8362
[48, 100] Train Error: 0.0008 | Train Perf: 0.9724 | Eval Error: 0.0048 | Eval Perf: 0.8399
[49, 100] Train Error: 0.0007 | Train Perf: 0.9729 | Eval Error: 0.0043 | Eval Perf: 0.8446
[50, 100] Train Error: 0.0007 | Train Perf: 0.9736 | Eval Error: 0.0045 | Eval Perf: 0.8355
[51, 100] Train Error: 0.0007 | Train Perf: 0.974 | Eval Error: 0.0045 | Eval Perf: 0.8335
[52, 100] Train Error: 0.0007 | Train Perf: 0.973 | Eval Error: 0.0045 | Eval Perf: 0.8371
[53, 100] Train Error: 0.0007 | Train Perf: 0.9751 | Eval Error: 0.0046 | Eval Perf: 0.8368
[54, 100] Train Error: 0.0007 | Train Perf: 0.9755 | Eval Error: 0.0046 | Eval Perf: 0.8315
[55, 100] Train Error: 0.0006 | Train Perf: 0.9763 | Eval Error: 0.0047 | Eval Perf: 0.8281
[56, 100] Train Error: 0.0006 | Train Perf: 0.9769 | Eval Error: 0.0046 | Eval Perf: 0.8375
[57, 100] Train Error: 0.0007 | Train Perf: 0.9759 | Eval Error: 0.0047 | Eval Perf: 0.8278
[58, 100] Train Error: 0.0006 | Train Perf: 0.9763 | Eval Error: 0.0047 | Eval Perf: 0.8267
[59, 100] Train Error: 0.0006 | Train Perf: 0.9769 | Eval Error: 0.0048 | Eval Perf: 0.8261
[60, 100] Train Error: 0.0006 | Train Perf: 0.9772 | Eval Error: 0.0048 | Eval Perf: 0.8249
[61, 100] Train Error: 0.0006 | Train Perf: 0.978 | Eval Error: 0.0048 | Eval Perf: 0.8228
[62, 100] Train Error: 0.0006 | Train Perf: 0.9779 | Eval Error: 0.0047 | Eval Perf: 0.8268
[63, 100] Train Error: 0.0006 | Train Perf: 0.9781 | Eval Error: 0.0049 | Eval Perf: 0.8219
[64, 100] Train Error: 0.0006 | Train Perf: 0.9787 | Eval Error: 0.0051 | Eval Perf: 0.822
[65, 100] Train Error: 0.0006 | Train Perf: 0.9786 | Eval Error: 0.0049 | Eval Perf: 0.8241
[66, 100] Train Error: 0.0006 | Train Perf: 0.9792 | Eval Error: 0.005 | Eval Perf: 0.82
[67, 100] Train Error: 0.0006 | Train Perf: 0.9794 | Eval Error: 0.0051 | Eval Perf: 0.8172
[68, 100] Train Error: 0.0006 | Train Perf: 0.9792 | Eval Error: 0.005 | Eval Perf: 0.8195
