NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.005 | Train Perf: 0.0772 | Eval Error: 0.0038 | Eval Perf: 0.3461
[2, 100] Train Error: 0.0036 | Train Perf: 0.4815 | Eval Error: 0.0039 | Eval Perf: 0.4115
[3, 100] Train Error: 0.0031 | Train Perf: 0.5672 | Eval Error: 0.0033 | Eval Perf: 0.4742
[4, 100] Train Error: 0.0028 | Train Perf: 0.6302 | Eval Error: 0.0034 | Eval Perf: 0.4922
[5, 100] Train Error: 0.0025 | Train Perf: 0.6698 | Eval Error: 0.0039 | Eval Perf: 0.4805
[6, 100] Train Error: 0.0023 | Train Perf: 0.7035 | Eval Error: 0.0031 | Eval Perf: 0.5302
[7, 100] Train Error: 0.0021 | Train Perf: 0.7295 | Eval Error: 0.0032 | Eval Perf: 0.5409
[8, 100] Train Error: 0.002 | Train Perf: 0.7524 | Eval Error: 0.003 | Eval Perf: 0.5555
[9, 100] Train Error: 0.0019 | Train Perf: 0.7679 | Eval Error: 0.0029 | Eval Perf: 0.5561
[10, 100] Train Error: 0.0017 | Train Perf: 0.794 | Eval Error: 0.003 | Eval Perf: 0.554
[11, 100] Train Error: 0.0016 | Train Perf: 0.8043 | Eval Error: 0.0032 | Eval Perf: 0.5569
[12, 100] Train Error: 0.0015 | Train Perf: 0.816 | Eval Error: 0.0029 | Eval Perf: 0.5787
[13, 100] Train Error: 0.0015 | Train Perf: 0.8223 | Eval Error: 0.003 | Eval Perf: 0.5811
[14, 100] Train Error: 0.0014 | Train Perf: 0.8377 | Eval Error: 0.0038 | Eval Perf: 0.589
[15, 100] Train Error: 0.0014 | Train Perf: 0.8359 | Eval Error: 0.0028 | Eval Perf: 0.602
[16, 100] Train Error: 0.0013 | Train Perf: 0.8492 | Eval Error: 0.0029 | Eval Perf: 0.5957
[17, 100] Train Error: 0.0013 | Train Perf: 0.8514 | Eval Error: 0.0032 | Eval Perf: 0.6052
[18, 100] Train Error: 0.0012 | Train Perf: 0.8556 | Eval Error: 0.0028 | Eval Perf: 0.6084
[19, 100] Train Error: 0.0011 | Train Perf: 0.8729 | Eval Error: 0.0027 | Eval Perf: 0.617
[20, 100] Train Error: 0.0011 | Train Perf: 0.8678 | Eval Error: 0.0027 | Eval Perf: 0.6203
[21, 100] Train Error: 0.001 | Train Perf: 0.8819 | Eval Error: 0.0038 | Eval Perf: 0.6184
[22, 100] Train Error: 0.001 | Train Perf: 0.8786 | Eval Error: 0.0028 | Eval Perf: 0.6394
[23, 100] Train Error: 0.001 | Train Perf: 0.8804 | Eval Error: 0.0025 | Eval Perf: 0.6358
[24, 100] Train Error: 0.001 | Train Perf: 0.8831 | Eval Error: 0.0024 | Eval Perf: 0.6605
[25, 100] Train Error: 0.001 | Train Perf: 0.8836 | Eval Error: 0.0028 | Eval Perf: 0.6589
[26, 100] Train Error: 0.001 | Train Perf: 0.8862 | Eval Error: 0.0025 | Eval Perf: 0.6499
[27, 100] Train Error: 0.0009 | Train Perf: 0.8917 | Eval Error: 0.0025 | Eval Perf: 0.6515
[28, 100] Train Error: 0.0009 | Train Perf: 0.8935 | Eval Error: 0.0025 | Eval Perf: 0.6639
[29, 100] Train Error: 0.0009 | Train Perf: 0.8962 | Eval Error: 0.0025 | Eval Perf: 0.6562
[30, 100] Train Error: 0.0009 | Train Perf: 0.8941 | Eval Error: 0.0025 | Eval Perf: 0.6598
[31, 100] Train Error: 0.0009 | Train Perf: 0.9001 | Eval Error: 0.0027 | Eval Perf: 0.6694
[32, 100] Train Error: 0.0008 | Train Perf: 0.9034 | Eval Error: 0.0024 | Eval Perf: 0.6656
[33, 100] Train Error: 0.0008 | Train Perf: 0.9051 | Eval Error: 0.0025 | Eval Perf: 0.6671
[34, 100] Train Error: 0.0008 | Train Perf: 0.9055 | Eval Error: 0.0028 | Eval Perf: 0.6689
[35, 100] Train Error: 0.0008 | Train Perf: 0.9106 | Eval Error: 0.0023 | Eval Perf: 0.6835
[36, 100] Train Error: 0.0008 | Train Perf: 0.9085 | Eval Error: 0.0024 | Eval Perf: 0.6787
[37, 100] Train Error: 0.0007 | Train Perf: 0.9147 | Eval Error: 0.0024 | Eval Perf: 0.6827
[38, 100] Train Error: 0.0008 | Train Perf: 0.9118 | Eval Error: 0.0022 | Eval Perf: 0.6957
[39, 100] Train Error: 0.0007 | Train Perf: 0.916 | Eval Error: 0.0023 | Eval Perf: 0.698
[40, 100] Train Error: 0.0007 | Train Perf: 0.9161 | Eval Error: 0.0023 | Eval Perf: 0.6924
[41, 100] Train Error: 0.0007 | Train Perf: 0.9188 | Eval Error: 0.0022 | Eval Perf: 0.6987
[42, 100] Train Error: 0.0007 | Train Perf: 0.9195 | Eval Error: 0.0024 | Eval Perf: 0.6858
[43, 100] Train Error: 0.0007 | Train Perf: 0.9202 | Eval Error: 0.0024 | Eval Perf: 0.6835
[44, 100] Train Error: 0.0007 | Train Perf: 0.9226 | Eval Error: 0.0023 | Eval Perf: 0.687
[45, 100] Train Error: 0.0006 | Train Perf: 0.9286 | Eval Error: 0.0021 | Eval Perf: 0.7091
[46, 100] Train Error: 0.0006 | Train Perf: 0.9267 | Eval Error: 0.0021 | Eval Perf: 0.7117
[47, 100] Train Error: 0.0006 | Train Perf: 0.9282 | Eval Error: 0.0022 | Eval Perf: 0.6925
[48, 100] Train Error: 0.0006 | Train Perf: 0.9297 | Eval Error: 0.0022 | Eval Perf: 0.704
[49, 100] Train Error: 0.0006 | Train Perf: 0.9304 | Eval Error: 0.0022 | Eval Perf: 0.7065
[50, 100] Train Error: 0.0006 | Train Perf: 0.9315 | Eval Error: 0.0023 | Eval Perf: 0.7053
[51, 100] Train Error: 0.0006 | Train Perf: 0.9341 | Eval Error: 0.0023 | Eval Perf: 0.7077
[52, 100] Train Error: 0.0005 | Train Perf: 0.9384 | Eval Error: 0.0021 | Eval Perf: 0.709
[53, 100] Train Error: 0.0005 | Train Perf: 0.9382 | Eval Error: 0.0022 | Eval Perf: 0.708
[54, 100] Train Error: 0.0005 | Train Perf: 0.9412 | Eval Error: 0.0022 | Eval Perf: 0.7154
[55, 100] Train Error: 0.0005 | Train Perf: 0.9421 | Eval Error: 0.0021 | Eval Perf: 0.7234
[56, 100] Train Error: 0.0005 | Train Perf: 0.9436 | Eval Error: 0.0021 | Eval Perf: 0.7241
[57, 100] Train Error: 0.0005 | Train Perf: 0.9446 | Eval Error: 0.0021 | Eval Perf: 0.72
[58, 100] Train Error: 0.0005 | Train Perf: 0.9473 | Eval Error: 0.002 | Eval Perf: 0.726
[59, 100] Train Error: 0.0005 | Train Perf: 0.949 | Eval Error: 0.0021 | Eval Perf: 0.7178
[60, 100] Train Error: 0.0004 | Train Perf: 0.9498 | Eval Error: 0.0021 | Eval Perf: 0.7166
[61, 100] Train Error: 0.0004 | Train Perf: 0.9499 | Eval Error: 0.0021 | Eval Perf: 0.7258
[62, 100] Train Error: 0.0004 | Train Perf: 0.9524 | Eval Error: 0.0021 | Eval Perf: 0.7196
[63, 100] Train Error: 0.0004 | Train Perf: 0.9523 | Eval Error: 0.0021 | Eval Perf: 0.7241
[64, 100] Train Error: 0.0004 | Train Perf: 0.9533 | Eval Error: 0.0021 | Eval Perf: 0.7245
[65, 100] Train Error: 0.0004 | Train Perf: 0.9542 | Eval Error: 0.002 | Eval Perf: 0.7339
[66, 100] Train Error: 0.0004 | Train Perf: 0.957 | Eval Error: 0.002 | Eval Perf: 0.7374
[67, 100] Train Error: 0.0004 | Train Perf: 0.9582 | Eval Error: 0.002 | Eval Perf: 0.7397
[68, 100] Train Error: 0.0004 | Train Perf: 0.9585 | Eval Error: 0.002 | Eval Perf: 0.7424
[69, 100] Train Error: 0.0004 | Train Perf: 0.9594 | Eval Error: 0.002 | Eval Perf: 0.741
[70, 100] Train Error: 0.0003 | Train Perf: 0.9617 | Eval Error: 0.002 | Eval Perf: 0.737
[71, 100] Train Error: 0.0003 | Train Perf: 0.9615 | Eval Error: 0.0019 | Eval Perf: 0.7463
[72, 100] Train Error: 0.0003 | Train Perf: 0.9632 | Eval Error: 0.0019 | Eval Perf: 0.7492
[73, 100] Train Error: 0.0003 | Train Perf: 0.9648 | Eval Error: 0.0021 | Eval Perf: 0.7417
[74, 100] Train Error: 0.0003 | Train Perf: 0.9653 | Eval Error: 0.002 | Eval Perf: 0.7387
[75, 100] Train Error: 0.0003 | Train Perf: 0.9648 | Eval Error: 0.0019 | Eval Perf: 0.7396
[76, 100] Train Error: 0.0003 | Train Perf: 0.9665 | Eval Error: 0.002 | Eval Perf: 0.7375
