NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0212 | Train Perf: 0.4137 | Eval Error: 0.0127 | Eval Perf: 0.7558
[2, 100] Train Error: 0.0096 | Train Perf: 0.7904 | Eval Error: 0.0098 | Eval Perf: 0.7981
[3, 100] Train Error: 0.0069 | Train Perf: 0.851 | Eval Error: 0.0093 | Eval Perf: 0.8101
[4, 100] Train Error: 0.0059 | Train Perf: 0.8757 | Eval Error: 0.0088 | Eval Perf: 0.8135
[5, 100] Train Error: 0.0054 | Train Perf: 0.8853 | Eval Error: 0.012 | Eval Perf: 0.8107
[6, 100] Train Error: 0.0051 | Train Perf: 0.8925 | Eval Error: 0.0094 | Eval Perf: 0.8206
[7, 100] Train Error: 0.0049 | Train Perf: 0.8979 | Eval Error: 0.009 | Eval Perf: 0.8098
[8, 100] Train Error: 0.0047 | Train Perf: 0.9024 | Eval Error: 0.0105 | Eval Perf: 0.7923
[9, 100] Train Error: 0.0044 | Train Perf: 0.9075 | Eval Error: 0.0089 | Eval Perf: 0.8134
[10, 100] Train Error: 0.0044 | Train Perf: 0.9086 | Eval Error: 0.0093 | Eval Perf: 0.8062
[11, 100] Train Error: 0.0042 | Train Perf: 0.9138 | Eval Error: 0.0092 | Eval Perf: 0.8059
[12, 100] Train Error: 0.0042 | Train Perf: 0.9136 | Eval Error: 0.0094 | Eval Perf: 0.8085
[13, 100] Train Error: 0.0041 | Train Perf: 0.9143 | Eval Error: 0.009 | Eval Perf: 0.8186
[14, 100] Train Error: 0.004 | Train Perf: 0.9172 | Eval Error: 0.009 | Eval Perf: 0.8168
[15, 100] Train Error: 0.0039 | Train Perf: 0.9188 | Eval Error: 0.009 | Eval Perf: 0.8123
[16, 100] Train Error: 0.0039 | Train Perf: 0.9204 | Eval Error: 0.0095 | Eval Perf: 0.8014
[17, 100] Train Error: 0.0038 | Train Perf: 0.9212 | Eval Error: 0.0095 | Eval Perf: 0.8125
[18, 100] Train Error: 0.0038 | Train Perf: 0.9217 | Eval Error: 0.0093 | Eval Perf: 0.8088
[19, 100] Train Error: 0.0036 | Train Perf: 0.9258 | Eval Error: 0.0091 | Eval Perf: 0.8135
[20, 100] Train Error: 0.0036 | Train Perf: 0.9258 | Eval Error: 0.0093 | Eval Perf: 0.8149
[21, 100] Train Error: 0.0036 | Train Perf: 0.9255 | Eval Error: 0.0093 | Eval Perf: 0.8135
[22, 100] Train Error: 0.0035 | Train Perf: 0.928 | Eval Error: 0.0101 | Eval Perf: 0.7916
[23, 100] Train Error: 0.0035 | Train Perf: 0.9269 | Eval Error: 0.0095 | Eval Perf: 0.8001
[24, 100] Train Error: 0.0034 | Train Perf: 0.9305 | Eval Error: 0.0097 | Eval Perf: 0.8156
[25, 100] Train Error: 0.0034 | Train Perf: 0.9305 | Eval Error: 0.0096 | Eval Perf: 0.8115
[26, 100] Train Error: 0.0033 | Train Perf: 0.9317 | Eval Error: 0.0098 | Eval Perf: 0.8132
[27, 100] Train Error: 0.0033 | Train Perf: 0.9319 | Eval Error: 0.0092 | Eval Perf: 0.8077
[28, 100] Train Error: 0.0033 | Train Perf: 0.9323 | Eval Error: 0.0095 | Eval Perf: 0.8149
[29, 100] Train Error: 0.0032 | Train Perf: 0.9345 | Eval Error: 0.0094 | Eval Perf: 0.8076
[30, 100] Train Error: 0.0032 | Train Perf: 0.9345 | Eval Error: 0.0103 | Eval Perf: 0.8103
[31, 100] Train Error: 0.0031 | Train Perf: 0.936 | Eval Error: 0.0094 | Eval Perf: 0.8077
[32, 100] Train Error: 0.0031 | Train Perf: 0.9361 | Eval Error: 0.0095 | Eval Perf: 0.8066
[33, 100] Train Error: 0.0031 | Train Perf: 0.9359 | Eval Error: 0.0096 | Eval Perf: 0.8049
[34, 100] Train Error: 0.0031 | Train Perf: 0.9366 | Eval Error: 0.0096 | Eval Perf: 0.8024
[35, 100] Train Error: 0.003 | Train Perf: 0.9376 | Eval Error: 0.0096 | Eval Perf: 0.8059
[36, 100] Train Error: 0.003 | Train Perf: 0.9378 | Eval Error: 0.0097 | Eval Perf: 0.7999
[37, 100] Train Error: 0.003 | Train Perf: 0.9392 | Eval Error: 0.0096 | Eval Perf: 0.8048
[38, 100] Train Error: 0.003 | Train Perf: 0.9394 | Eval Error: 0.0099 | Eval Perf: 0.8084
[39, 100] Train Error: 0.003 | Train Perf: 0.939 | Eval Error: 0.01 | Eval Perf: 0.8076
[40, 100] Train Error: 0.003 | Train Perf: 0.9395 | Eval Error: 0.0099 | Eval Perf: 0.7993
[41, 100] Train Error: 0.0029 | Train Perf: 0.9402 | Eval Error: 0.0099 | Eval Perf: 0.8016
[42, 100] Train Error: 0.0029 | Train Perf: 0.9407 | Eval Error: 0.0099 | Eval Perf: 0.7965
[43, 100] Train Error: 0.0029 | Train Perf: 0.941 | Eval Error: 0.0102 | Eval Perf: 0.8082
[44, 100] Train Error: 0.0029 | Train Perf: 0.9413 | Eval Error: 0.01 | Eval Perf: 0.8023
[45, 100] Train Error: 0.0028 | Train Perf: 0.9422 | Eval Error: 0.0099 | Eval Perf: 0.8024
[46, 100] Train Error: 0.0028 | Train Perf: 0.9429 | Eval Error: 0.0105 | Eval Perf: 0.8016
[47, 100] Train Error: 0.0028 | Train Perf: 0.9423 | Eval Error: 0.0103 | Eval Perf: 0.8035
[48, 100] Train Error: 0.0028 | Train Perf: 0.9432 | Eval Error: 0.0101 | Eval Perf: 0.7981
[49, 100] Train Error: 0.0028 | Train Perf: 0.9438 | Eval Error: 0.01 | Eval Perf: 0.8008
[50, 100] Train Error: 0.0028 | Train Perf: 0.9425 | Eval Error: 0.0102 | Eval Perf: 0.7992
[51, 100] Train Error: 0.0028 | Train Perf: 0.9433 | Eval Error: 0.0102 | Eval Perf: 0.798
[52, 100] Train Error: 0.0028 | Train Perf: 0.9436 | Eval Error: 0.0101 | Eval Perf: 0.7925
[53, 100] Train Error: 0.0027 | Train Perf: 0.9444 | Eval Error: 0.0103 | Eval Perf: 0.7869
[54, 100] Train Error: 0.0028 | Train Perf: 0.9434 | Eval Error: 0.0101 | Eval Perf: 0.7985
[55, 100] Train Error: 0.0027 | Train Perf: 0.9453 | Eval Error: 0.0101 | Eval Perf: 0.7942
[56, 100] Train Error: 0.0027 | Train Perf: 0.9452 | Eval Error: 0.0101 | Eval Perf: 0.7992
[57, 100] Train Error: 0.0027 | Train Perf: 0.9456 | Eval Error: 0.0102 | Eval Perf: 0.7995
[58, 100] Train Error: 0.0027 | Train Perf: 0.9456 | Eval Error: 0.01 | Eval Perf: 0.8
[59, 100] Train Error: 0.0027 | Train Perf: 0.945 | Eval Error: 0.0101 | Eval Perf: 0.8016
[60, 100] Train Error: 0.0026 | Train Perf: 0.947 | Eval Error: 0.0102 | Eval Perf: 0.8029
[61, 100] Train Error: 0.0027 | Train Perf: 0.9451 | Eval Error: 0.0101 | Eval Perf: 0.7952
[62, 100] Train Error: 0.0027 | Train Perf: 0.9458 | Eval Error: 0.0107 | Eval Perf: 0.802
[63, 100] Train Error: 0.0026 | Train Perf: 0.9462 | Eval Error: 0.0102 | Eval Perf: 0.7978
[64, 100] Train Error: 0.0027 | Train Perf: 0.9459 | Eval Error: 0.0101 | Eval Perf: 0.7984
[65, 100] Train Error: 0.0026 | Train Perf: 0.9466 | Eval Error: 0.0101 | Eval Perf: 0.7981
[66, 100] Train Error: 0.0026 | Train Perf: 0.9468 | Eval Error: 0.0103 | Eval Perf: 0.8029
[67, 100] Train Error: 0.0026 | Train Perf: 0.9469 | Eval Error: 0.0102 | Eval Perf: 0.7917
[68, 100] Train Error: 0.0026 | Train Perf: 0.9473 | Eval Error: 0.0103 | Eval Perf: 0.7895
[69, 100] Train Error: 0.0026 | Train Perf: 0.9474 | Eval Error: 0.0103 | Eval Perf: 0.7895
[70, 100] Train Error: 0.0025 | Train Perf: 0.9494 | Eval Error: 0.0103 | Eval Perf: 0.7956
[71, 100] Train Error: 0.0026 | Train Perf: 0.9476 | Eval Error: 0.0102 | Eval Perf: 0.7979
[72, 100] Train Error: 0.0026 | Train Perf: 0.9477 | Eval Error: 0.0103 | Eval Perf: 0.796
[73, 100] Train Error: 0.0026 | Train Perf: 0.9481 | Eval Error: 0.0108 | Eval Perf: 0.7998
[74, 100] Train Error: 0.0026 | Train Perf: 0.9472 | Eval Error: 0.0103 | Eval Perf: 0.801
[75, 100] Train Error: 0.0025 | Train Perf: 0.9486 | Eval Error: 0.0104 | Eval Perf: 0.8029
[76, 100] Train Error: 0.0026 | Train Perf: 0.9478 | Eval Error: 0.0103 | Eval Perf: 0.7965
[77, 100] Train Error: 0.0025 | Train Perf: 0.9484 | Eval Error: 0.0103 | Eval Perf: 0.7959
[78, 100] Train Error: 0.0025 | Train Perf: 0.9488 | Eval Error: 0.0102 | Eval Perf: 0.7953
[79, 100] Train Error: 0.0025 | Train Perf: 0.9489 | Eval Error: 0.0104 | Eval Perf: 0.7911
[80, 100] Train Error: 0.0025 | Train Perf: 0.9493 | Eval Error: 0.0104 | Eval Perf: 0.791
[81, 100] Train Error: 0.0025 | Train Perf: 0.9493 | Eval Error: 0.0105 | Eval Perf: 0.7953
[82, 100] Train Error: 0.0025 | Train Perf: 0.9494 | Eval Error: 0.0105 | Eval Perf: 0.7913
[83, 100] Train Error: 0.0025 | Train Perf: 0.9496 | Eval Error: 0.0106 | Eval Perf: 0.796
[84, 100] Train Error: 0.0025 | Train Perf: 0.9492 | Eval Error: 0.0106 | Eval Perf: 0.7951
[85, 100] Train Error: 0.0025 | Train Perf: 0.9496 | Eval Error: 0.0108 | Eval Perf: 0.7972
[86, 100] Train Error: 0.0025 | Train Perf: 0.9493 | Eval Error: 0.0104 | Eval Perf: 0.7919
[87, 100] Train Error: 0.0024 | Train Perf: 0.9507 | Eval Error: 0.0105 | Eval Perf: 0.7945
[88, 100] Train Error: 0.0024 | Train Perf: 0.9502 | Eval Error: 0.0104 | Eval Perf: 0.7914
[89, 100] Train Error: 0.0025 | Train Perf: 0.9501 | Eval Error: 0.0105 | Eval Perf: 0.7928
[90, 100] Train Error: 0.0024 | Train Perf: 0.9505 | Eval Error: 0.0106 | Eval Perf: 0.7843
[91, 100] Train Error: 0.0024 | Train Perf: 0.9504 | Eval Error: 0.0107 | Eval Perf: 0.7955
[92, 100] Train Error: 0.0024 | Train Perf: 0.9514 | Eval Error: 0.0105 | Eval Perf: 0.799
[93, 100] Train Error: 0.0024 | Train Perf: 0.9506 | Eval Error: 0.0104 | Eval Perf: 0.7941
[94, 100] Train Error: 0.0024 | Train Perf: 0.9517 | Eval Error: 0.0107 | Eval Perf: 0.7909
[95, 100] Train Error: 0.0024 | Train Perf: 0.9517 | Eval Error: 0.0106 | Eval Perf: 0.7975
