NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0201 | Train Perf: 0.0712 | Eval Error: 0.0187 | Eval Perf: -0.0571
[2, 100] Train Error: 0.016 | Train Perf: -0.1737 | Eval Error: 0.0183 | Eval Perf: -0.0836
[3, 100] Train Error: 0.0155 | Train Perf: -0.0866 | Eval Error: 0.0185 | Eval Perf: -0.0928
[4, 100] Train Error: 0.0154 | Train Perf: -0.1041 | Eval Error: 0.0184 | Eval Perf: -0.0682
[5, 100] Train Error: 0.0153 | Train Perf: -0.0164 | Eval Error: 0.0183 | Eval Perf: -0.0433
[6, 100] Train Error: 0.0153 | Train Perf: -0.0139 | Eval Error: 0.0184 | Eval Perf: -0.0275
[7, 100] Train Error: 0.0152 | Train Perf: 0.0539 | Eval Error: 0.0184 | Eval Perf: -0.0086
[8, 100] Train Error: 0.015 | Train Perf: 0.1192 | Eval Error: 0.0184 | Eval Perf: 0.0131
[9, 100] Train Error: 0.015 | Train Perf: 0.1787 | Eval Error: 0.0184 | Eval Perf: 0.0316
[10, 100] Train Error: 0.0148 | Train Perf: 0.2622 | Eval Error: 0.0183 | Eval Perf: 0.0561
[11, 100] Train Error: 0.0147 | Train Perf: 0.3117 | Eval Error: 0.0183 | Eval Perf: 0.0696
[12, 100] Train Error: 0.0146 | Train Perf: 0.3498 | Eval Error: 0.0183 | Eval Perf: 0.0862
[13, 100] Train Error: 0.0145 | Train Perf: 0.373 | Eval Error: 0.0183 | Eval Perf: 0.1074
[14, 100] Train Error: 0.0144 | Train Perf: 0.4693 | Eval Error: 0.0182 | Eval Perf: 0.1276
[15, 100] Train Error: 0.0142 | Train Perf: 0.4756 | Eval Error: 0.0182 | Eval Perf: 0.1456
[16, 100] Train Error: 0.0141 | Train Perf: 0.5515 | Eval Error: 0.0181 | Eval Perf: 0.1648
[17, 100] Train Error: 0.0139 | Train Perf: 0.5739 | Eval Error: 0.018 | Eval Perf: 0.1815
[18, 100] Train Error: 0.0137 | Train Perf: 0.5862 | Eval Error: 0.0181 | Eval Perf: 0.1759
[19, 100] Train Error: 0.0135 | Train Perf: 0.6286 | Eval Error: 0.0179 | Eval Perf: 0.1995
[20, 100] Train Error: 0.0133 | Train Perf: 0.6428 | Eval Error: 0.018 | Eval Perf: 0.2003
[21, 100] Train Error: 0.0131 | Train Perf: 0.6453 | Eval Error: 0.018 | Eval Perf: 0.2041
[22, 100] Train Error: 0.0129 | Train Perf: 0.6808 | Eval Error: 0.0178 | Eval Perf: 0.223
[23, 100] Train Error: 0.0126 | Train Perf: 0.6847 | Eval Error: 0.0177 | Eval Perf: 0.2423
[24, 100] Train Error: 0.0124 | Train Perf: 0.6956 | Eval Error: 0.0176 | Eval Perf: 0.2479
[25, 100] Train Error: 0.0122 | Train Perf: 0.7135 | Eval Error: 0.0176 | Eval Perf: 0.2517
[26, 100] Train Error: 0.0119 | Train Perf: 0.7176 | Eval Error: 0.0176 | Eval Perf: 0.2491
[27, 100] Train Error: 0.0117 | Train Perf: 0.7256 | Eval Error: 0.0174 | Eval Perf: 0.2639
[28, 100] Train Error: 0.0114 | Train Perf: 0.7212 | Eval Error: 0.0173 | Eval Perf: 0.2751
[29, 100] Train Error: 0.0112 | Train Perf: 0.7398 | Eval Error: 0.0173 | Eval Perf: 0.2784
[30, 100] Train Error: 0.0109 | Train Perf: 0.7422 | Eval Error: 0.0172 | Eval Perf: 0.2811
[31, 100] Train Error: 0.0107 | Train Perf: 0.7531 | Eval Error: 0.0171 | Eval Perf: 0.2915
[32, 100] Train Error: 0.0104 | Train Perf: 0.7556 | Eval Error: 0.017 | Eval Perf: 0.3012
[33, 100] Train Error: 0.0101 | Train Perf: 0.7575 | Eval Error: 0.0168 | Eval Perf: 0.3143
[34, 100] Train Error: 0.0099 | Train Perf: 0.7619 | Eval Error: 0.0167 | Eval Perf: 0.3172
[35, 100] Train Error: 0.0096 | Train Perf: 0.7719 | Eval Error: 0.0167 | Eval Perf: 0.3182
[36, 100] Train Error: 0.0094 | Train Perf: 0.7717 | Eval Error: 0.0166 | Eval Perf: 0.3226
[37, 100] Train Error: 0.0091 | Train Perf: 0.7787 | Eval Error: 0.0165 | Eval Perf: 0.3294
[38, 100] Train Error: 0.0089 | Train Perf: 0.7799 | Eval Error: 0.0163 | Eval Perf: 0.3439
[39, 100] Train Error: 0.0087 | Train Perf: 0.7871 | Eval Error: 0.0162 | Eval Perf: 0.3501
[40, 100] Train Error: 0.0084 | Train Perf: 0.7901 | Eval Error: 0.0162 | Eval Perf: 0.3488
[41, 100] Train Error: 0.0082 | Train Perf: 0.7905 | Eval Error: 0.0161 | Eval Perf: 0.3564
[42, 100] Train Error: 0.008 | Train Perf: 0.7969 | Eval Error: 0.016 | Eval Perf: 0.3663
[43, 100] Train Error: 0.0078 | Train Perf: 0.7994 | Eval Error: 0.0158 | Eval Perf: 0.3745
[44, 100] Train Error: 0.0076 | Train Perf: 0.8033 | Eval Error: 0.0157 | Eval Perf: 0.3792
[45, 100] Train Error: 0.0074 | Train Perf: 0.8047 | Eval Error: 0.0157 | Eval Perf: 0.3798
[46, 100] Train Error: 0.0072 | Train Perf: 0.8089 | Eval Error: 0.0156 | Eval Perf: 0.3864
[47, 100] Train Error: 0.007 | Train Perf: 0.8157 | Eval Error: 0.0154 | Eval Perf: 0.3992
[48, 100] Train Error: 0.0069 | Train Perf: 0.8143 | Eval Error: 0.0154 | Eval Perf: 0.3956
[49, 100] Train Error: 0.0067 | Train Perf: 0.816 | Eval Error: 0.0153 | Eval Perf: 0.4028
[50, 100] Train Error: 0.0065 | Train Perf: 0.8179 | Eval Error: 0.0154 | Eval Perf: 0.3992
[51, 100] Train Error: 0.0064 | Train Perf: 0.8225 | Eval Error: 0.0154 | Eval Perf: 0.398
[52, 100] Train Error: 0.0062 | Train Perf: 0.8257 | Eval Error: 0.0156 | Eval Perf: 0.3926
[53, 100] Train Error: 0.0061 | Train Perf: 0.8281 | Eval Error: 0.0152 | Eval Perf: 0.4095
[54, 100] Train Error: 0.006 | Train Perf: 0.826 | Eval Error: 0.0152 | Eval Perf: 0.4084
[55, 100] Train Error: 0.0058 | Train Perf: 0.8306 | Eval Error: 0.0152 | Eval Perf: 0.41
[56, 100] Train Error: 0.0057 | Train Perf: 0.8338 | Eval Error: 0.0151 | Eval Perf: 0.4137
[57, 100] Train Error: 0.0056 | Train Perf: 0.8348 | Eval Error: 0.0152 | Eval Perf: 0.411
[58, 100] Train Error: 0.0055 | Train Perf: 0.8352 | Eval Error: 0.0151 | Eval Perf: 0.4187
[59, 100] Train Error: 0.0054 | Train Perf: 0.8389 | Eval Error: 0.015 | Eval Perf: 0.4248
[60, 100] Train Error: 0.0053 | Train Perf: 0.8393 | Eval Error: 0.0151 | Eval Perf: 0.419
[61, 100] Train Error: 0.0052 | Train Perf: 0.8412 | Eval Error: 0.0149 | Eval Perf: 0.4297
[62, 100] Train Error: 0.0051 | Train Perf: 0.8421 | Eval Error: 0.0151 | Eval Perf: 0.4222
[63, 100] Train Error: 0.005 | Train Perf: 0.8445 | Eval Error: 0.0151 | Eval Perf: 0.4228
[64, 100] Train Error: 0.0049 | Train Perf: 0.851 | Eval Error: 0.0148 | Eval Perf: 0.4392
[65, 100] Train Error: 0.0049 | Train Perf: 0.848 | Eval Error: 0.0151 | Eval Perf: 0.4217
