NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0232 | Train Perf: -0.1945 | Eval Error: 0.0191 | Eval Perf: -0.086
[2, 100] Train Error: 0.0218 | Train Perf: -0.0472 | Eval Error: 0.019 | Eval Perf: 0.2054
[3, 100] Train Error: 0.021 | Train Perf: 0.0673 | Eval Error: 0.0175 | Eval Perf: 0.3894
[4, 100] Train Error: 0.0205 | Train Perf: 0.0882 | Eval Error: 0.0169 | Eval Perf: 0.4556
[5, 100] Train Error: 0.0172 | Train Perf: 0.4201 | Eval Error: 0.0198 | Eval Perf: 0.4624
[6, 100] Train Error: 0.0168 | Train Perf: 0.5068 | Eval Error: 0.0158 | Eval Perf: 0.4996
[7, 100] Train Error: 0.014 | Train Perf: 0.6782 | Eval Error: 0.0147 | Eval Perf: 0.4874
[8, 100] Train Error: 0.0112 | Train Perf: 0.7283 | Eval Error: 0.0138 | Eval Perf: 0.4931
[9, 100] Train Error: 0.0098 | Train Perf: 0.7543 | Eval Error: 0.0139 | Eval Perf: 0.5116
[10, 100] Train Error: 0.0084 | Train Perf: 0.783 | Eval Error: 0.0134 | Eval Perf: 0.5261
[11, 100] Train Error: 0.0074 | Train Perf: 0.8132 | Eval Error: 0.0129 | Eval Perf: 0.5267
[12, 100] Train Error: 0.007 | Train Perf: 0.8237 | Eval Error: 0.0131 | Eval Perf: 0.5211
[13, 100] Train Error: 0.0064 | Train Perf: 0.839 | Eval Error: 0.0142 | Eval Perf: 0.5412
[14, 100] Train Error: 0.006 | Train Perf: 0.8491 | Eval Error: 0.0129 | Eval Perf: 0.5441
[15, 100] Train Error: 0.0055 | Train Perf: 0.8616 | Eval Error: 0.0127 | Eval Perf: 0.5557
[16, 100] Train Error: 0.0047 | Train Perf: 0.8829 | Eval Error: 0.0132 | Eval Perf: 0.5758
[17, 100] Train Error: 0.0046 | Train Perf: 0.884 | Eval Error: 0.0127 | Eval Perf: 0.5634
[18, 100] Train Error: 0.0044 | Train Perf: 0.8911 | Eval Error: 0.0123 | Eval Perf: 0.596
[19, 100] Train Error: 0.0041 | Train Perf: 0.9005 | Eval Error: 0.0122 | Eval Perf: 0.5806
[20, 100] Train Error: 0.0035 | Train Perf: 0.9156 | Eval Error: 0.0161 | Eval Perf: 0.6071
[21, 100] Train Error: 0.0038 | Train Perf: 0.9065 | Eval Error: 0.0123 | Eval Perf: 0.6136
[22, 100] Train Error: 0.0034 | Train Perf: 0.9156 | Eval Error: 0.0116 | Eval Perf: 0.6205
[23, 100] Train Error: 0.0027 | Train Perf: 0.9378 | Eval Error: 0.0169 | Eval Perf: 0.6353
[24, 100] Train Error: 0.003 | Train Perf: 0.9278 | Eval Error: 0.0114 | Eval Perf: 0.6223
[25, 100] Train Error: 0.0025 | Train Perf: 0.9409 | Eval Error: 0.0117 | Eval Perf: 0.6335
[26, 100] Train Error: 0.0025 | Train Perf: 0.9398 | Eval Error: 0.0114 | Eval Perf: 0.6371
[27, 100] Train Error: 0.0021 | Train Perf: 0.9495 | Eval Error: 0.0112 | Eval Perf: 0.6323
[28, 100] Train Error: 0.002 | Train Perf: 0.9507 | Eval Error: 0.0117 | Eval Perf: 0.654
[29, 100] Train Error: 0.0018 | Train Perf: 0.9564 | Eval Error: 0.0112 | Eval Perf: 0.6365
[30, 100] Train Error: 0.0018 | Train Perf: 0.9568 | Eval Error: 0.0108 | Eval Perf: 0.6524
[31, 100] Train Error: 0.0017 | Train Perf: 0.9605 | Eval Error: 0.0109 | Eval Perf: 0.66
[32, 100] Train Error: 0.0016 | Train Perf: 0.9621 | Eval Error: 0.0106 | Eval Perf: 0.6667
[33, 100] Train Error: 0.0014 | Train Perf: 0.9667 | Eval Error: 0.0109 | Eval Perf: 0.6519
[34, 100] Train Error: 0.0012 | Train Perf: 0.9729 | Eval Error: 0.0106 | Eval Perf: 0.6727
[35, 100] Train Error: 0.0012 | Train Perf: 0.9724 | Eval Error: 0.0102 | Eval Perf: 0.6737
[36, 100] Train Error: 0.0011 | Train Perf: 0.9739 | Eval Error: 0.01 | Eval Perf: 0.6803
[37, 100] Train Error: 0.001 | Train Perf: 0.9768 | Eval Error: 0.0105 | Eval Perf: 0.6901
[38, 100] Train Error: 0.001 | Train Perf: 0.9765 | Eval Error: 0.0102 | Eval Perf: 0.6794
[39, 100] Train Error: 0.0009 | Train Perf: 0.9787 | Eval Error: 0.0102 | Eval Perf: 0.6826
[40, 100] Train Error: 0.0008 | Train Perf: 0.9822 | Eval Error: 0.0105 | Eval Perf: 0.6694
