NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0072 | Train Perf: 0.1168 | Eval Error: 0.0051 | Eval Perf: 0.4698
[2, 100] Train Error: 0.0055 | Train Perf: 0.4852 | Eval Error: 0.005 | Eval Perf: 0.5044
[3, 100] Train Error: 0.0046 | Train Perf: 0.5922 | Eval Error: 0.0035 | Eval Perf: 0.6655
[4, 100] Train Error: 0.004 | Train Perf: 0.6522 | Eval Error: 0.0033 | Eval Perf: 0.7205
[5, 100] Train Error: 0.0035 | Train Perf: 0.7046 | Eval Error: 0.0031 | Eval Perf: 0.7033
[6, 100] Train Error: 0.003 | Train Perf: 0.7578 | Eval Error: 0.0033 | Eval Perf: 0.6742
[7, 100] Train Error: 0.0026 | Train Perf: 0.789 | Eval Error: 0.0035 | Eval Perf: 0.6897
[8, 100] Train Error: 0.0023 | Train Perf: 0.8207 | Eval Error: 0.0031 | Eval Perf: 0.7449
[9, 100] Train Error: 0.0021 | Train Perf: 0.8365 | Eval Error: 0.0036 | Eval Perf: 0.6619
[10, 100] Train Error: 0.0021 | Train Perf: 0.8328 | Eval Error: 0.0029 | Eval Perf: 0.7307
[11, 100] Train Error: 0.0019 | Train Perf: 0.8493 | Eval Error: 0.0033 | Eval Perf: 0.7043
[12, 100] Train Error: 0.0018 | Train Perf: 0.858 | Eval Error: 0.0035 | Eval Perf: 0.7113
[13, 100] Train Error: 0.0017 | Train Perf: 0.8725 | Eval Error: 0.0028 | Eval Perf: 0.7661
[14, 100] Train Error: 0.0017 | Train Perf: 0.8716 | Eval Error: 0.0028 | Eval Perf: 0.7479
[15, 100] Train Error: 0.0016 | Train Perf: 0.8777 | Eval Error: 0.0028 | Eval Perf: 0.7429
[16, 100] Train Error: 0.0015 | Train Perf: 0.8849 | Eval Error: 0.0028 | Eval Perf: 0.738
[17, 100] Train Error: 0.0015 | Train Perf: 0.8854 | Eval Error: 0.0026 | Eval Perf: 0.7653
[18, 100] Train Error: 0.0014 | Train Perf: 0.8923 | Eval Error: 0.0026 | Eval Perf: 0.768
[19, 100] Train Error: 0.0014 | Train Perf: 0.896 | Eval Error: 0.0024 | Eval Perf: 0.7843
[20, 100] Train Error: 0.0014 | Train Perf: 0.8921 | Eval Error: 0.0029 | Eval Perf: 0.763
[21, 100] Train Error: 0.0013 | Train Perf: 0.8983 | Eval Error: 0.0028 | Eval Perf: 0.778
[22, 100] Train Error: 0.0012 | Train Perf: 0.9065 | Eval Error: 0.0027 | Eval Perf: 0.7667
[23, 100] Train Error: 0.0012 | Train Perf: 0.9069 | Eval Error: 0.0026 | Eval Perf: 0.7747
[24, 100] Train Error: 0.0012 | Train Perf: 0.9109 | Eval Error: 0.0027 | Eval Perf: 0.7533
