NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0423 | Train Perf: 0.1034 | Eval Error: 0.0398 | Eval Perf: 0.5432
[2, 100] Train Error: 0.0373 | Train Perf: 0.4634 | Eval Error: 0.0336 | Eval Perf: 0.5974
[3, 100] Train Error: 0.031 | Train Perf: 0.5656 | Eval Error: 0.0285 | Eval Perf: 0.6324
[4, 100] Train Error: 0.0269 | Train Perf: 0.6296 | Eval Error: 0.0246 | Eval Perf: 0.6722
[5, 100] Train Error: 0.0237 | Train Perf: 0.6852 | Eval Error: 0.0221 | Eval Perf: 0.713
[6, 100] Train Error: 0.0211 | Train Perf: 0.726 | Eval Error: 0.0207 | Eval Perf: 0.7263
[7, 100] Train Error: 0.0193 | Train Perf: 0.7477 | Eval Error: 0.0205 | Eval Perf: 0.7514
[8, 100] Train Error: 0.0186 | Train Perf: 0.7582 | Eval Error: 0.0185 | Eval Perf: 0.7553
[9, 100] Train Error: 0.0175 | Train Perf: 0.7707 | Eval Error: 0.0187 | Eval Perf: 0.7537
[10, 100] Train Error: 0.0169 | Train Perf: 0.7799 | Eval Error: 0.0181 | Eval Perf: 0.7726
[11, 100] Train Error: 0.0165 | Train Perf: 0.7842 | Eval Error: 0.0174 | Eval Perf: 0.7702
[12, 100] Train Error: 0.0163 | Train Perf: 0.7873 | Eval Error: 0.0167 | Eval Perf: 0.7826
[13, 100] Train Error: 0.0158 | Train Perf: 0.794 | Eval Error: 0.0178 | Eval Perf: 0.7744
[14, 100] Train Error: 0.0157 | Train Perf: 0.7968 | Eval Error: 0.0168 | Eval Perf: 0.7799
[15, 100] Train Error: 0.0152 | Train Perf: 0.8022 | Eval Error: 0.0165 | Eval Perf: 0.7851
[16, 100] Train Error: 0.0151 | Train Perf: 0.8049 | Eval Error: 0.018 | Eval Perf: 0.7786
[17, 100] Train Error: 0.0149 | Train Perf: 0.8074 | Eval Error: 0.0165 | Eval Perf: 0.7832
[18, 100] Train Error: 0.0146 | Train Perf: 0.8117 | Eval Error: 0.0166 | Eval Perf: 0.7869
[19, 100] Train Error: 0.0144 | Train Perf: 0.8146 | Eval Error: 0.0171 | Eval Perf: 0.773
[20, 100] Train Error: 0.0142 | Train Perf: 0.8175 | Eval Error: 0.0167 | Eval Perf: 0.786
[21, 100] Train Error: 0.0139 | Train Perf: 0.8209 | Eval Error: 0.0175 | Eval Perf: 0.782
[22, 100] Train Error: 0.014 | Train Perf: 0.8199 | Eval Error: 0.0165 | Eval Perf: 0.7864
[23, 100] Train Error: 0.0137 | Train Perf: 0.8247 | Eval Error: 0.0189 | Eval Perf: 0.7814
[24, 100] Train Error: 0.0137 | Train Perf: 0.8243 | Eval Error: 0.0165 | Eval Perf: 0.7828
[25, 100] Train Error: 0.0133 | Train Perf: 0.8298 | Eval Error: 0.0162 | Eval Perf: 0.7875
[26, 100] Train Error: 0.0132 | Train Perf: 0.8317 | Eval Error: 0.0165 | Eval Perf: 0.7888
