NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0101 | Train Perf: -0.0501 | Eval Error: 0.0044 | Eval Perf: -0.0683
[2, 100] Train Error: 0.0046 | Train Perf: 0.0282 | Eval Error: 0.0042 | Eval Perf: 0.0286
[3, 100] Train Error: 0.0044 | Train Perf: 0.1628 | Eval Error: 0.0042 | Eval Perf: 0.1182
[4, 100] Train Error: 0.0043 | Train Perf: 0.2682 | Eval Error: 0.0041 | Eval Perf: 0.1886
[5, 100] Train Error: 0.0042 | Train Perf: 0.3515 | Eval Error: 0.0041 | Eval Perf: 0.2388
[6, 100] Train Error: 0.0041 | Train Perf: 0.4034 | Eval Error: 0.004 | Eval Perf: 0.2757
[7, 100] Train Error: 0.004 | Train Perf: 0.4457 | Eval Error: 0.0039 | Eval Perf: 0.3019
[8, 100] Train Error: 0.0039 | Train Perf: 0.4728 | Eval Error: 0.0039 | Eval Perf: 0.3234
[9, 100] Train Error: 0.0038 | Train Perf: 0.4979 | Eval Error: 0.0038 | Eval Perf: 0.34
[10, 100] Train Error: 0.0037 | Train Perf: 0.5136 | Eval Error: 0.0038 | Eval Perf: 0.3527
[11, 100] Train Error: 0.0036 | Train Perf: 0.5328 | Eval Error: 0.0037 | Eval Perf: 0.3634
[12, 100] Train Error: 0.0035 | Train Perf: 0.5474 | Eval Error: 0.0037 | Eval Perf: 0.3737
[13, 100] Train Error: 0.0034 | Train Perf: 0.5571 | Eval Error: 0.0036 | Eval Perf: 0.3836
[14, 100] Train Error: 0.0033 | Train Perf: 0.5801 | Eval Error: 0.0037 | Eval Perf: 0.3881
[15, 100] Train Error: 0.0033 | Train Perf: 0.5786 | Eval Error: 0.0036 | Eval Perf: 0.3978
[16, 100] Train Error: 0.0032 | Train Perf: 0.5867 | Eval Error: 0.0036 | Eval Perf: 0.4071
[17, 100] Train Error: 0.0031 | Train Perf: 0.5963 | Eval Error: 0.0035 | Eval Perf: 0.4141
[18, 100] Train Error: 0.0031 | Train Perf: 0.6036 | Eval Error: 0.0035 | Eval Perf: 0.4202
[19, 100] Train Error: 0.003 | Train Perf: 0.6135 | Eval Error: 0.0035 | Eval Perf: 0.4244
[20, 100] Train Error: 0.003 | Train Perf: 0.6171 | Eval Error: 0.0034 | Eval Perf: 0.4348
[21, 100] Train Error: 0.0029 | Train Perf: 0.6271 | Eval Error: 0.0034 | Eval Perf: 0.4375
[22, 100] Train Error: 0.0029 | Train Perf: 0.6346 | Eval Error: 0.0034 | Eval Perf: 0.442
[23, 100] Train Error: 0.0028 | Train Perf: 0.6372 | Eval Error: 0.0034 | Eval Perf: 0.4501
[24, 100] Train Error: 0.0028 | Train Perf: 0.6457 | Eval Error: 0.0034 | Eval Perf: 0.4544
[25, 100] Train Error: 0.0027 | Train Perf: 0.6528 | Eval Error: 0.0034 | Eval Perf: 0.4563
[26, 100] Train Error: 0.0027 | Train Perf: 0.6561 | Eval Error: 0.0033 | Eval Perf: 0.4614
[27, 100] Train Error: 0.0026 | Train Perf: 0.6636 | Eval Error: 0.0033 | Eval Perf: 0.464
[28, 100] Train Error: 0.0026 | Train Perf: 0.6682 | Eval Error: 0.0033 | Eval Perf: 0.4673
[29, 100] Train Error: 0.0026 | Train Perf: 0.6726 | Eval Error: 0.0033 | Eval Perf: 0.4715
[30, 100] Train Error: 0.0025 | Train Perf: 0.6829 | Eval Error: 0.0034 | Eval Perf: 0.4713
[31, 100] Train Error: 0.0025 | Train Perf: 0.6826 | Eval Error: 0.0033 | Eval Perf: 0.476
[32, 100] Train Error: 0.0024 | Train Perf: 0.6876 | Eval Error: 0.0032 | Eval Perf: 0.4835
[33, 100] Train Error: 0.0024 | Train Perf: 0.6922 | Eval Error: 0.0033 | Eval Perf: 0.4846
[34, 100] Train Error: 0.0024 | Train Perf: 0.6973 | Eval Error: 0.0033 | Eval Perf: 0.4857
[35, 100] Train Error: 0.0024 | Train Perf: 0.7005 | Eval Error: 0.0033 | Eval Perf: 0.4889
[36, 100] Train Error: 0.0023 | Train Perf: 0.7054 | Eval Error: 0.0033 | Eval Perf: 0.491
[37, 100] Train Error: 0.0023 | Train Perf: 0.7091 | Eval Error: 0.0032 | Eval Perf: 0.4942
[38, 100] Train Error: 0.0023 | Train Perf: 0.7131 | Eval Error: 0.0032 | Eval Perf: 0.4969
[39, 100] Train Error: 0.0022 | Train Perf: 0.718 | Eval Error: 0.0032 | Eval Perf: 0.4982
[40, 100] Train Error: 0.0022 | Train Perf: 0.7205 | Eval Error: 0.0032 | Eval Perf: 0.5015
[41, 100] Train Error: 0.0022 | Train Perf: 0.7255 | Eval Error: 0.0032 | Eval Perf: 0.5034
[42, 100] Train Error: 0.0022 | Train Perf: 0.7273 | Eval Error: 0.0032 | Eval Perf: 0.5057
[43, 100] Train Error: 0.0021 | Train Perf: 0.7345 | Eval Error: 0.0033 | Eval Perf: 0.5043
[44, 100] Train Error: 0.0021 | Train Perf: 0.7335 | Eval Error: 0.0032 | Eval Perf: 0.5079
[45, 100] Train Error: 0.0021 | Train Perf: 0.7384 | Eval Error: 0.0032 | Eval Perf: 0.5116
[46, 100] Train Error: 0.0021 | Train Perf: 0.7424 | Eval Error: 0.0032 | Eval Perf: 0.5113
[47, 100] Train Error: 0.002 | Train Perf: 0.7464 | Eval Error: 0.0031 | Eval Perf: 0.5176
[48, 100] Train Error: 0.002 | Train Perf: 0.7476 | Eval Error: 0.0031 | Eval Perf: 0.5177
[49, 100] Train Error: 0.002 | Train Perf: 0.7509 | Eval Error: 0.0031 | Eval Perf: 0.5186
[50, 100] Train Error: 0.002 | Train Perf: 0.7538 | Eval Error: 0.0031 | Eval Perf: 0.5215
[51, 100] Train Error: 0.002 | Train Perf: 0.7568 | Eval Error: 0.0031 | Eval Perf: 0.5223
[52, 100] Train Error: 0.0019 | Train Perf: 0.759 | Eval Error: 0.0031 | Eval Perf: 0.5246
[53, 100] Train Error: 0.0019 | Train Perf: 0.7626 | Eval Error: 0.0031 | Eval Perf: 0.5259
[54, 100] Train Error: 0.0019 | Train Perf: 0.7679 | Eval Error: 0.0032 | Eval Perf: 0.524
[55, 100] Train Error: 0.0019 | Train Perf: 0.768 | Eval Error: 0.0031 | Eval Perf: 0.531
[56, 100] Train Error: 0.0019 | Train Perf: 0.7706 | Eval Error: 0.0031 | Eval Perf: 0.5309
[57, 100] Train Error: 0.0018 | Train Perf: 0.7742 | Eval Error: 0.0032 | Eval Perf: 0.53
[58, 100] Train Error: 0.0018 | Train Perf: 0.7743 | Eval Error: 0.0031 | Eval Perf: 0.5331
[59, 100] Train Error: 0.0018 | Train Perf: 0.7812 | Eval Error: 0.0032 | Eval Perf: 0.5323
[60, 100] Train Error: 0.0018 | Train Perf: 0.7782 | Eval Error: 0.0031 | Eval Perf: 0.535
[61, 100] Train Error: 0.0018 | Train Perf: 0.7816 | Eval Error: 0.0031 | Eval Perf: 0.5369
[62, 100] Train Error: 0.0018 | Train Perf: 0.7844 | Eval Error: 0.0031 | Eval Perf: 0.5407
[63, 100] Train Error: 0.0017 | Train Perf: 0.7911 | Eval Error: 0.0031 | Eval Perf: 0.5381
[64, 100] Train Error: 0.0017 | Train Perf: 0.7872 | Eval Error: 0.0031 | Eval Perf: 0.5409
[65, 100] Train Error: 0.0017 | Train Perf: 0.7911 | Eval Error: 0.0031 | Eval Perf: 0.5421
[66, 100] Train Error: 0.0017 | Train Perf: 0.7921 | Eval Error: 0.0031 | Eval Perf: 0.5445
[67, 100] Train Error: 0.0017 | Train Perf: 0.7944 | Eval Error: 0.0031 | Eval Perf: 0.5462
[68, 100] Train Error: 0.0017 | Train Perf: 0.8003 | Eval Error: 0.0031 | Eval Perf: 0.5447
[69, 100] Train Error: 0.0017 | Train Perf: 0.7973 | Eval Error: 0.0031 | Eval Perf: 0.5491
[70, 100] Train Error: 0.0016 | Train Perf: 0.8008 | Eval Error: 0.0031 | Eval Perf: 0.5496
[71, 100] Train Error: 0.0016 | Train Perf: 0.8021 | Eval Error: 0.003 | Eval Perf: 0.5519
[72, 100] Train Error: 0.0016 | Train Perf: 0.8048 | Eval Error: 0.003 | Eval Perf: 0.5538
[73, 100] Train Error: 0.0016 | Train Perf: 0.8072 | Eval Error: 0.003 | Eval Perf: 0.553
[74, 100] Train Error: 0.0016 | Train Perf: 0.808 | Eval Error: 0.003 | Eval Perf: 0.5543
[75, 100] Train Error: 0.0016 | Train Perf: 0.8095 | Eval Error: 0.003 | Eval Perf: 0.5568
[76, 100] Train Error: 0.0016 | Train Perf: 0.8114 | Eval Error: 0.003 | Eval Perf: 0.5571
[77, 100] Train Error: 0.0016 | Train Perf: 0.8133 | Eval Error: 0.003 | Eval Perf: 0.557
[78, 100] Train Error: 0.0015 | Train Perf: 0.8156 | Eval Error: 0.003 | Eval Perf: 0.5577
[79, 100] Train Error: 0.0015 | Train Perf: 0.8154 | Eval Error: 0.003 | Eval Perf: 0.5594
[80, 100] Train Error: 0.0015 | Train Perf: 0.8202 | Eval Error: 0.0031 | Eval Perf: 0.5601
[81, 100] Train Error: 0.0015 | Train Perf: 0.8182 | Eval Error: 0.003 | Eval Perf: 0.5621
[82, 100] Train Error: 0.0015 | Train Perf: 0.8214 | Eval Error: 0.003 | Eval Perf: 0.5623
[83, 100] Train Error: 0.0015 | Train Perf: 0.8226 | Eval Error: 0.003 | Eval Perf: 0.5626
[84, 100] Train Error: 0.0015 | Train Perf: 0.8228 | Eval Error: 0.003 | Eval Perf: 0.5647
[85, 100] Train Error: 0.0015 | Train Perf: 0.8248 | Eval Error: 0.003 | Eval Perf: 0.5661
[86, 100] Train Error: 0.0014 | Train Perf: 0.826 | Eval Error: 0.0029 | Eval Perf: 0.5683
[87, 100] Train Error: 0.0014 | Train Perf: 0.8278 | Eval Error: 0.003 | Eval Perf: 0.5679
[88, 100] Train Error: 0.0014 | Train Perf: 0.8292 | Eval Error: 0.0029 | Eval Perf: 0.5698
[89, 100] Train Error: 0.0014 | Train Perf: 0.8311 | Eval Error: 0.003 | Eval Perf: 0.5696
[90, 100] Train Error: 0.0014 | Train Perf: 0.8316 | Eval Error: 0.003 | Eval Perf: 0.5708
[91, 100] Train Error: 0.0014 | Train Perf: 0.8346 | Eval Error: 0.003 | Eval Perf: 0.5706
[92, 100] Train Error: 0.0014 | Train Perf: 0.8333 | Eval Error: 0.003 | Eval Perf: 0.5727
[93, 100] Train Error: 0.0014 | Train Perf: 0.835 | Eval Error: 0.0029 | Eval Perf: 0.574
[94, 100] Train Error: 0.0014 | Train Perf: 0.8367 | Eval Error: 0.0029 | Eval Perf: 0.5748
[95, 100] Train Error: 0.0014 | Train Perf: 0.8377 | Eval Error: 0.0029 | Eval Perf: 0.576
[96, 100] Train Error: 0.0014 | Train Perf: 0.839 | Eval Error: 0.0029 | Eval Perf: 0.5768
