NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0079 | Train Perf: 0.0053 | Eval Error: 0.0061 | Eval Perf: 0.2548
[2, 100] Train Error: 0.0066 | Train Perf: 0.2214 | Eval Error: 0.0059 | Eval Perf: 0.3943
[3, 100] Train Error: 0.0064 | Train Perf: 0.3859 | Eval Error: 0.0056 | Eval Perf: 0.4684
[4, 100] Train Error: 0.0061 | Train Perf: 0.4631 | Eval Error: 0.0054 | Eval Perf: 0.5137
[5, 100] Train Error: 0.0058 | Train Perf: 0.5391 | Eval Error: 0.0051 | Eval Perf: 0.5483
[6, 100] Train Error: 0.0054 | Train Perf: 0.5979 | Eval Error: 0.0048 | Eval Perf: 0.5735
[7, 100] Train Error: 0.0049 | Train Perf: 0.6342 | Eval Error: 0.0044 | Eval Perf: 0.6017
[8, 100] Train Error: 0.0044 | Train Perf: 0.6665 | Eval Error: 0.004 | Eval Perf: 0.6281
[9, 100] Train Error: 0.004 | Train Perf: 0.6884 | Eval Error: 0.0037 | Eval Perf: 0.6512
[10, 100] Train Error: 0.0036 | Train Perf: 0.7161 | Eval Error: 0.0035 | Eval Perf: 0.6656
[11, 100] Train Error: 0.0033 | Train Perf: 0.7326 | Eval Error: 0.0034 | Eval Perf: 0.6784
[12, 100] Train Error: 0.0031 | Train Perf: 0.75 | Eval Error: 0.0033 | Eval Perf: 0.6905
[13, 100] Train Error: 0.0029 | Train Perf: 0.7664 | Eval Error: 0.0033 | Eval Perf: 0.6866
[14, 100] Train Error: 0.0028 | Train Perf: 0.7744 | Eval Error: 0.0032 | Eval Perf: 0.6971
[15, 100] Train Error: 0.0026 | Train Perf: 0.7933 | Eval Error: 0.0034 | Eval Perf: 0.6876
[16, 100] Train Error: 0.0025 | Train Perf: 0.8012 | Eval Error: 0.0032 | Eval Perf: 0.6964
[17, 100] Train Error: 0.0024 | Train Perf: 0.8099 | Eval Error: 0.0032 | Eval Perf: 0.7
[18, 100] Train Error: 0.0023 | Train Perf: 0.8213 | Eval Error: 0.0033 | Eval Perf: 0.6858
[19, 100] Train Error: 0.0022 | Train Perf: 0.8267 | Eval Error: 0.0033 | Eval Perf: 0.6838
[20, 100] Train Error: 0.0021 | Train Perf: 0.8339 | Eval Error: 0.0033 | Eval Perf: 0.6881
[21, 100] Train Error: 0.0021 | Train Perf: 0.8374 | Eval Error: 0.0033 | Eval Perf: 0.6836
[22, 100] Train Error: 0.002 | Train Perf: 0.8445 | Eval Error: 0.0034 | Eval Perf: 0.6751
[23, 100] Train Error: 0.0019 | Train Perf: 0.8499 | Eval Error: 0.0034 | Eval Perf: 0.6739
[24, 100] Train Error: 0.0019 | Train Perf: 0.8544 | Eval Error: 0.0034 | Eval Perf: 0.6737
[25, 100] Train Error: 0.0018 | Train Perf: 0.8603 | Eval Error: 0.0035 | Eval Perf: 0.6721
[26, 100] Train Error: 0.0018 | Train Perf: 0.8625 | Eval Error: 0.0034 | Eval Perf: 0.6717
[27, 100] Train Error: 0.0017 | Train Perf: 0.8671 | Eval Error: 0.0034 | Eval Perf: 0.6738
[28, 100] Train Error: 0.0017 | Train Perf: 0.8694 | Eval Error: 0.0034 | Eval Perf: 0.6745
[29, 100] Train Error: 0.0017 | Train Perf: 0.8739 | Eval Error: 0.0035 | Eval Perf: 0.6709
[30, 100] Train Error: 0.0016 | Train Perf: 0.8752 | Eval Error: 0.0034 | Eval Perf: 0.672
[31, 100] Train Error: 0.0016 | Train Perf: 0.8788 | Eval Error: 0.0034 | Eval Perf: 0.6737
[32, 100] Train Error: 0.0016 | Train Perf: 0.8812 | Eval Error: 0.0035 | Eval Perf: 0.6685
[33, 100] Train Error: 0.0015 | Train Perf: 0.8848 | Eval Error: 0.0035 | Eval Perf: 0.6685
[34, 100] Train Error: 0.0015 | Train Perf: 0.8872 | Eval Error: 0.0035 | Eval Perf: 0.6684
[35, 100] Train Error: 0.0015 | Train Perf: 0.8888 | Eval Error: 0.0035 | Eval Perf: 0.6698
[36, 100] Train Error: 0.0014 | Train Perf: 0.8904 | Eval Error: 0.0035 | Eval Perf: 0.6684
[37, 100] Train Error: 0.0014 | Train Perf: 0.8923 | Eval Error: 0.0035 | Eval Perf: 0.6687
[38, 100] Train Error: 0.0014 | Train Perf: 0.8946 | Eval Error: 0.0035 | Eval Perf: 0.665
[39, 100] Train Error: 0.0014 | Train Perf: 0.896 | Eval Error: 0.0035 | Eval Perf: 0.6649
[40, 100] Train Error: 0.0013 | Train Perf: 0.8977 | Eval Error: 0.0035 | Eval Perf: 0.6632
[41, 100] Train Error: 0.0013 | Train Perf: 0.9 | Eval Error: 0.0035 | Eval Perf: 0.6664
[42, 100] Train Error: 0.0013 | Train Perf: 0.9013 | Eval Error: 0.0035 | Eval Perf: 0.663
[43, 100] Train Error: 0.0013 | Train Perf: 0.9033 | Eval Error: 0.0036 | Eval Perf: 0.662
[44, 100] Train Error: 0.0013 | Train Perf: 0.9039 | Eval Error: 0.0035 | Eval Perf: 0.6632
[45, 100] Train Error: 0.0012 | Train Perf: 0.9059 | Eval Error: 0.0035 | Eval Perf: 0.6633
[46, 100] Train Error: 0.0012 | Train Perf: 0.9073 | Eval Error: 0.0036 | Eval Perf: 0.6624
[47, 100] Train Error: 0.0012 | Train Perf: 0.9084 | Eval Error: 0.0036 | Eval Perf: 0.6587
[48, 100] Train Error: 0.0012 | Train Perf: 0.9096 | Eval Error: 0.0036 | Eval Perf: 0.6591
[49, 100] Train Error: 0.0012 | Train Perf: 0.9111 | Eval Error: 0.0036 | Eval Perf: 0.6593
[50, 100] Train Error: 0.0012 | Train Perf: 0.9135 | Eval Error: 0.0037 | Eval Perf: 0.665
[51, 100] Train Error: 0.0012 | Train Perf: 0.9126 | Eval Error: 0.0036 | Eval Perf: 0.6607
[52, 100] Train Error: 0.0011 | Train Perf: 0.9148 | Eval Error: 0.0036 | Eval Perf: 0.6645
[53, 100] Train Error: 0.0011 | Train Perf: 0.9149 | Eval Error: 0.0036 | Eval Perf: 0.661
