NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0075 | Train Perf: 0.0015 | Eval Error: 0.0075 | Eval Perf: 0.2066
[2, 100] Train Error: 0.0063 | Train Perf: 0.256 | Eval Error: 0.0073 | Eval Perf: 0.3448
[3, 100] Train Error: 0.0061 | Train Perf: 0.3815 | Eval Error: 0.0071 | Eval Perf: 0.4189
[4, 100] Train Error: 0.0058 | Train Perf: 0.5078 | Eval Error: 0.0069 | Eval Perf: 0.4606
[5, 100] Train Error: 0.0055 | Train Perf: 0.5824 | Eval Error: 0.0066 | Eval Perf: 0.4901
[6, 100] Train Error: 0.005 | Train Perf: 0.6242 | Eval Error: 0.0062 | Eval Perf: 0.5129
[7, 100] Train Error: 0.0045 | Train Perf: 0.6626 | Eval Error: 0.006 | Eval Perf: 0.524
[8, 100] Train Error: 0.0041 | Train Perf: 0.683 | Eval Error: 0.0056 | Eval Perf: 0.5426
[9, 100] Train Error: 0.0036 | Train Perf: 0.7145 | Eval Error: 0.0054 | Eval Perf: 0.5538
[10, 100] Train Error: 0.0033 | Train Perf: 0.731 | Eval Error: 0.0052 | Eval Perf: 0.5693
[11, 100] Train Error: 0.003 | Train Perf: 0.7504 | Eval Error: 0.0051 | Eval Perf: 0.5779
[12, 100] Train Error: 0.0027 | Train Perf: 0.7694 | Eval Error: 0.005 | Eval Perf: 0.5841
[13, 100] Train Error: 0.0026 | Train Perf: 0.7809 | Eval Error: 0.005 | Eval Perf: 0.5878
[14, 100] Train Error: 0.0025 | Train Perf: 0.7944 | Eval Error: 0.005 | Eval Perf: 0.5834
[15, 100] Train Error: 0.0023 | Train Perf: 0.8045 | Eval Error: 0.005 | Eval Perf: 0.5881
[16, 100] Train Error: 0.0022 | Train Perf: 0.8147 | Eval Error: 0.005 | Eval Perf: 0.5911
[17, 100] Train Error: 0.0021 | Train Perf: 0.8237 | Eval Error: 0.005 | Eval Perf: 0.5915
[18, 100] Train Error: 0.002 | Train Perf: 0.8328 | Eval Error: 0.005 | Eval Perf: 0.5906
[19, 100] Train Error: 0.0019 | Train Perf: 0.8396 | Eval Error: 0.005 | Eval Perf: 0.5944
[20, 100] Train Error: 0.0019 | Train Perf: 0.8455 | Eval Error: 0.005 | Eval Perf: 0.5946
[21, 100] Train Error: 0.0018 | Train Perf: 0.8526 | Eval Error: 0.0049 | Eval Perf: 0.5975
[22, 100] Train Error: 0.0018 | Train Perf: 0.8565 | Eval Error: 0.005 | Eval Perf: 0.5995
[23, 100] Train Error: 0.0017 | Train Perf: 0.8625 | Eval Error: 0.005 | Eval Perf: 0.5976
[24, 100] Train Error: 0.0017 | Train Perf: 0.8648 | Eval Error: 0.0049 | Eval Perf: 0.6014
[25, 100] Train Error: 0.0016 | Train Perf: 0.8701 | Eval Error: 0.0049 | Eval Perf: 0.6016
[26, 100] Train Error: 0.0016 | Train Perf: 0.8747 | Eval Error: 0.0049 | Eval Perf: 0.602
[27, 100] Train Error: 0.0015 | Train Perf: 0.8776 | Eval Error: 0.0049 | Eval Perf: 0.6038
[28, 100] Train Error: 0.0015 | Train Perf: 0.8808 | Eval Error: 0.0049 | Eval Perf: 0.603
[29, 100] Train Error: 0.0014 | Train Perf: 0.8853 | Eval Error: 0.0049 | Eval Perf: 0.6025
[30, 100] Train Error: 0.0014 | Train Perf: 0.8871 | Eval Error: 0.0049 | Eval Perf: 0.602
[31, 100] Train Error: 0.0014 | Train Perf: 0.8899 | Eval Error: 0.0049 | Eval Perf: 0.6042
[32, 100] Train Error: 0.0013 | Train Perf: 0.8923 | Eval Error: 0.0049 | Eval Perf: 0.6068
[33, 100] Train Error: 0.0013 | Train Perf: 0.8959 | Eval Error: 0.0049 | Eval Perf: 0.6064
[34, 100] Train Error: 0.0013 | Train Perf: 0.8971 | Eval Error: 0.0049 | Eval Perf: 0.608
[35, 100] Train Error: 0.0013 | Train Perf: 0.8995 | Eval Error: 0.0048 | Eval Perf: 0.6101
[36, 100] Train Error: 0.0012 | Train Perf: 0.9016 | Eval Error: 0.0048 | Eval Perf: 0.6114
[37, 100] Train Error: 0.0012 | Train Perf: 0.9037 | Eval Error: 0.0048 | Eval Perf: 0.6132
[38, 100] Train Error: 0.0012 | Train Perf: 0.9047 | Eval Error: 0.0048 | Eval Perf: 0.6146
