NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0149 | Train Perf: -0.0314 | Eval Error: 0.0047 | Eval Perf: -0.0332
[2, 100] Train Error: 0.0047 | Train Perf: -0.039 | Eval Error: 0.0043 | Eval Perf: -0.0064
[3, 100] Train Error: 0.0046 | Train Perf: 0.0251 | Eval Error: 0.0042 | Eval Perf: 0.0191
[4, 100] Train Error: 0.0045 | Train Perf: 0.0716 | Eval Error: 0.0042 | Eval Perf: 0.0441
[5, 100] Train Error: 0.0045 | Train Perf: 0.1 | Eval Error: 0.0042 | Eval Perf: 0.0684
[6, 100] Train Error: 0.0045 | Train Perf: 0.137 | Eval Error: 0.0042 | Eval Perf: 0.0923
[7, 100] Train Error: 0.0045 | Train Perf: 0.1658 | Eval Error: 0.0042 | Eval Perf: 0.1152
[8, 100] Train Error: 0.0045 | Train Perf: 0.1899 | Eval Error: 0.0042 | Eval Perf: 0.1376
[9, 100] Train Error: 0.0044 | Train Perf: 0.2183 | Eval Error: 0.0042 | Eval Perf: 0.1591
[10, 100] Train Error: 0.0044 | Train Perf: 0.2498 | Eval Error: 0.0042 | Eval Perf: 0.1796
[11, 100] Train Error: 0.0044 | Train Perf: 0.2794 | Eval Error: 0.0041 | Eval Perf: 0.199
[12, 100] Train Error: 0.0044 | Train Perf: 0.2962 | Eval Error: 0.0041 | Eval Perf: 0.2178
[13, 100] Train Error: 0.0044 | Train Perf: 0.3242 | Eval Error: 0.0041 | Eval Perf: 0.2354
[14, 100] Train Error: 0.0044 | Train Perf: 0.3381 | Eval Error: 0.0041 | Eval Perf: 0.252
[15, 100] Train Error: 0.0044 | Train Perf: 0.3598 | Eval Error: 0.0041 | Eval Perf: 0.2679
[16, 100] Train Error: 0.0043 | Train Perf: 0.3763 | Eval Error: 0.0041 | Eval Perf: 0.2828
[17, 100] Train Error: 0.0043 | Train Perf: 0.3839 | Eval Error: 0.0041 | Eval Perf: 0.2966
[18, 100] Train Error: 0.0043 | Train Perf: 0.4138 | Eval Error: 0.0041 | Eval Perf: 0.3096
[19, 100] Train Error: 0.0043 | Train Perf: 0.4306 | Eval Error: 0.0041 | Eval Perf: 0.3218
[20, 100] Train Error: 0.0043 | Train Perf: 0.4369 | Eval Error: 0.004 | Eval Perf: 0.3334
[21, 100] Train Error: 0.0043 | Train Perf: 0.4543 | Eval Error: 0.004 | Eval Perf: 0.3443
[22, 100] Train Error: 0.0042 | Train Perf: 0.4684 | Eval Error: 0.004 | Eval Perf: 0.3542
[23, 100] Train Error: 0.0042 | Train Perf: 0.4754 | Eval Error: 0.004 | Eval Perf: 0.3637
[24, 100] Train Error: 0.0042 | Train Perf: 0.4864 | Eval Error: 0.004 | Eval Perf: 0.3726
[25, 100] Train Error: 0.0042 | Train Perf: 0.4927 | Eval Error: 0.004 | Eval Perf: 0.3811
[26, 100] Train Error: 0.0042 | Train Perf: 0.5037 | Eval Error: 0.004 | Eval Perf: 0.389
[27, 100] Train Error: 0.0041 | Train Perf: 0.5163 | Eval Error: 0.0039 | Eval Perf: 0.3962
[28, 100] Train Error: 0.0041 | Train Perf: 0.5165 | Eval Error: 0.0039 | Eval Perf: 0.4029
[29, 100] Train Error: 0.0041 | Train Perf: 0.5291 | Eval Error: 0.0039 | Eval Perf: 0.4095
[30, 100] Train Error: 0.0041 | Train Perf: 0.5389 | Eval Error: 0.0039 | Eval Perf: 0.4155
[31, 100] Train Error: 0.0041 | Train Perf: 0.5394 | Eval Error: 0.0039 | Eval Perf: 0.4214
[32, 100] Train Error: 0.004 | Train Perf: 0.5474 | Eval Error: 0.0039 | Eval Perf: 0.4271
[33, 100] Train Error: 0.004 | Train Perf: 0.5532 | Eval Error: 0.0039 | Eval Perf: 0.4322
[34, 100] Train Error: 0.004 | Train Perf: 0.5602 | Eval Error: 0.0038 | Eval Perf: 0.437
[35, 100] Train Error: 0.004 | Train Perf: 0.5643 | Eval Error: 0.0038 | Eval Perf: 0.4416
[36, 100] Train Error: 0.0039 | Train Perf: 0.569 | Eval Error: 0.0038 | Eval Perf: 0.4462
[37, 100] Train Error: 0.0039 | Train Perf: 0.5727 | Eval Error: 0.0038 | Eval Perf: 0.4504
[38, 100] Train Error: 0.0039 | Train Perf: 0.5743 | Eval Error: 0.0038 | Eval Perf: 0.4545
[39, 100] Train Error: 0.0038 | Train Perf: 0.5828 | Eval Error: 0.0037 | Eval Perf: 0.4582
[40, 100] Train Error: 0.0038 | Train Perf: 0.585 | Eval Error: 0.0037 | Eval Perf: 0.4618
[41, 100] Train Error: 0.0038 | Train Perf: 0.5915 | Eval Error: 0.0037 | Eval Perf: 0.4652
[42, 100] Train Error: 0.0038 | Train Perf: 0.5978 | Eval Error: 0.0037 | Eval Perf: 0.4685
[43, 100] Train Error: 0.0037 | Train Perf: 0.5974 | Eval Error: 0.0037 | Eval Perf: 0.4717
[44, 100] Train Error: 0.0037 | Train Perf: 0.5999 | Eval Error: 0.0036 | Eval Perf: 0.4749
[45, 100] Train Error: 0.0037 | Train Perf: 0.6051 | Eval Error: 0.0036 | Eval Perf: 0.4779
[46, 100] Train Error: 0.0036 | Train Perf: 0.6072 | Eval Error: 0.0036 | Eval Perf: 0.4808
[47, 100] Train Error: 0.0036 | Train Perf: 0.6126 | Eval Error: 0.0036 | Eval Perf: 0.4835
[48, 100] Train Error: 0.0036 | Train Perf: 0.6115 | Eval Error: 0.0036 | Eval Perf: 0.4863
[49, 100] Train Error: 0.0035 | Train Perf: 0.616 | Eval Error: 0.0035 | Eval Perf: 0.4889
[50, 100] Train Error: 0.0035 | Train Perf: 0.6212 | Eval Error: 0.0035 | Eval Perf: 0.4913
[51, 100] Train Error: 0.0035 | Train Perf: 0.6216 | Eval Error: 0.0035 | Eval Perf: 0.4938
[52, 100] Train Error: 0.0034 | Train Perf: 0.6252 | Eval Error: 0.0035 | Eval Perf: 0.4964
[53, 100] Train Error: 0.0034 | Train Perf: 0.6303 | Eval Error: 0.0035 | Eval Perf: 0.4984
[54, 100] Train Error: 0.0034 | Train Perf: 0.6347 | Eval Error: 0.0034 | Eval Perf: 0.5004
[55, 100] Train Error: 0.0033 | Train Perf: 0.6337 | Eval Error: 0.0034 | Eval Perf: 0.5027
[56, 100] Train Error: 0.0033 | Train Perf: 0.6377 | Eval Error: 0.0034 | Eval Perf: 0.505
[57, 100] Train Error: 0.0033 | Train Perf: 0.6404 | Eval Error: 0.0034 | Eval Perf: 0.507
[58, 100] Train Error: 0.0032 | Train Perf: 0.6427 | Eval Error: 0.0034 | Eval Perf: 0.509
[59, 100] Train Error: 0.0032 | Train Perf: 0.6437 | Eval Error: 0.0033 | Eval Perf: 0.5112
[60, 100] Train Error: 0.0032 | Train Perf: 0.6479 | Eval Error: 0.0033 | Eval Perf: 0.5131
[61, 100] Train Error: 0.0031 | Train Perf: 0.6494 | Eval Error: 0.0033 | Eval Perf: 0.5151
[62, 100] Train Error: 0.0031 | Train Perf: 0.6555 | Eval Error: 0.0033 | Eval Perf: 0.5166
[63, 100] Train Error: 0.0031 | Train Perf: 0.6553 | Eval Error: 0.0033 | Eval Perf: 0.5187
[64, 100] Train Error: 0.003 | Train Perf: 0.6584 | Eval Error: 0.0032 | Eval Perf: 0.5204
[65, 100] Train Error: 0.003 | Train Perf: 0.6606 | Eval Error: 0.0032 | Eval Perf: 0.5223
[66, 100] Train Error: 0.003 | Train Perf: 0.6661 | Eval Error: 0.0032 | Eval Perf: 0.5236
[67, 100] Train Error: 0.0029 | Train Perf: 0.6666 | Eval Error: 0.0032 | Eval Perf: 0.5253
[68, 100] Train Error: 0.0029 | Train Perf: 0.6692 | Eval Error: 0.0032 | Eval Perf: 0.5268
[69, 100] Train Error: 0.0029 | Train Perf: 0.6716 | Eval Error: 0.0031 | Eval Perf: 0.5286
[70, 100] Train Error: 0.0028 | Train Perf: 0.676 | Eval Error: 0.0031 | Eval Perf: 0.53
[71, 100] Train Error: 0.0028 | Train Perf: 0.6765 | Eval Error: 0.0031 | Eval Perf: 0.5318
[72, 100] Train Error: 0.0028 | Train Perf: 0.6803 | Eval Error: 0.0031 | Eval Perf: 0.5332
[73, 100] Train Error: 0.0027 | Train Perf: 0.6827 | Eval Error: 0.0031 | Eval Perf: 0.5347
[74, 100] Train Error: 0.0027 | Train Perf: 0.6845 | Eval Error: 0.0031 | Eval Perf: 0.5362
[75, 100] Train Error: 0.0027 | Train Perf: 0.6877 | Eval Error: 0.0031 | Eval Perf: 0.5377
[76, 100] Train Error: 0.0026 | Train Perf: 0.6926 | Eval Error: 0.003 | Eval Perf: 0.5388
[77, 100] Train Error: 0.0026 | Train Perf: 0.6931 | Eval Error: 0.003 | Eval Perf: 0.5404
[78, 100] Train Error: 0.0026 | Train Perf: 0.696 | Eval Error: 0.003 | Eval Perf: 0.5421
[79, 100] Train Error: 0.0026 | Train Perf: 0.699 | Eval Error: 0.003 | Eval Perf: 0.543
[80, 100] Train Error: 0.0025 | Train Perf: 0.7016 | Eval Error: 0.003 | Eval Perf: 0.5442
[81, 100] Train Error: 0.0025 | Train Perf: 0.7047 | Eval Error: 0.003 | Eval Perf: 0.5452
[82, 100] Train Error: 0.0025 | Train Perf: 0.7051 | Eval Error: 0.003 | Eval Perf: 0.5469
[83, 100] Train Error: 0.0024 | Train Perf: 0.7085 | Eval Error: 0.003 | Eval Perf: 0.5481
[84, 100] Train Error: 0.0024 | Train Perf: 0.7134 | Eval Error: 0.003 | Eval Perf: 0.5487
[85, 100] Train Error: 0.0024 | Train Perf: 0.7135 | Eval Error: 0.003 | Eval Perf: 0.55
[86, 100] Train Error: 0.0024 | Train Perf: 0.7172 | Eval Error: 0.0029 | Eval Perf: 0.5509
[87, 100] Train Error: 0.0023 | Train Perf: 0.7197 | Eval Error: 0.0029 | Eval Perf: 0.5519
[88, 100] Train Error: 0.0023 | Train Perf: 0.7216 | Eval Error: 0.0029 | Eval Perf: 0.5533
[89, 100] Train Error: 0.0023 | Train Perf: 0.7253 | Eval Error: 0.0029 | Eval Perf: 0.5542
[90, 100] Train Error: 0.0023 | Train Perf: 0.7267 | Eval Error: 0.0029 | Eval Perf: 0.5551
[91, 100] Train Error: 0.0022 | Train Perf: 0.7298 | Eval Error: 0.0029 | Eval Perf: 0.556
[92, 100] Train Error: 0.0022 | Train Perf: 0.7315 | Eval Error: 0.0029 | Eval Perf: 0.557
[93, 100] Train Error: 0.0022 | Train Perf: 0.7339 | Eval Error: 0.0029 | Eval Perf: 0.5581
[94, 100] Train Error: 0.0022 | Train Perf: 0.7367 | Eval Error: 0.0029 | Eval Perf: 0.559
[95, 100] Train Error: 0.0022 | Train Perf: 0.7401 | Eval Error: 0.0029 | Eval Perf: 0.5596
[96, 100] Train Error: 0.0021 | Train Perf: 0.7424 | Eval Error: 0.0029 | Eval Perf: 0.5603
[97, 100] Train Error: 0.0021 | Train Perf: 0.7434 | Eval Error: 0.0029 | Eval Perf: 0.5612
[98, 100] Train Error: 0.0021 | Train Perf: 0.7461 | Eval Error: 0.0029 | Eval Perf: 0.562
[99, 100] Train Error: 0.0021 | Train Perf: 0.7502 | Eval Error: 0.0029 | Eval Perf: 0.5624
[100, 100] Train Error: 0.0021 | Train Perf: 0.7502 | Eval Error: 0.0029 | Eval Perf: 0.5634
