NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0173 | Train Perf: 0.0122 | Eval Error: 0.0155 | Eval Perf: -0.3021
[2, 100] Train Error: 0.0166 | Train Perf: -0.1845 | Eval Error: 0.0159 | Eval Perf: -0.0688
[3, 100] Train Error: 0.0163 | Train Perf: -0.0077 | Eval Error: 0.0154 | Eval Perf: 0.0806
[4, 100] Train Error: 0.0159 | Train Perf: 0.0914 | Eval Error: 0.0171 | Eval Perf: 0.2853
[5, 100] Train Error: 0.0161 | Train Perf: 0.0367 | Eval Error: 0.0157 | Eval Perf: 0.363
[6, 100] Train Error: 0.016 | Train Perf: 0.0252 | Eval Error: 0.0153 | Eval Perf: 0.4236
[7, 100] Train Error: 0.0157 | Train Perf: 0.1385 | Eval Error: 0.0151 | Eval Perf: 0.466
[8, 100] Train Error: 0.0153 | Train Perf: 0.2503 | Eval Error: 0.0153 | Eval Perf: 0.4917
[9, 100] Train Error: 0.0149 | Train Perf: 0.3173 | Eval Error: 0.0147 | Eval Perf: 0.5202
[10, 100] Train Error: 0.0145 | Train Perf: 0.4442 | Eval Error: 0.0146 | Eval Perf: 0.5357
[11, 100] Train Error: 0.0141 | Train Perf: 0.5727 | Eval Error: 0.0141 | Eval Perf: 0.5618
[12, 100] Train Error: 0.0134 | Train Perf: 0.6447 | Eval Error: 0.0137 | Eval Perf: 0.5762
[13, 100] Train Error: 0.0127 | Train Perf: 0.6274 | Eval Error: 0.0134 | Eval Perf: 0.5874
[14, 100] Train Error: 0.012 | Train Perf: 0.6942 | Eval Error: 0.0131 | Eval Perf: 0.5966
[15, 100] Train Error: 0.0112 | Train Perf: 0.7537 | Eval Error: 0.0128 | Eval Perf: 0.608
[16, 100] Train Error: 0.0105 | Train Perf: 0.7799 | Eval Error: 0.0125 | Eval Perf: 0.6171
[17, 100] Train Error: 0.0098 | Train Perf: 0.7858 | Eval Error: 0.0121 | Eval Perf: 0.6267
[18, 100] Train Error: 0.0091 | Train Perf: 0.7909 | Eval Error: 0.0114 | Eval Perf: 0.6351
[19, 100] Train Error: 0.0083 | Train Perf: 0.8245 | Eval Error: 0.0111 | Eval Perf: 0.6404
[20, 100] Train Error: 0.0077 | Train Perf: 0.8318 | Eval Error: 0.0108 | Eval Perf: 0.6418
[21, 100] Train Error: 0.0072 | Train Perf: 0.8201 | Eval Error: 0.0105 | Eval Perf: 0.6476
[22, 100] Train Error: 0.0068 | Train Perf: 0.8307 | Eval Error: 0.0101 | Eval Perf: 0.6508
[23, 100] Train Error: 0.0063 | Train Perf: 0.8332 | Eval Error: 0.01 | Eval Perf: 0.6548
[24, 100] Train Error: 0.006 | Train Perf: 0.8393 | Eval Error: 0.0096 | Eval Perf: 0.659
[25, 100] Train Error: 0.0057 | Train Perf: 0.8437 | Eval Error: 0.0094 | Eval Perf: 0.663
[26, 100] Train Error: 0.0054 | Train Perf: 0.845 | Eval Error: 0.0094 | Eval Perf: 0.6652
[27, 100] Train Error: 0.0052 | Train Perf: 0.8525 | Eval Error: 0.0091 | Eval Perf: 0.6701
[28, 100] Train Error: 0.0049 | Train Perf: 0.8564 | Eval Error: 0.0091 | Eval Perf: 0.6735
[29, 100] Train Error: 0.0047 | Train Perf: 0.8669 | Eval Error: 0.0091 | Eval Perf: 0.6766
[30, 100] Train Error: 0.0045 | Train Perf: 0.8673 | Eval Error: 0.0087 | Eval Perf: 0.6793
[31, 100] Train Error: 0.0043 | Train Perf: 0.8726 | Eval Error: 0.0088 | Eval Perf: 0.6821
[32, 100] Train Error: 0.0042 | Train Perf: 0.874 | Eval Error: 0.0085 | Eval Perf: 0.685
[33, 100] Train Error: 0.004 | Train Perf: 0.8784 | Eval Error: 0.0086 | Eval Perf: 0.6871
[34, 100] Train Error: 0.0039 | Train Perf: 0.8844 | Eval Error: 0.0084 | Eval Perf: 0.6886
[35, 100] Train Error: 0.0036 | Train Perf: 0.8961 | Eval Error: 0.009 | Eval Perf: 0.6896
[36, 100] Train Error: 0.0036 | Train Perf: 0.8909 | Eval Error: 0.0088 | Eval Perf: 0.6916
[37, 100] Train Error: 0.0034 | Train Perf: 0.8979 | Eval Error: 0.0089 | Eval Perf: 0.6935
[38, 100] Train Error: 0.0033 | Train Perf: 0.8993 | Eval Error: 0.0081 | Eval Perf: 0.6949
[39, 100] Train Error: 0.0031 | Train Perf: 0.9072 | Eval Error: 0.0081 | Eval Perf: 0.696
[40, 100] Train Error: 0.0032 | Train Perf: 0.9028 | Eval Error: 0.008 | Eval Perf: 0.6968
