NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.017 | Train Perf: 0.0281 | Eval Error: 0.0175 | Eval Perf: -0.3969
[2, 100] Train Error: 0.0162 | Train Perf: -0.1792 | Eval Error: 0.017 | Eval Perf: -0.2881
[3, 100] Train Error: 0.0159 | Train Perf: -0.0082 | Eval Error: 0.0172 | Eval Perf: -0.1458
[4, 100] Train Error: 0.0156 | Train Perf: 0.0839 | Eval Error: 0.0174 | Eval Perf: 0.0996
[5, 100] Train Error: 0.0157 | Train Perf: 0.0457 | Eval Error: 0.0167 | Eval Perf: 0.2586
[6, 100] Train Error: 0.0156 | Train Perf: 0.0365 | Eval Error: 0.0165 | Eval Perf: 0.3786
[7, 100] Train Error: 0.0154 | Train Perf: 0.1457 | Eval Error: 0.0164 | Eval Perf: 0.4643
[8, 100] Train Error: 0.0149 | Train Perf: 0.2598 | Eval Error: 0.0163 | Eval Perf: 0.5124
[9, 100] Train Error: 0.0146 | Train Perf: 0.3096 | Eval Error: 0.016 | Eval Perf: 0.5602
[10, 100] Train Error: 0.0142 | Train Perf: 0.4271 | Eval Error: 0.0157 | Eval Perf: 0.5871
[11, 100] Train Error: 0.0138 | Train Perf: 0.5358 | Eval Error: 0.0154 | Eval Perf: 0.6246
[12, 100] Train Error: 0.0132 | Train Perf: 0.6253 | Eval Error: 0.015 | Eval Perf: 0.6462
[13, 100] Train Error: 0.0126 | Train Perf: 0.6109 | Eval Error: 0.0146 | Eval Perf: 0.6618
[14, 100] Train Error: 0.012 | Train Perf: 0.6718 | Eval Error: 0.014 | Eval Perf: 0.6741
[15, 100] Train Error: 0.0113 | Train Perf: 0.7084 | Eval Error: 0.0136 | Eval Perf: 0.6923
[16, 100] Train Error: 0.0106 | Train Perf: 0.7724 | Eval Error: 0.0131 | Eval Perf: 0.7023
