Amb_a_1.0201_5 vs. Amb_a_1.0501_5,0.45711646219472957,0.07692307692307693,70.0,8.0,70.0,96.0,70.0,92.0,77.77777777777779,46.0,0.843761,77.77777777777779,44.0,77.77777777777779,44.0,77.77777777777779,44.0,0.09,0.15,0.06,4,5,6993.7
Amb_a_1.0201_6 vs. Amb_a_1.0304_6,0.7949265811065231,0.6205882352941177,85.0,13.0,85.0,118.0,80.0,113.0,100.0,65.0,0.946213,100.0,63.0,100.0,63.0,100.0,64.0,0.3800000000000001,0.96,1.34,5,4,8467.7
Amb_a_1.0201_6 vs. Amb_a_1.0401_6,0.8811293050779456,0.7107142857142856,85.0,14.0,85.0,114.0,85.0,115.0,100.0,65.0,0.963928,100.0,63.0,100.0,63.0,100.0,64.0,0.19999999999999996,0.96,1.16,5,4,8483.0
Amb_a_1.0201_6 vs. Amb_a_1.0501_6,0.8489716978708974,0.7235294117647059,75.0,9.0,75.0,108.0,70.0,103.0,88.88888888888889,61.0,0.915836,88.88888888888889,60.0,88.88888888888889,60.0,88.88888888888889,61.0,0.55,0.96,1.51,5,4,7458.75
Amb_a_1.0201_7 vs. Amb_a_1.0304_7,-0.7023152056560148,-0.6642857142857141,75.0,9.0,75.0,96.0,70.0,91.0,88.88888888888889,56.0,0.872958,11.11111111111111,-13.0,33.33333333333333,13.0,None,None,7.56,9.76,2.2,0,1,6933.0
Amb_a_1.0201_7 vs. Amb_a_1.0401_7,0.5196634268962603,0.24835164835164836,60.0,3.0,60.0,73.0,45.0,62.0,77.77777777777779,52.0,0.818325,33.33333333333333,9.0,22.22222222222222,10.0,None,None,5.68,9.76,15.44,0,0,5659.2
Amb_a_1.0201_7 vs. Amb_a_1.0501_7,-0.3962039855277282,-0.5164835164835164,70.0,7.0,70.0,95.0,65.0,91.0,77.77777777777779,50.0,0.857674,11.11111111111111,-15.0,44.44444444444444,17.0,None,None,2.6400000000000006,9.76,12.4,0,0,6815.2
Amb_a_1.0201_8 vs. Amb_a_1.0304_8,0.8220843038291399,0.8241758241758241,90.0,16.0,90.0,118.0,90.0,117.0,100.0,62.0,0.945759,88.88888888888889,53.0,88.88888888888889,53.0,88.88888888888889,53.0,1.1500000000000001,1.61,0.46,1,2,8896.5
Amb_a_1.0201_8 vs. Amb_a_1.0401_8,0.6773838934479705,0.6153846153846154,75.0,8.0,75.0,91.0,60.0,81.0,100.0,59.0,0.896447,88.88888888888889,53.0,88.88888888888889,53.0,88.88888888888889,53.0,1.1300000000000001,1.61,0.48,1,2,7415.25
Amb_a_1.0201_8 vs. Amb_a_1.0501_8,0.487564307401991,0.5090909090909091,75.0,10.0,75.0,98.0,75.0,94.0,88.88888888888889,55.0,0.897246,77.77777777777779,47.0,77.77777777777779,47.0,77.77777777777779,47.0,1.12,1.61,0.49,1,2,7416.0
Amb_a_1.0201_9 vs. Amb_a_1.0304_9,-0.26613085300335726,-0.34615384615384615,90.0,16.0,90.0,117.0,90.0,116.0,100.0,55.0,0.942352,100.0,51.0,100.0,51.0,100.0,51.0,0.30000000000000004,1.28,0.98,5,3,8973.0
Amb_a_1.0201_9 vs. Amb_a_1.0401_9,-0.6233801196775647,-0.6818181818181819,50.0,-2.0,50.0,63.0,50.0,52.0,55.55555555555556,31.0,0.824091,0.0,3.0,55.55555555555556,28.0,55.55555555555556,28.0,0.5800000000000001,1.28,0.7,5,3,4971.0
Amb_a_1.0201_9 vs. Amb_a_1.0501_9,-0.39113310573075033,-0.46153846153846156,65.0,5.0,65.0,81.0,60.0,71.0,77.77777777777779,41.0,0.864797,66.66666666666666,30.0,66.66666666666666,30.0,66.66666666666666,33.0,1.22,1.28,0.06,5,5,6420.7
Amb_a_1.0201_10 vs. Amb_a_1.0304_10,0.574455675797009,0.0303030303030303,90.0,16.0,90.0,128.0,90.0,128.0,100.0,68.0,0.939626,88.88888888888889,47.0,88.88888888888889,47.0,None,None,2.950000000000001,15.38,12.43,0,0,8734.5
Amb_a_1.0201_10 vs. Amb_a_1.0401_10,-0.004137639845723429,-0.027972027972027972,50.0,-2.0,50.0,77.0,45.0,66.0,55.55555555555556,50.0,0.825771,22.22222222222222,11.0,22.22222222222222,11.0,None,None,11.88,15.38,3.5,0,1,4406.0
