NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0212 | Train Perf: 0.0275 | Eval Error: 0.0218 | Eval Perf: 0.1426
[2, 100] Train Error: 0.0201 | Train Perf: -0.0535 | Eval Error: 0.0215 | Eval Perf: 0.2824
[3, 100] Train Error: 0.02 | Train Perf: -0.0997 | Eval Error: 0.0213 | Eval Perf: 0.3522
[4, 100] Train Error: 0.0196 | Train Perf: 0.0666 | Eval Error: 0.0213 | Eval Perf: 0.3903
[5, 100] Train Error: 0.019 | Train Perf: 0.1864 | Eval Error: 0.0217 | Eval Perf: 0.4117
[6, 100] Train Error: 0.0192 | Train Perf: 0.2102 | Eval Error: 0.0208 | Eval Perf: 0.4734
[7, 100] Train Error: 0.0184 | Train Perf: 0.3073 | Eval Error: 0.0205 | Eval Perf: 0.5145
[8, 100] Train Error: 0.0177 | Train Perf: 0.4181 | Eval Error: 0.021 | Eval Perf: 0.5015
[9, 100] Train Error: 0.0176 | Train Perf: 0.4855 | Eval Error: 0.0198 | Eval Perf: 0.5519
[10, 100] Train Error: 0.0165 | Train Perf: 0.5455 | Eval Error: 0.019 | Eval Perf: 0.5883
[11, 100] Train Error: 0.0156 | Train Perf: 0.6033 | Eval Error: 0.0187 | Eval Perf: 0.5954
[12, 100] Train Error: 0.0146 | Train Perf: 0.69 | Eval Error: 0.0185 | Eval Perf: 0.6016
[13, 100] Train Error: 0.0139 | Train Perf: 0.6917 | Eval Error: 0.0172 | Eval Perf: 0.6283
[14, 100] Train Error: 0.0129 | Train Perf: 0.7304 | Eval Error: 0.0165 | Eval Perf: 0.6493
[15, 100] Train Error: 0.0119 | Train Perf: 0.7447 | Eval Error: 0.0157 | Eval Perf: 0.6494
[16, 100] Train Error: 0.0109 | Train Perf: 0.7764 | Eval Error: 0.0156 | Eval Perf: 0.6476
[17, 100] Train Error: 0.01 | Train Perf: 0.7927 | Eval Error: 0.0147 | Eval Perf: 0.6555
[18, 100] Train Error: 0.0095 | Train Perf: 0.7907 | Eval Error: 0.0144 | Eval Perf: 0.6607
[19, 100] Train Error: 0.0084 | Train Perf: 0.813 | Eval Error: 0.0138 | Eval Perf: 0.6617
[20, 100] Train Error: 0.0082 | Train Perf: 0.8178 | Eval Error: 0.0137 | Eval Perf: 0.6617
[21, 100] Train Error: 0.0078 | Train Perf: 0.8184 | Eval Error: 0.0132 | Eval Perf: 0.664
[22, 100] Train Error: 0.0074 | Train Perf: 0.8298 | Eval Error: 0.013 | Eval Perf: 0.6666
[23, 100] Train Error: 0.0069 | Train Perf: 0.84 | Eval Error: 0.0133 | Eval Perf: 0.6675
[24, 100] Train Error: 0.0065 | Train Perf: 0.8448 | Eval Error: 0.0128 | Eval Perf: 0.6698
[25, 100] Train Error: 0.0062 | Train Perf: 0.8518 | Eval Error: 0.0126 | Eval Perf: 0.6715
[26, 100] Train Error: 0.0059 | Train Perf: 0.8616 | Eval Error: 0.0126 | Eval Perf: 0.6726
[27, 100] Train Error: 0.0055 | Train Perf: 0.8702 | Eval Error: 0.0123 | Eval Perf: 0.675
[28, 100] Train Error: 0.0054 | Train Perf: 0.8681 | Eval Error: 0.0122 | Eval Perf: 0.6759
[29, 100] Train Error: 0.0051 | Train Perf: 0.8753 | Eval Error: 0.0125 | Eval Perf: 0.6761
[30, 100] Train Error: 0.0048 | Train Perf: 0.8829 | Eval Error: 0.0121 | Eval Perf: 0.6797
[31, 100] Train Error: 0.0046 | Train Perf: 0.8919 | Eval Error: 0.0121 | Eval Perf: 0.6813
[32, 100] Train Error: 0.0045 | Train Perf: 0.8911 | Eval Error: 0.0119 | Eval Perf: 0.6823
[33, 100] Train Error: 0.0043 | Train Perf: 0.8986 | Eval Error: 0.012 | Eval Perf: 0.6825
[34, 100] Train Error: 0.0039 | Train Perf: 0.9055 | Eval Error: 0.0118 | Eval Perf: 0.6841
[35, 100] Train Error: 0.004 | Train Perf: 0.9038 | Eval Error: 0.0117 | Eval Perf: 0.6851
[36, 100] Train Error: 0.0036 | Train Perf: 0.9119 | Eval Error: 0.0117 | Eval Perf: 0.6866
[37, 100] Train Error: 0.0032 | Train Perf: 0.9229 | Eval Error: 0.0117 | Eval Perf: 0.688
[38, 100] Train Error: 0.0034 | Train Perf: 0.9187 | Eval Error: 0.0121 | Eval Perf: 0.6865
[39, 100] Train Error: 0.0032 | Train Perf: 0.9215 | Eval Error: 0.0117 | Eval Perf: 0.6885
[40, 100] Train Error: 0.0032 | Train Perf: 0.9201 | Eval Error: 0.0115 | Eval Perf: 0.6906
[41, 100] Train Error: 0.0031 | Train Perf: 0.9242 | Eval Error: 0.0115 | Eval Perf: 0.6935
[42, 100] Train Error: 0.003 | Train Perf: 0.9259 | Eval Error: 0.0116 | Eval Perf: 0.693
[43, 100] Train Error: 0.0028 | Train Perf: 0.9306 | Eval Error: 0.0115 | Eval Perf: 0.6943
[44, 100] Train Error: 0.0028 | Train Perf: 0.9322 | Eval Error: 0.0116 | Eval Perf: 0.6939
[45, 100] Train Error: 0.0027 | Train Perf: 0.9349 | Eval Error: 0.0114 | Eval Perf: 0.6952
[46, 100] Train Error: 0.0026 | Train Perf: 0.9371 | Eval Error: 0.0114 | Eval Perf: 0.696
[47, 100] Train Error: 0.0026 | Train Perf: 0.9386 | Eval Error: 0.0113 | Eval Perf: 0.6984
[48, 100] Train Error: 0.0025 | Train Perf: 0.9394 | Eval Error: 0.0112 | Eval Perf: 0.7002
[49, 100] Train Error: 0.0024 | Train Perf: 0.943 | Eval Error: 0.0115 | Eval Perf: 0.6994
[50, 100] Train Error: 0.0022 | Train Perf: 0.9478 | Eval Error: 0.0112 | Eval Perf: 0.7028
[51, 100] Train Error: 0.0022 | Train Perf: 0.9467 | Eval Error: 0.0111 | Eval Perf: 0.7048
[52, 100] Train Error: 0.0022 | Train Perf: 0.947 | Eval Error: 0.0112 | Eval Perf: 0.7061
[53, 100] Train Error: 0.002 | Train Perf: 0.9511 | Eval Error: 0.0111 | Eval Perf: 0.7055
[54, 100] Train Error: 0.002 | Train Perf: 0.9517 | Eval Error: 0.0112 | Eval Perf: 0.7072
[55, 100] Train Error: 0.0019 | Train Perf: 0.953 | Eval Error: 0.011 | Eval Perf: 0.7069
[56, 100] Train Error: 0.0018 | Train Perf: 0.9557 | Eval Error: 0.011 | Eval Perf: 0.7091
[57, 100] Train Error: 0.0018 | Train Perf: 0.9574 | Eval Error: 0.0109 | Eval Perf: 0.7091
[58, 100] Train Error: 0.0018 | Train Perf: 0.9575 | Eval Error: 0.0109 | Eval Perf: 0.7119
[59, 100] Train Error: 0.0016 | Train Perf: 0.9599 | Eval Error: 0.0109 | Eval Perf: 0.7111
[60, 100] Train Error: 0.0016 | Train Perf: 0.9621 | Eval Error: 0.0108 | Eval Perf: 0.7133
[61, 100] Train Error: 0.0016 | Train Perf: 0.9624 | Eval Error: 0.0107 | Eval Perf: 0.715
[62, 100] Train Error: 0.0016 | Train Perf: 0.9622 | Eval Error: 0.0108 | Eval Perf: 0.7157
[63, 100] Train Error: 0.0015 | Train Perf: 0.9643 | Eval Error: 0.0108 | Eval Perf: 0.7145
[64, 100] Train Error: 0.0015 | Train Perf: 0.9646 | Eval Error: 0.0108 | Eval Perf: 0.7163
[65, 100] Train Error: 0.0014 | Train Perf: 0.9665 | Eval Error: 0.0107 | Eval Perf: 0.7165
[66, 100] Train Error: 0.0014 | Train Perf: 0.9676 | Eval Error: 0.0108 | Eval Perf: 0.718
[67, 100] Train Error: 0.0013 | Train Perf: 0.9692 | Eval Error: 0.0112 | Eval Perf: 0.712
[68, 100] Train Error: 0.0012 | Train Perf: 0.9706 | Eval Error: 0.0107 | Eval Perf: 0.7165
[69, 100] Train Error: 0.0012 | Train Perf: 0.9716 | Eval Error: 0.0107 | Eval Perf: 0.7162
[70, 100] Train Error: 0.0012 | Train Perf: 0.9724 | Eval Error: 0.0108 | Eval Perf: 0.7188
[71, 100] Train Error: 0.0012 | Train Perf: 0.9713 | Eval Error: 0.0107 | Eval Perf: 0.7174
[72, 100] Train Error: 0.0012 | Train Perf: 0.9722 | Eval Error: 0.0107 | Eval Perf: 0.7167
[73, 100] Train Error: 0.0011 | Train Perf: 0.974 | Eval Error: 0.0107 | Eval Perf: 0.7176
[74, 100] Train Error: 0.0011 | Train Perf: 0.9749 | Eval Error: 0.0106 | Eval Perf: 0.7193
[75, 100] Train Error: 0.0011 | Train Perf: 0.975 | Eval Error: 0.0106 | Eval Perf: 0.7189
[76, 100] Train Error: 0.001 | Train Perf: 0.976 | Eval Error: 0.0106 | Eval Perf: 0.7205
[77, 100] Train Error: 0.001 | Train Perf: 0.9769 | Eval Error: 0.0106 | Eval Perf: 0.7182
[78, 100] Train Error: 0.001 | Train Perf: 0.9775 | Eval Error: 0.0106 | Eval Perf: 0.7193
