NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.015 | Train Perf: 0.0261 | Eval Error: 0.0125 | Eval Perf: 0.5788
[2, 100] Train Error: 0.0125 | Train Perf: 0.499 | Eval Error: 0.0108 | Eval Perf: 0.6739
[3, 100] Train Error: 0.0103 | Train Perf: 0.6146 | Eval Error: 0.0083 | Eval Perf: 0.7043
[4, 100] Train Error: 0.0082 | Train Perf: 0.6823 | Eval Error: 0.007 | Eval Perf: 0.7416
[5, 100] Train Error: 0.0068 | Train Perf: 0.7354 | Eval Error: 0.0058 | Eval Perf: 0.76
[6, 100] Train Error: 0.0058 | Train Perf: 0.771 | Eval Error: 0.0053 | Eval Perf: 0.7906
[7, 100] Train Error: 0.005 | Train Perf: 0.8077 | Eval Error: 0.0049 | Eval Perf: 0.8095
[8, 100] Train Error: 0.0043 | Train Perf: 0.8375 | Eval Error: 0.0047 | Eval Perf: 0.8201
[9, 100] Train Error: 0.004 | Train Perf: 0.8497 | Eval Error: 0.0043 | Eval Perf: 0.8315
[10, 100] Train Error: 0.0036 | Train Perf: 0.8652 | Eval Error: 0.004 | Eval Perf: 0.8369
[11, 100] Train Error: 0.0033 | Train Perf: 0.8778 | Eval Error: 0.0046 | Eval Perf: 0.8551
[12, 100] Train Error: 0.0031 | Train Perf: 0.8845 | Eval Error: 0.004 | Eval Perf: 0.8569
[13, 100] Train Error: 0.0029 | Train Perf: 0.8931 | Eval Error: 0.0038 | Eval Perf: 0.8594
[14, 100] Train Error: 0.0028 | Train Perf: 0.8972 | Eval Error: 0.0035 | Eval Perf: 0.8577
[15, 100] Train Error: 0.0026 | Train Perf: 0.9025 | Eval Error: 0.0034 | Eval Perf: 0.8626
[16, 100] Train Error: 0.0025 | Train Perf: 0.9076 | Eval Error: 0.0034 | Eval Perf: 0.864
[17, 100] Train Error: 0.0024 | Train Perf: 0.9112 | Eval Error: 0.0034 | Eval Perf: 0.8692
[18, 100] Train Error: 0.0023 | Train Perf: 0.9144 | Eval Error: 0.0033 | Eval Perf: 0.8685
[19, 100] Train Error: 0.0023 | Train Perf: 0.9169 | Eval Error: 0.0033 | Eval Perf: 0.8712
[20, 100] Train Error: 0.0022 | Train Perf: 0.9203 | Eval Error: 0.0034 | Eval Perf: 0.8688
[21, 100] Train Error: 0.0022 | Train Perf: 0.9208 | Eval Error: 0.0033 | Eval Perf: 0.872
[22, 100] Train Error: 0.0021 | Train Perf: 0.9237 | Eval Error: 0.0032 | Eval Perf: 0.8749
[23, 100] Train Error: 0.002 | Train Perf: 0.9265 | Eval Error: 0.0034 | Eval Perf: 0.8735
[24, 100] Train Error: 0.002 | Train Perf: 0.9275 | Eval Error: 0.0032 | Eval Perf: 0.8747
[25, 100] Train Error: 0.002 | Train Perf: 0.9288 | Eval Error: 0.0033 | Eval Perf: 0.8745
[26, 100] Train Error: 0.0019 | Train Perf: 0.9307 | Eval Error: 0.0032 | Eval Perf: 0.8766
[27, 100] Train Error: 0.0019 | Train Perf: 0.9318 | Eval Error: 0.0031 | Eval Perf: 0.8764
[28, 100] Train Error: 0.0018 | Train Perf: 0.933 | Eval Error: 0.0031 | Eval Perf: 0.8775
[29, 100] Train Error: 0.0018 | Train Perf: 0.9341 | Eval Error: 0.0031 | Eval Perf: 0.8796
[30, 100] Train Error: 0.0018 | Train Perf: 0.9349 | Eval Error: 0.0032 | Eval Perf: 0.8804
[31, 100] Train Error: 0.0018 | Train Perf: 0.9354 | Eval Error: 0.0031 | Eval Perf: 0.8805
[32, 100] Train Error: 0.0017 | Train Perf: 0.9373 | Eval Error: 0.0031 | Eval Perf: 0.8789
[33, 100] Train Error: 0.0017 | Train Perf: 0.9375 | Eval Error: 0.0031 | Eval Perf: 0.8796
[34, 100] Train Error: 0.0017 | Train Perf: 0.9377 | Eval Error: 0.0031 | Eval Perf: 0.8789
[35, 100] Train Error: 0.0017 | Train Perf: 0.9394 | Eval Error: 0.0031 | Eval Perf: 0.8799
[36, 100] Train Error: 0.0017 | Train Perf: 0.9396 | Eval Error: 0.0032 | Eval Perf: 0.8798
[37, 100] Train Error: 0.0016 | Train Perf: 0.9403 | Eval Error: 0.0032 | Eval Perf: 0.8799
[38, 100] Train Error: 0.0016 | Train Perf: 0.9419 | Eval Error: 0.0031 | Eval Perf: 0.8814
[39, 100] Train Error: 0.0016 | Train Perf: 0.9413 | Eval Error: 0.0031 | Eval Perf: 0.8807
[40, 100] Train Error: 0.0016 | Train Perf: 0.9423 | Eval Error: 0.0033 | Eval Perf: 0.8803
[41, 100] Train Error: 0.0016 | Train Perf: 0.9426 | Eval Error: 0.0032 | Eval Perf: 0.8797
[42, 100] Train Error: 0.0016 | Train Perf: 0.9432 | Eval Error: 0.0031 | Eval Perf: 0.8797
[43, 100] Train Error: 0.0015 | Train Perf: 0.944 | Eval Error: 0.0031 | Eval Perf: 0.8801
[44, 100] Train Error: 0.0015 | Train Perf: 0.9446 | Eval Error: 0.0031 | Eval Perf: 0.8797
[45, 100] Train Error: 0.0015 | Train Perf: 0.9453 | Eval Error: 0.0031 | Eval Perf: 0.8821
