NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0223 | Train Perf: -0.1638 | Eval Error: 0.0203 | Eval Perf: 0.4072
[2, 100] Train Error: 0.019 | Train Perf: 0.225 | Eval Error: 0.0216 | Eval Perf: 0.6371
[3, 100] Train Error: 0.0161 | Train Perf: 0.4708 | Eval Error: 0.0169 | Eval Perf: 0.6828
[4, 100] Train Error: 0.0121 | Train Perf: 0.6553 | Eval Error: 0.0127 | Eval Perf: 0.6781
[5, 100] Train Error: 0.0097 | Train Perf: 0.7322 | Eval Error: 0.0107 | Eval Perf: 0.724
[6, 100] Train Error: 0.0076 | Train Perf: 0.7877 | Eval Error: 0.0107 | Eval Perf: 0.7539
[7, 100] Train Error: 0.0065 | Train Perf: 0.83 | Eval Error: 0.0097 | Eval Perf: 0.7485
[8, 100] Train Error: 0.0055 | Train Perf: 0.8587 | Eval Error: 0.0103 | Eval Perf: 0.7234
[9, 100] Train Error: 0.0053 | Train Perf: 0.8558 | Eval Error: 0.009 | Eval Perf: 0.7583
[10, 100] Train Error: 0.005 | Train Perf: 0.8679 | Eval Error: 0.0101 | Eval Perf: 0.7637
[11, 100] Train Error: 0.0046 | Train Perf: 0.8792 | Eval Error: 0.0092 | Eval Perf: 0.748
[12, 100] Train Error: 0.0045 | Train Perf: 0.8808 | Eval Error: 0.0104 | Eval Perf: 0.7629
[13, 100] Train Error: 0.0044 | Train Perf: 0.8838 | Eval Error: 0.0093 | Eval Perf: 0.7693
[14, 100] Train Error: 0.0032 | Train Perf: 0.9196 | Eval Error: 0.0116 | Eval Perf: 0.7252
[15, 100] Train Error: 0.0035 | Train Perf: 0.9112 | Eval Error: 0.0085 | Eval Perf: 0.7725
[16, 100] Train Error: 0.0035 | Train Perf: 0.9095 | Eval Error: 0.0087 | Eval Perf: 0.762
[17, 100] Train Error: 0.003 | Train Perf: 0.9208 | Eval Error: 0.0092 | Eval Perf: 0.7503
[18, 100] Train Error: 0.0028 | Train Perf: 0.9266 | Eval Error: 0.0085 | Eval Perf: 0.787
[19, 100] Train Error: 0.0028 | Train Perf: 0.9276 | Eval Error: 0.0116 | Eval Perf: 0.7937
[20, 100] Train Error: 0.0027 | Train Perf: 0.9296 | Eval Error: 0.0082 | Eval Perf: 0.7778
[21, 100] Train Error: 0.0026 | Train Perf: 0.9315 | Eval Error: 0.008 | Eval Perf: 0.7836
[22, 100] Train Error: 0.0025 | Train Perf: 0.9371 | Eval Error: 0.0092 | Eval Perf: 0.7915
[23, 100] Train Error: 0.0023 | Train Perf: 0.9399 | Eval Error: 0.0081 | Eval Perf: 0.7823
[24, 100] Train Error: 0.0019 | Train Perf: 0.9514 | Eval Error: 0.0081 | Eval Perf: 0.7863
[25, 100] Train Error: 0.0021 | Train Perf: 0.9473 | Eval Error: 0.0079 | Eval Perf: 0.7868
[26, 100] Train Error: 0.002 | Train Perf: 0.949 | Eval Error: 0.008 | Eval Perf: 0.7839
[27, 100] Train Error: 0.0018 | Train Perf: 0.954 | Eval Error: 0.008 | Eval Perf: 0.7839
[28, 100] Train Error: 0.0017 | Train Perf: 0.9585 | Eval Error: 0.0083 | Eval Perf: 0.7911
[29, 100] Train Error: 0.0017 | Train Perf: 0.9577 | Eval Error: 0.0089 | Eval Perf: 0.7924
[30, 100] Train Error: 0.0018 | Train Perf: 0.9547 | Eval Error: 0.008 | Eval Perf: 0.7855
[31, 100] Train Error: 0.0017 | Train Perf: 0.956 | Eval Error: 0.0086 | Eval Perf: 0.7787
[32, 100] Train Error: 0.0015 | Train Perf: 0.9614 | Eval Error: 0.0079 | Eval Perf: 0.7871
[33, 100] Train Error: 0.0014 | Train Perf: 0.9631 | Eval Error: 0.0081 | Eval Perf: 0.7884
[34, 100] Train Error: 0.0014 | Train Perf: 0.9654 | Eval Error: 0.008 | Eval Perf: 0.7842
[35, 100] Train Error: 0.0013 | Train Perf: 0.966 | Eval Error: 0.0083 | Eval Perf: 0.7809
[36, 100] Train Error: 0.0014 | Train Perf: 0.9634 | Eval Error: 0.008 | Eval Perf: 0.7843
[37, 100] Train Error: 0.0012 | Train Perf: 0.9695 | Eval Error: 0.0086 | Eval Perf: 0.7754
[38, 100] Train Error: 0.0012 | Train Perf: 0.971 | Eval Error: 0.0081 | Eval Perf: 0.7816
[39, 100] Train Error: 0.0013 | Train Perf: 0.9663 | Eval Error: 0.0081 | Eval Perf: 0.7823
[40, 100] Train Error: 0.0012 | Train Perf: 0.9698 | Eval Error: 0.008 | Eval Perf: 0.7833
[41, 100] Train Error: 0.0012 | Train Perf: 0.9693 | Eval Error: 0.0079 | Eval Perf: 0.7884
[42, 100] Train Error: 0.0012 | Train Perf: 0.9703 | Eval Error: 0.0078 | Eval Perf: 0.7912
[43, 100] Train Error: 0.0012 | Train Perf: 0.9696 | Eval Error: 0.0078 | Eval Perf: 0.7908
[44, 100] Train Error: 0.0011 | Train Perf: 0.9714 | Eval Error: 0.0079 | Eval Perf: 0.7914
[45, 100] Train Error: 0.0011 | Train Perf: 0.9716 | Eval Error: 0.008 | Eval Perf: 0.7875
[46, 100] Train Error: 0.001 | Train Perf: 0.9744 | Eval Error: 0.0078 | Eval Perf: 0.7896
[47, 100] Train Error: 0.001 | Train Perf: 0.9758 | Eval Error: 0.0085 | Eval Perf: 0.7822
[48, 100] Train Error: 0.0011 | Train Perf: 0.9733 | Eval Error: 0.0078 | Eval Perf: 0.7881
[49, 100] Train Error: 0.001 | Train Perf: 0.9754 | Eval Error: 0.0079 | Eval Perf: 0.7864
[50, 100] Train Error: 0.0009 | Train Perf: 0.9782 | Eval Error: 0.008 | Eval Perf: 0.7856
[51, 100] Train Error: 0.001 | Train Perf: 0.9752 | Eval Error: 0.0079 | Eval Perf: 0.7902
[52, 100] Train Error: 0.001 | Train Perf: 0.9758 | Eval Error: 0.0079 | Eval Perf: 0.787
[53, 100] Train Error: 0.0009 | Train Perf: 0.9764 | Eval Error: 0.008 | Eval Perf: 0.7846
[54, 100] Train Error: 0.0009 | Train Perf: 0.9771 | Eval Error: 0.0083 | Eval Perf: 0.7819
[55, 100] Train Error: 0.0009 | Train Perf: 0.9776 | Eval Error: 0.0083 | Eval Perf: 0.7861
[56, 100] Train Error: 0.0008 | Train Perf: 0.9793 | Eval Error: 0.0085 | Eval Perf: 0.7682
[57, 100] Train Error: 0.0008 | Train Perf: 0.9803 | Eval Error: 0.0084 | Eval Perf: 0.773
[58, 100] Train Error: 0.0009 | Train Perf: 0.9772 | Eval Error: 0.0084 | Eval Perf: 0.7758
[59, 100] Train Error: 0.0007 | Train Perf: 0.9818 | Eval Error: 0.0083 | Eval Perf: 0.777
[60, 100] Train Error: 0.0008 | Train Perf: 0.9799 | Eval Error: 0.0085 | Eval Perf: 0.7684
[61, 100] Train Error: 0.0008 | Train Perf: 0.9803 | Eval Error: 0.0082 | Eval Perf: 0.7781
[62, 100] Train Error: 0.0008 | Train Perf: 0.9802 | Eval Error: 0.0088 | Eval Perf: 0.7659
[63, 100] Train Error: 0.0007 | Train Perf: 0.9821 | Eval Error: 0.0083 | Eval Perf: 0.7752
[64, 100] Train Error: 0.0008 | Train Perf: 0.9794 | Eval Error: 0.0087 | Eval Perf: 0.7621
[65, 100] Train Error: 0.0007 | Train Perf: 0.9822 | Eval Error: 0.0085 | Eval Perf: 0.7685
[66, 100] Train Error: 0.0007 | Train Perf: 0.9821 | Eval Error: 0.0086 | Eval Perf: 0.7645
[67, 100] Train Error: 0.0007 | Train Perf: 0.9831 | Eval Error: 0.0081 | Eval Perf: 0.7788
[68, 100] Train Error: 0.0007 | Train Perf: 0.9817 | Eval Error: 0.0086 | Eval Perf: 0.771
[69, 100] Train Error: 0.0006 | Train Perf: 0.9836 | Eval Error: 0.0085 | Eval Perf: 0.7744
[70, 100] Train Error: 0.0007 | Train Perf: 0.9831 | Eval Error: 0.0086 | Eval Perf: 0.7647
[71, 100] Train Error: 0.0006 | Train Perf: 0.9848 | Eval Error: 0.009 | Eval Perf: 0.7531
[72, 100] Train Error: 0.0005 | Train Perf: 0.9873 | Eval Error: 0.0091 | Eval Perf: 0.7501
[73, 100] Train Error: 0.0006 | Train Perf: 0.9852 | Eval Error: 0.0091 | Eval Perf: 0.7496
[74, 100] Train Error: 0.0007 | Train Perf: 0.9834 | Eval Error: 0.009 | Eval Perf: 0.7573
[75, 100] Train Error: 0.0006 | Train Perf: 0.9841 | Eval Error: 0.0089 | Eval Perf: 0.7613
[76, 100] Train Error: 0.0006 | Train Perf: 0.9854 | Eval Error: 0.0088 | Eval Perf: 0.7596
[77, 100] Train Error: 0.0006 | Train Perf: 0.9861 | Eval Error: 0.009 | Eval Perf: 0.7624
