NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0105 | Train Perf: -0.0441 | Eval Error: 0.0043 | Eval Perf: -0.0118
[2, 100] Train Error: 0.0046 | Train Perf: -0.0474 | Eval Error: 0.0041 | Eval Perf: 0.0251
[3, 100] Train Error: 0.0046 | Train Perf: 0.0073 | Eval Error: 0.0041 | Eval Perf: 0.0609
[4, 100] Train Error: 0.0046 | Train Perf: 0.048 | Eval Error: 0.0041 | Eval Perf: 0.0956
[5, 100] Train Error: 0.0045 | Train Perf: 0.0909 | Eval Error: 0.0041 | Eval Perf: 0.129
[6, 100] Train Error: 0.0045 | Train Perf: 0.1319 | Eval Error: 0.004 | Eval Perf: 0.1608
[7, 100] Train Error: 0.0045 | Train Perf: 0.1711 | Eval Error: 0.004 | Eval Perf: 0.1906
[8, 100] Train Error: 0.0045 | Train Perf: 0.1984 | Eval Error: 0.004 | Eval Perf: 0.2186
[9, 100] Train Error: 0.0045 | Train Perf: 0.2398 | Eval Error: 0.004 | Eval Perf: 0.2445
[10, 100] Train Error: 0.0045 | Train Perf: 0.2665 | Eval Error: 0.004 | Eval Perf: 0.2679
[11, 100] Train Error: 0.0044 | Train Perf: 0.3029 | Eval Error: 0.004 | Eval Perf: 0.2895
[12, 100] Train Error: 0.0044 | Train Perf: 0.3248 | Eval Error: 0.004 | Eval Perf: 0.3093
[13, 100] Train Error: 0.0044 | Train Perf: 0.3581 | Eval Error: 0.004 | Eval Perf: 0.3272
[14, 100] Train Error: 0.0044 | Train Perf: 0.3789 | Eval Error: 0.0039 | Eval Perf: 0.3431
[15, 100] Train Error: 0.0044 | Train Perf: 0.3943 | Eval Error: 0.0039 | Eval Perf: 0.3579
[16, 100] Train Error: 0.0044 | Train Perf: 0.4276 | Eval Error: 0.0039 | Eval Perf: 0.3715
[17, 100] Train Error: 0.0043 | Train Perf: 0.4477 | Eval Error: 0.0039 | Eval Perf: 0.3835
