NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0105 | Train Perf: -0.0438 | Eval Error: 0.0044 | Eval Perf: -0.0965
[2, 100] Train Error: 0.0046 | Train Perf: -0.0339 | Eval Error: 0.0043 | Eval Perf: -0.0649
[3, 100] Train Error: 0.0045 | Train Perf: 0.0265 | Eval Error: 0.0042 | Eval Perf: -0.0325
[4, 100] Train Error: 0.0045 | Train Perf: 0.0673 | Eval Error: 0.0042 | Eval Perf: 0.0002
[5, 100] Train Error: 0.0045 | Train Perf: 0.11 | Eval Error: 0.0042 | Eval Perf: 0.033
[6, 100] Train Error: 0.0045 | Train Perf: 0.1489 | Eval Error: 0.0042 | Eval Perf: 0.0654
[7, 100] Train Error: 0.0045 | Train Perf: 0.1887 | Eval Error: 0.0042 | Eval Perf: 0.0971
[8, 100] Train Error: 0.0045 | Train Perf: 0.2155 | Eval Error: 0.0042 | Eval Perf: 0.1278
[9, 100] Train Error: 0.0044 | Train Perf: 0.2522 | Eval Error: 0.0042 | Eval Perf: 0.1571
[10, 100] Train Error: 0.0044 | Train Perf: 0.2776 | Eval Error: 0.0042 | Eval Perf: 0.1847
[11, 100] Train Error: 0.0044 | Train Perf: 0.3112 | Eval Error: 0.0041 | Eval Perf: 0.2107
[12, 100] Train Error: 0.0044 | Train Perf: 0.3354 | Eval Error: 0.0041 | Eval Perf: 0.235
[13, 100] Train Error: 0.0044 | Train Perf: 0.3632 | Eval Error: 0.0041 | Eval Perf: 0.2577
[14, 100] Train Error: 0.0043 | Train Perf: 0.3888 | Eval Error: 0.0041 | Eval Perf: 0.2784
[15, 100] Train Error: 0.0043 | Train Perf: 0.3998 | Eval Error: 0.0041 | Eval Perf: 0.2977
[16, 100] Train Error: 0.0043 | Train Perf: 0.4302 | Eval Error: 0.0041 | Eval Perf: 0.3154
[17, 100] Train Error: 0.0043 | Train Perf: 0.4479 | Eval Error: 0.0041 | Eval Perf: 0.3315
[18, 100] Train Error: 0.0043 | Train Perf: 0.459 | Eval Error: 0.0041 | Eval Perf: 0.3461
[19, 100] Train Error: 0.0043 | Train Perf: 0.4503 | Eval Error: 0.004 | Eval Perf: 0.3596
[20, 100] Train Error: 0.0042 | Train Perf: 0.4712 | Eval Error: 0.004 | Eval Perf: 0.372
[21, 100] Train Error: 0.0042 | Train Perf: 0.4867 | Eval Error: 0.004 | Eval Perf: 0.3831
[22, 100] Train Error: 0.0042 | Train Perf: 0.5113 | Eval Error: 0.004 | Eval Perf: 0.3932
[23, 100] Train Error: 0.0042 | Train Perf: 0.5113 | Eval Error: 0.004 | Eval Perf: 0.4028
[24, 100] Train Error: 0.0042 | Train Perf: 0.5143 | Eval Error: 0.004 | Eval Perf: 0.4114
[25, 100] Train Error: 0.0041 | Train Perf: 0.5295 | Eval Error: 0.004 | Eval Perf: 0.4189
[26, 100] Train Error: 0.0041 | Train Perf: 0.5472 | Eval Error: 0.0039 | Eval Perf: 0.4262
[27, 100] Train Error: 0.0041 | Train Perf: 0.5569 | Eval Error: 0.0039 | Eval Perf: 0.4329
[28, 100] Train Error: 0.0041 | Train Perf: 0.5553 | Eval Error: 0.0039 | Eval Perf: 0.4389
[29, 100] Train Error: 0.0041 | Train Perf: 0.5637 | Eval Error: 0.0039 | Eval Perf: 0.4445
[30, 100] Train Error: 0.004 | Train Perf: 0.5686 | Eval Error: 0.0039 | Eval Perf: 0.4495
[31, 100] Train Error: 0.004 | Train Perf: 0.5732 | Eval Error: 0.0039 | Eval Perf: 0.4545
[32, 100] Train Error: 0.004 | Train Perf: 0.5806 | Eval Error: 0.0039 | Eval Perf: 0.4592
[33, 100] Train Error: 0.004 | Train Perf: 0.5866 | Eval Error: 0.0038 | Eval Perf: 0.4632
[34, 100] Train Error: 0.0039 | Train Perf: 0.5885 | Eval Error: 0.0038 | Eval Perf: 0.4669
[35, 100] Train Error: 0.0039 | Train Perf: 0.5895 | Eval Error: 0.0038 | Eval Perf: 0.4705
[36, 100] Train Error: 0.0039 | Train Perf: 0.5969 | Eval Error: 0.0038 | Eval Perf: 0.4739
[37, 100] Train Error: 0.0039 | Train Perf: 0.6023 | Eval Error: 0.0038 | Eval Perf: 0.4771
[38, 100] Train Error: 0.0038 | Train Perf: 0.6052 | Eval Error: 0.0038 | Eval Perf: 0.4801
[39, 100] Train Error: 0.0038 | Train Perf: 0.6101 | Eval Error: 0.0037 | Eval Perf: 0.4828
[40, 100] Train Error: 0.0038 | Train Perf: 0.608 | Eval Error: 0.0037 | Eval Perf: 0.4855
[41, 100] Train Error: 0.0037 | Train Perf: 0.614 | Eval Error: 0.0037 | Eval Perf: 0.4879
[42, 100] Train Error: 0.0037 | Train Perf: 0.6151 | Eval Error: 0.0037 | Eval Perf: 0.4904
[43, 100] Train Error: 0.0037 | Train Perf: 0.6233 | Eval Error: 0.0037 | Eval Perf: 0.4924
[44, 100] Train Error: 0.0037 | Train Perf: 0.6191 | Eval Error: 0.0036 | Eval Perf: 0.4948
[45, 100] Train Error: 0.0036 | Train Perf: 0.621 | Eval Error: 0.0036 | Eval Perf: 0.4971
[46, 100] Train Error: 0.0036 | Train Perf: 0.6302 | Eval Error: 0.0036 | Eval Perf: 0.4988
[47, 100] Train Error: 0.0035 | Train Perf: 0.6334 | Eval Error: 0.0036 | Eval Perf: 0.5012
[48, 100] Train Error: 0.0035 | Train Perf: 0.6331 | Eval Error: 0.0036 | Eval Perf: 0.5029
[49, 100] Train Error: 0.0035 | Train Perf: 0.6352 | Eval Error: 0.0035 | Eval Perf: 0.5046
[50, 100] Train Error: 0.0035 | Train Perf: 0.6375 | Eval Error: 0.0035 | Eval Perf: 0.5062
[51, 100] Train Error: 0.0034 | Train Perf: 0.6419 | Eval Error: 0.0035 | Eval Perf: 0.5077
[52, 100] Train Error: 0.0034 | Train Perf: 0.6445 | Eval Error: 0.0035 | Eval Perf: 0.509
[53, 100] Train Error: 0.0034 | Train Perf: 0.6473 | Eval Error: 0.0035 | Eval Perf: 0.5107
[54, 100] Train Error: 0.0033 | Train Perf: 0.6519 | Eval Error: 0.0034 | Eval Perf: 0.5116
[55, 100] Train Error: 0.0033 | Train Perf: 0.6501 | Eval Error: 0.0034 | Eval Perf: 0.5136
[56, 100] Train Error: 0.0033 | Train Perf: 0.6567 | Eval Error: 0.0034 | Eval Perf: 0.5145
[57, 100] Train Error: 0.0032 | Train Perf: 0.6572 | Eval Error: 0.0034 | Eval Perf: 0.5155
[58, 100] Train Error: 0.0032 | Train Perf: 0.6586 | Eval Error: 0.0034 | Eval Perf: 0.5171
