Betv1_5 vs. Mald1_5,0.31097748806741127,0.22118175820267807,75.0,9.0,75.0,100.0,70.0,96.0,100.0,61.0,0.920564,77.77777777777779,57.0,77.77777777777779,57.0,None,None,4.4,0.68,5.08,1,0,0,420.0,0.28948587308939316,0,100.0,57.0
Betv1_5 vs. Quea1_5,0.727663023580483,0.6816119391315242,80.0,12.0,80.0,105.0,80.0,104.0,100.0,65.0,0.952641,100.0,65.0,100.0,65.0,100.0,65.0,0.09999999999999998,0.68,0.78,1,1,1,792.0,1.8853695324283557,1,106.0,66.0
Alng1_6 vs. Betv1_6,0.8802134430349531,0.7453761695766096,85.0,14.0,85.0,119.0,85.0,118.0,88.88888888888889,61.0,0.927965,11.11111111111111,-16.0,88.88888888888889,56.0,None,None,1.0099999999999998,12.28,13.29,0,0,0,764.15,0.00612740592593682,0,119.0,56.0
Betv1_6 vs. Cora1_6,0.43497017221308937,0.41673921082961957,65.0,6.0,65.0,86.0,65.0,83.0,66.66666666666666,38.0,0.815731,44.44444444444444,25.0,44.44444444444444,25.0,None,None,0.3699999999999992,13.29,12.92,0,0,0,625.95,0.005823881174187627,0,86.0,25.0
Betv1_6 vs. Mald1_6,0.5069579787648169,0.41254626137166384,60.0,4.0,60.0,77.0,60.0,76.0,77.77777777777779,44.0,0.804344,44.44444444444444,27.0,44.44444444444444,27.0,None,None,2.200000000000001,13.29,15.49,0,0,0,467.99999999999994,0.004857620708231385,0,77.0,27.0
Betv1_6 vs. Quea1_6,0.19202658623344485,0.2789069438930606,65.0,6.0,65.0,80.0,65.0,79.0,77.77777777777779,43.0,0.829073,44.44444444444444,23.0,44.44444444444444,23.0,None,None,7.359999999999999,13.29,5.93,0,0,0,171.60000000000002,0.012688793384570683,0,80.0,23.0
Alng1_7 vs. Betv1_7,0.7079366223978447,0.5557619059653037,80.0,12.0,80.0,111.0,80.0,110.0,88.88888888888889,57.0,0.922791,0.0,-14.0,88.88888888888889,52.0,88.88888888888889,55.0,1.19,1.24,0.05,5,6,5,704.8000000000001,16.129032258064516,30,141.0,82.0
Betv1_7 vs. Cora1_7,0.759115727525472,0.5830044400592007,75.0,10.0,75.0,102.0,75.0,99.0,88.88888888888889,54.0,0.910990,11.11111111111111,-10.0,88.88888888888889,52.0,88.88888888888889,52.0,1.07,0.05,1.12,6,5,5,669.75,17.857142857142854,30,132.0,82.0
Betv1_7 vs. Mald1_7,0.35070637397233567,0.5382191562149811,40.0,-4.0,40.0,63.0,40.0,62.0,55.55555555555556,37.0,0.837735,55.55555555555556,37.0,44.44444444444444,22.0,55.55555555555556,37.0,3.0700000000000003,0.05,3.12,6,3,3,277.2,6.41025641025641,18,81.0,40.0
Betv1_7 vs. Quea1_7,0.5271423938209011,0.5114645688007696,40.0,-4.0,40.0,54.0,40.0,58.0,66.66666666666666,46.0,0.818609,0.0,-15.0,44.44444444444444,32.0,66.66666666666666,46.0,2.72,0.05,2.77,6,4,4,291.2,7.220216606498195,24,78.0,56.0
Alng1_8 vs. Betv1_8,0.617970661850287,0.6093769324605374,75.0,10.0,75.0,102.0,75.0,103.0,77.77777777777779,50.0,0.887943,77.77777777777779,48.0,77.77777777777779,48.0,77.77777777777779,48.0,0.4,0.46,0.06,3,4,2,720.0,36.231884057971016,12,114.0,60.0
Betv1_8 vs. Cora1_8,0.6504349678704244,0.5354058884901474,75.0,10.0,75.0,99.0,75.0,102.0,88.88888888888889,54.0,0.912889,77.77777777777779,49.0,77.77777777777779,49.0,77.77777777777779,49.0,0.45,0.06,0.51,4,2,2,716.25,32.6797385620915,8,107.0,57.0
Betv1_8 vs. Mald1_8,0.18330317648505978,0.07288256387166449,45.0,-2.0,45.0,70.0,45.0,72.0,55.55555555555556,37.0,0.839987,44.44444444444444,33.0,44.44444444444444,33.0,44.44444444444444,33.0,1.42,0.06,1.48,4,1,1,386.1,11.261261261261263,4,74.0,37.0
Betv1_8 vs. Quea1_8,0.6426325614202569,0.5974200729580978,45.0,-2.0,45.0,63.0,45.0,62.0,66.66666666666666,41.0,0.814747,22.22222222222222,1.0,0.0,0.0,None,None,5.170000000000001,0.06,5.23,4,0,0,217.34999999999997,3.186743148502231,0,63.0,0.0
Alng1_9 vs. Betv1_9,0.49222516743367,0.4033293335613277,70.0,8.0,70.0,102.0,70.0,102.0,77.77777777777779,51.0,0.899022,66.66666666666666,44.0,66.66666666666666,44.0,66.66666666666666,44.0,2.08,3.65,1.57,1,2,1,554.4,0.17450484250937962,2,104.0,46.0
Betv1_9 vs. Cora1_9,0.4853148363492305,0.20859635050999434,60.0,4.0,60.0,86.0,60.0,83.0,66.66666666666666,43.0,0.861990,0.0,-15.0,55.55555555555556,32.0,0.0,-15.0,0.030000000000000027,1.57,1.6,2,2,0,598.2,0.39808917197452226,4,90.0,36.0
Betv1_9 vs. Mald1_9,0.3306997524283008,0.23783431396800897,50.0,0.0,50.0,69.0,50.0,71.0,55.55555555555556,36.0,0.841107,0.0,-14.0,44.44444444444444,30.0,0.0,-14.0,2.9899999999999993,1.57,4.56,2,1,0,350.50000000000006,0.13968041121913063,2,71.0,32.0
Betv1_9 vs. Quea1_9,0.44487280337257573,0.40009982904162633,47.368421052631575,-3.0,52.63157894736842,66.0,52.63157894736842,60.0,66.66666666666666,41.0,0.822631,0.0,-18.0,0.0,-10.0,None,None,3.5999999999999996,1.57,5.17,2,0,0,303.1578947368421,0.12319974374453302,0,66.0,-10.0
Alng1_10 vs. Betv1_10,0.8125911836261716,0.7288338082623911,80.0,12.0,80.0,111.0,80.0,111.0,88.88888888888889,52.0,0.960370,88.88888888888889,50.0,88.88888888888889,50.0,88.88888888888889,50.0,0.49,1.98,1.49,2,2,2,760.8,0.3389600705036947,4,115.0,54.0
Betv1_10 vs. Cora1_10,0.5955409387427116,0.5035823999592831,65.0,6.0,65.0,90.0,65.0,90.0,66.66666666666666,43.0,0.913046,66.66666666666666,41.0,66.66666666666666,41.0,66.66666666666666,41.0,0.75,1.49,0.74,2,1,1,601.25,0.906947215672048,2,92.0,43.0
Betv1_10 vs. Mald1_10,0.048433989910246715,0.17536393746974885,50.0,0.0,50.0,65.0,50.0,65.0,66.66666666666666,40.0,0.878229,0.0,-4.0,11.11111111111111,-11.0,55.55555555555556,30.0,0.5599999999999998,1.49,2.05,2,1,1,472.0,0.32738582419381246,2,67.0,-9.0
Betv1_10 vs. Quea1_10,0.5445969882355556,0.2891467463566551,57.89473684210527,1.0,57.89473684210527,75.0,57.89473684210527,72.0,77.77777777777779,46.0,0.878070,0.0,-6.0,55.55555555555556,35.0,66.66666666666666,33.0,3.34,1.49,4.83,2,1,1,385.5789473684211,0.13895257548598663,2,77.0,37.0
Alng1_11 vs. Betv1_11,0.7169986082214906,0.7916616776422051,90.0,16.0,90.0,114.0,90.0,114.0,100.0,60.0,0.971584,88.88888888888889,54.0,88.88888888888889,54.0,88.88888888888889,54.0,0.5899999999999999,3.95,4.54,1,1,1,846.9,0.055763118273573845,1,115.0,55.0
Betv1_11 vs. Cora1_11,0.48496236807315624,0.4637306264084102,75.0,10.0,75.0,96.0,75.0,96.0,88.88888888888889,51.0,0.914941,77.77777777777779,45.0,77.77777777777779,45.0,77.77777777777779,45.0,0.5,4.54,4.04,1,1,0,712.5,0.05452087058926157,1,97.0,46.0
Betv1_11 vs. Mald1_11,0.2292215188939404,0.39503299034381284,63.1578947368421,2.0,63.1578947368421,73.0,63.1578947368421,65.0,44.44444444444444,26.0,0.856092,33.33333333333333,17.0,33.33333333333333,17.0,33.33333333333333,17.0,4.33,4.54,0.21,1,2,0,358.10526315789474,1.0488777008600796,2,75.0,19.0
Betv1_11 vs. Quea1_11,0.6902853757216937,0.6669992373063273,75.0,9.0,75.0,97.0,70.0,92.0,88.88888888888889,56.0,0.909209,0.0,-14.0,11.11111111111111,-1.0,None,None,7.430000000000001,4.54,11.97,1,0,0,192.74999999999994,0.018401363172983853,0,97.0,-1.0
Alng1_12 vs. Betv1_12,0.8691064416821475,0.85499569455057,85.0,14.0,85.0,118.0,85.0,118.0,100.0,64.0,0.957401,88.88888888888889,53.0,88.88888888888889,53.0,88.88888888888889,61.0,0.10999999999999988,3.93,4.04,2,2,1,840.6500000000001,0.06298339757639886,4,122.0,57.0
Betv1_12 vs. Cora1_12,0.7289474836499477,0.7566235424052775,75.0,10.0,75.0,107.0,75.0,107.0,88.88888888888889,58.0,0.908796,66.66666666666666,42.0,66.66666666666666,56.0,66.66666666666666,56.0,1.6800000000000002,4.04,2.36,2,3,2,624.0,0.1048833696929015,6,113.0,62.0
Betv1_12 vs. Mald1_12,0.14859792668056274,0.2928200496327803,63.1578947368421,3.0,63.1578947368421,78.0,63.1578947368421,74.0,77.77777777777779,51.0,0.850004,0.0,-9.0,22.22222222222222,2.0,0.0,-9.0,1.71,4.04,2.33,2,1,0,523.5789473684209,0.1062337993455998,2,80.0,4.0
Betv1_12 vs. Quea1_12,0.3356065226412434,0.2435095330555945,60.0,3.0,60.0,79.0,55.00000000000001,76.0,66.66666666666666,44.0,0.843199,0.0,3.0,44.44444444444444,28.0,None,None,1.96,4.04,6.0,2,0,0,482.4,0.041254125412541254,0,79.0,28.0
Alng1_13 vs. Betv1_13,0.5632724252088794,0.2502778139833505,60.0,4.0,65.0,80.0,65.0,76.0,77.77777777777779,40.0,0.876163,0.0,-8.0,0.0,-8.0,None,None,38.57,2.26,40.83,3,0,0,-1714.2,0.010837077543624656,0,80.0,-8.0
Betv1_13 vs. Cora1_13,0.2504036804637078,0.17604938271604936,70.0,7.0,70.0,85.0,65.0,83.0,77.77777777777779,42.0,0.916659,0.0,-21.0,77.77777777777779,40.0,None,None,25.46,40.83,15.37,0,0,0,-1082.2,0.0015934804976312118,0,85.0,40.0
Betv1_13 vs. Mald1_13,0.6340223046241573,0.6422496812345938,50.0,0.0,55.00000000000001,68.0,55.00000000000001,64.0,66.66666666666666,33.0,0.839833,0.0,-20.0,11.11111111111111,-9.0,None,None,0.8400000000000034,40.83,41.67,0,0,0,457.99999999999983,0.0005877560654809629,0,68.0,-9.0
Betv1_13 vs. Quea1_13,0.7294957189828707,0.7526563142481459,50.0,0.0,55.00000000000001,71.0,55.00000000000001,67.0,66.66666666666666,36.0,0.861113,0.0,-14.0,33.33333333333333,11.0,None,None,40.57,40.83,0.26,0,1,0,-1528.5,0.09419921249458355,0,71.0,11.0
Alng1_14 vs. Betv1_14,0.6865596246448432,0.6739425791092618,84.21052631578947,13.0,84.21052631578947,98.0,84.21052631578947,100.0,100.0,59.0,0.973882,88.88888888888889,47.0,88.88888888888889,47.0,88.88888888888889,47.0,0.21000000000000002,0.63,0.42,2,2,2,824.4210526315788,3.7792894935752077,4,102.0,51.0
Betv1_14 vs. Cora1_14,0.7525184093752119,0.7714885223984523,84.21052631578947,12.0,84.21052631578947,96.0,84.21052631578947,92.0,88.88888888888889,51.0,0.941987,88.88888888888889,48.0,88.88888888888889,48.0,88.88888888888889,48.0,0.31,0.42,0.73,2,3,2,815.9999999999999,3.2615786040443573,6,102.0,54.0
Betv1_14 vs. Quea1_14,0.46317232253600504,0.509812798645678,57.89473684210527,3.0,57.89473684210527,70.0,57.89473684210527,72.0,77.77777777777779,46.0,0.891033,66.66666666666666,39.0,66.66666666666666,39.0,66.66666666666666,39.0,0.10999999999999999,0.42,0.31,2,4,2,572.5789473684212,7.680491551459294,8,78.0,47.0
Alng1_1 vs. Quea1_1,0.4726857816454083,0.5437058209061469,75.0,8.0,75.0,93.0,75.0,85.0,77.77777777777779,39.0,0.865017,0.0,-12.0,11.11111111111111,4.0,None,None,15.840000000000002,1.6,17.44,4,0,0,-438.0000000000001,0.03583715596330275,0,93.0,4.0
Cora1_1 vs. Quea1_1,0.4624570389242744,0.4823196798360981,75.0,8.0,75.0,90.0,75.0,82.0,77.77777777777779,39.0,0.858082,0.0,-15.0,11.11111111111111,2.0,None,None,15.810000000000002,1.63,17.44,4,0,0,-435.75000000000017,0.03517757640569595,0,90.0,2.0
Mald1_1 vs. Quea1_1,0.3488562662837535,0.3685944739434137,65.0,5.0,65.0,82.0,60.0,77.0,66.66666666666666,36.0,0.817150,55.55555555555556,25.0,55.55555555555556,25.0,None,None,17.32,0.12,17.44,3,0,0,-475.8,0.47782874617737003,0,82.0,25.0
Alng1_2 vs. Quea1_2,0.46511492283108385,0.412552947010816,75.0,8.0,75.0,93.0,75.0,85.0,77.77777777777779,45.0,0.895883,44.44444444444444,29.0,44.44444444444444,29.0,77.77777777777779,42.0,2.0300000000000002,1.18,3.21,3,2,2,597.75,0.26400549131421935,6,99.0,35.0
Cora1_2 vs. Quea1_2,0.3995190444192981,0.3045814479638009,70.0,7.0,70.0,88.0,70.0,80.0,77.77777777777779,39.0,0.876979,55.55555555555556,29.0,55.55555555555556,29.0,66.66666666666666,35.0,2.49,0.72,3.21,3,2,2,525.6999999999999,0.43267566632052606,6,94.0,35.0
Mald1_2 vs. Quea1_2,0.4852555669965931,0.4861698923213363,75.0,9.0,75.0,92.0,75.0,87.0,77.77777777777779,44.0,0.876035,66.66666666666666,39.0,66.66666666666666,39.0,66.66666666666666,39.0,2.92,0.29,3.21,4,2,2,531.0,1.074229240519927,8,100.0,47.0
Alng1_3 vs. Quea1_3,0.5556680444316452,0.4937754711339089,55.00000000000001,1.0,55.00000000000001,73.0,55.00000000000001,69.0,55.55555555555556,35.0,0.850230,0.0,-13.0,0.0,-7.0,55.55555555555556,33.0,0.69,2.29,1.6,3,3,1,512.0500000000001,0.27292576419213976,9,82.0,2.0
Cora1_3 vs. Quea1_3,0.6752205614296378,0.5456343817713425,60.0,4.0,60.0,73.0,60.0,71.0,77.77777777777779,40.0,0.861406,11.11111111111111,-11.0,55.55555555555556,29.0,66.66666666666666,36.0,0.26,1.34,1.6,4,3,1,584.4,0.46641791044776115,12,85.0,41.0
Mald1_3 vs. Quea1_3,0.6661561030210104,0.5671108521784894,70.0,7.0,70.0,89.0,70.0,86.0,77.77777777777779,44.0,0.885548,11.11111111111111,-10.0,66.66666666666666,39.0,77.77777777777779,44.0,1.02,0.58,1.6,4,3,1,628.6,1.0775862068965518,12,101.0,51.0
Alng1_4 vs. Quea1_4,0.05152496447652824,0.03195701868643616,65.0,6.0,65.0,90.0,65.0,90.0,88.88888888888889,55.0,0.880370,55.55555555555556,31.0,55.55555555555556,31.0,55.55555555555556,31.0,2.69,3.03,0.34,2,1,1,475.15000000000003,0.9706853038245,2,92.0,33.0
Cora1_4 vs. Quea1_4,0.20471656815706718,0.002264364653399151,70.0,8.0,70.0,94.0,70.0,94.0,77.77777777777779,54.0,0.892333,55.55555555555556,30.0,55.55555555555556,30.0,55.55555555555556,30.0,0.6099999999999999,0.95,0.34,2,1,1,657.3000000000001,3.095975232198142,2,96.0,32.0
Mald1_4 vs. Quea1_4,0.38285426694885516,0.2983691358375335,65.0,6.0,65.0,94.0,65.0,95.0,77.77777777777779,55.0,0.887275,66.66666666666666,37.0,66.66666666666666,37.0,66.66666666666666,37.0,0.14,0.2,0.34,1,1,1,640.9,14.705882352941176,1,95.0,38.0
Alng1_5 vs. Quea1_5,0.41747416201371473,0.48167110427616244,85.0,14.0,85.0,108.0,85.0,107.0,100.0,65.0,0.961650,100.0,65.0,100.0,65.0,100.0,65.0,0.09999999999999998,0.68,0.78,1,1,1,841.5,1.8853695324283557,1,109.0,66.0
Cora1_5 vs. Quea1_5,0.7918140992544399,0.6329549541291055,80.0,12.0,80.0,111.0,80.0,110.0,100.0,65.0,0.941663,88.88888888888889,64.0,88.88888888888889,64.0,88.88888888888889,64.0,1.6900000000000002,2.47,0.78,1,1,1,664.8000000000001,0.5190491020450534,1,112.0,65.0
Mald1_5 vs. Quea1_5,0.5409337802844886,0.2890778904720042,85.0,14.0,85.0,117.0,85.0,117.0,100.0,61.0,0.959788,77.77777777777779,57.0,77.77777777777779,57.0,None,None,4.3,5.08,0.78,0,1,0,484.5,0.25237229961639407,0,117.0,57.0
Alng1_6 vs. Quea1_6,-0.025599522424086568,-0.018686296715741787,75.0,10.0,75.0,91.0,75.0,91.0,88.88888888888889,46.0,0.862478,11.11111111111111,-12.0,66.66666666666666,34.0,None,None,6.35,12.28,5.93,0,0,0,273.75,0.013732415641770714,0,91.0,34.0
Cora1_6 vs. Quea1_6,0.3558141515751279,0.25800057675832405,70.0,8.0,70.0,95.0,70.0,95.0,88.88888888888889,50.0,0.892900,66.66666666666666,44.0,66.66666666666666,44.0,None,None,6.99,12.92,5.93,0,0,0,210.7,0.013052172142487955,0,95.0,44.0
Mald1_6 vs. Quea1_6,0.33337013019123785,0.3043055427310815,70.0,8.0,70.0,98.0,70.0,98.0,100.0,56.0,0.888612,66.66666666666666,43.0,66.66666666666666,43.0,None,None,9.56,15.49,5.93,0,0,0,30.799999999999965,0.010886640676626492,0,98.0,43.0
Alng1_7 vs. Quea1_7,0.6194721260993631,0.5623590899039413,45.0,-2.0,45.0,62.0,45.0,60.0,66.66666666666666,47.0,0.823898,0.0,-7.0,66.66666666666666,47.0,66.66666666666666,47.0,1.53,1.24,2.77,5,4,4,381.15000000000003,0.29113776639105626,20,82.0,67.0
Cora1_7 vs. Quea1_7,0.5750721914626361,0.4158893212104521,40.0,-4.0,45.0,65.0,40.0,64.0,55.55555555555556,43.0,0.831845,0.0,-8.0,55.55555555555556,43.0,55.55555555555556,43.0,1.65,1.12,2.77,5,4,4,334.0,0.3223310985043837,20,85.0,63.0
Mald1_7 vs. Quea1_7,0.332109070598697,0.21751882733146388,50.0,-2.0,50.0,73.0,50.0,68.0,55.55555555555556,42.0,0.847891,0.0,-12.0,55.55555555555556,42.0,11.11111111111111,-10.0,0.3500000000000001,3.12,2.77,3,4,3,482.5,0.1157085994631121,12,85.0,54.0
Alng1_8 vs. Quea1_8,0.7895824496845965,0.7894888397488747,60.0,4.0,60.0,77.0,60.0,71.0,88.88888888888889,49.0,0.846865,11.11111111111111,-1.0,11.11111111111111,-1.0,None,None,4.7700000000000005,0.46,5.23,3,0,0,313.79999999999995,0.4156621498046388,0,77.0,-1.0
Cora1_8 vs. Quea1_8,0.6751380304655202,0.5913979441682033,50.0,0.0,55.00000000000001,77.0,50.0,72.0,77.77777777777779,51.0,0.847624,11.11111111111111,0.0,11.11111111111111,0.0,None,None,4.720000000000001,0.51,5.23,2,0,0,263.99999999999994,0.3749109586473212,0,77.0,0.0
Mald1_8 vs. Quea1_8,0.016657592441055365,-0.02837588478542861,60.0,2.0,60.0,85.0,55.00000000000001,78.0,55.55555555555556,43.0,0.851187,11.11111111111111,2.0,11.11111111111111,2.0,None,None,3.7500000000000004,1.48,5.23,1,0,0,375.0,0.1291922898041445,0,85.0,2.0
Alng1_9 vs. Quea1_9,0.7583131770977724,0.6584607732437365,73.68421052631578,5.0,73.68421052631578,77.0,73.68421052631578,73.0,88.88888888888889,49.0,0.865466,0.0,-15.0,11.11111111111111,-8.0,None,None,1.52,3.65,5.17,1,0,0,624.8421052631578,0.05299276648737448,0,77.0,-8.0
Cora1_9 vs. Quea1_9,0.7924273915952016,0.6957262627088099,57.89473684210527,2.0,57.89473684210527,73.0,57.89473684210527,70.0,77.77777777777779,51.0,0.861263,33.33333333333333,18.0,33.33333333333333,18.0,None,None,3.57,1.6,5.17,2,0,0,372.2631578947369,0.12088974854932302,0,73.0,18.0
Mald1_9 vs. Quea1_9,0.08888515791154543,-0.027805467561230975,57.89473684210527,2.0,57.89473684210527,73.0,57.89473684210527,73.0,77.77777777777779,45.0,0.882580,11.11111111111111,1.0,11.11111111111111,1.0,None,None,0.6100000000000003,4.56,5.17,1,0,0,543.6315789473684,0.042417455631341416,0,73.0,1.0
Alng1_10 vs. Quea1_10,0.682087524961001,0.47542761878001316,57.89473684210527,2.0,63.1578947368421,71.0,57.89473684210527,70.0,77.77777777777779,45.0,0.881470,0.0,-5.0,66.66666666666666,36.0,77.77777777777779,34.0,2.85,1.98,4.83,2,1,1,413.94736842105266,0.10456532195662631,2,73.0,38.0
Cora1_10 vs. Quea1_10,0.7436508387323258,0.30236683192762825,52.63157894736842,0.0,52.63157894736842,62.0,47.368421052631575,60.0,66.66666666666666,35.0,0.875053,0.0,-8.0,55.55555555555556,35.0,0.0,-8.0,4.09,0.74,4.83,1,1,0,311.05263157894734,0.2797828884785406,1,63.0,36.0
Mald1_10 vs. Quea1_10,0.30073037277214054,0.19425632870541423,57.89473684210527,2.0,57.89473684210527,55.0,57.89473684210527,52.0,66.66666666666666,27.0,0.873548,66.66666666666666,26.0,66.66666666666666,26.0,66.66666666666666,26.0,2.7800000000000002,2.05,4.83,1,1,1,418.0,0.10099479876786345,1,56.0,27.0
Alng1_11 vs. Quea1_11,0.6304202140605694,0.5973405071347966,70.0,7.0,70.0,92.0,65.0,87.0,88.88888888888889,55.0,0.905416,0.0,-15.0,11.11111111111111,-1.0,None,None,8.02,3.95,11.97,1,0,0,138.60000000000002,0.021149921216543462,0,92.0,-1.0
Cora1_11 vs. Quea1_11,0.3947081878323991,0.4355706773373243,60.0,3.0,60.0,82.0,55.00000000000001,77.0,77.77777777777779,46.0,0.875756,11.11111111111111,-6.0,0.0,-13.0,None,None,7.930000000000001,4.04,11.97,1,0,0,124.19999999999996,0.020678759605283835,0,82.0,-13.0
Mald1_11 vs. Quea1_11,0.5072420158088821,0.5574976302680968,63.1578947368421,3.0,63.1578947368421,69.0,63.1578947368421,64.0,55.55555555555556,32.0,0.866808,11.11111111111111,2.0,33.33333333333333,18.0,None,None,11.76,0.21,11.97,2,0,0,-111.15789473684208,0.3978199466921271,0,69.0,18.0
Alng1_12 vs. Quea1_12,0.25675475298437667,0.09773372673462342,50.0,-1.0,50.0,70.0,45.0,67.0,55.55555555555556,40.0,0.827181,11.11111111111111,7.0,33.33333333333333,24.0,None,None,2.07,3.93,6.0,2,0,0,396.5,0.04240882103477523,0,70.0,24.0
Cora1_12 vs. Quea1_12,0.3641013081278952,0.29753472432861194,45.0,-3.0,45.0,67.0,40.0,64.0,55.55555555555556,37.0,0.820428,11.11111111111111,6.0,22.22222222222222,21.0,None,None,3.64,2.36,6.0,3,0,0,286.2,0.07062146892655367,0,67.0,21.0
