Betv1_6 vs. Quea1_6,0.10722581183595563,0.2789069438930606,65.0,6.0,65.0,80.0,65.0,79.0,77.77777777777779,43.0,44.44444444444444,23.0,44.44444444444444,23.0,None,None,7.359999999999999,6021.6,0.829073
Alng1_7 vs. Betv1_7,0.7735348449196794,0.5557619059653037,80.0,12.0,80.0,111.0,80.0,110.0,88.88888888888889,57.0,0.0,-14.0,88.88888888888889,55.0,88.88888888888889,55.0,1.19,7904.8,0.922791
Betv1_7 vs. Cora1_7,0.9041772434959663,0.5830044400592007,75.0,10.0,75.0,102.0,75.0,99.0,88.88888888888889,54.0,11.11111111111111,-10.0,88.88888888888889,52.0,88.88888888888889,52.0,1.07,7419.750000000001,0.910990
Betv1_7 vs. Mald1_7,0.25210474120819354,0.5382191562149811,40.0,-4.0,40.0,63.0,40.0,62.0,55.55555555555556,37.0,55.55555555555556,37.0,44.44444444444444,22.0,55.55555555555556,37.0,3.0700000000000003,3877.2000000000003,0.837735
Betv1_7 vs. Quea1_7,0.44229804636280495,0.5114645688007696,40.0,-4.0,40.0,54.0,40.0,58.0,66.66666666666666,46.0,0.0,-15.0,44.44444444444444,32.0,66.66666666666666,46.0,2.72,3891.2,0.818609
Alng1_8 vs. Betv1_8,0.521385653484818,0.6093769324605374,75.0,10.0,75.0,102.0,75.0,103.0,77.77777777777779,50.0,77.77777777777779,48.0,77.77777777777779,48.0,77.77777777777779,48.0,0.4,7470.0,0.887943
Betv1_8 vs. Cora1_8,0.713244507509372,0.5354058884901474,75.0,10.0,75.0,99.0,75.0,102.0,88.88888888888889,54.0,77.77777777777779,49.0,77.77777777777779,49.0,77.77777777777779,49.0,0.45,7466.25,0.912889
Betv1_8 vs. Mald1_8,0.30397750796456513,0.07288256387166449,45.0,-2.0,45.0,70.0,45.0,72.0,55.55555555555556,37.0,44.44444444444444,33.0,44.44444444444444,33.0,44.44444444444444,33.0,1.42,4436.1,0.839987
Betv1_8 vs. Quea1_8,0.810940919951558,0.5974200729580978,45.0,-2.0,45.0,63.0,45.0,62.0,66.66666666666666,41.0,22.22222222222222,1.0,0.0,0.0,None,None,5.170000000000001,4267.35,0.814747
Alng1_9 vs. Betv1_9,0.41269517449464144,0.4033293335613277,70.0,8.0,70.0,102.0,70.0,102.0,77.77777777777779,51.0,66.66666666666666,44.0,66.66666666666666,44.0,66.66666666666666,44.0,2.08,6854.400000000001,0.899022
Betv1_9 vs. Cora1_9,0.7470079740053098,0.20859635050999434,60.0,4.0,60.0,86.0,60.0,83.0,66.66666666666666,43.0,0.0,-15.0,55.55555555555556,32.0,0.0,-15.0,0.030000000000000027,5998.2,0.861990
Betv1_9 vs. Mald1_9,0.2874342497394474,0.23783431396800897,50.0,0.0,50.0,69.0,50.0,71.0,55.55555555555556,36.0,0.0,-14.0,44.44444444444444,30.0,0.0,-14.0,2.9899999999999993,4850.5,0.841107
Betv1_9 vs. Quea1_9,0.35599379867376285,0.40009982904162633,47.368421052631575,-3.0,52.63157894736842,66.0,42.10526315789473,48.0,66.66666666666666,41.0,0.0,-18.0,0.0,-10.0,None,None,3.5999999999999996,4566.315789473684,0.822631
Alng1_10 vs. Betv1_10,0.8498943783036335,0.7288338082623911,80.0,12.0,80.0,111.0,80.0,111.0,88.88888888888889,52.0,88.88888888888889,50.0,88.88888888888889,50.0,88.88888888888889,50.0,0.49,7960.8,0.960370
Betv1_10 vs. Cora1_10,0.6081959961179259,0.5035823999592831,65.0,6.0,65.0,90.0,65.0,90.0,66.66666666666666,43.0,66.66666666666666,41.0,66.66666666666666,41.0,66.66666666666666,41.0,0.75,6451.25,0.913046
Betv1_10 vs. Mald1_10,0.09789055617724318,0.17536393746974885,50.0,0.0,50.0,65.0,50.0,65.0,66.66666666666666,40.0,0.0,-4.0,11.11111111111111,-11.0,55.55555555555556,30.0,0.5599999999999998,4972.0,0.878229
Betv1_10 vs. Quea1_10,0.6568495701433373,0.2891467463566551,57.89473684210527,1.0,57.89473684210527,75.0,52.63157894736842,70.0,77.77777777777779,46.0,0.0,-6.0,55.55555555555556,35.0,66.66666666666666,33.0,3.34,5596.105263157895,0.878070
Alng1_11 vs. Betv1_11,0.42338195944054363,0.7916616776422051,90.0,16.0,90.0,114.0,90.0,114.0,100.0,60.0,88.88888888888889,54.0,88.88888888888889,54.0,88.88888888888889,54.0,0.5899999999999999,8946.9,0.971584
Betv1_11 vs. Cora1_11,0.3282137457056235,0.4637306264084102,75.0,10.0,75.0,96.0,75.0,96.0,88.88888888888889,51.0,77.77777777777779,45.0,77.77777777777779,45.0,77.77777777777779,45.0,0.5,7462.5,0.914941
Betv1_11 vs. Mald1_11,0.1901007341831529,0.39503299034381284,63.1578947368421,2.0,63.1578947368421,73.0,47.368421052631575,42.0,44.44444444444444,26.0,33.33333333333333,17.0,33.33333333333333,17.0,33.33333333333333,17.0,4.33,6042.315789473684,0.856092
Betv1_11 vs. Quea1_11,0.8073020406986869,0.6669992373063273,75.0,9.0,75.0,97.0,70.0,92.0,88.88888888888889,56.0,0.0,-14.0,11.11111111111111,-1.0,None,None,7.430000000000001,6942.749999999999,0.909209
Alng1_12 vs. Betv1_12,0.9106787562353427,0.85499569455057,85.0,14.0,85.0,118.0,85.0,118.0,100.0,64.0,88.88888888888889,53.0,88.88888888888889,53.0,88.88888888888889,61.0,0.10999999999999988,8490.65,0.957401
Betv1_12 vs. Cora1_12,0.5287971292987259,0.7566235424052775,75.0,10.0,75.0,107.0,75.0,107.0,88.88888888888889,58.0,66.66666666666666,42.0,66.66666666666666,42.0,66.66666666666666,56.0,1.6800000000000002,7373.999999999999,0.908796
Betv1_12 vs. Mald1_12,0.1514983645300708,0.2928200496327803,63.1578947368421,3.0,63.1578947368421,78.0,52.63157894736842,64.0,77.77777777777779,51.0,0.0,-9.0,44.44444444444444,26.0,0.0,-9.0,1.71,6207.789473684211,0.850004
Betv1_12 vs. Quea1_12,0.4086242620142827,0.2435095330555945,60.0,3.0,60.0,79.0,55.00000000000001,76.0,66.66666666666666,44.0,0.0,3.0,44.44444444444444,28.0,None,None,1.96,5882.400000000001,0.843199
Alng1_13 vs. Betv1_13,0.7845159368043977,0.2502778139833505,60.0,4.0,65.0,80.0,60.0,68.0,77.77777777777779,40.0,0.0,-8.0,0.0,-8.0,None,None,38.57,3685.8,0.876163
Betv1_13 vs. Cora1_13,0.5453742244867584,0.17604938271604936,70.0,7.0,70.0,85.0,65.0,83.0,77.77777777777779,42.0,0.0,-21.0,22.22222222222222,-4.0,None,None,25.46,5217.799999999999,0.916659
Betv1_13 vs. Mald1_13,0.5301424612634446,0.6422496812345938,50.0,0.0,55.00000000000001,68.0,50.0,61.0,66.66666666666666,33.0,0.0,-20.0,11.11111111111111,-9.0,None,None,0.8400000000000034,4958.0,0.839833
Betv1_13 vs. Quea1_13,0.4855426731297368,0.7526563142481459,50.0,0.0,55.00000000000001,71.0,50.0,61.0,66.66666666666666,36.0,0.0,-14.0,0.0,-14.0,None,None,40.57,2971.5,0.861113
Alng1_14 vs. Betv1_14,0.57482957088886,0.6739425791092618,84.21052631578947,13.0,84.21052631578947,98.0,84.21052631578947,100.0,100.0,59.0,88.88888888888889,47.0,88.88888888888889,47.0,88.88888888888889,47.0,0.21000000000000002,8403.368421052632,0.973882
Betv1_14 vs. Cora1_14,0.6424493272514445,0.7714885223984523,84.21052631578947,12.0,84.21052631578947,96.0,78.94736842105263,90.0,88.88888888888889,51.0,88.88888888888889,48.0,88.88888888888889,48.0,88.88888888888889,48.0,0.31,8394.947368421052,0.941987
Betv1_14 vs. Quea1_14,0.36768408930469276,0.509812798645678,57.89473684210527,3.0,57.89473684210527,70.0,57.89473684210527,72.0,77.77777777777779,46.0,66.66666666666666,39.0,66.66666666666666,39.0,66.66666666666666,39.0,0.10999999999999999,5783.105263157895,0.891033
Alng1_1 vs. Quea1_1,0.47466124567611395,0.5437058209061469,75.0,8.0,75.0,93.0,60.0,74.0,77.77777777777779,39.0,0.0,-12.0,11.11111111111111,4.0,None,None,15.840000000000002,6312.0,0.865017
Cora1_1 vs. Quea1_1,0.5032895075477033,0.4823196798360981,75.0,8.0,75.0,90.0,60.0,71.0,77.77777777777779,39.0,0.0,-15.0,11.11111111111111,2.0,None,None,15.810000000000002,6314.25,0.858082
Mald1_1 vs. Quea1_1,0.20843835679504955,0.3685944739434137,65.0,5.0,65.0,82.0,60.0,77.0,66.66666666666666,36.0,55.55555555555556,25.0,55.55555555555556,25.0,None,None,17.32,5374.200000000001,0.817150
Alng1_2 vs. Quea1_2,0.32696533688941054,0.412552947010816,75.0,8.0,75.0,93.0,65.0,78.0,77.77777777777779,45.0,44.44444444444444,29.0,44.44444444444444,29.0,77.77777777777779,42.0,2.0300000000000002,7347.75,0.895883
Cora1_2 vs. Quea1_2,0.29707546265747176,0.3045814479638009,70.0,7.0,70.0,88.0,65.0,74.0,77.77777777777779,39.0,55.55555555555556,29.0,55.55555555555556,29.0,66.66666666666666,35.0,2.49,6825.700000000001,0.876979
Mald1_2 vs. Quea1_2,0.31005049556067854,0.4861698923213363,75.0,9.0,75.0,92.0,70.0,85.0,77.77777777777779,44.0,66.66666666666666,39.0,66.66666666666666,39.0,66.66666666666666,39.0,2.92,7281.0,0.876035
Alng1_3 vs. Quea1_3,0.6587357577238999,0.4937754711339089,55.00000000000001,1.0,55.00000000000001,73.0,50.0,68.0,55.55555555555556,35.0,0.0,-13.0,44.44444444444444,29.0,55.55555555555556,33.0,0.69,5462.050000000001,0.850230
Cora1_3 vs. Quea1_3,0.5919175705832093,0.5456343817713425,60.0,4.0,60.0,73.0,60.0,70.0,77.77777777777779,40.0,11.11111111111111,-11.0,55.55555555555556,29.0,66.66666666666666,36.0,0.26,5984.4,0.861406
Mald1_3 vs. Quea1_3,0.5052955458058863,0.5671108521784894,70.0,7.0,70.0,89.0,65.0,84.0,77.77777777777779,44.0,11.11111111111111,-10.0,66.66666666666666,39.0,77.77777777777779,44.0,1.02,6928.6,0.885548
Alng1_4 vs. Quea1_4,0.2775160855414443,0.03195701868643616,65.0,6.0,65.0,90.0,65.0,90.0,88.88888888888889,55.0,55.55555555555556,31.0,55.55555555555556,31.0,55.55555555555556,31.0,2.69,6325.150000000001,0.880370
Cora1_4 vs. Quea1_4,0.42383796445941485,0.002264364653399151,70.0,8.0,70.0,94.0,70.0,94.0,77.77777777777779,54.0,55.55555555555556,30.0,55.55555555555556,30.0,55.55555555555556,30.0,0.6099999999999999,6957.3,0.892333
Mald1_4 vs. Quea1_4,0.41471480838496527,0.2983691358375335,65.0,6.0,65.0,94.0,65.0,95.0,77.77777777777779,55.0,66.66666666666666,37.0,66.66666666666666,37.0,66.66666666666666,37.0,0.14,6490.9,0.887275
Alng1_5 vs. Quea1_5,0.29053575278688387,0.48167110427616244,85.0,14.0,85.0,108.0,85.0,107.0,100.0,65.0,100.0,65.0,100.0,65.0,100.0,65.0,0.09999999999999998,8491.5,0.961650
Cora1_5 vs. Quea1_5,0.9594120906737054,0.6329549541291055,80.0,12.0,80.0,111.0,80.0,110.0,100.0,65.0,88.88888888888889,64.0,88.88888888888889,64.0,88.88888888888889,64.0,1.6900000000000002,7864.8,0.941663
Mald1_5 vs. Quea1_5,0.8160890412917213,0.2890778904720042,85.0,14.0,85.0,117.0,85.0,117.0,100.0,61.0,77.77777777777779,57.0,77.77777777777779,57.0,None,None,4.3,8134.5,0.959788
Alng1_6 vs. Quea1_6,-0.04604509268281525,-0.018686296715741787,75.0,10.0,75.0,91.0,75.0,91.0,88.88888888888889,46.0,11.11111111111111,-12.0,77.77777777777779,39.0,None,None,6.35,7023.75,0.862478
Cora1_6 vs. Quea1_6,0.30767317376988385,0.25800057675832405,70.0,8.0,70.0,95.0,70.0,95.0,88.88888888888889,50.0,66.66666666666666,44.0,66.66666666666666,44.0,None,None,6.99,6510.700000000001,0.892900
Mald1_6 vs. Quea1_6,0.3362610519508827,0.3043055427310815,70.0,8.0,70.0,98.0,70.0,98.0,100.0,56.0,66.66666666666666,43.0,66.66666666666666,43.0,None,None,9.56,6330.8,0.888612
Alng1_7 vs. Quea1_7,0.6397694171593596,0.5623590899039413,45.0,-2.0,45.0,62.0,45.0,60.0,66.66666666666666,47.0,0.0,-7.0,66.66666666666666,47.0,66.66666666666666,47.0,1.53,4431.15,0.823898
Cora1_7 vs. Quea1_7,0.5532156619951585,0.4158893212104521,40.0,-4.0,45.0,65.0,40.0,63.0,55.55555555555556,43.0,0.0,-8.0,55.55555555555556,43.0,55.55555555555556,43.0,1.65,3934.0,0.831845
Mald1_7 vs. Quea1_7,0.3920540256666178,0.21751882733146388,50.0,-2.0,50.0,73.0,40.0,64.0,55.55555555555556,42.0,0.0,-12.0,0.0,-12.0,11.11111111111111,-10.0,0.3500000000000001,4982.5,0.847891
Alng1_8 vs. Quea1_8,0.7002282179412468,0.7894888397488747,60.0,4.0,60.0,77.0,60.0,71.0,88.88888888888889,49.0,11.11111111111111,-1.0,11.11111111111111,-1.0,None,None,4.7700000000000005,5713.8,0.846865
Cora1_8 vs. Quea1_8,0.8012010706841154,0.5913979441682033,50.0,0.0,55.00000000000001,77.0,50.0,71.0,77.77777777777779,51.0,11.11111111111111,0.0,11.11111111111111,0.0,None,None,4.720000000000001,4764.0,0.847624
Mald1_8 vs. Quea1_8,0.16451849638369145,-0.02837588478542861,60.0,2.0,60.0,85.0,50.0,76.0,55.55555555555556,43.0,11.11111111111111,2.0,11.11111111111111,2.0,None,None,3.7500000000000004,5775.0,0.851187
Alng1_9 vs. Quea1_9,0.6697385937397612,0.6584607732437365,73.68421052631578,5.0,73.68421052631578,77.0,63.1578947368421,62.0,88.88888888888889,49.0,0.0,-15.0,11.11111111111111,-8.0,None,None,1.52,7256.421052631578,0.865466
Cora1_9 vs. Quea1_9,0.8124047768870322,0.6957262627088099,57.89473684210527,2.0,57.89473684210527,73.0,57.89473684210527,62.0,77.77777777777779,51.0,33.33333333333333,18.0,33.33333333333333,18.0,None,None,3.57,5582.789473684212,0.861263
Mald1_9 vs. Quea1_9,0.11177469535536846,-0.027805467561230975,57.89473684210527,2.0,57.89473684210527,73.0,57.89473684210527,65.0,77.77777777777779,45.0,11.11111111111111,1.0,11.11111111111111,1.0,None,None,0.6100000000000003,5754.1578947368425,0.882580
Alng1_10 vs. Quea1_10,0.7632530524645009,0.47542761878001316,57.89473684210527,2.0,63.1578947368421,71.0,57.89473684210527,70.0,77.77777777777779,45.0,0.0,-5.0,66.66666666666666,36.0,77.77777777777779,34.0,2.85,5624.473684210527,0.881470
Cora1_10 vs. Quea1_10,0.8937105036673187,0.30236683192762825,52.63157894736842,0.0,52.63157894736842,62.0,47.368421052631575,60.0,66.66666666666666,35.0,0.0,-8.0,55.55555555555556,35.0,0.0,-8.0,4.09,5047.894736842105,0.875053
Mald1_10 vs. Quea1_10,0.3569831417224165,0.19425632870541423,57.89473684210527,2.0,57.89473684210527,55.0,47.368421052631575,45.0,66.66666666666666,27.0,66.66666666666666,26.0,66.66666666666666,26.0,66.66666666666666,26.0,2.7800000000000002,5628.526315789474,0.873548
Alng1_11 vs. Quea1_11,0.9265310297553607,0.5973405071347966,70.0,7.0,70.0,92.0,65.0,87.0,88.88888888888889,55.0,0.0,-15.0,11.11111111111111,-1.0,None,None,8.02,6438.6,0.905416
Cora1_11 vs. Quea1_11,0.4880212747858799,0.4355706773373243,60.0,3.0,60.0,82.0,55.00000000000001,77.0,77.77777777777779,46.0,11.11111111111111,-6.0,0.0,-13.0,None,None,7.930000000000001,5524.2,0.875756
Mald1_11 vs. Quea1_11,0.24469857504564524,0.5574976302680968,63.1578947368421,3.0,63.1578947368421,69.0,57.89473684210527,51.0,55.55555555555556,32.0,11.11111111111111,2.0,33.33333333333333,18.0,None,None,11.76,5573.052631578947,0.866808
Alng1_12 vs. Quea1_12,0.6891973086913756,0.09773372673462342,50.0,-1.0,50.0,70.0,45.0,67.0,55.55555555555556,40.0,11.11111111111111,7.0,33.33333333333333,24.0,None,None,2.07,4896.5,0.827181
Cora1_12 vs. Quea1_12,0.6615458380845508,0.29753472432861194,45.0,-3.0,45.0,67.0,40.0,64.0,55.55555555555556,37.0,11.11111111111111,6.0,22.22222222222222,21.0,None,None,3.64,4336.2,0.820428
Mald1_12 vs. Quea1_12,0.12868334453572824,0.20821115474801627,52.63157894736842,0.0,52.63157894736842,67.0,52.63157894736842,67.0,55.55555555555556,39.0,0.0,-18.0,0.0,-18.0,None,None,3.67,5070.0,0.817451
Alng1_15 vs. Quea1_15,0.28925165974469336,0.3854465254443243,50.0,0.0,55.00000000000001,68.0,50.0,62.0,55.55555555555556,31.0,33.33333333333333,19.0,33.33333333333333,19.0,33.33333333333333,19.0,2.11,4894.5,0.855974
Cora1_15 vs. Quea1_15,0.30245156175786525,0.3171646648364921,40.0,-5.0,40.0,52.0,35.0,48.0,44.44444444444444,30.0,22.22222222222222,18.0,22.22222222222222,18.0,22.22222222222222,18.0,2.6,3896.0,0.825541
Mald1_14 vs. Quea1_15,0.03700035733943066,0.2442848332981776,50.0,0.0,50.0,69.0,50.0,67.0,55.55555555555556,35.0,0.0,-6.0,22.22222222222222,20.0,33.33333333333333,24.0,0.35,4982.5,0.848129
Alng1_13 vs. Quea1_13,0.7054833704146265,0.6728978708890413,70.0,8.0,75.0,87.0,70.0,81.0,88.88888888888889,49.0,33.33333333333333,9.0,33.33333333333333,9.0,33.33333333333333,9.0,1.9999999999999998,6860.0,0.908393
Cora1_13 vs. Quea1_13,0.7909870536051362,0.4027739917960278,50.0,0.0,55.00000000000001,63.0,50.0,57.0,66.66666666666666,35.0,44.44444444444444,16.0,44.44444444444444,16.0,None,None,15.11,4244.5,0.863978
Mald1_13 vs. Quea1_13,0.035251171915705655,0.38979193758127434,50.0,0.0,50.0,68.0,50.0,67.0,66.66666666666666,37.0,66.66666666666666,32.0,66.66666666666666,32.0,None,None,41.410000000000004,2929.5,0.846748
Alng1_14 vs. Quea1_14,0.9503088611589496,0.8089856214455481,68.42105263157895,7.0,68.42105263157895,83.0,68.42105263157895,83.0,88.88888888888889,49.0,77.77777777777779,42.0,77.77777777777779,42.0,77.77777777777779,42.0,0.32,6820.21052631579,0.912856
Cora1_14 vs. Quea1_14,0.6306638377580616,0.426956784493267,52.63157894736842,1.0,52.63157894736842,62.0,52.63157894736842,60.0,77.77777777777779,45.0,66.66666666666666,38.0,66.66666666666666,38.0,66.66666666666666,38.0,0.42,5241.052631578947,0.874829
