NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0223 | Train Perf: -0.215 | Eval Error: 0.0209 | Eval Perf: -0.1098
[2, 100] Train Error: 0.0205 | Train Perf: -0.0881 | Eval Error: 0.0221 | Eval Perf: 0.2029
[3, 100] Train Error: 0.0207 | Train Perf: -0.1295 | Eval Error: 0.0209 | Eval Perf: 0.4268
[4, 100] Train Error: 0.0205 | Train Perf: -0.1059 | Eval Error: 0.0204 | Eval Perf: 0.555
[5, 100] Train Error: 0.0198 | Train Perf: 0.0961 | Eval Error: 0.0202 | Eval Perf: 0.6027
[6, 100] Train Error: 0.0195 | Train Perf: 0.14 | Eval Error: 0.0204 | Eval Perf: 0.623
[7, 100] Train Error: 0.0189 | Train Perf: 0.2388 | Eval Error: 0.0198 | Eval Perf: 0.6509
[8, 100] Train Error: 0.0183 | Train Perf: 0.3004 | Eval Error: 0.0197 | Eval Perf: 0.6586
[9, 100] Train Error: 0.0178 | Train Perf: 0.3547 | Eval Error: 0.0189 | Eval Perf: 0.6554
[10, 100] Train Error: 0.0173 | Train Perf: 0.4518 | Eval Error: 0.0186 | Eval Perf: 0.6519
[11, 100] Train Error: 0.0167 | Train Perf: 0.5563 | Eval Error: 0.0177 | Eval Perf: 0.6589
[12, 100] Train Error: 0.0154 | Train Perf: 0.5743 | Eval Error: 0.0171 | Eval Perf: 0.6587
[13, 100] Train Error: 0.0145 | Train Perf: 0.6799 | Eval Error: 0.0167 | Eval Perf: 0.6629
[14, 100] Train Error: 0.0131 | Train Perf: 0.734 | Eval Error: 0.016 | Eval Perf: 0.6579
[15, 100] Train Error: 0.0123 | Train Perf: 0.7306 | Eval Error: 0.0149 | Eval Perf: 0.6654
[16, 100] Train Error: 0.011 | Train Perf: 0.752 | Eval Error: 0.0149 | Eval Perf: 0.6641
[17, 100] Train Error: 0.0105 | Train Perf: 0.7507 | Eval Error: 0.0141 | Eval Perf: 0.6695
[18, 100] Train Error: 0.0094 | Train Perf: 0.7682 | Eval Error: 0.014 | Eval Perf: 0.6749
[19, 100] Train Error: 0.009 | Train Perf: 0.7797 | Eval Error: 0.0132 | Eval Perf: 0.6774
[20, 100] Train Error: 0.0084 | Train Perf: 0.7968 | Eval Error: 0.0129 | Eval Perf: 0.6792
