NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0068 | Train Perf: 0.1098 | Eval Error: 0.0058 | Eval Perf: 0.4884
[2, 100] Train Error: 0.0054 | Train Perf: 0.4386 | Eval Error: 0.0055 | Eval Perf: 0.5255
[3, 100] Train Error: 0.0047 | Train Perf: 0.5502 | Eval Error: 0.0044 | Eval Perf: 0.6253
[4, 100] Train Error: 0.004 | Train Perf: 0.6382 | Eval Error: 0.0044 | Eval Perf: 0.6414
[5, 100] Train Error: 0.0035 | Train Perf: 0.6951 | Eval Error: 0.0037 | Eval Perf: 0.7008
[6, 100] Train Error: 0.0031 | Train Perf: 0.7287 | Eval Error: 0.0036 | Eval Perf: 0.7007
[7, 100] Train Error: 0.0027 | Train Perf: 0.77 | Eval Error: 0.0036 | Eval Perf: 0.6977
[8, 100] Train Error: 0.0025 | Train Perf: 0.7932 | Eval Error: 0.0041 | Eval Perf: 0.6944
[9, 100] Train Error: 0.0024 | Train Perf: 0.798 | Eval Error: 0.0036 | Eval Perf: 0.7076
[10, 100] Train Error: 0.0021 | Train Perf: 0.8268 | Eval Error: 0.0038 | Eval Perf: 0.6875
[11, 100] Train Error: 0.002 | Train Perf: 0.8403 | Eval Error: 0.0035 | Eval Perf: 0.7163
[12, 100] Train Error: 0.0019 | Train Perf: 0.8495 | Eval Error: 0.0036 | Eval Perf: 0.7156
[13, 100] Train Error: 0.0019 | Train Perf: 0.8479 | Eval Error: 0.004 | Eval Perf: 0.6808
[14, 100] Train Error: 0.0017 | Train Perf: 0.8607 | Eval Error: 0.0046 | Eval Perf: 0.6032
[15, 100] Train Error: 0.0016 | Train Perf: 0.8728 | Eval Error: 0.0041 | Eval Perf: 0.6732
[16, 100] Train Error: 0.0015 | Train Perf: 0.8761 | Eval Error: 0.0046 | Eval Perf: 0.6412
[17, 100] Train Error: 0.0016 | Train Perf: 0.8733 | Eval Error: 0.0041 | Eval Perf: 0.6606
