Amb_a_1.0101_2	Amb_a_1.0401_2	0.632484,3.13541,1.4544,2.19672,1.67076,1.29947,1.99845,3.65772,1.39209,2.02916,3.78855,2.91004,2.38077,1.53707,0.221135,2.43956	5.70999,2.11123,3.60667,1.51282,2.96973,2.21937,11.6569,17.3579,3.6381,2.18225,2.89973,1.2362,2.79855,23.8328,2.43062,6.37867
Amb_a_1.0101_3	Amb_a_1.0201_3	5.75892,7.41183,2.60622,3.42433,0.727661,18.3741,2.68175,2.26073,8.84395,2.57386,2.18249,8.85469,32.0938,5.73082	3.37693,8.06188,0.211755,0.279736,2.95994,73.8498,6.54583,0.844258,0.14727,0.581523,0.157704,8.05026,1.21249,5.60851
Amb_a_1.0101_3	Amb_a_1.0304_3	5.75892,7.41183,2.60622,3.42433,18.3741,2.68175,2.26073,8.84395,2.57386,2.18249,8.85469,32.0938,5.73082	16.0058,10.01,0.124403,0.144366,25.2599,1.29743,1.03783,0.103448,0.0644224,0.233934,5.16835,1.2369,6.14805
Amb_a_1.0101_3	Amb_a_1.0401_3	5.75892,7.41183,2.60622,3.42433,0.727661,18.3741,2.68175,2.26073,8.84395,2.57386,2.18249,8.85469,32.0938,5.73082	4.68071,4.3255,2.65584,3.49697,2.34369,5.40198,3.13282,2.79011,3.64589,1.32278,1.67113,3.02681,2.82309,10.7798
Amb_a_1.0101_3	Amb_a_1.0501_3	5.75892,7.41183,2.60622,3.42433,0.727661,18.3741,2.68175,2.26073,8.84395,2.57386,2.18249,8.85469,32.0938,5.73082	4.27273,11.4339,0.477432,0.292332,2.79454,5.26528,1.07695,1.05071,0.210901,0.655964,0.81495,10.6663,19.1734,2.1003
Amb_a_1.0101_4	Amb_a_1.0201_4	1.08949,6.10002,1.63607,3.51941,2.6456,1.15446,3.43354,1.44787,2.44723,3.41921,2.52194,5.04471,13.1543,1.04044,4.52579	3.44799,2.82173,2.48421,2.39792,11.3448,3.65524,2.54686,3.30624,1.94109,2.44325,1.5195,5.05863,11.9567,4.04699,6.4507
Amb_a_1.0101_4	Amb_a_1.0304_4	1.08949,6.10002,3.51941,2.6456,3.43354,1.44787,2.44723,3.41921,2.52194,5.04471,13.1543,0.739726,4.52579	11.8577,2.88884,8.93486,4.71065,8.05084,3.50486,1.99342,2.21693,1.23596,4.52818,27.6468,3.67112,10.4907
Amb_a_1.0101_4	Amb_a_1.0401_4	6.10002,3.51941,2.6456,3.43354,1.44787,2.44723,3.41921,2.52194,5.04471,13.1543,4.52579	1.40874,0.971381,1.39505,2.72373,2.26154,1.1741,1.08491,0.794208,1.71594,1.29558,2.58415
Amb_a_1.0101_5	Amb_a_1.0304_5	1.60032,5.07208,1.84332,1.38074,1.40725,13.3088,1.42057,2.49995,4.8458,2.29091,1.93009,6.4307,25.112,0.618395,1.81953	15.1346,3.44854,3.42575,5.53873,2.68686,5.52235,4.26845,6.57174,1.93918,0.990526,4.22149,2.89451,22.2264,3.66043,10.4763
Amb_a_1.0101_6	Amb_a_1.0201_6	0.635669,5.46361,53.7836,2.36173,5.72332,1.00223,26.7618,2.62611,3.99723,4.24244,2.80066,2.13636,11.2073,2.06435,8.59699	2.38826,2.97964,39.8737,1.96652,7.73522,2.70336,17.5897,4.39145,2.88721,2.76354,2.03101,2.33376,6.25478,3.07024,10.984
Amb_a_1.0101_6	Amb_a_1.0304_6	0.635669,5.46361,53.7836,2.36173,5.72332,26.7618,2.62611,1.97894,3.99723,4.24244,2.80066,2.13636,11.2073,2.06435,8.59699	7.02227,4.61858,33.8487,3.54225,7.66761,12.3986,5.87418,3.57904,2.45517,2.3727,2.91448,2.55419,6.37317,1.63185,28.6599
Amb_a_1.0101_6	Amb_a_1.0401_6	5.46361,0.934688,53.7836,2.36173,5.72332,26.7618,2.62611,3.99723,4.24244,2.80066,2.13636,11.2073,2.06435,8.59699	4.18367,4.64925,37.6859,1.66373,5.33317,17.0382,5.38388,3.12014,3.36422,2.9693,2.85435,4.01187,2.53697,15.84
Amb_a_1.0101_6	Amb_a_1.0501_6	0.635669,5.46361,53.7836,2.36173,1.46009,5.72332,26.7618,2.62611,1.97894,3.99723,4.24244,2.80066,2.13636,11.2073,2.06435,8.59699	4.98975,4.37556,91.4926,1.83946,2.25212,4.58754,16.1976,4.85127,2.55154,1.71363,4.4656,3.30933,3.80461,4.44781,3.34372,6.07717
Amb_a_1.0101_8	Amb_a_1.0201_8	5.98001,62.4623,3.04265,3.04145,22.4571,8.27596,2.11265,3.68009,2.68808,1.18154,5.80392	4.19911,47.9684,2.93362,2.28941,13.2316,11.5304,0.846264,2.93224,2.36446,9.15911,7.30858
Amb_a_1.0101_8	Amb_a_1.0304_8	0.487261,5.98001,62.4623,0.736133,3.04265,3.04145,22.4571,8.27596,2.11265,3.68009,2.68808,1.18154,5.80392	2.14037,4.19454,39.4359,3.80546,3.34937,1.6376,10.7135,14.3073,2.84765,2.65452,4.88127,5.89308,18.0161
Amb_a_1.0101_8	Amb_a_1.0401_8	5.98001,0.978982,62.4623,3.04265,3.04145,22.4571,8.27596,2.11265,3.68009,2.68808,0.95231,1.18154,5.80392	3.82643,5.72915,35.688,4.21007,1.04752,15.8353,21.2418,1.93406,2.54872,4.43386,2.79855,3.21359,17.1957
Amb_a_1.0101_11	Amb_a_1.0201_11	19.054,7.78148,1.60744,14.1891,2.04248,24.6768,1.07942,6.19304,6.89309,4.85546,4.145,4.23748,2.14995,3.22131,29.4467	26.1527,8.28887,3.30837,0.875622,1.60893,27.4255,4.51018,5.95813,7.15976,2.09793,3.50384,7.09105,11.6789,1.70492,14.2517
Amb_a_1.0101_11	Amb_a_1.0304_11	19.054,7.78148,14.1891,2.04248,24.6768,6.19304,6.89309,4.85546,4.145,4.23748,2.14995,3.22131,29.4467	29.2507,6.58417,5.16154,5.5581,7.70159,7.71999,6.53595,2.72671,1.84532,3.97832,2.22222,2.10963,47.9822
Amb_a_1.0101_11	Amb_a_1.0401_11	19.054,7.78148,1.60744,14.1891,2.04248,24.6768,6.19304,6.89309,4.85546,4.145,4.23748,2.14995,3.22131,29.4467	4.24685,6.61952,2.16637,1.37607,1.47386,8.36337,4.13407,3.38154,2.11155,1.88924,1.53913,3.29342,1.47608,24.8909
Amb_a_1.0101_11	Amb_a_1.0501_11	19.054,7.78148,1.60744,14.1891,2.04248,24.6768,6.19304,6.89309,4.85546,4.145,4.23748,2.14995,3.22131,29.4467	22.2066,9.65396,3.69571,14.1542,2.3602,19.3462,4.63686,6.25032,3.80792,4.01887,10.8627,2.94204,3.6373,31.1932
Amb_a_1.0101_12	Amb_a_1.0304_12	5.69283,5.918,52.4151,1.19424,1.52324,2.05441,2.00563,1.37405,11.7856,0.938525,0.935687,23.0058	11.5972,4.98701,14.9518,2.09872,2.84269,4.58055,4.4843,3.02428,5.62925,3.8791,2.81866,3.98164
