NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0056 | Train Perf: -0.0265 | Eval Error: 0.0044 | Eval Perf: 0.345
[2, 100] Train Error: 0.004 | Train Perf: 0.3498 | Eval Error: 0.0041 | Eval Perf: 0.4575
[3, 100] Train Error: 0.0036 | Train Perf: 0.47 | Eval Error: 0.0037 | Eval Perf: 0.5099
[4, 100] Train Error: 0.0033 | Train Perf: 0.53 | Eval Error: 0.0035 | Eval Perf: 0.5398
[5, 100] Train Error: 0.003 | Train Perf: 0.5751 | Eval Error: 0.0034 | Eval Perf: 0.5652
[6, 100] Train Error: 0.0029 | Train Perf: 0.6093 | Eval Error: 0.0032 | Eval Perf: 0.5796
[7, 100] Train Error: 0.0027 | Train Perf: 0.6382 | Eval Error: 0.003 | Eval Perf: 0.6063
[8, 100] Train Error: 0.0026 | Train Perf: 0.652 | Eval Error: 0.003 | Eval Perf: 0.5997
[9, 100] Train Error: 0.0024 | Train Perf: 0.6746 | Eval Error: 0.003 | Eval Perf: 0.6163
[10, 100] Train Error: 0.0023 | Train Perf: 0.691 | Eval Error: 0.0029 | Eval Perf: 0.6249
[11, 100] Train Error: 0.0022 | Train Perf: 0.7067 | Eval Error: 0.0028 | Eval Perf: 0.6337
[12, 100] Train Error: 0.0021 | Train Perf: 0.7244 | Eval Error: 0.0028 | Eval Perf: 0.6392
[13, 100] Train Error: 0.002 | Train Perf: 0.7373 | Eval Error: 0.0027 | Eval Perf: 0.6584
[14, 100] Train Error: 0.0019 | Train Perf: 0.7509 | Eval Error: 0.0028 | Eval Perf: 0.6423
[15, 100] Train Error: 0.0018 | Train Perf: 0.77 | Eval Error: 0.0028 | Eval Perf: 0.6338
[16, 100] Train Error: 0.0017 | Train Perf: 0.7822 | Eval Error: 0.0026 | Eval Perf: 0.6605
[17, 100] Train Error: 0.0017 | Train Perf: 0.7876 | Eval Error: 0.0027 | Eval Perf: 0.6621
[18, 100] Train Error: 0.0016 | Train Perf: 0.7939 | Eval Error: 0.0026 | Eval Perf: 0.662
[19, 100] Train Error: 0.0016 | Train Perf: 0.8068 | Eval Error: 0.0026 | Eval Perf: 0.6641
[20, 100] Train Error: 0.0015 | Train Perf: 0.8124 | Eval Error: 0.0027 | Eval Perf: 0.6502
[21, 100] Train Error: 0.0015 | Train Perf: 0.8204 | Eval Error: 0.0027 | Eval Perf: 0.6581
[22, 100] Train Error: 0.0014 | Train Perf: 0.83 | Eval Error: 0.0027 | Eval Perf: 0.6615
[23, 100] Train Error: 0.0013 | Train Perf: 0.8359 | Eval Error: 0.0026 | Eval Perf: 0.6679
[24, 100] Train Error: 0.0013 | Train Perf: 0.8371 | Eval Error: 0.0026 | Eval Perf: 0.6718
[25, 100] Train Error: 0.0012 | Train Perf: 0.8502 | Eval Error: 0.0027 | Eval Perf: 0.6745
[26, 100] Train Error: 0.0012 | Train Perf: 0.8552 | Eval Error: 0.0028 | Eval Perf: 0.6691
[27, 100] Train Error: 0.0012 | Train Perf: 0.8552 | Eval Error: 0.0025 | Eval Perf: 0.6814
[28, 100] Train Error: 0.0012 | Train Perf: 0.8585 | Eval Error: 0.0026 | Eval Perf: 0.6834
