NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0382 | Train Perf: -0.028 | Eval Error: 0.0279 | Eval Perf: -0.0465
[2, 100] Train Error: 0.0271 | Train Perf: 0.2541 | Eval Error: 0.0261 | Eval Perf: 0.0932
[3, 100] Train Error: 0.026 | Train Perf: 0.447 | Eval Error: 0.0257 | Eval Perf: 0.1873
[4, 100] Train Error: 0.025 | Train Perf: 0.5628 | Eval Error: 0.0252 | Eval Perf: 0.2439
[5, 100] Train Error: 0.0239 | Train Perf: 0.6259 | Eval Error: 0.0247 | Eval Perf: 0.2764
[6, 100] Train Error: 0.0228 | Train Perf: 0.6774 | Eval Error: 0.0244 | Eval Perf: 0.3005
[7, 100] Train Error: 0.0217 | Train Perf: 0.6897 | Eval Error: 0.0241 | Eval Perf: 0.3139
[8, 100] Train Error: 0.0205 | Train Perf: 0.7118 | Eval Error: 0.0239 | Eval Perf: 0.3241
[9, 100] Train Error: 0.0195 | Train Perf: 0.7203 | Eval Error: 0.0236 | Eval Perf: 0.3315
[10, 100] Train Error: 0.0184 | Train Perf: 0.7422 | Eval Error: 0.0236 | Eval Perf: 0.3367
[11, 100] Train Error: 0.0174 | Train Perf: 0.7449 | Eval Error: 0.0234 | Eval Perf: 0.3409
[12, 100] Train Error: 0.0164 | Train Perf: 0.7626 | Eval Error: 0.0235 | Eval Perf: 0.3444
[13, 100] Train Error: 0.0154 | Train Perf: 0.7733 | Eval Error: 0.0234 | Eval Perf: 0.3464
[14, 100] Train Error: 0.0146 | Train Perf: 0.7949 | Eval Error: 0.0238 | Eval Perf: 0.3497
[15, 100] Train Error: 0.0137 | Train Perf: 0.8001 | Eval Error: 0.024 | Eval Perf: 0.3518
[16, 100] Train Error: 0.0129 | Train Perf: 0.808 | Eval Error: 0.0241 | Eval Perf: 0.3542
[17, 100] Train Error: 0.0121 | Train Perf: 0.8219 | Eval Error: 0.0243 | Eval Perf: 0.3566
[18, 100] Train Error: 0.0114 | Train Perf: 0.8326 | Eval Error: 0.0246 | Eval Perf: 0.3582
[19, 100] Train Error: 0.0108 | Train Perf: 0.84 | Eval Error: 0.0249 | Eval Perf: 0.3602
[20, 100] Train Error: 0.0101 | Train Perf: 0.848 | Eval Error: 0.0252 | Eval Perf: 0.3619
[21, 100] Train Error: 0.0096 | Train Perf: 0.8563 | Eval Error: 0.0253 | Eval Perf: 0.3632
[22, 100] Train Error: 0.0091 | Train Perf: 0.8648 | Eval Error: 0.0257 | Eval Perf: 0.3657
[23, 100] Train Error: 0.0086 | Train Perf: 0.8723 | Eval Error: 0.026 | Eval Perf: 0.3711
[24, 100] Train Error: 0.0082 | Train Perf: 0.8753 | Eval Error: 0.026 | Eval Perf: 0.3721
[25, 100] Train Error: 0.0077 | Train Perf: 0.8863 | Eval Error: 0.0266 | Eval Perf: 0.3763
[26, 100] Train Error: 0.0074 | Train Perf: 0.8879 | Eval Error: 0.0268 | Eval Perf: 0.3774
[27, 100] Train Error: 0.007 | Train Perf: 0.8936 | Eval Error: 0.027 | Eval Perf: 0.3801
[28, 100] Train Error: 0.0067 | Train Perf: 0.896 | Eval Error: 0.0271 | Eval Perf: 0.3796
[29, 100] Train Error: 0.0064 | Train Perf: 0.9014 | Eval Error: 0.0272 | Eval Perf: 0.3818
[30, 100] Train Error: 0.0062 | Train Perf: 0.9066 | Eval Error: 0.0276 | Eval Perf: 0.3851
[31, 100] Train Error: 0.0059 | Train Perf: 0.9087 | Eval Error: 0.0278 | Eval Perf: 0.3864
[32, 100] Train Error: 0.0057 | Train Perf: 0.9091 | Eval Error: 0.0271 | Eval Perf: 0.3837
[33, 100] Train Error: 0.0055 | Train Perf: 0.918 | Eval Error: 0.0278 | Eval Perf: 0.3878
[34, 100] Train Error: 0.0053 | Train Perf: 0.9172 | Eval Error: 0.0276 | Eval Perf: 0.3882
[35, 100] Train Error: 0.0051 | Train Perf: 0.9207 | Eval Error: 0.0277 | Eval Perf: 0.3896
[36, 100] Train Error: 0.0049 | Train Perf: 0.9219 | Eval Error: 0.0275 | Eval Perf: 0.3891
[37, 100] Train Error: 0.0048 | Train Perf: 0.9281 | Eval Error: 0.0279 | Eval Perf: 0.3936
[38, 100] Train Error: 0.0046 | Train Perf: 0.9268 | Eval Error: 0.0278 | Eval Perf: 0.3923
[39, 100] Train Error: 0.0045 | Train Perf: 0.9296 | Eval Error: 0.0279 | Eval Perf: 0.3934
[40, 100] Train Error: 0.0043 | Train Perf: 0.9308 | Eval Error: 0.0276 | Eval Perf: 0.3918
[41, 100] Train Error: 0.0042 | Train Perf: 0.9366 | Eval Error: 0.0283 | Eval Perf: 0.3977
[42, 100] Train Error: 0.0041 | Train Perf: 0.9344 | Eval Error: 0.0281 | Eval Perf: 0.3973
[43, 100] Train Error: 0.004 | Train Perf: 0.9371 | Eval Error: 0.0282 | Eval Perf: 0.3981
[44, 100] Train Error: 0.0039 | Train Perf: 0.9372 | Eval Error: 0.0277 | Eval Perf: 0.3978
[45, 100] Train Error: 0.0038 | Train Perf: 0.941 | Eval Error: 0.028 | Eval Perf: 0.4016
[46, 100] Train Error: 0.0037 | Train Perf: 0.9412 | Eval Error: 0.0279 | Eval Perf: 0.4028
[47, 100] Train Error: 0.0036 | Train Perf: 0.9424 | Eval Error: 0.0279 | Eval Perf: 0.4017
[48, 100] Train Error: 0.0035 | Train Perf: 0.9444 | Eval Error: 0.0281 | Eval Perf: 0.4043
