NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0381 | Train Perf: -0.1344 | Eval Error: 0.0347 | Eval Perf: -0.1114
[2, 100] Train Error: 0.0374 | Train Perf: -0.0213 | Eval Error: 0.0343 | Eval Perf: 0.0482
[3, 100] Train Error: 0.0374 | Train Perf: -0.0405 | Eval Error: 0.0342 | Eval Perf: 0.2285
[4, 100] Train Error: 0.037 | Train Perf: -0.0104 | Eval Error: 0.0342 | Eval Perf: 0.3836
[5, 100] Train Error: 0.0367 | Train Perf: -0.0187 | Eval Error: 0.0334 | Eval Perf: 0.4899
[6, 100] Train Error: 0.0355 | Train Perf: 0.1305 | Eval Error: 0.0323 | Eval Perf: 0.5713
[7, 100] Train Error: 0.0332 | Train Perf: 0.312 | Eval Error: 0.0301 | Eval Perf: 0.6243
[8, 100] Train Error: 0.0304 | Train Perf: 0.5075 | Eval Error: 0.0276 | Eval Perf: 0.6578
[9, 100] Train Error: 0.0267 | Train Perf: 0.6089 | Eval Error: 0.0279 | Eval Perf: 0.6855
[10, 100] Train Error: 0.0235 | Train Perf: 0.6703 | Eval Error: 0.0247 | Eval Perf: 0.7055
[11, 100] Train Error: 0.0195 | Train Perf: 0.7206 | Eval Error: 0.0201 | Eval Perf: 0.7205
[12, 100] Train Error: 0.0181 | Train Perf: 0.7417 | Eval Error: 0.0185 | Eval Perf: 0.7367
[13, 100] Train Error: 0.0158 | Train Perf: 0.7744 | Eval Error: 0.0169 | Eval Perf: 0.7432
[14, 100] Train Error: 0.0143 | Train Perf: 0.7946 | Eval Error: 0.0163 | Eval Perf: 0.7549
[15, 100] Train Error: 0.013 | Train Perf: 0.8169 | Eval Error: 0.0153 | Eval Perf: 0.7615
[16, 100] Train Error: 0.0116 | Train Perf: 0.8365 | Eval Error: 0.0161 | Eval Perf: 0.7607
[17, 100] Train Error: 0.0106 | Train Perf: 0.8514 | Eval Error: 0.0148 | Eval Perf: 0.7626
[18, 100] Train Error: 0.0097 | Train Perf: 0.8615 | Eval Error: 0.0149 | Eval Perf: 0.7575
[19, 100] Train Error: 0.0089 | Train Perf: 0.8733 | Eval Error: 0.0161 | Eval Perf: 0.7516
[20, 100] Train Error: 0.0079 | Train Perf: 0.8902 | Eval Error: 0.015 | Eval Perf: 0.7512
[21, 100] Train Error: 0.0073 | Train Perf: 0.8973 | Eval Error: 0.016 | Eval Perf: 0.7541
[22, 100] Train Error: 0.0068 | Train Perf: 0.904 | Eval Error: 0.0185 | Eval Perf: 0.7443
[23, 100] Train Error: 0.0068 | Train Perf: 0.905 | Eval Error: 0.0159 | Eval Perf: 0.7476
[24, 100] Train Error: 0.0061 | Train Perf: 0.9138 | Eval Error: 0.0166 | Eval Perf: 0.7465
[25, 100] Train Error: 0.0059 | Train Perf: 0.916 | Eval Error: 0.0192 | Eval Perf: 0.7375
[26, 100] Train Error: 0.0056 | Train Perf: 0.9211 | Eval Error: 0.0164 | Eval Perf: 0.7433
[27, 100] Train Error: 0.0055 | Train Perf: 0.9225 | Eval Error: 0.0181 | Eval Perf: 0.7385
[28, 100] Train Error: 0.0051 | Train Perf: 0.9286 | Eval Error: 0.0163 | Eval Perf: 0.7402
[29, 100] Train Error: 0.005 | Train Perf: 0.9289 | Eval Error: 0.0175 | Eval Perf: 0.7321
[30, 100] Train Error: 0.0044 | Train Perf: 0.9388 | Eval Error: 0.0186 | Eval Perf: 0.7256
[31, 100] Train Error: 0.0046 | Train Perf: 0.9351 | Eval Error: 0.0186 | Eval Perf: 0.7256
[32, 100] Train Error: 0.0044 | Train Perf: 0.9379 | Eval Error: 0.0164 | Eval Perf: 0.7358
[33, 100] Train Error: 0.0043 | Train Perf: 0.9385 | Eval Error: 0.0178 | Eval Perf: 0.7269
[34, 100] Train Error: 0.0042 | Train Perf: 0.9413 | Eval Error: 0.0167 | Eval Perf: 0.7339
