NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0374 | Train Perf: -0.0374 | Eval Error: 0.0353 | Eval Perf: 0.5125
[2, 100] Train Error: 0.03 | Train Perf: 0.396 | Eval Error: 0.0295 | Eval Perf: 0.4968
[3, 100] Train Error: 0.0246 | Train Perf: 0.5548 | Eval Error: 0.0282 | Eval Perf: 0.5463
[4, 100] Train Error: 0.0199 | Train Perf: 0.665 | Eval Error: 0.0285 | Eval Perf: 0.5512
[5, 100] Train Error: 0.0183 | Train Perf: 0.6945 | Eval Error: 0.0267 | Eval Perf: 0.5427
[6, 100] Train Error: 0.0163 | Train Perf: 0.7343 | Eval Error: 0.0275 | Eval Perf: 0.5417
[7, 100] Train Error: 0.0139 | Train Perf: 0.7788 | Eval Error: 0.0309 | Eval Perf: 0.4779
[8, 100] Train Error: 0.0134 | Train Perf: 0.7878 | Eval Error: 0.0314 | Eval Perf: 0.4863
[9, 100] Train Error: 0.0116 | Train Perf: 0.8203 | Eval Error: 0.0321 | Eval Perf: 0.4764
[10, 100] Train Error: 0.01 | Train Perf: 0.8461 | Eval Error: 0.0318 | Eval Perf: 0.491
[11, 100] Train Error: 0.0087 | Train Perf: 0.8684 | Eval Error: 0.0316 | Eval Perf: 0.4956
[12, 100] Train Error: 0.0076 | Train Perf: 0.8859 | Eval Error: 0.0349 | Eval Perf: 0.4472
[13, 100] Train Error: 0.0067 | Train Perf: 0.9013 | Eval Error: 0.0342 | Eval Perf: 0.4922
[14, 100] Train Error: 0.0066 | Train Perf: 0.9021 | Eval Error: 0.0354 | Eval Perf: 0.454
[15, 100] Train Error: 0.0059 | Train Perf: 0.9132 | Eval Error: 0.0353 | Eval Perf: 0.4912
[16, 100] Train Error: 0.0049 | Train Perf: 0.9292 | Eval Error: 0.0344 | Eval Perf: 0.4896
[17, 100] Train Error: 0.0042 | Train Perf: 0.9389 | Eval Error: 0.0355 | Eval Perf: 0.5069
[18, 100] Train Error: 0.0041 | Train Perf: 0.9397 | Eval Error: 0.0351 | Eval Perf: 0.484
