NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0172 | Train Perf: -0.0437 | Eval Error: 0.0177 | Eval Perf: -0.0135
[2, 100] Train Error: 0.0159 | Train Perf: 0.0116 | Eval Error: 0.0165 | Eval Perf: 0.4028
[3, 100] Train Error: 0.0146 | Train Perf: 0.2561 | Eval Error: 0.015 | Eval Perf: 0.5541
[4, 100] Train Error: 0.0127 | Train Perf: 0.502 | Eval Error: 0.0159 | Eval Perf: 0.6127
[5, 100] Train Error: 0.0111 | Train Perf: 0.5864 | Eval Error: 0.0111 | Eval Perf: 0.6798
[6, 100] Train Error: 0.0098 | Train Perf: 0.656 | Eval Error: 0.0098 | Eval Perf: 0.7133
[7, 100] Train Error: 0.0085 | Train Perf: 0.7021 | Eval Error: 0.0086 | Eval Perf: 0.7405
[8, 100] Train Error: 0.0069 | Train Perf: 0.7595 | Eval Error: 0.0088 | Eval Perf: 0.756
[9, 100] Train Error: 0.0068 | Train Perf: 0.7573 | Eval Error: 0.0079 | Eval Perf: 0.7536
[10, 100] Train Error: 0.0063 | Train Perf: 0.777 | Eval Error: 0.0076 | Eval Perf: 0.7626
[11, 100] Train Error: 0.0056 | Train Perf: 0.8053 | Eval Error: 0.0079 | Eval Perf: 0.7793
[12, 100] Train Error: 0.0047 | Train Perf: 0.8394 | Eval Error: 0.0093 | Eval Perf: 0.7789
[13, 100] Train Error: 0.0045 | Train Perf: 0.8429 | Eval Error: 0.0077 | Eval Perf: 0.7831
[14, 100] Train Error: 0.0047 | Train Perf: 0.8375 | Eval Error: 0.0067 | Eval Perf: 0.8001
[15, 100] Train Error: 0.0042 | Train Perf: 0.8584 | Eval Error: 0.0066 | Eval Perf: 0.7949
[16, 100] Train Error: 0.004 | Train Perf: 0.8633 | Eval Error: 0.0067 | Eval Perf: 0.7848
[17, 100] Train Error: 0.0036 | Train Perf: 0.8788 | Eval Error: 0.0072 | Eval Perf: 0.7828
[18, 100] Train Error: 0.0033 | Train Perf: 0.8913 | Eval Error: 0.0076 | Eval Perf: 0.7604
[19, 100] Train Error: 0.0028 | Train Perf: 0.9068 | Eval Error: 0.0079 | Eval Perf: 0.7466
[20, 100] Train Error: 0.0027 | Train Perf: 0.9117 | Eval Error: 0.0081 | Eval Perf: 0.7324
[21, 100] Train Error: 0.0026 | Train Perf: 0.9135 | Eval Error: 0.0096 | Eval Perf: 0.7186
[22, 100] Train Error: 0.0028 | Train Perf: 0.9066 | Eval Error: 0.0079 | Eval Perf: 0.7369
[23, 100] Train Error: 0.0024 | Train Perf: 0.9225 | Eval Error: 0.0121 | Eval Perf: 0.6926
[24, 100] Train Error: 0.0021 | Train Perf: 0.9326 | Eval Error: 0.0086 | Eval Perf: 0.7216
[25, 100] Train Error: 0.0024 | Train Perf: 0.9195 | Eval Error: 0.0092 | Eval Perf: 0.6921
[26, 100] Train Error: 0.0021 | Train Perf: 0.9313 | Eval Error: 0.0086 | Eval Perf: 0.7023
[27, 100] Train Error: 0.0022 | Train Perf: 0.9267 | Eval Error: 0.0097 | Eval Perf: 0.6896
[28, 100] Train Error: 0.0022 | Train Perf: 0.9256 | Eval Error: 0.009 | Eval Perf: 0.6963
[29, 100] Train Error: 0.0019 | Train Perf: 0.9361 | Eval Error: 0.0099 | Eval Perf: 0.6504
[30, 100] Train Error: 0.0016 | Train Perf: 0.9495 | Eval Error: 0.009 | Eval Perf: 0.682
[31, 100] Train Error: 0.0019 | Train Perf: 0.9367 | Eval Error: 0.01 | Eval Perf: 0.6409
[32, 100] Train Error: 0.0019 | Train Perf: 0.939 | Eval Error: 0.0106 | Eval Perf: 0.6326
[33, 100] Train Error: 0.0017 | Train Perf: 0.9444 | Eval Error: 0.0113 | Eval Perf: 0.6135
[34, 100] Train Error: 0.0016 | Train Perf: 0.9476 | Eval Error: 0.0103 | Eval Perf: 0.6263
[35, 100] Train Error: 0.0017 | Train Perf: 0.9453 | Eval Error: 0.0103 | Eval Perf: 0.6305
[36, 100] Train Error: 0.0016 | Train Perf: 0.9475 | Eval Error: 0.0096 | Eval Perf: 0.6547
[37, 100] Train Error: 0.0018 | Train Perf: 0.9424 | Eval Error: 0.0104 | Eval Perf: 0.6411
[38, 100] Train Error: 0.0015 | Train Perf: 0.951 | Eval Error: 0.0097 | Eval Perf: 0.6551
[39, 100] Train Error: 0.0017 | Train Perf: 0.9439 | Eval Error: 0.0097 | Eval Perf: 0.6522
[40, 100] Train Error: 0.0014 | Train Perf: 0.9533 | Eval Error: 0.0098 | Eval Perf: 0.647
[41, 100] Train Error: 0.0015 | Train Perf: 0.9509 | Eval Error: 0.0123 | Eval Perf: 0.6208
[42, 100] Train Error: 0.0014 | Train Perf: 0.954 | Eval Error: 0.0109 | Eval Perf: 0.6285
[43, 100] Train Error: 0.0014 | Train Perf: 0.9547 | Eval Error: 0.0114 | Eval Perf: 0.5941
[44, 100] Train Error: 0.0014 | Train Perf: 0.9538 | Eval Error: 0.0106 | Eval Perf: 0.614
[45, 100] Train Error: 0.0014 | Train Perf: 0.9537 | Eval Error: 0.0106 | Eval Perf: 0.6107
[46, 100] Train Error: 0.0015 | Train Perf: 0.9525 | Eval Error: 0.0114 | Eval Perf: 0.5876
[47, 100] Train Error: 0.0013 | Train Perf: 0.9564 | Eval Error: 0.0107 | Eval Perf: 0.6111
[48, 100] Train Error: 0.0013 | Train Perf: 0.9585 | Eval Error: 0.0112 | Eval Perf: 0.593
[49, 100] Train Error: 0.0011 | Train Perf: 0.9635 | Eval Error: 0.0113 | Eval Perf: 0.59
[50, 100] Train Error: 0.0013 | Train Perf: 0.9571 | Eval Error: 0.0117 | Eval Perf: 0.5854
[51, 100] Train Error: 0.001 | Train Perf: 0.9688 | Eval Error: 0.0116 | Eval Perf: 0.5737
[52, 100] Train Error: 0.0012 | Train Perf: 0.9622 | Eval Error: 0.0115 | Eval Perf: 0.5827
[53, 100] Train Error: 0.0012 | Train Perf: 0.9619 | Eval Error: 0.0111 | Eval Perf: 0.6053
[54, 100] Train Error: 0.0012 | Train Perf: 0.9625 | Eval Error: 0.0113 | Eval Perf: 0.5913
[55, 100] Train Error: 0.0011 | Train Perf: 0.9633 | Eval Error: 0.0113 | Eval Perf: 0.5981
[56, 100] Train Error: 0.0011 | Train Perf: 0.9626 | Eval Error: 0.0119 | Eval Perf: 0.5678
[57, 100] Train Error: 0.001 | Train Perf: 0.9689 | Eval Error: 0.0113 | Eval Perf: 0.5967
[58, 100] Train Error: 0.0012 | Train Perf: 0.9593 | Eval Error: 0.0113 | Eval Perf: 0.5957
[59, 100] Train Error: 0.001 | Train Perf: 0.9665 | Eval Error: 0.012 | Eval Perf: 0.5722
[60, 100] Train Error: 0.0011 | Train Perf: 0.9641 | Eval Error: 0.0117 | Eval Perf: 0.5832
[61, 100] Train Error: 0.0012 | Train Perf: 0.9615 | Eval Error: 0.0117 | Eval Perf: 0.5742
[62, 100] Train Error: 0.001 | Train Perf: 0.9698 | Eval Error: 0.0154 | Eval Perf: 0.5194
[63, 100] Train Error: 0.0009 | Train Perf: 0.9696 | Eval Error: 0.0117 | Eval Perf: 0.5776
[64, 100] Train Error: 0.0009 | Train Perf: 0.9705 | Eval Error: 0.0117 | Eval Perf: 0.5919
[65, 100] Train Error: 0.0011 | Train Perf: 0.9649 | Eval Error: 0.012 | Eval Perf: 0.5692
[66, 100] Train Error: 0.0011 | Train Perf: 0.9641 | Eval Error: 0.0116 | Eval Perf: 0.5794
[67, 100] Train Error: 0.0009 | Train Perf: 0.9705 | Eval Error: 0.0116 | Eval Perf: 0.5822
[68, 100] Train Error: 0.0008 | Train Perf: 0.9735 | Eval Error: 0.014 | Eval Perf: 0.5503
[69, 100] Train Error: 0.001 | Train Perf: 0.9677 | Eval Error: 0.0118 | Eval Perf: 0.5821
[70, 100] Train Error: 0.0009 | Train Perf: 0.9699 | Eval Error: 0.0119 | Eval Perf: 0.6004
[71, 100] Train Error: 0.0011 | Train Perf: 0.9653 | Eval Error: 0.0116 | Eval Perf: 0.6001
[72, 100] Train Error: 0.0008 | Train Perf: 0.9728 | Eval Error: 0.0113 | Eval Perf: 0.5987
[73, 100] Train Error: 0.0008 | Train Perf: 0.9753 | Eval Error: 0.0111 | Eval Perf: 0.6036
[74, 100] Train Error: 0.001 | Train Perf: 0.9678 | Eval Error: 0.0115 | Eval Perf: 0.5943
[75, 100] Train Error: 0.0009 | Train Perf: 0.9712 | Eval Error: 0.0112 | Eval Perf: 0.6081
[76, 100] Train Error: 0.0008 | Train Perf: 0.9745 | Eval Error: 0.0114 | Eval Perf: 0.6033
[77, 100] Train Error: 0.0007 | Train Perf: 0.9761 | Eval Error: 0.0114 | Eval Perf: 0.5964
[78, 100] Train Error: 0.0008 | Train Perf: 0.9744 | Eval Error: 0.0117 | Eval Perf: 0.5924
[79, 100] Train Error: 0.0008 | Train Perf: 0.9745 | Eval Error: 0.0116 | Eval Perf: 0.5941
[80, 100] Train Error: 0.001 | Train Perf: 0.9689 | Eval Error: 0.0117 | Eval Perf: 0.5851
[81, 100] Train Error: 0.001 | Train Perf: 0.9671 | Eval Error: 0.0115 | Eval Perf: 0.6018
[82, 100] Train Error: 0.0009 | Train Perf: 0.9707 | Eval Error: 0.0121 | Eval Perf: 0.5773
[83, 100] Train Error: 0.0009 | Train Perf: 0.9722 | Eval Error: 0.012 | Eval Perf: 0.5784
[84, 100] Train Error: 0.0007 | Train Perf: 0.9777 | Eval Error: 0.0117 | Eval Perf: 0.5923
[85, 100] Train Error: 0.0008 | Train Perf: 0.9741 | Eval Error: 0.0115 | Eval Perf: 0.595
[86, 100] Train Error: 0.0008 | Train Perf: 0.9753 | Eval Error: 0.0114 | Eval Perf: 0.6032
[87, 100] Train Error: 0.0008 | Train Perf: 0.9735 | Eval Error: 0.0117 | Eval Perf: 0.5815
[88, 100] Train Error: 0.0008 | Train Perf: 0.9732 | Eval Error: 0.0119 | Eval Perf: 0.5814
[89, 100] Train Error: 0.0008 | Train Perf: 0.973 | Eval Error: 0.0115 | Eval Perf: 0.6008
[90, 100] Train Error: 0.0007 | Train Perf: 0.9774 | Eval Error: 0.0119 | Eval Perf: 0.588
[91, 100] Train Error: 0.0008 | Train Perf: 0.9752 | Eval Error: 0.0118 | Eval Perf: 0.5852
[92, 100] Train Error: 0.0007 | Train Perf: 0.9776 | Eval Error: 0.0118 | Eval Perf: 0.5979
[93, 100] Train Error: 0.0008 | Train Perf: 0.9734 | Eval Error: 0.0116 | Eval Perf: 0.5904
[94, 100] Train Error: 0.0008 | Train Perf: 0.9744 | Eval Error: 0.0118 | Eval Perf: 0.59
[95, 100] Train Error: 0.0008 | Train Perf: 0.9745 | Eval Error: 0.0117 | Eval Perf: 0.598
[96, 100] Train Error: 0.0007 | Train Perf: 0.9774 | Eval Error: 0.012 | Eval Perf: 0.591
[97, 100] Train Error: 0.0008 | Train Perf: 0.9745 | Eval Error: 0.0118 | Eval Perf: 0.5945
[98, 100] Train Error: 0.001 | Train Perf: 0.9686 | Eval Error: 0.0113 | Eval Perf: 0.6048
[99, 100] Train Error: 0.0007 | Train Perf: 0.9765 | Eval Error: 0.0118 | Eval Perf: 0.589
[100, 100] Train Error: 0.0007 | Train Perf: 0.976 | Eval Error: 0.0118 | Eval Perf: 0.5902
