NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0305 | Train Perf: 0.4183 | Eval Error: 0.0228 | Eval Perf: 0.6417
[2, 100] Train Error: 0.0215 | Train Perf: 0.6426 | Eval Error: 0.0198 | Eval Perf: 0.7064
[3, 100] Train Error: 0.0187 | Train Perf: 0.6973 | Eval Error: 0.0225 | Eval Perf: 0.7018
[4, 100] Train Error: 0.0173 | Train Perf: 0.7235 | Eval Error: 0.0161 | Eval Perf: 0.7461
[5, 100] Train Error: 0.0163 | Train Perf: 0.7432 | Eval Error: 0.0172 | Eval Perf: 0.7325
[6, 100] Train Error: 0.0155 | Train Perf: 0.7569 | Eval Error: 0.0154 | Eval Perf: 0.7582
[7, 100] Train Error: 0.0147 | Train Perf: 0.7725 | Eval Error: 0.0164 | Eval Perf: 0.7447
[8, 100] Train Error: 0.0145 | Train Perf: 0.7764 | Eval Error: 0.0167 | Eval Perf: 0.741
[9, 100] Train Error: 0.0137 | Train Perf: 0.7905 | Eval Error: 0.0166 | Eval Perf: 0.743
[10, 100] Train Error: 0.0133 | Train Perf: 0.7969 | Eval Error: 0.0152 | Eval Perf: 0.7657
[11, 100] Train Error: 0.0128 | Train Perf: 0.8058 | Eval Error: 0.0187 | Eval Perf: 0.7411
[12, 100] Train Error: 0.0126 | Train Perf: 0.8079 | Eval Error: 0.0167 | Eval Perf: 0.7528
[13, 100] Train Error: 0.0122 | Train Perf: 0.815 | Eval Error: 0.0164 | Eval Perf: 0.7485
[14, 100] Train Error: 0.0121 | Train Perf: 0.8166 | Eval Error: 0.0167 | Eval Perf: 0.7461
[15, 100] Train Error: 0.0117 | Train Perf: 0.8233 | Eval Error: 0.0158 | Eval Perf: 0.7599
[16, 100] Train Error: 0.0115 | Train Perf: 0.8265 | Eval Error: 0.0165 | Eval Perf: 0.748
[17, 100] Train Error: 0.0114 | Train Perf: 0.8283 | Eval Error: 0.0172 | Eval Perf: 0.7467
[18, 100] Train Error: 0.0109 | Train Perf: 0.8363 | Eval Error: 0.0162 | Eval Perf: 0.7578
[19, 100] Train Error: 0.0109 | Train Perf: 0.8375 | Eval Error: 0.0173 | Eval Perf: 0.752
[20, 100] Train Error: 0.0106 | Train Perf: 0.8412 | Eval Error: 0.0164 | Eval Perf: 0.7601
[21, 100] Train Error: 0.0105 | Train Perf: 0.843 | Eval Error: 0.0164 | Eval Perf: 0.7583
[22, 100] Train Error: 0.0106 | Train Perf: 0.8427 | Eval Error: 0.0175 | Eval Perf: 0.7541
[23, 100] Train Error: 0.0103 | Train Perf: 0.8477 | Eval Error: 0.0163 | Eval Perf: 0.7536
[24, 100] Train Error: 0.0101 | Train Perf: 0.85 | Eval Error: 0.0162 | Eval Perf: 0.7572
[25, 100] Train Error: 0.0098 | Train Perf: 0.8557 | Eval Error: 0.02 | Eval Perf: 0.7504
[26, 100] Train Error: 0.01 | Train Perf: 0.8518 | Eval Error: 0.0161 | Eval Perf: 0.7559
[27, 100] Train Error: 0.0099 | Train Perf: 0.853 | Eval Error: 0.0162 | Eval Perf: 0.7543
[28, 100] Train Error: 0.0098 | Train Perf: 0.8548 | Eval Error: 0.0165 | Eval Perf: 0.7601
[29, 100] Train Error: 0.0099 | Train Perf: 0.8532 | Eval Error: 0.0167 | Eval Perf: 0.7562
[30, 100] Train Error: 0.0095 | Train Perf: 0.8593 | Eval Error: 0.0178 | Eval Perf: 0.7539
[31, 100] Train Error: 0.0094 | Train Perf: 0.8609 | Eval Error: 0.0166 | Eval Perf: 0.7565
[32, 100] Train Error: 0.0093 | Train Perf: 0.8626 | Eval Error: 0.0175 | Eval Perf: 0.7456
[33, 100] Train Error: 0.0093 | Train Perf: 0.8633 | Eval Error: 0.0168 | Eval Perf: 0.754
[34, 100] Train Error: 0.0094 | Train Perf: 0.8614 | Eval Error: 0.0168 | Eval Perf: 0.7554
[35, 100] Train Error: 0.0092 | Train Perf: 0.8648 | Eval Error: 0.0175 | Eval Perf: 0.757
[36, 100] Train Error: 0.0093 | Train Perf: 0.8626 | Eval Error: 0.0164 | Eval Perf: 0.754
[37, 100] Train Error: 0.009 | Train Perf: 0.8672 | Eval Error: 0.0164 | Eval Perf: 0.754
[38, 100] Train Error: 0.0089 | Train Perf: 0.8697 | Eval Error: 0.0175 | Eval Perf: 0.7435
[39, 100] Train Error: 0.0088 | Train Perf: 0.8705 | Eval Error: 0.0172 | Eval Perf: 0.7588
[40, 100] Train Error: 0.0087 | Train Perf: 0.8729 | Eval Error: 0.0164 | Eval Perf: 0.7562
[41, 100] Train Error: 0.009 | Train Perf: 0.8682 | Eval Error: 0.0165 | Eval Perf: 0.7603
[42, 100] Train Error: 0.0089 | Train Perf: 0.8696 | Eval Error: 0.0163 | Eval Perf: 0.7563
[43, 100] Train Error: 0.0088 | Train Perf: 0.8712 | Eval Error: 0.0161 | Eval Perf: 0.7597
[44, 100] Train Error: 0.0087 | Train Perf: 0.8729 | Eval Error: 0.0164 | Eval Perf: 0.7601
[45, 100] Train Error: 0.0086 | Train Perf: 0.8742 | Eval Error: 0.0184 | Eval Perf: 0.7577
[46, 100] Train Error: 0.0087 | Train Perf: 0.8731 | Eval Error: 0.0172 | Eval Perf: 0.7553
[47, 100] Train Error: 0.0086 | Train Perf: 0.8746 | Eval Error: 0.0184 | Eval Perf: 0.7502
[48, 100] Train Error: 0.0084 | Train Perf: 0.8773 | Eval Error: 0.0168 | Eval Perf: 0.7522
[49, 100] Train Error: 0.0085 | Train Perf: 0.8762 | Eval Error: 0.0169 | Eval Perf: 0.7571
[50, 100] Train Error: 0.0083 | Train Perf: 0.8781 | Eval Error: 0.017 | Eval Perf: 0.7465
[51, 100] Train Error: 0.0084 | Train Perf: 0.8778 | Eval Error: 0.0161 | Eval Perf: 0.7627
[52, 100] Train Error: 0.0084 | Train Perf: 0.8775 | Eval Error: 0.0174 | Eval Perf: 0.751
[53, 100] Train Error: 0.0081 | Train Perf: 0.8811 | Eval Error: 0.017 | Eval Perf: 0.7558
[54, 100] Train Error: 0.0084 | Train Perf: 0.8776 | Eval Error: 0.017 | Eval Perf: 0.7532
