Amb_a_1.0101_2	Amb_a_1.0401_2	-0.4581003551431098,1.1427599470329317,0.3745934444410773,0.7869653387624965,0.5132786127270574,0.26195648903069496,0.6923718800921936,1.296840002479121,0.3308062149945862,0.7076219143142569,1.3319833601377553,1.0681668267933973,0.8674239647707933,0.42987800678549853,-1.5089819042347354,0.891817695175233	1.7422172723529001,0.7472707160340202,1.2827849089642165,0.41397545879296477,1.0884710395912174,0.7972233718261668,2.4558982793643978,2.8540477341730814,1.2914615673487189,0.780356454633322,1.0646176292097573,0.21204215824303588,1.0291014259039806,3.171062783159092,0.8881463688416755,1.8529596116752258
Amb_a_1.0101_3	Amb_a_1.0201_3	1.7507499571274772,2.0030773723802677,0.9579008957073579,1.2309058321400588,-0.3179199985790906,2.910942064307524,0.9864695664954016,0.8156877699776246,2.179733609428789,0.9454067176403521,0.7804664268196342,2.180947262152195,3.468662865063353,1.7458586269451384	1.2169670127313827,2.0871467799401877,-1.5523253329778643,-1.2739089777251318,1.0851689978602541,4.30203330078144,1.8788282056837102,-0.16929714389520237,-1.915487642244066,-0.542104754925131,-1.8470354207184605,2.0857043890455444,0.19267609637281066,1.724285087109486
Amb_a_1.0101_3	Amb_a_1.0304_3	1.7507499571274772,2.0030773723802677,0.9579008957073579,1.2309058321400588,2.910942064307524,0.9864695664954016,0.8156877699776246,2.179733609428789,0.9454067176403521,0.7804664268196342,2.180947262152195,3.468662865063353,1.7458586269451384	2.7729511565525304,2.303584593327129,-2.084228983212211,-1.9354035373114895,3.2292181580863217,0.26038538469889744,0.0371319948376063,-2.2686862079885866,-2.7422938802623427,-1.4527162546904306,1.6425534886453075,0.21260824939882705,1.8161349583693687
Amb_a_1.0101_3	Amb_a_1.0401_3	1.7507499571274772,2.0030773723802677,0.9579008957073579,1.2309058321400588,-0.3179199985790906,2.910942064307524,0.9864695664954016,0.8156877699776246,2.179733609428789,0.9454067176403521,0.7804664268196342,2.180947262152195,3.468662865063353,1.7458586269451384	1.5434498078245573,1.464527740638292,0.9767609888357722,1.251896879262628,0.8517266104088983,1.6867655530311008,1.141933557399049,1.0260810215793668,1.293600505751977,0.2797355825675963,0.5135000443130832,1.1075092596519869,1.037832029740848,2.3776740124330487
Amb_a_1.0101_3	Amb_a_1.0501_3	1.7507499571274772,2.0030773723802677,0.9579008957073579,1.2309058321400588,-0.3179199985790906,2.910942064307524,0.9864695664954016,0.8156877699776246,2.179733609428789,0.9454067176403521,0.7804664268196342,2.180947262152195,3.468662865063353,1.7458586269451384	1.4522529672093567,2.436582626957811,-0.7393335375793512,-1.229865136291886,1.0276675134559128,1.6611343255583737,0.07413297184122715,0.04946612613184922,-1.5563664499249605,-0.42164936959268373,-0.20462851731649534,2.367089238540783,2.953523901790097,0.7420801916691244
Amb_a_1.0101_4	Amb_a_1.0201_4	0.08570969683815677,1.8082920498624153,0.492297024551269,1.2582933619249068,0.972897882685446,0.14363270217884294,1.233591798930641,0.3700935109276236,0.8949567726875567,1.2294095302392087,0.9250284466173786,1.618340169497286,2.5767487013698873,0.03964370060455158,1.50979214754895	1.2377914525652225,1.037350172028356,0.9099547015606401,0.874601694914549,2.428759489164999,1.2961617545206825,0.9348612278591948,1.1958115920452292,0.6632496709635405,0.893329120236808,0.4183813333747108,1.6210956956515659,2.4812917907171914,1.3979733949245279,1.864188652050821
Amb_a_1.0101_4	Amb_a_1.0304_4	0.08570969683815677,1.8082920498624153,1.2582933619249068,0.972897882685446,1.233591798930641,0.3700935109276236,0.8949567726875567,1.2294095302392087,0.9250284466173786,1.618340169497286,2.5767487013698873,-0.3014754316211545,1.50979214754895	2.4729774455891924,1.0608550374651426,2.189960479770113,1.5498259027529009,2.085776433812703,1.254150576750154,0.6898517566101481,0.7961233559363304,0.21184799605227636,1.5103200927609428,3.3195099889019395,1.3004967926211326,2.3504891504011
Amb_a_1.0101_4	Amb_a_1.0401_4	1.8082920498624153,1.2582933619249068,0.972897882685446,1.233591798930641,0.3700935109276236,0.8949567726875567,1.2294095302392087,0.9250284466173786,1.618340169497286,2.5767487013698873,1.50979214754895	0.34269568785508414,-0.029036508660585936,0.332930256924916,1.0020022644319277,0.8160459971549767,0.16050189665402903,0.08149703424318298,-0.23040988730625495,0.5399610354195145,0.25895847133265815,0.9493966337711501
Amb_a_1.0101_4	Amb_a_1.0501_4	0.08570969683815677,1.8082920498624153,0.492297024551269,1.2582933619249068,0.972897882685446,1.233591798930641,0.8949567726875567,1.2294095302392087,0.9250284466173786,1.618340169497286,2.5767487013698873,0.03964370060455158,1.50979214754895	1.265281427454246,0.8294422507071895,0.9329000306255363,0.6955393171184954,-0.03257174660333832,0.7329206255442244,0.7079077060331698,0.6044197866004851,0.47683027458801286,1.114846465106857,1.5664385491660375,1.1029296222237104,0.6744993861874622
Amb_a_1.0101_5	Amb_a_1.0201_5	0.4702036092484018,1.6237509898811968,0.6115682935669174,0.34163744536199886,0.257398107343189,2.5884254705664556,0.3510581995210545,0.9162707316741524,1.5781123503911914,0.8289491185443251,0.6575666339539028,1.861083397020931,3.2233458195396523,0.5985782259803177	1.3772410028664952,0.6951551632127383,0.8828538997858042,1.2446357461979893,0.88481657651437,0.9997233795107097,0.9227736721318758,1.158213642025864,0.8894990177107879,0.10825332744022084,1.046508139310715,0.308087459228431,3.2921746125776212,1.595643201411911
Amb_a_1.0101_5	Amb_a_1.0304_5	0.4702036092484018,1.6237509898811968,0.6115682935669174,0.32261958733223084,0.34163744536199886,2.5884254705664556,0.3510581995210545,0.9162707316741524,1.5781123503911914,0.8289491185443251,0.6575666339539028,1.861083397020931,3.2233458195396523,-0.4806278671232417,0.5985782259803177	2.716983513317035,1.237950953067987,1.2313204258441732,1.7117652326020005,0.9883732255591758,1.708803494331663,1.4512507636828555,1.8827786376151971,0.6622652033083203,-0.00951916381903452,1.4401881462983654,1.0628158393590765,3.101280771542032,1.2975806268510932,2.349115563119745
