NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0234 | Train Perf: 0.5175 | Eval Error: 0.0145 | Eval Perf: 0.7461
[2, 100] Train Error: 0.0133 | Train Perf: 0.7607 | Eval Error: 0.0114 | Eval Perf: 0.8051
[3, 100] Train Error: 0.0117 | Train Perf: 0.7972 | Eval Error: 0.0115 | Eval Perf: 0.8041
[4, 100] Train Error: 0.011 | Train Perf: 0.8116 | Eval Error: 0.0126 | Eval Perf: 0.8027
[5, 100] Train Error: 0.0106 | Train Perf: 0.8195 | Eval Error: 0.0112 | Eval Perf: 0.8253
[6, 100] Train Error: 0.0103 | Train Perf: 0.8237 | Eval Error: 0.0113 | Eval Perf: 0.8204
[7, 100] Train Error: 0.0101 | Train Perf: 0.8273 | Eval Error: 0.0113 | Eval Perf: 0.8264
[8, 100] Train Error: 0.0098 | Train Perf: 0.833 | Eval Error: 0.0107 | Eval Perf: 0.8176
[9, 100] Train Error: 0.0098 | Train Perf: 0.8332 | Eval Error: 0.012 | Eval Perf: 0.8072
[10, 100] Train Error: 0.0096 | Train Perf: 0.8365 | Eval Error: 0.0103 | Eval Perf: 0.8264
[11, 100] Train Error: 0.0092 | Train Perf: 0.8434 | Eval Error: 0.0109 | Eval Perf: 0.8157
[12, 100] Train Error: 0.0092 | Train Perf: 0.8438 | Eval Error: 0.0107 | Eval Perf: 0.8242
[13, 100] Train Error: 0.0089 | Train Perf: 0.8485 | Eval Error: 0.0108 | Eval Perf: 0.8199
[14, 100] Train Error: 0.0088 | Train Perf: 0.8502 | Eval Error: 0.0109 | Eval Perf: 0.82
[15, 100] Train Error: 0.0086 | Train Perf: 0.854 | Eval Error: 0.0111 | Eval Perf: 0.8175
[16, 100] Train Error: 0.0084 | Train Perf: 0.8588 | Eval Error: 0.0105 | Eval Perf: 0.827
[17, 100] Train Error: 0.0081 | Train Perf: 0.8637 | Eval Error: 0.011 | Eval Perf: 0.8185
[18, 100] Train Error: 0.0079 | Train Perf: 0.8665 | Eval Error: 0.0106 | Eval Perf: 0.8258
[19, 100] Train Error: 0.0078 | Train Perf: 0.8702 | Eval Error: 0.0116 | Eval Perf: 0.8205
[20, 100] Train Error: 0.0076 | Train Perf: 0.8718 | Eval Error: 0.0102 | Eval Perf: 0.8329
[21, 100] Train Error: 0.0073 | Train Perf: 0.8789 | Eval Error: 0.0105 | Eval Perf: 0.8313
[22, 100] Train Error: 0.0071 | Train Perf: 0.8825 | Eval Error: 0.0106 | Eval Perf: 0.8312
[23, 100] Train Error: 0.0069 | Train Perf: 0.8851 | Eval Error: 0.0106 | Eval Perf: 0.8265
[24, 100] Train Error: 0.0067 | Train Perf: 0.8887 | Eval Error: 0.0106 | Eval Perf: 0.829
[25, 100] Train Error: 0.0066 | Train Perf: 0.8911 | Eval Error: 0.0104 | Eval Perf: 0.8354
[26, 100] Train Error: 0.0063 | Train Perf: 0.8957 | Eval Error: 0.0106 | Eval Perf: 0.8323
[27, 100] Train Error: 0.0061 | Train Perf: 0.8999 | Eval Error: 0.01 | Eval Perf: 0.8355
[28, 100] Train Error: 0.006 | Train Perf: 0.9023 | Eval Error: 0.0101 | Eval Perf: 0.8351
[29, 100] Train Error: 0.0058 | Train Perf: 0.9045 | Eval Error: 0.0102 | Eval Perf: 0.8336
[30, 100] Train Error: 0.0056 | Train Perf: 0.9084 | Eval Error: 0.0102 | Eval Perf: 0.832
[31, 100] Train Error: 0.0055 | Train Perf: 0.91 | Eval Error: 0.0105 | Eval Perf: 0.828
[32, 100] Train Error: 0.0053 | Train Perf: 0.9141 | Eval Error: 0.0108 | Eval Perf: 0.8272
[33, 100] Train Error: 0.0052 | Train Perf: 0.9152 | Eval Error: 0.0107 | Eval Perf: 0.8262
[34, 100] Train Error: 0.005 | Train Perf: 0.9179 | Eval Error: 0.0107 | Eval Perf: 0.8289
[35, 100] Train Error: 0.005 | Train Perf: 0.9182 | Eval Error: 0.0107 | Eval Perf: 0.8253
[36, 100] Train Error: 0.0049 | Train Perf: 0.9207 | Eval Error: 0.0119 | Eval Perf: 0.8178
[37, 100] Train Error: 0.0048 | Train Perf: 0.923 | Eval Error: 0.0111 | Eval Perf: 0.8237
[38, 100] Train Error: 0.0046 | Train Perf: 0.9252 | Eval Error: 0.0111 | Eval Perf: 0.8232
[39, 100] Train Error: 0.0045 | Train Perf: 0.9268 | Eval Error: 0.0117 | Eval Perf: 0.817
[40, 100] Train Error: 0.0045 | Train Perf: 0.9281 | Eval Error: 0.0113 | Eval Perf: 0.8198
[41, 100] Train Error: 0.0044 | Train Perf: 0.9285 | Eval Error: 0.0115 | Eval Perf: 0.8135
[42, 100] Train Error: 0.0043 | Train Perf: 0.9313 | Eval Error: 0.0116 | Eval Perf: 0.8126
[43, 100] Train Error: 0.0042 | Train Perf: 0.9316 | Eval Error: 0.0116 | Eval Perf: 0.8149
[44, 100] Train Error: 0.0041 | Train Perf: 0.9334 | Eval Error: 0.012 | Eval Perf: 0.8103
