NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0356 | Train Perf: -0.0003 | Eval Error: 0.0318 | Eval Perf: 0.4131
[2, 100] Train Error: 0.0312 | Train Perf: 0.4336 | Eval Error: 0.0287 | Eval Perf: 0.5476
[3, 100] Train Error: 0.0277 | Train Perf: 0.5308 | Eval Error: 0.0255 | Eval Perf: 0.5834
[4, 100] Train Error: 0.0248 | Train Perf: 0.5879 | Eval Error: 0.0229 | Eval Perf: 0.6111
[5, 100] Train Error: 0.0226 | Train Perf: 0.6198 | Eval Error: 0.021 | Eval Perf: 0.6342
[6, 100] Train Error: 0.0209 | Train Perf: 0.6413 | Eval Error: 0.0196 | Eval Perf: 0.6613
[7, 100] Train Error: 0.0195 | Train Perf: 0.6688 | Eval Error: 0.0185 | Eval Perf: 0.6803
[8, 100] Train Error: 0.0184 | Train Perf: 0.6874 | Eval Error: 0.018 | Eval Perf: 0.7015
[9, 100] Train Error: 0.0175 | Train Perf: 0.7071 | Eval Error: 0.0172 | Eval Perf: 0.7058
[10, 100] Train Error: 0.0167 | Train Perf: 0.7194 | Eval Error: 0.0177 | Eval Perf: 0.7217
[11, 100] Train Error: 0.0161 | Train Perf: 0.7319 | Eval Error: 0.0164 | Eval Perf: 0.7188
[12, 100] Train Error: 0.0156 | Train Perf: 0.7397 | Eval Error: 0.0163 | Eval Perf: 0.7279
[13, 100] Train Error: 0.0151 | Train Perf: 0.75 | Eval Error: 0.0159 | Eval Perf: 0.7241
[14, 100] Train Error: 0.0147 | Train Perf: 0.7572 | Eval Error: 0.0156 | Eval Perf: 0.7339
[15, 100] Train Error: 0.0142 | Train Perf: 0.767 | Eval Error: 0.016 | Eval Perf: 0.7402
[16, 100] Train Error: 0.014 | Train Perf: 0.7694 | Eval Error: 0.0156 | Eval Perf: 0.7354
[17, 100] Train Error: 0.0136 | Train Perf: 0.7766 | Eval Error: 0.0155 | Eval Perf: 0.7312
[18, 100] Train Error: 0.0133 | Train Perf: 0.7813 | Eval Error: 0.0154 | Eval Perf: 0.7335
[19, 100] Train Error: 0.0131 | Train Perf: 0.7858 | Eval Error: 0.0153 | Eval Perf: 0.7358
[20, 100] Train Error: 0.0129 | Train Perf: 0.7887 | Eval Error: 0.0155 | Eval Perf: 0.7318
[21, 100] Train Error: 0.0127 | Train Perf: 0.7917 | Eval Error: 0.0155 | Eval Perf: 0.7372
