NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0217 | Train Perf: -0.0364 | Eval Error: 0.0161 | Eval Perf: -0.1892
[2, 100] Train Error: 0.015 | Train Perf: -0.0037 | Eval Error: 0.016 | Eval Perf: -0.1372
[3, 100] Train Error: 0.0149 | Train Perf: 0.0233 | Eval Error: 0.0159 | Eval Perf: -0.0858
[4, 100] Train Error: 0.0148 | Train Perf: 0.0802 | Eval Error: 0.0159 | Eval Perf: -0.0356
[5, 100] Train Error: 0.0148 | Train Perf: 0.1395 | Eval Error: 0.0158 | Eval Perf: 0.0123
[6, 100] Train Error: 0.0147 | Train Perf: 0.1888 | Eval Error: 0.0158 | Eval Perf: 0.0573
[7, 100] Train Error: 0.0147 | Train Perf: 0.2455 | Eval Error: 0.0158 | Eval Perf: 0.0982
[8, 100] Train Error: 0.0146 | Train Perf: 0.306 | Eval Error: 0.0157 | Eval Perf: 0.1355
[9, 100] Train Error: 0.0145 | Train Perf: 0.3244 | Eval Error: 0.0157 | Eval Perf: 0.1692
[10, 100] Train Error: 0.0144 | Train Perf: 0.3815 | Eval Error: 0.0156 | Eval Perf: 0.1991
[11, 100] Train Error: 0.0144 | Train Perf: 0.4038 | Eval Error: 0.0156 | Eval Perf: 0.2262
[12, 100] Train Error: 0.0143 | Train Perf: 0.4272 | Eval Error: 0.0155 | Eval Perf: 0.2503
[13, 100] Train Error: 0.0142 | Train Perf: 0.4663 | Eval Error: 0.0154 | Eval Perf: 0.2719
[14, 100] Train Error: 0.0141 | Train Perf: 0.4897 | Eval Error: 0.0153 | Eval Perf: 0.2914
[15, 100] Train Error: 0.0139 | Train Perf: 0.4857 | Eval Error: 0.0153 | Eval Perf: 0.3084
[16, 100] Train Error: 0.0138 | Train Perf: 0.5292 | Eval Error: 0.0152 | Eval Perf: 0.3243
[17, 100] Train Error: 0.0137 | Train Perf: 0.5563 | Eval Error: 0.0151 | Eval Perf: 0.3383
[18, 100] Train Error: 0.0135 | Train Perf: 0.5594 | Eval Error: 0.015 | Eval Perf: 0.3513
[19, 100] Train Error: 0.0133 | Train Perf: 0.5724 | Eval Error: 0.0148 | Eval Perf: 0.3632
[20, 100] Train Error: 0.0131 | Train Perf: 0.5815 | Eval Error: 0.0147 | Eval Perf: 0.3738
[21, 100] Train Error: 0.0129 | Train Perf: 0.5892 | Eval Error: 0.0146 | Eval Perf: 0.3842
[22, 100] Train Error: 0.0127 | Train Perf: 0.598 | Eval Error: 0.0144 | Eval Perf: 0.3932
[23, 100] Train Error: 0.0125 | Train Perf: 0.6033 | Eval Error: 0.0143 | Eval Perf: 0.4018
[24, 100] Train Error: 0.0122 | Train Perf: 0.6119 | Eval Error: 0.0142 | Eval Perf: 0.4113
[25, 100] Train Error: 0.012 | Train Perf: 0.619 | Eval Error: 0.014 | Eval Perf: 0.4186
[26, 100] Train Error: 0.0117 | Train Perf: 0.6295 | Eval Error: 0.0138 | Eval Perf: 0.4258
[27, 100] Train Error: 0.0114 | Train Perf: 0.6359 | Eval Error: 0.0136 | Eval Perf: 0.4321
[28, 100] Train Error: 0.0112 | Train Perf: 0.6391 | Eval Error: 0.0134 | Eval Perf: 0.4397
[29, 100] Train Error: 0.0109 | Train Perf: 0.6472 | Eval Error: 0.0133 | Eval Perf: 0.4463
[30, 100] Train Error: 0.0106 | Train Perf: 0.6548 | Eval Error: 0.0131 | Eval Perf: 0.4533
[31, 100] Train Error: 0.0103 | Train Perf: 0.6632 | Eval Error: 0.013 | Eval Perf: 0.4581
[32, 100] Train Error: 0.01 | Train Perf: 0.6652 | Eval Error: 0.0128 | Eval Perf: 0.4646
[33, 100] Train Error: 0.0097 | Train Perf: 0.6741 | Eval Error: 0.0126 | Eval Perf: 0.4696
[34, 100] Train Error: 0.0095 | Train Perf: 0.6771 | Eval Error: 0.0125 | Eval Perf: 0.4758
[35, 100] Train Error: 0.0092 | Train Perf: 0.687 | Eval Error: 0.0124 | Eval Perf: 0.4805
[36, 100] Train Error: 0.009 | Train Perf: 0.6907 | Eval Error: 0.0122 | Eval Perf: 0.486
[37, 100] Train Error: 0.0087 | Train Perf: 0.6997 | Eval Error: 0.0121 | Eval Perf: 0.49
[38, 100] Train Error: 0.0085 | Train Perf: 0.7043 | Eval Error: 0.012 | Eval Perf: 0.4944
[39, 100] Train Error: 0.0082 | Train Perf: 0.7082 | Eval Error: 0.0119 | Eval Perf: 0.5004
[40, 100] Train Error: 0.008 | Train Perf: 0.7156 | Eval Error: 0.0119 | Eval Perf: 0.5048
