NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0057 | Train Perf: -0.0431 | Eval Error: 0.0047 | Eval Perf: -0.0251
[2, 100] Train Error: 0.0044 | Train Perf: 0.1236 | Eval Error: 0.0046 | Eval Perf: 0.0995
[3, 100] Train Error: 0.0043 | Train Perf: 0.2162 | Eval Error: 0.0046 | Eval Perf: 0.2027
[4, 100] Train Error: 0.0042 | Train Perf: 0.3111 | Eval Error: 0.0045 | Eval Perf: 0.2769
[5, 100] Train Error: 0.0041 | Train Perf: 0.3804 | Eval Error: 0.0045 | Eval Perf: 0.3288
[6, 100] Train Error: 0.004 | Train Perf: 0.4428 | Eval Error: 0.0044 | Eval Perf: 0.3653
[7, 100] Train Error: 0.0039 | Train Perf: 0.4816 | Eval Error: 0.0043 | Eval Perf: 0.3928
[8, 100] Train Error: 0.0038 | Train Perf: 0.5406 | Eval Error: 0.0042 | Eval Perf: 0.4129
[9, 100] Train Error: 0.0036 | Train Perf: 0.5666 | Eval Error: 0.0042 | Eval Perf: 0.4292
[10, 100] Train Error: 0.0035 | Train Perf: 0.5821 | Eval Error: 0.0041 | Eval Perf: 0.4439
[11, 100] Train Error: 0.0033 | Train Perf: 0.6055 | Eval Error: 0.004 | Eval Perf: 0.4557
[12, 100] Train Error: 0.0032 | Train Perf: 0.6207 | Eval Error: 0.0039 | Eval Perf: 0.4673
[13, 100] Train Error: 0.003 | Train Perf: 0.6277 | Eval Error: 0.0038 | Eval Perf: 0.479
[14, 100] Train Error: 0.0029 | Train Perf: 0.6451 | Eval Error: 0.0037 | Eval Perf: 0.4885
[15, 100] Train Error: 0.0027 | Train Perf: 0.6571 | Eval Error: 0.0036 | Eval Perf: 0.4977
[16, 100] Train Error: 0.0026 | Train Perf: 0.6694 | Eval Error: 0.0035 | Eval Perf: 0.508
[17, 100] Train Error: 0.0025 | Train Perf: 0.6765 | Eval Error: 0.0035 | Eval Perf: 0.5169
[18, 100] Train Error: 0.0024 | Train Perf: 0.6901 | Eval Error: 0.0034 | Eval Perf: 0.5254
[19, 100] Train Error: 0.0023 | Train Perf: 0.7028 | Eval Error: 0.0034 | Eval Perf: 0.5312
[20, 100] Train Error: 0.0023 | Train Perf: 0.7077 | Eval Error: 0.0034 | Eval Perf: 0.5394
[21, 100] Train Error: 0.0022 | Train Perf: 0.7173 | Eval Error: 0.0033 | Eval Perf: 0.5424
[22, 100] Train Error: 0.0021 | Train Perf: 0.7274 | Eval Error: 0.0033 | Eval Perf: 0.5463
[23, 100] Train Error: 0.0021 | Train Perf: 0.7337 | Eval Error: 0.0033 | Eval Perf: 0.5488
[24, 100] Train Error: 0.002 | Train Perf: 0.7383 | Eval Error: 0.0032 | Eval Perf: 0.5526
[25, 100] Train Error: 0.0019 | Train Perf: 0.7508 | Eval Error: 0.0033 | Eval Perf: 0.5532
[26, 100] Train Error: 0.0019 | Train Perf: 0.7558 | Eval Error: 0.0032 | Eval Perf: 0.5564
[27, 100] Train Error: 0.0019 | Train Perf: 0.7569 | Eval Error: 0.0032 | Eval Perf: 0.5583
[28, 100] Train Error: 0.0018 | Train Perf: 0.7644 | Eval Error: 0.0032 | Eval Perf: 0.5602
[29, 100] Train Error: 0.0018 | Train Perf: 0.7714 | Eval Error: 0.0032 | Eval Perf: 0.5614
[30, 100] Train Error: 0.0018 | Train Perf: 0.7735 | Eval Error: 0.0033 | Eval Perf: 0.5624
[31, 100] Train Error: 0.0018 | Train Perf: 0.7795 | Eval Error: 0.0032 | Eval Perf: 0.5615
[32, 100] Train Error: 0.0017 | Train Perf: 0.7848 | Eval Error: 0.0033 | Eval Perf: 0.5611
[33, 100] Train Error: 0.0017 | Train Perf: 0.7868 | Eval Error: 0.0033 | Eval Perf: 0.5616
[34, 100] Train Error: 0.0017 | Train Perf: 0.7904 | Eval Error: 0.0033 | Eval Perf: 0.5614
[35, 100] Train Error: 0.0016 | Train Perf: 0.7942 | Eval Error: 0.0033 | Eval Perf: 0.5618
[36, 100] Train Error: 0.0016 | Train Perf: 0.7996 | Eval Error: 0.0033 | Eval Perf: 0.5603
[37, 100] Train Error: 0.0016 | Train Perf: 0.8005 | Eval Error: 0.0033 | Eval Perf: 0.5611
[38, 100] Train Error: 0.0016 | Train Perf: 0.8052 | Eval Error: 0.0033 | Eval Perf: 0.5602
[39, 100] Train Error: 0.0016 | Train Perf: 0.8073 | Eval Error: 0.0033 | Eval Perf: 0.5589
[40, 100] Train Error: 0.0015 | Train Perf: 0.8129 | Eval Error: 0.0033 | Eval Perf: 0.5575
[41, 100] Train Error: 0.0015 | Train Perf: 0.8127 | Eval Error: 0.0034 | Eval Perf: 0.5564
[42, 100] Train Error: 0.0015 | Train Perf: 0.8154 | Eval Error: 0.0034 | Eval Perf: 0.5557
[43, 100] Train Error: 0.0014 | Train Perf: 0.8234 | Eval Error: 0.0035 | Eval Perf: 0.555
[44, 100] Train Error: 0.0015 | Train Perf: 0.819 | Eval Error: 0.0034 | Eval Perf: 0.5553
[45, 100] Train Error: 0.0014 | Train Perf: 0.8238 | Eval Error: 0.0034 | Eval Perf: 0.5556
[46, 100] Train Error: 0.0014 | Train Perf: 0.8283 | Eval Error: 0.0034 | Eval Perf: 0.555
[47, 100] Train Error: 0.0014 | Train Perf: 0.8278 | Eval Error: 0.0034 | Eval Perf: 0.5552
[48, 100] Train Error: 0.0014 | Train Perf: 0.8287 | Eval Error: 0.0034 | Eval Perf: 0.5546
[49, 100] Train Error: 0.0014 | Train Perf: 0.8315 | Eval Error: 0.0034 | Eval Perf: 0.5529
[50, 100] Train Error: 0.0014 | Train Perf: 0.8335 | Eval Error: 0.0035 | Eval Perf: 0.5521
[51, 100] Train Error: 0.0013 | Train Perf: 0.8375 | Eval Error: 0.0035 | Eval Perf: 0.5526
[52, 100] Train Error: 0.0013 | Train Perf: 0.8365 | Eval Error: 0.0035 | Eval Perf: 0.5514
[53, 100] Train Error: 0.0013 | Train Perf: 0.8386 | Eval Error: 0.0035 | Eval Perf: 0.5512
[54, 100] Train Error: 0.0013 | Train Perf: 0.8418 | Eval Error: 0.0035 | Eval Perf: 0.5491
[55, 100] Train Error: 0.0013 | Train Perf: 0.8458 | Eval Error: 0.0035 | Eval Perf: 0.5481
[56, 100] Train Error: 0.0013 | Train Perf: 0.8455 | Eval Error: 0.0035 | Eval Perf: 0.5498
[57, 100] Train Error: 0.0013 | Train Perf: 0.8459 | Eval Error: 0.0035 | Eval Perf: 0.5492
[58, 100] Train Error: 0.0013 | Train Perf: 0.8474 | Eval Error: 0.0035 | Eval Perf: 0.5474
[59, 100] Train Error: 0.0012 | Train Perf: 0.8521 | Eval Error: 0.0035 | Eval Perf: 0.5479
[60, 100] Train Error: 0.0012 | Train Perf: 0.8493 | Eval Error: 0.0035 | Eval Perf: 0.5471
[61, 100] Train Error: 0.0012 | Train Perf: 0.8517 | Eval Error: 0.0035 | Eval Perf: 0.5472
[62, 100] Train Error: 0.0012 | Train Perf: 0.8555 | Eval Error: 0.0036 | Eval Perf: 0.5463
[63, 100] Train Error: 0.0012 | Train Perf: 0.854 | Eval Error: 0.0035 | Eval Perf: 0.5444
[64, 100] Train Error: 0.0012 | Train Perf: 0.8599 | Eval Error: 0.0037 | Eval Perf: 0.5465
[65, 100] Train Error: 0.0012 | Train Perf: 0.8569 | Eval Error: 0.0036 | Eval Perf: 0.5465
[66, 100] Train Error: 0.0012 | Train Perf: 0.8616 | Eval Error: 0.0036 | Eval Perf: 0.5464
[67, 100] Train Error: 0.0011 | Train Perf: 0.8629 | Eval Error: 0.0036 | Eval Perf: 0.5458
[68, 100] Train Error: 0.0012 | Train Perf: 0.8605 | Eval Error: 0.0036 | Eval Perf: 0.5439
[69, 100] Train Error: 0.0011 | Train Perf: 0.8639 | Eval Error: 0.0036 | Eval Perf: 0.5439
[70, 100] Train Error: 0.0011 | Train Perf: 0.8642 | Eval Error: 0.0036 | Eval Perf: 0.5415
[71, 100] Train Error: 0.0011 | Train Perf: 0.8654 | Eval Error: 0.0036 | Eval Perf: 0.5408
[72, 100] Train Error: 0.0011 | Train Perf: 0.8682 | Eval Error: 0.0036 | Eval Perf: 0.5404
[73, 100] Train Error: 0.0011 | Train Perf: 0.8687 | Eval Error: 0.0036 | Eval Perf: 0.5423
[74, 100] Train Error: 0.0011 | Train Perf: 0.8697 | Eval Error: 0.0036 | Eval Perf: 0.5405
[75, 100] Train Error: 0.0011 | Train Perf: 0.8704 | Eval Error: 0.0037 | Eval Perf: 0.5396
[76, 100] Train Error: 0.0011 | Train Perf: 0.8702 | Eval Error: 0.0036 | Eval Perf: 0.5375
[77, 100] Train Error: 0.0011 | Train Perf: 0.8728 | Eval Error: 0.0037 | Eval Perf: 0.539
[78, 100] Train Error: 0.0011 | Train Perf: 0.8746 | Eval Error: 0.0037 | Eval Perf: 0.5379
[79, 100] Train Error: 0.001 | Train Perf: 0.8766 | Eval Error: 0.0037 | Eval Perf: 0.5395
[80, 100] Train Error: 0.001 | Train Perf: 0.8784 | Eval Error: 0.0037 | Eval Perf: 0.5395
[81, 100] Train Error: 0.001 | Train Perf: 0.8783 | Eval Error: 0.0036 | Eval Perf: 0.5388
[82, 100] Train Error: 0.001 | Train Perf: 0.8779 | Eval Error: 0.0037 | Eval Perf: 0.5353
[83, 100] Train Error: 0.001 | Train Perf: 0.8785 | Eval Error: 0.0037 | Eval Perf: 0.5339
[84, 100] Train Error: 0.001 | Train Perf: 0.8806 | Eval Error: 0.0037 | Eval Perf: 0.5358
[85, 100] Train Error: 0.001 | Train Perf: 0.8811 | Eval Error: 0.0037 | Eval Perf: 0.5353
[86, 100] Train Error: 0.001 | Train Perf: 0.8817 | Eval Error: 0.0037 | Eval Perf: 0.5342
[87, 100] Train Error: 0.001 | Train Perf: 0.8828 | Eval Error: 0.0038 | Eval Perf: 0.5345
[88, 100] Train Error: 0.001 | Train Perf: 0.8857 | Eval Error: 0.0037 | Eval Perf: 0.5313
[89, 100] Train Error: 0.001 | Train Perf: 0.885 | Eval Error: 0.0037 | Eval Perf: 0.5315
[90, 100] Train Error: 0.001 | Train Perf: 0.8855 | Eval Error: 0.0037 | Eval Perf: 0.5308
[91, 100] Train Error: 0.001 | Train Perf: 0.8874 | Eval Error: 0.0038 | Eval Perf: 0.5306
[92, 100] Train Error: 0.0009 | Train Perf: 0.8873 | Eval Error: 0.0037 | Eval Perf: 0.5271
[93, 100] Train Error: 0.0009 | Train Perf: 0.8877 | Eval Error: 0.0038 | Eval Perf: 0.5301
[94, 100] Train Error: 0.0009 | Train Perf: 0.8884 | Eval Error: 0.0038 | Eval Perf: 0.5284
[95, 100] Train Error: 0.0009 | Train Perf: 0.89 | Eval Error: 0.0038 | Eval Perf: 0.53
[96, 100] Train Error: 0.0009 | Train Perf: 0.8915 | Eval Error: 0.0038 | Eval Perf: 0.5271
[97, 100] Train Error: 0.0009 | Train Perf: 0.894 | Eval Error: 0.0038 | Eval Perf: 0.5283
[98, 100] Train Error: 0.0009 | Train Perf: 0.8951 | Eval Error: 0.0038 | Eval Perf: 0.5298
[99, 100] Train Error: 0.0009 | Train Perf: 0.8927 | Eval Error: 0.0038 | Eval Perf: 0.5274
[100, 100] Train Error: 0.0009 | Train Perf: 0.8947 | Eval Error: 0.0038 | Eval Perf: 0.5251
