NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0179 | Train Perf: -0.1582 | Eval Error: 0.0195 | Eval Perf: 0.4998
[2, 100] Train Error: 0.0152 | Train Perf: 0.2034 | Eval Error: 0.018 | Eval Perf: 0.6229
[3, 100] Train Error: 0.0123 | Train Perf: 0.5118 | Eval Error: 0.0143 | Eval Perf: 0.7011
[4, 100] Train Error: 0.01 | Train Perf: 0.6435 | Eval Error: 0.0127 | Eval Perf: 0.7105
[5, 100] Train Error: 0.0078 | Train Perf: 0.7263 | Eval Error: 0.0115 | Eval Perf: 0.7441
[6, 100] Train Error: 0.0066 | Train Perf: 0.7726 | Eval Error: 0.011 | Eval Perf: 0.7279
[7, 100] Train Error: 0.0058 | Train Perf: 0.8056 | Eval Error: 0.0113 | Eval Perf: 0.7655
[8, 100] Train Error: 0.0057 | Train Perf: 0.8018 | Eval Error: 0.012 | Eval Perf: 0.7737
[9, 100] Train Error: 0.0053 | Train Perf: 0.8203 | Eval Error: 0.009 | Eval Perf: 0.7581
[10, 100] Train Error: 0.0048 | Train Perf: 0.8364 | Eval Error: 0.009 | Eval Perf: 0.7668
[11, 100] Train Error: 0.0045 | Train Perf: 0.8474 | Eval Error: 0.0089 | Eval Perf: 0.7845
[12, 100] Train Error: 0.0039 | Train Perf: 0.8688 | Eval Error: 0.0078 | Eval Perf: 0.7809
[13, 100] Train Error: 0.0036 | Train Perf: 0.8798 | Eval Error: 0.0086 | Eval Perf: 0.7493
[14, 100] Train Error: 0.0038 | Train Perf: 0.8715 | Eval Error: 0.0105 | Eval Perf: 0.7674
[15, 100] Train Error: 0.0029 | Train Perf: 0.906 | Eval Error: 0.0086 | Eval Perf: 0.7527
[16, 100] Train Error: 0.003 | Train Perf: 0.9019 | Eval Error: 0.0118 | Eval Perf: 0.7733
[17, 100] Train Error: 0.003 | Train Perf: 0.9025 | Eval Error: 0.0111 | Eval Perf: 0.7865
[18, 100] Train Error: 0.0026 | Train Perf: 0.9161 | Eval Error: 0.0106 | Eval Perf: 0.7492
[19, 100] Train Error: 0.0024 | Train Perf: 0.9226 | Eval Error: 0.0113 | Eval Perf: 0.736
