NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0146 | Train Perf: -0.0399 | Eval Error: 0.0045 | Eval Perf: -0.1248
[2, 100] Train Error: 0.0047 | Train Perf: -0.0623 | Eval Error: 0.0042 | Eval Perf: -0.0483
[3, 100] Train Error: 0.0045 | Train Perf: 0.0714 | Eval Error: 0.0041 | Eval Perf: 0.0379
[4, 100] Train Error: 0.0045 | Train Perf: 0.1921 | Eval Error: 0.004 | Eval Perf: 0.1191
[5, 100] Train Error: 0.0044 | Train Perf: 0.2894 | Eval Error: 0.004 | Eval Perf: 0.1856
[6, 100] Train Error: 0.0043 | Train Perf: 0.367 | Eval Error: 0.0039 | Eval Perf: 0.2333
[7, 100] Train Error: 0.0042 | Train Perf: 0.4218 | Eval Error: 0.0039 | Eval Perf: 0.27
[8, 100] Train Error: 0.0041 | Train Perf: 0.4571 | Eval Error: 0.0038 | Eval Perf: 0.295
[9, 100] Train Error: 0.004 | Train Perf: 0.4831 | Eval Error: 0.0038 | Eval Perf: 0.3136
[10, 100] Train Error: 0.004 | Train Perf: 0.5026 | Eval Error: 0.0037 | Eval Perf: 0.3289
[11, 100] Train Error: 0.0039 | Train Perf: 0.5247 | Eval Error: 0.0037 | Eval Perf: 0.3418
[12, 100] Train Error: 0.0038 | Train Perf: 0.5261 | Eval Error: 0.0037 | Eval Perf: 0.3514
[13, 100] Train Error: 0.0037 | Train Perf: 0.5431 | Eval Error: 0.0036 | Eval Perf: 0.3616
[14, 100] Train Error: 0.0036 | Train Perf: 0.5513 | Eval Error: 0.0036 | Eval Perf: 0.3703
[15, 100] Train Error: 0.0035 | Train Perf: 0.5551 | Eval Error: 0.0035 | Eval Perf: 0.3777
[16, 100] Train Error: 0.0035 | Train Perf: 0.5663 | Eval Error: 0.0035 | Eval Perf: 0.3856
[17, 100] Train Error: 0.0034 | Train Perf: 0.5731 | Eval Error: 0.0035 | Eval Perf: 0.3928
[18, 100] Train Error: 0.0033 | Train Perf: 0.5813 | Eval Error: 0.0034 | Eval Perf: 0.3998
[19, 100] Train Error: 0.0033 | Train Perf: 0.5889 | Eval Error: 0.0034 | Eval Perf: 0.407
[20, 100] Train Error: 0.0032 | Train Perf: 0.5938 | Eval Error: 0.0034 | Eval Perf: 0.4132
[21, 100] Train Error: 0.0032 | Train Perf: 0.6009 | Eval Error: 0.0034 | Eval Perf: 0.4198
[22, 100] Train Error: 0.0031 | Train Perf: 0.6144 | Eval Error: 0.0034 | Eval Perf: 0.4263
[23, 100] Train Error: 0.0031 | Train Perf: 0.6136 | Eval Error: 0.0033 | Eval Perf: 0.4321
[24, 100] Train Error: 0.003 | Train Perf: 0.6212 | Eval Error: 0.0033 | Eval Perf: 0.4378
[25, 100] Train Error: 0.0029 | Train Perf: 0.6289 | Eval Error: 0.0033 | Eval Perf: 0.4436
[26, 100] Train Error: 0.0029 | Train Perf: 0.6348 | Eval Error: 0.0033 | Eval Perf: 0.4497
[27, 100] Train Error: 0.0029 | Train Perf: 0.6454 | Eval Error: 0.0032 | Eval Perf: 0.4562
[28, 100] Train Error: 0.0028 | Train Perf: 0.6487 | Eval Error: 0.0032 | Eval Perf: 0.4618
[29, 100] Train Error: 0.0028 | Train Perf: 0.6552 | Eval Error: 0.0032 | Eval Perf: 0.4673
[30, 100] Train Error: 0.0027 | Train Perf: 0.6627 | Eval Error: 0.0032 | Eval Perf: 0.4728
[31, 100] Train Error: 0.0027 | Train Perf: 0.6681 | Eval Error: 0.0032 | Eval Perf: 0.4778
[32, 100] Train Error: 0.0026 | Train Perf: 0.6728 | Eval Error: 0.0031 | Eval Perf: 0.4824
[33, 100] Train Error: 0.0026 | Train Perf: 0.6812 | Eval Error: 0.0031 | Eval Perf: 0.4878
[34, 100] Train Error: 0.0025 | Train Perf: 0.6881 | Eval Error: 0.0031 | Eval Perf: 0.4928
[35, 100] Train Error: 0.0025 | Train Perf: 0.6919 | Eval Error: 0.0031 | Eval Perf: 0.4973
[36, 100] Train Error: 0.0025 | Train Perf: 0.6968 | Eval Error: 0.0031 | Eval Perf: 0.5013
[37, 100] Train Error: 0.0024 | Train Perf: 0.7039 | Eval Error: 0.0031 | Eval Perf: 0.5061
[38, 100] Train Error: 0.0024 | Train Perf: 0.7093 | Eval Error: 0.003 | Eval Perf: 0.51
[39, 100] Train Error: 0.0023 | Train Perf: 0.7178 | Eval Error: 0.003 | Eval Perf: 0.5146
[40, 100] Train Error: 0.0023 | Train Perf: 0.7212 | Eval Error: 0.003 | Eval Perf: 0.5183
[41, 100] Train Error: 0.0023 | Train Perf: 0.7292 | Eval Error: 0.003 | Eval Perf: 0.5219
[42, 100] Train Error: 0.0022 | Train Perf: 0.7315 | Eval Error: 0.003 | Eval Perf: 0.5255
[43, 100] Train Error: 0.0022 | Train Perf: 0.7362 | Eval Error: 0.003 | Eval Perf: 0.5286
