NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 2)
Output layer shape: (3, 1)
Total parameters: 365

[1, 100] Train Error: 0.0144 | Train Perf: -0.0217 | Eval Error: 0.0049 | Eval Perf: -0.2075
[2, 100] Train Error: 0.0046 | Train Perf: -0.0302 | Eval Error: 0.0046 | Eval Perf: -0.1065
[3, 100] Train Error: 0.0044 | Train Perf: 0.0646 | Eval Error: 0.0046 | Eval Perf: 0.0055
[4, 100] Train Error: 0.0044 | Train Perf: 0.1663 | Eval Error: 0.0045 | Eval Perf: 0.1169
[5, 100] Train Error: 0.0043 | Train Perf: 0.2467 | Eval Error: 0.0044 | Eval Perf: 0.2155
[6, 100] Train Error: 0.0042 | Train Perf: 0.3207 | Eval Error: 0.0044 | Eval Perf: 0.2929
[7, 100] Train Error: 0.0042 | Train Perf: 0.3743 | Eval Error: 0.0043 | Eval Perf: 0.3506
[8, 100] Train Error: 0.0041 | Train Perf: 0.4242 | Eval Error: 0.0042 | Eval Perf: 0.3928
[9, 100] Train Error: 0.004 | Train Perf: 0.444 | Eval Error: 0.0041 | Eval Perf: 0.4244
[10, 100] Train Error: 0.004 | Train Perf: 0.4741 | Eval Error: 0.004 | Eval Perf: 0.4485
[11, 100] Train Error: 0.0039 | Train Perf: 0.4855 | Eval Error: 0.004 | Eval Perf: 0.4674
[12, 100] Train Error: 0.0038 | Train Perf: 0.4994 | Eval Error: 0.0039 | Eval Perf: 0.4829
[13, 100] Train Error: 0.0037 | Train Perf: 0.5122 | Eval Error: 0.0038 | Eval Perf: 0.4952
[14, 100] Train Error: 0.0037 | Train Perf: 0.5226 | Eval Error: 0.0037 | Eval Perf: 0.5068
[15, 100] Train Error: 0.0036 | Train Perf: 0.5318 | Eval Error: 0.0037 | Eval Perf: 0.5158
[16, 100] Train Error: 0.0035 | Train Perf: 0.5439 | Eval Error: 0.0036 | Eval Perf: 0.5225
[17, 100] Train Error: 0.0034 | Train Perf: 0.5499 | Eval Error: 0.0035 | Eval Perf: 0.5294
[18, 100] Train Error: 0.0034 | Train Perf: 0.5574 | Eval Error: 0.0035 | Eval Perf: 0.5352
[19, 100] Train Error: 0.0033 | Train Perf: 0.5655 | Eval Error: 0.0034 | Eval Perf: 0.5412
[20, 100] Train Error: 0.0033 | Train Perf: 0.5747 | Eval Error: 0.0034 | Eval Perf: 0.5444
[21, 100] Train Error: 0.0032 | Train Perf: 0.5796 | Eval Error: 0.0034 | Eval Perf: 0.5499
[22, 100] Train Error: 0.0032 | Train Perf: 0.5892 | Eval Error: 0.0033 | Eval Perf: 0.553
[23, 100] Train Error: 0.0031 | Train Perf: 0.5933 | Eval Error: 0.0033 | Eval Perf: 0.5581
[24, 100] Train Error: 0.0031 | Train Perf: 0.5991 | Eval Error: 0.0032 | Eval Perf: 0.5654
[25, 100] Train Error: 0.003 | Train Perf: 0.6089 | Eval Error: 0.0032 | Eval Perf: 0.5667
[26, 100] Train Error: 0.003 | Train Perf: 0.6123 | Eval Error: 0.0032 | Eval Perf: 0.5712
[27, 100] Train Error: 0.0029 | Train Perf: 0.6176 | Eval Error: 0.0031 | Eval Perf: 0.5776
[28, 100] Train Error: 0.0029 | Train Perf: 0.6247 | Eval Error: 0.0031 | Eval Perf: 0.583
[29, 100] Train Error: 0.0028 | Train Perf: 0.6326 | Eval Error: 0.0031 | Eval Perf: 0.5858
[30, 100] Train Error: 0.0028 | Train Perf: 0.637 | Eval Error: 0.003 | Eval Perf: 0.5927
[31, 100] Train Error: 0.0028 | Train Perf: 0.6467 | Eval Error: 0.003 | Eval Perf: 0.5921
[32, 100] Train Error: 0.0027 | Train Perf: 0.6492 | Eval Error: 0.003 | Eval Perf: 0.5969
[33, 100] Train Error: 0.0027 | Train Perf: 0.6575 | Eval Error: 0.003 | Eval Perf: 0.5989
[34, 100] Train Error: 0.0026 | Train Perf: 0.6614 | Eval Error: 0.0029 | Eval Perf: 0.6034
[35, 100] Train Error: 0.0026 | Train Perf: 0.6671 | Eval Error: 0.0029 | Eval Perf: 0.6081
[36, 100] Train Error: 0.0026 | Train Perf: 0.6737 | Eval Error: 0.0029 | Eval Perf: 0.6117
[37, 100] Train Error: 0.0025 | Train Perf: 0.6803 | Eval Error: 0.0029 | Eval Perf: 0.6173
[38, 100] Train Error: 0.0025 | Train Perf: 0.6861 | Eval Error: 0.0028 | Eval Perf: 0.619
[39, 100] Train Error: 0.0024 | Train Perf: 0.693 | Eval Error: 0.0028 | Eval Perf: 0.6204
[40, 100] Train Error: 0.0024 | Train Perf: 0.6955 | Eval Error: 0.0028 | Eval Perf: 0.6275
[41, 100] Train Error: 0.0024 | Train Perf: 0.703 | Eval Error: 0.0028 | Eval Perf: 0.6296
[42, 100] Train Error: 0.0023 | Train Perf: 0.7069 | Eval Error: 0.0027 | Eval Perf: 0.6359
[43, 100] Train Error: 0.0023 | Train Perf: 0.7162 | Eval Error: 0.0027 | Eval Perf: 0.6338
[44, 100] Train Error: 0.0023 | Train Perf: 0.7166 | Eval Error: 0.0027 | Eval Perf: 0.6411
[45, 100] Train Error: 0.0022 | Train Perf: 0.7339 | Eval Error: 0.0027 | Eval Perf: 0.6356
[46, 100] Train Error: 0.0022 | Train Perf: 0.7255 | Eval Error: 0.0027 | Eval Perf: 0.6449
[47, 100] Train Error: 0.0022 | Train Perf: 0.7333 | Eval Error: 0.0027 | Eval Perf: 0.647
[48, 100] Train Error: 0.0021 | Train Perf: 0.7385 | Eval Error: 0.0026 | Eval Perf: 0.6492
[49, 100] Train Error: 0.0021 | Train Perf: 0.7454 | Eval Error: 0.0026 | Eval Perf: 0.6488
[50, 100] Train Error: 0.002 | Train Perf: 0.7463 | Eval Error: 0.0026 | Eval Perf: 0.6555
[51, 100] Train Error: 0.002 | Train Perf: 0.7579 | Eval Error: 0.0026 | Eval Perf: 0.6533
[52, 100] Train Error: 0.002 | Train Perf: 0.7554 | Eval Error: 0.0026 | Eval Perf: 0.6586
[53, 100] Train Error: 0.0019 | Train Perf: 0.7619 | Eval Error: 0.0026 | Eval Perf: 0.66
[54, 100] Train Error: 0.0019 | Train Perf: 0.7641 | Eval Error: 0.0025 | Eval Perf: 0.6649
[55, 100] Train Error: 0.0019 | Train Perf: 0.7725 | Eval Error: 0.0026 | Eval Perf: 0.6633
[56, 100] Train Error: 0.0018 | Train Perf: 0.773 | Eval Error: 0.0025 | Eval Perf: 0.6684
[57, 100] Train Error: 0.0018 | Train Perf: 0.78 | Eval Error: 0.0025 | Eval Perf: 0.6676
[58, 100] Train Error: 0.0018 | Train Perf: 0.7829 | Eval Error: 0.0025 | Eval Perf: 0.6686
[59, 100] Train Error: 0.0018 | Train Perf: 0.7849 | Eval Error: 0.0025 | Eval Perf: 0.6717
[60, 100] Train Error: 0.0017 | Train Perf: 0.7897 | Eval Error: 0.0025 | Eval Perf: 0.6748
[61, 100] Train Error: 0.0017 | Train Perf: 0.7933 | Eval Error: 0.0025 | Eval Perf: 0.6766
[62, 100] Train Error: 0.0017 | Train Perf: 0.7975 | Eval Error: 0.0025 | Eval Perf: 0.6766
[63, 100] Train Error: 0.0017 | Train Perf: 0.8027 | Eval Error: 0.0025 | Eval Perf: 0.6749
[64, 100] Train Error: 0.0016 | Train Perf: 0.802 | Eval Error: 0.0024 | Eval Perf: 0.6807
[65, 100] Train Error: 0.0016 | Train Perf: 0.8091 | Eval Error: 0.0025 | Eval Perf: 0.6785
[66, 100] Train Error: 0.0016 | Train Perf: 0.8096 | Eval Error: 0.0024 | Eval Perf: 0.6818
[67, 100] Train Error: 0.0016 | Train Perf: 0.8141 | Eval Error: 0.0024 | Eval Perf: 0.682
[68, 100] Train Error: 0.0015 | Train Perf: 0.8161 | Eval Error: 0.0024 | Eval Perf: 0.6846
[69, 100] Train Error: 0.0015 | Train Perf: 0.8215 | Eval Error: 0.0024 | Eval Perf: 0.6833
[70, 100] Train Error: 0.0015 | Train Perf: 0.8213 | Eval Error: 0.0024 | Eval Perf: 0.6864
[71, 100] Train Error: 0.0015 | Train Perf: 0.8266 | Eval Error: 0.0024 | Eval Perf: 0.6846
[72, 100] Train Error: 0.0014 | Train Perf: 0.8268 | Eval Error: 0.0024 | Eval Perf: 0.6876
[73, 100] Train Error: 0.0014 | Train Perf: 0.8306 | Eval Error: 0.0024 | Eval Perf: 0.6891
[74, 100] Train Error: 0.0014 | Train Perf: 0.8335 | Eval Error: 0.0024 | Eval Perf: 0.6892
[75, 100] Train Error: 0.0014 | Train Perf: 0.8374 | Eval Error: 0.0024 | Eval Perf: 0.6875
[76, 100] Train Error: 0.0014 | Train Perf: 0.8377 | Eval Error: 0.0024 | Eval Perf: 0.6894
[77, 100] Train Error: 0.0013 | Train Perf: 0.8421 | Eval Error: 0.0024 | Eval Perf: 0.6871
[78, 100] Train Error: 0.0013 | Train Perf: 0.842 | Eval Error: 0.0024 | Eval Perf: 0.69
[79, 100] Train Error: 0.0013 | Train Perf: 0.8451 | Eval Error: 0.0024 | Eval Perf: 0.6904
[80, 100] Train Error: 0.0013 | Train Perf: 0.8486 | Eval Error: 0.0024 | Eval Perf: 0.689
[81, 100] Train Error: 0.0013 | Train Perf: 0.8493 | Eval Error: 0.0024 | Eval Perf: 0.6895
[82, 100] Train Error: 0.0013 | Train Perf: 0.8506 | Eval Error: 0.0024 | Eval Perf: 0.6913
[83, 100] Train Error: 0.0012 | Train Perf: 0.8548 | Eval Error: 0.0024 | Eval Perf: 0.689
[84, 100] Train Error: 0.0012 | Train Perf: 0.8567 | Eval Error: 0.0024 | Eval Perf: 0.6887
[85, 100] Train Error: 0.0012 | Train Perf: 0.8562 | Eval Error: 0.0024 | Eval Perf: 0.6899
