NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0236 | Train Perf: 0.267 | Eval Error: 0.0186 | Eval Perf: 0.7637
[2, 100] Train Error: 0.0138 | Train Perf: 0.7315 | Eval Error: 0.0108 | Eval Perf: 0.7827
[3, 100] Train Error: 0.0091 | Train Perf: 0.8067 | Eval Error: 0.0093 | Eval Perf: 0.8058
[4, 100] Train Error: 0.0075 | Train Perf: 0.8407 | Eval Error: 0.0084 | Eval Perf: 0.8214
[5, 100] Train Error: 0.0066 | Train Perf: 0.8595 | Eval Error: 0.0082 | Eval Perf: 0.8278
[6, 100] Train Error: 0.006 | Train Perf: 0.8733 | Eval Error: 0.0082 | Eval Perf: 0.8271
[7, 100] Train Error: 0.0057 | Train Perf: 0.8807 | Eval Error: 0.0083 | Eval Perf: 0.8262
[8, 100] Train Error: 0.0053 | Train Perf: 0.889 | Eval Error: 0.0087 | Eval Perf: 0.8161
[9, 100] Train Error: 0.0052 | Train Perf: 0.8919 | Eval Error: 0.0084 | Eval Perf: 0.8184
[10, 100] Train Error: 0.0051 | Train Perf: 0.8943 | Eval Error: 0.0086 | Eval Perf: 0.8151
[11, 100] Train Error: 0.0049 | Train Perf: 0.898 | Eval Error: 0.0084 | Eval Perf: 0.8174
[12, 100] Train Error: 0.0048 | Train Perf: 0.9002 | Eval Error: 0.0085 | Eval Perf: 0.8187
[13, 100] Train Error: 0.0046 | Train Perf: 0.9049 | Eval Error: 0.0089 | Eval Perf: 0.8147
[14, 100] Train Error: 0.0046 | Train Perf: 0.9049 | Eval Error: 0.0087 | Eval Perf: 0.8123
[15, 100] Train Error: 0.0046 | Train Perf: 0.9055 | Eval Error: 0.0089 | Eval Perf: 0.8104
[16, 100] Train Error: 0.0044 | Train Perf: 0.9094 | Eval Error: 0.0086 | Eval Perf: 0.8147
[17, 100] Train Error: 0.0043 | Train Perf: 0.9112 | Eval Error: 0.0092 | Eval Perf: 0.8114
[18, 100] Train Error: 0.0043 | Train Perf: 0.912 | Eval Error: 0.0088 | Eval Perf: 0.8123
[19, 100] Train Error: 0.0042 | Train Perf: 0.9125 | Eval Error: 0.0093 | Eval Perf: 0.8084
[20, 100] Train Error: 0.0041 | Train Perf: 0.9149 | Eval Error: 0.0089 | Eval Perf: 0.8099
[21, 100] Train Error: 0.0041 | Train Perf: 0.9148 | Eval Error: 0.0089 | Eval Perf: 0.8131
[22, 100] Train Error: 0.0041 | Train Perf: 0.916 | Eval Error: 0.0088 | Eval Perf: 0.8123
[23, 100] Train Error: 0.004 | Train Perf: 0.9165 | Eval Error: 0.009 | Eval Perf: 0.8097
[24, 100] Train Error: 0.004 | Train Perf: 0.9175 | Eval Error: 0.009 | Eval Perf: 0.8073
[25, 100] Train Error: 0.0039 | Train Perf: 0.9196 | Eval Error: 0.0093 | Eval Perf: 0.8061
[26, 100] Train Error: 0.004 | Train Perf: 0.9183 | Eval Error: 0.0091 | Eval Perf: 0.8077
[27, 100] Train Error: 0.0039 | Train Perf: 0.9204 | Eval Error: 0.0093 | Eval Perf: 0.8046
[28, 100] Train Error: 0.0038 | Train Perf: 0.9218 | Eval Error: 0.009 | Eval Perf: 0.8078
[29, 100] Train Error: 0.0038 | Train Perf: 0.9219 | Eval Error: 0.0091 | Eval Perf: 0.8073
[30, 100] Train Error: 0.0038 | Train Perf: 0.9228 | Eval Error: 0.0091 | Eval Perf: 0.8073
[31, 100] Train Error: 0.0037 | Train Perf: 0.9239 | Eval Error: 0.0091 | Eval Perf: 0.8082
[32, 100] Train Error: 0.0037 | Train Perf: 0.9238 | Eval Error: 0.0091 | Eval Perf: 0.8076
[33, 100] Train Error: 0.0036 | Train Perf: 0.9255 | Eval Error: 0.0092 | Eval Perf: 0.8057
[34, 100] Train Error: 0.0036 | Train Perf: 0.9264 | Eval Error: 0.0091 | Eval Perf: 0.8064
[35, 100] Train Error: 0.0035 | Train Perf: 0.9272 | Eval Error: 0.0092 | Eval Perf: 0.8059
[36, 100] Train Error: 0.0036 | Train Perf: 0.9269 | Eval Error: 0.0091 | Eval Perf: 0.809
[37, 100] Train Error: 0.0035 | Train Perf: 0.9291 | Eval Error: 0.009 | Eval Perf: 0.8095
[38, 100] Train Error: 0.0034 | Train Perf: 0.9298 | Eval Error: 0.0091 | Eval Perf: 0.8117
[39, 100] Train Error: 0.0034 | Train Perf: 0.9304 | Eval Error: 0.009 | Eval Perf: 0.8105
[40, 100] Train Error: 0.0033 | Train Perf: 0.9319 | Eval Error: 0.0093 | Eval Perf: 0.8122
[41, 100] Train Error: 0.0033 | Train Perf: 0.9316 | Eval Error: 0.009 | Eval Perf: 0.8083
[42, 100] Train Error: 0.0033 | Train Perf: 0.9319 | Eval Error: 0.0092 | Eval Perf: 0.8097
[43, 100] Train Error: 0.0033 | Train Perf: 0.9326 | Eval Error: 0.0089 | Eval Perf: 0.8098
[44, 100] Train Error: 0.0033 | Train Perf: 0.9334 | Eval Error: 0.009 | Eval Perf: 0.8107
[45, 100] Train Error: 0.0032 | Train Perf: 0.9345 | Eval Error: 0.009 | Eval Perf: 0.8123
[46, 100] Train Error: 0.0031 | Train Perf: 0.9357 | Eval Error: 0.0095 | Eval Perf: 0.8043
