NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0253 | Train Perf: 0.1507 | Eval Error: 0.0206 | Eval Perf: 0.7072
[2, 100] Train Error: 0.0176 | Train Perf: 0.6923 | Eval Error: 0.0154 | Eval Perf: 0.7423
[3, 100] Train Error: 0.0136 | Train Perf: 0.7353 | Eval Error: 0.0125 | Eval Perf: 0.7583
[4, 100] Train Error: 0.0115 | Train Perf: 0.7575 | Eval Error: 0.0112 | Eval Perf: 0.7677
[5, 100] Train Error: 0.0104 | Train Perf: 0.7725 | Eval Error: 0.0106 | Eval Perf: 0.7832
[6, 100] Train Error: 0.0098 | Train Perf: 0.7871 | Eval Error: 0.0099 | Eval Perf: 0.7865
[7, 100] Train Error: 0.0092 | Train Perf: 0.8001 | Eval Error: 0.0095 | Eval Perf: 0.7992
[8, 100] Train Error: 0.0087 | Train Perf: 0.8121 | Eval Error: 0.0092 | Eval Perf: 0.8068
[9, 100] Train Error: 0.0082 | Train Perf: 0.8258 | Eval Error: 0.009 | Eval Perf: 0.8071
[10, 100] Train Error: 0.0078 | Train Perf: 0.8333 | Eval Error: 0.0087 | Eval Perf: 0.8148
[11, 100] Train Error: 0.0074 | Train Perf: 0.841 | Eval Error: 0.0085 | Eval Perf: 0.8188
[12, 100] Train Error: 0.007 | Train Perf: 0.8505 | Eval Error: 0.0089 | Eval Perf: 0.8271
[13, 100] Train Error: 0.0069 | Train Perf: 0.8538 | Eval Error: 0.0083 | Eval Perf: 0.8252
[14, 100] Train Error: 0.0067 | Train Perf: 0.8587 | Eval Error: 0.0081 | Eval Perf: 0.8268
[15, 100] Train Error: 0.0065 | Train Perf: 0.863 | Eval Error: 0.0081 | Eval Perf: 0.8316
[16, 100] Train Error: 0.0063 | Train Perf: 0.8677 | Eval Error: 0.008 | Eval Perf: 0.8274
[17, 100] Train Error: 0.0061 | Train Perf: 0.87 | Eval Error: 0.0077 | Eval Perf: 0.834
[18, 100] Train Error: 0.0061 | Train Perf: 0.8716 | Eval Error: 0.0078 | Eval Perf: 0.8334
[19, 100] Train Error: 0.0058 | Train Perf: 0.8768 | Eval Error: 0.0077 | Eval Perf: 0.8346
