NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0274 | Train Perf: -0.0014 | Eval Error: 0.0241 | Eval Perf: 0.4416
[2, 100] Train Error: 0.0243 | Train Perf: 0.3902 | Eval Error: 0.0232 | Eval Perf: 0.6259
[3, 100] Train Error: 0.0233 | Train Perf: 0.6531 | Eval Error: 0.022 | Eval Perf: 0.6968
[4, 100] Train Error: 0.0217 | Train Perf: 0.7052 | Eval Error: 0.0204 | Eval Perf: 0.7288
[5, 100] Train Error: 0.0197 | Train Perf: 0.7497 | Eval Error: 0.0183 | Eval Perf: 0.745
[6, 100] Train Error: 0.0172 | Train Perf: 0.7711 | Eval Error: 0.016 | Eval Perf: 0.7547
[7, 100] Train Error: 0.0147 | Train Perf: 0.7754 | Eval Error: 0.0138 | Eval Perf: 0.7627
[8, 100] Train Error: 0.0127 | Train Perf: 0.7869 | Eval Error: 0.0122 | Eval Perf: 0.7697
[9, 100] Train Error: 0.0112 | Train Perf: 0.7968 | Eval Error: 0.011 | Eval Perf: 0.7751
[10, 100] Train Error: 0.0101 | Train Perf: 0.8034 | Eval Error: 0.0103 | Eval Perf: 0.7803
[11, 100] Train Error: 0.0094 | Train Perf: 0.8104 | Eval Error: 0.0098 | Eval Perf: 0.7863
[12, 100] Train Error: 0.0088 | Train Perf: 0.8198 | Eval Error: 0.0095 | Eval Perf: 0.7915
[13, 100] Train Error: 0.0083 | Train Perf: 0.827 | Eval Error: 0.0092 | Eval Perf: 0.7965
[14, 100] Train Error: 0.0079 | Train Perf: 0.8343 | Eval Error: 0.0089 | Eval Perf: 0.8016
[15, 100] Train Error: 0.0076 | Train Perf: 0.8411 | Eval Error: 0.0087 | Eval Perf: 0.8072
[16, 100] Train Error: 0.0073 | Train Perf: 0.848 | Eval Error: 0.0085 | Eval Perf: 0.8101
[17, 100] Train Error: 0.007 | Train Perf: 0.8529 | Eval Error: 0.0084 | Eval Perf: 0.815
[18, 100] Train Error: 0.0067 | Train Perf: 0.8597 | Eval Error: 0.0083 | Eval Perf: 0.8147
[19, 100] Train Error: 0.0066 | Train Perf: 0.8619 | Eval Error: 0.0081 | Eval Perf: 0.8189
[20, 100] Train Error: 0.0064 | Train Perf: 0.8667 | Eval Error: 0.0081 | Eval Perf: 0.8217
[21, 100] Train Error: 0.0062 | Train Perf: 0.8707 | Eval Error: 0.008 | Eval Perf: 0.8214
[22, 100] Train Error: 0.0061 | Train Perf: 0.8723 | Eval Error: 0.008 | Eval Perf: 0.8248
[23, 100] Train Error: 0.006 | Train Perf: 0.8754 | Eval Error: 0.0079 | Eval Perf: 0.8237
[24, 100] Train Error: 0.0059 | Train Perf: 0.8768 | Eval Error: 0.0079 | Eval Perf: 0.825
[25, 100] Train Error: 0.0058 | Train Perf: 0.8793 | Eval Error: 0.0079 | Eval Perf: 0.8256
[26, 100] Train Error: 0.0057 | Train Perf: 0.8811 | Eval Error: 0.0079 | Eval Perf: 0.8254
[27, 100] Train Error: 0.0056 | Train Perf: 0.8831 | Eval Error: 0.0079 | Eval Perf: 0.8271
[28, 100] Train Error: 0.0055 | Train Perf: 0.8844 | Eval Error: 0.0079 | Eval Perf: 0.8278
[29, 100] Train Error: 0.0055 | Train Perf: 0.8862 | Eval Error: 0.0078 | Eval Perf: 0.8262
[30, 100] Train Error: 0.0054 | Train Perf: 0.8871 | Eval Error: 0.0078 | Eval Perf: 0.827
[31, 100] Train Error: 0.0053 | Train Perf: 0.8895 | Eval Error: 0.0079 | Eval Perf: 0.8254
[32, 100] Train Error: 0.0053 | Train Perf: 0.8896 | Eval Error: 0.0079 | Eval Perf: 0.8267
[33, 100] Train Error: 0.0052 | Train Perf: 0.891 | Eval Error: 0.0079 | Eval Perf: 0.827
[34, 100] Train Error: 0.0052 | Train Perf: 0.8924 | Eval Error: 0.0079 | Eval Perf: 0.827
[35, 100] Train Error: 0.0051 | Train Perf: 0.8937 | Eval Error: 0.0079 | Eval Perf: 0.8261
[36, 100] Train Error: 0.0051 | Train Perf: 0.8945 | Eval Error: 0.0079 | Eval Perf: 0.8245
[37, 100] Train Error: 0.0051 | Train Perf: 0.8949 | Eval Error: 0.0079 | Eval Perf: 0.8258
[38, 100] Train Error: 0.005 | Train Perf: 0.8962 | Eval Error: 0.0079 | Eval Perf: 0.8253
[39, 100] Train Error: 0.005 | Train Perf: 0.8968 | Eval Error: 0.008 | Eval Perf: 0.8242
[40, 100] Train Error: 0.0049 | Train Perf: 0.8979 | Eval Error: 0.008 | Eval Perf: 0.8233
[41, 100] Train Error: 0.0049 | Train Perf: 0.8978 | Eval Error: 0.008 | Eval Perf: 0.825
[42, 100] Train Error: 0.0049 | Train Perf: 0.8993 | Eval Error: 0.008 | Eval Perf: 0.8232
[43, 100] Train Error: 0.0048 | Train Perf: 0.8998 | Eval Error: 0.008 | Eval Perf: 0.823
[44, 100] Train Error: 0.0048 | Train Perf: 0.8999 | Eval Error: 0.008 | Eval Perf: 0.8239
[45, 100] Train Error: 0.0048 | Train Perf: 0.9009 | Eval Error: 0.008 | Eval Perf: 0.823
[46, 100] Train Error: 0.0048 | Train Perf: 0.9013 | Eval Error: 0.0081 | Eval Perf: 0.8236
[47, 100] Train Error: 0.0047 | Train Perf: 0.902 | Eval Error: 0.0081 | Eval Perf: 0.8226
[48, 100] Train Error: 0.0047 | Train Perf: 0.9025 | Eval Error: 0.0081 | Eval Perf: 0.8218
[49, 100] Train Error: 0.0047 | Train Perf: 0.9028 | Eval Error: 0.0081 | Eval Perf: 0.8218
[50, 100] Train Error: 0.0047 | Train Perf: 0.9034 | Eval Error: 0.0082 | Eval Perf: 0.8227
[51, 100] Train Error: 0.0046 | Train Perf: 0.9041 | Eval Error: 0.0082 | Eval Perf: 0.8225
[52, 100] Train Error: 0.0046 | Train Perf: 0.9043 | Eval Error: 0.0082 | Eval Perf: 0.8212
[53, 100] Train Error: 0.0046 | Train Perf: 0.9053 | Eval Error: 0.0082 | Eval Perf: 0.8198
[54, 100] Train Error: 0.0046 | Train Perf: 0.9055 | Eval Error: 0.0083 | Eval Perf: 0.8216
[55, 100] Train Error: 0.0046 | Train Perf: 0.9064 | Eval Error: 0.0082 | Eval Perf: 0.82
[56, 100] Train Error: 0.0046 | Train Perf: 0.906 | Eval Error: 0.0082 | Eval Perf: 0.8199
[57, 100] Train Error: 0.0045 | Train Perf: 0.9067 | Eval Error: 0.0082 | Eval Perf: 0.8201
[58, 100] Train Error: 0.0045 | Train Perf: 0.9073 | Eval Error: 0.0083 | Eval Perf: 0.8187
[59, 100] Train Error: 0.0045 | Train Perf: 0.9069 | Eval Error: 0.0082 | Eval Perf: 0.8195
[60, 100] Train Error: 0.0045 | Train Perf: 0.9077 | Eval Error: 0.0083 | Eval Perf: 0.8191
[61, 100] Train Error: 0.0045 | Train Perf: 0.9077 | Eval Error: 0.0083 | Eval Perf: 0.8195
[62, 100] Train Error: 0.0045 | Train Perf: 0.9087 | Eval Error: 0.0083 | Eval Perf: 0.8181
[63, 100] Train Error: 0.0044 | Train Perf: 0.9084 | Eval Error: 0.0083 | Eval Perf: 0.8183
[64, 100] Train Error: 0.0044 | Train Perf: 0.9084 | Eval Error: 0.0083 | Eval Perf: 0.8188
[65, 100] Train Error: 0.0044 | Train Perf: 0.9092 | Eval Error: 0.0083 | Eval Perf: 0.8184
[66, 100] Train Error: 0.0044 | Train Perf: 0.9099 | Eval Error: 0.0084 | Eval Perf: 0.8173
[67, 100] Train Error: 0.0044 | Train Perf: 0.9096 | Eval Error: 0.0083 | Eval Perf: 0.8184
[68, 100] Train Error: 0.0044 | Train Perf: 0.9098 | Eval Error: 0.0083 | Eval Perf: 0.8177
[69, 100] Train Error: 0.0044 | Train Perf: 0.91 | Eval Error: 0.0083 | Eval Perf: 0.8176
[70, 100] Train Error: 0.0044 | Train Perf: 0.9104 | Eval Error: 0.0084 | Eval Perf: 0.8172
[71, 100] Train Error: 0.0043 | Train Perf: 0.9105 | Eval Error: 0.0084 | Eval Perf: 0.8177
[72, 100] Train Error: 0.0043 | Train Perf: 0.9108 | Eval Error: 0.0084 | Eval Perf: 0.8175
[73, 100] Train Error: 0.0043 | Train Perf: 0.9115 | Eval Error: 0.0084 | Eval Perf: 0.8167
[74, 100] Train Error: 0.0043 | Train Perf: 0.911 | Eval Error: 0.0084 | Eval Perf: 0.8172
[75, 100] Train Error: 0.0043 | Train Perf: 0.9116 | Eval Error: 0.0084 | Eval Perf: 0.8176
[76, 100] Train Error: 0.0043 | Train Perf: 0.9119 | Eval Error: 0.0084 | Eval Perf: 0.8177
[77, 100] Train Error: 0.0043 | Train Perf: 0.9125 | Eval Error: 0.0084 | Eval Perf: 0.8168
[78, 100] Train Error: 0.0043 | Train Perf: 0.9124 | Eval Error: 0.0084 | Eval Perf: 0.8167
[79, 100] Train Error: 0.0043 | Train Perf: 0.9122 | Eval Error: 0.0084 | Eval Perf: 0.817
[80, 100] Train Error: 0.0042 | Train Perf: 0.9133 | Eval Error: 0.0084 | Eval Perf: 0.8172
[81, 100] Train Error: 0.0042 | Train Perf: 0.913 | Eval Error: 0.0084 | Eval Perf: 0.8166
[82, 100] Train Error: 0.0042 | Train Perf: 0.9131 | Eval Error: 0.0084 | Eval Perf: 0.8171
[83, 100] Train Error: 0.0042 | Train Perf: 0.9134 | Eval Error: 0.0084 | Eval Perf: 0.8167
[84, 100] Train Error: 0.0042 | Train Perf: 0.9133 | Eval Error: 0.0084 | Eval Perf: 0.8169
[85, 100] Train Error: 0.0042 | Train Perf: 0.9142 | Eval Error: 0.0085 | Eval Perf: 0.8162
[86, 100] Train Error: 0.0042 | Train Perf: 0.9145 | Eval Error: 0.0085 | Eval Perf: 0.8162
[87, 100] Train Error: 0.0042 | Train Perf: 0.914 | Eval Error: 0.0084 | Eval Perf: 0.8164
[88, 100] Train Error: 0.0042 | Train Perf: 0.9144 | Eval Error: 0.0085 | Eval Perf: 0.8161
[89, 100] Train Error: 0.0042 | Train Perf: 0.9142 | Eval Error: 0.0084 | Eval Perf: 0.8166
[90, 100] Train Error: 0.0041 | Train Perf: 0.9147 | Eval Error: 0.0084 | Eval Perf: 0.8166
[91, 100] Train Error: 0.0041 | Train Perf: 0.9151 | Eval Error: 0.0084 | Eval Perf: 0.8162
[92, 100] Train Error: 0.0042 | Train Perf: 0.9146 | Eval Error: 0.0084 | Eval Perf: 0.8165
[93, 100] Train Error: 0.0041 | Train Perf: 0.9154 | Eval Error: 0.0084 | Eval Perf: 0.8162
[94, 100] Train Error: 0.0041 | Train Perf: 0.9159 | Eval Error: 0.0085 | Eval Perf: 0.8161
[95, 100] Train Error: 0.0041 | Train Perf: 0.9159 | Eval Error: 0.0085 | Eval Perf: 0.8162
[96, 100] Train Error: 0.0041 | Train Perf: 0.9154 | Eval Error: 0.0084 | Eval Perf: 0.8161
[97, 100] Train Error: 0.0041 | Train Perf: 0.9156 | Eval Error: 0.0084 | Eval Perf: 0.8163
[98, 100] Train Error: 0.0041 | Train Perf: 0.9163 | Eval Error: 0.0084 | Eval Perf: 0.8161
[99, 100] Train Error: 0.0041 | Train Perf: 0.9161 | Eval Error: 0.0084 | Eval Perf: 0.8163
[100, 100] Train Error: 0.0041 | Train Perf: 0.9165 | Eval Error: 0.0084 | Eval Perf: 0.8163
