NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0068 | Train Perf: 0.1108 | Eval Error: 0.0057 | Eval Perf: 0.4803
[2, 100] Train Error: 0.0053 | Train Perf: 0.4686 | Eval Error: 0.0056 | Eval Perf: 0.5336
[3, 100] Train Error: 0.0045 | Train Perf: 0.5709 | Eval Error: 0.0044 | Eval Perf: 0.6292
[4, 100] Train Error: 0.0038 | Train Perf: 0.6677 | Eval Error: 0.0042 | Eval Perf: 0.6575
[5, 100] Train Error: 0.0033 | Train Perf: 0.7095 | Eval Error: 0.0041 | Eval Perf: 0.6491
[6, 100] Train Error: 0.003 | Train Perf: 0.7474 | Eval Error: 0.0038 | Eval Perf: 0.6774
[7, 100] Train Error: 0.0026 | Train Perf: 0.7781 | Eval Error: 0.0044 | Eval Perf: 0.6965
[8, 100] Train Error: 0.0025 | Train Perf: 0.7876 | Eval Error: 0.0039 | Eval Perf: 0.6752
[9, 100] Train Error: 0.0022 | Train Perf: 0.8141 | Eval Error: 0.0037 | Eval Perf: 0.6839
[10, 100] Train Error: 0.002 | Train Perf: 0.8391 | Eval Error: 0.004 | Eval Perf: 0.6743
[11, 100] Train Error: 0.0018 | Train Perf: 0.8509 | Eval Error: 0.0046 | Eval Perf: 0.5999
[12, 100] Train Error: 0.0018 | Train Perf: 0.8536 | Eval Error: 0.0043 | Eval Perf: 0.632
[13, 100] Train Error: 0.0016 | Train Perf: 0.8692 | Eval Error: 0.0042 | Eval Perf: 0.6384
[14, 100] Train Error: 0.0015 | Train Perf: 0.8769 | Eval Error: 0.0042 | Eval Perf: 0.6538
[15, 100] Train Error: 0.0015 | Train Perf: 0.8772 | Eval Error: 0.0045 | Eval Perf: 0.6371
[16, 100] Train Error: 0.0014 | Train Perf: 0.8867 | Eval Error: 0.0043 | Eval Perf: 0.6484
[17, 100] Train Error: 0.0014 | Train Perf: 0.8886 | Eval Error: 0.0045 | Eval Perf: 0.619
[18, 100] Train Error: 0.0013 | Train Perf: 0.8957 | Eval Error: 0.0045 | Eval Perf: 0.6332
[19, 100] Train Error: 0.0013 | Train Perf: 0.8999 | Eval Error: 0.0043 | Eval Perf: 0.6509
[20, 100] Train Error: 0.0012 | Train Perf: 0.9054 | Eval Error: 0.0045 | Eval Perf: 0.6044
[21, 100] Train Error: 0.0012 | Train Perf: 0.9053 | Eval Error: 0.0044 | Eval Perf: 0.6549
[22, 100] Train Error: 0.0011 | Train Perf: 0.9095 | Eval Error: 0.0044 | Eval Perf: 0.6683
[23, 100] Train Error: 0.0011 | Train Perf: 0.9117 | Eval Error: 0.0045 | Eval Perf: 0.6282
[24, 100] Train Error: 0.0011 | Train Perf: 0.9166 | Eval Error: 0.0047 | Eval Perf: 0.6087
[25, 100] Train Error: 0.001 | Train Perf: 0.9179 | Eval Error: 0.005 | Eval Perf: 0.5788
[26, 100] Train Error: 0.001 | Train Perf: 0.9225 | Eval Error: 0.0047 | Eval Perf: 0.605
[27, 100] Train Error: 0.001 | Train Perf: 0.9243 | Eval Error: 0.0048 | Eval Perf: 0.602
[28, 100] Train Error: 0.0009 | Train Perf: 0.9263 | Eval Error: 0.0048 | Eval Perf: 0.6148
[29, 100] Train Error: 0.0009 | Train Perf: 0.9285 | Eval Error: 0.0047 | Eval Perf: 0.6327
[30, 100] Train Error: 0.0009 | Train Perf: 0.9305 | Eval Error: 0.0049 | Eval Perf: 0.5905
[31, 100] Train Error: 0.0009 | Train Perf: 0.9333 | Eval Error: 0.0049 | Eval Perf: 0.5936
[32, 100] Train Error: 0.0009 | Train Perf: 0.9331 | Eval Error: 0.0052 | Eval Perf: 0.5678
[33, 100] Train Error: 0.0008 | Train Perf: 0.9366 | Eval Error: 0.0051 | Eval Perf: 0.5767
[34, 100] Train Error: 0.0008 | Train Perf: 0.9381 | Eval Error: 0.005 | Eval Perf: 0.6277
[35, 100] Train Error: 0.0008 | Train Perf: 0.9379 | Eval Error: 0.0051 | Eval Perf: 0.578
[36, 100] Train Error: 0.0008 | Train Perf: 0.9409 | Eval Error: 0.0052 | Eval Perf: 0.6169
[37, 100] Train Error: 0.0008 | Train Perf: 0.9408 | Eval Error: 0.0051 | Eval Perf: 0.5763
[38, 100] Train Error: 0.0007 | Train Perf: 0.9423 | Eval Error: 0.0051 | Eval Perf: 0.5819
[39, 100] Train Error: 0.0007 | Train Perf: 0.9433 | Eval Error: 0.0052 | Eval Perf: 0.5701
[40, 100] Train Error: 0.0007 | Train Perf: 0.9458 | Eval Error: 0.005 | Eval Perf: 0.5921
[41, 100] Train Error: 0.0007 | Train Perf: 0.9469 | Eval Error: 0.0052 | Eval Perf: 0.577
[42, 100] Train Error: 0.0007 | Train Perf: 0.9467 | Eval Error: 0.0053 | Eval Perf: 0.5586
[43, 100] Train Error: 0.0007 | Train Perf: 0.9476 | Eval Error: 0.0049 | Eval Perf: 0.6052
[44, 100] Train Error: 0.0007 | Train Perf: 0.9494 | Eval Error: 0.0051 | Eval Perf: 0.5783
[45, 100] Train Error: 0.0007 | Train Perf: 0.9497 | Eval Error: 0.005 | Eval Perf: 0.6244
[46, 100] Train Error: 0.0007 | Train Perf: 0.9486 | Eval Error: 0.0052 | Eval Perf: 0.5909
[47, 100] Train Error: 0.0006 | Train Perf: 0.9514 | Eval Error: 0.005 | Eval Perf: 0.6045
[48, 100] Train Error: 0.0006 | Train Perf: 0.9525 | Eval Error: 0.0051 | Eval Perf: 0.5846
[49, 100] Train Error: 0.0006 | Train Perf: 0.9516 | Eval Error: 0.0051 | Eval Perf: 0.6039
[50, 100] Train Error: 0.0006 | Train Perf: 0.953 | Eval Error: 0.0052 | Eval Perf: 0.5733
[51, 100] Train Error: 0.0006 | Train Perf: 0.9527 | Eval Error: 0.0053 | Eval Perf: 0.5717
[52, 100] Train Error: 0.0006 | Train Perf: 0.9534 | Eval Error: 0.0052 | Eval Perf: 0.5814
[53, 100] Train Error: 0.0006 | Train Perf: 0.9547 | Eval Error: 0.005 | Eval Perf: 0.5963
[54, 100] Train Error: 0.0006 | Train Perf: 0.9543 | Eval Error: 0.0054 | Eval Perf: 0.5741
[55, 100] Train Error: 0.0006 | Train Perf: 0.9554 | Eval Error: 0.0053 | Eval Perf: 0.5753
[56, 100] Train Error: 0.0006 | Train Perf: 0.9554 | Eval Error: 0.0053 | Eval Perf: 0.5991
[57, 100] Train Error: 0.0006 | Train Perf: 0.9547 | Eval Error: 0.0053 | Eval Perf: 0.5589
[58, 100] Train Error: 0.0006 | Train Perf: 0.9563 | Eval Error: 0.0052 | Eval Perf: 0.5978
