NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0373 | Train Perf: -0.0218 | Eval Error: 0.0356 | Eval Perf: 0.3847
[2, 100] Train Error: 0.0358 | Train Perf: 0.1746 | Eval Error: 0.0349 | Eval Perf: 0.4991
[3, 100] Train Error: 0.035 | Train Perf: 0.3159 | Eval Error: 0.0342 | Eval Perf: 0.5525
[4, 100] Train Error: 0.0338 | Train Perf: 0.4411 | Eval Error: 0.0326 | Eval Perf: 0.5789
[5, 100] Train Error: 0.0319 | Train Perf: 0.5303 | Eval Error: 0.0308 | Eval Perf: 0.5978
[6, 100] Train Error: 0.0296 | Train Perf: 0.606 | Eval Error: 0.0283 | Eval Perf: 0.6148
[7, 100] Train Error: 0.027 | Train Perf: 0.6472 | Eval Error: 0.026 | Eval Perf: 0.632
[8, 100] Train Error: 0.0243 | Train Perf: 0.6743 | Eval Error: 0.0239 | Eval Perf: 0.6514
[9, 100] Train Error: 0.022 | Train Perf: 0.7021 | Eval Error: 0.0219 | Eval Perf: 0.6695
[10, 100] Train Error: 0.0199 | Train Perf: 0.7248 | Eval Error: 0.0205 | Eval Perf: 0.6869
[11, 100] Train Error: 0.0183 | Train Perf: 0.7468 | Eval Error: 0.0195 | Eval Perf: 0.6995
[12, 100] Train Error: 0.0169 | Train Perf: 0.7628 | Eval Error: 0.0186 | Eval Perf: 0.7132
[13, 100] Train Error: 0.0158 | Train Perf: 0.7744 | Eval Error: 0.0178 | Eval Perf: 0.7227
[14, 100] Train Error: 0.015 | Train Perf: 0.7862 | Eval Error: 0.0173 | Eval Perf: 0.7282
[15, 100] Train Error: 0.0143 | Train Perf: 0.7937 | Eval Error: 0.017 | Eval Perf: 0.735
[16, 100] Train Error: 0.0137 | Train Perf: 0.8006 | Eval Error: 0.0166 | Eval Perf: 0.7376
[17, 100] Train Error: 0.0133 | Train Perf: 0.8051 | Eval Error: 0.0164 | Eval Perf: 0.7411
[18, 100] Train Error: 0.0129 | Train Perf: 0.8109 | Eval Error: 0.0162 | Eval Perf: 0.7426
[19, 100] Train Error: 0.0126 | Train Perf: 0.814 | Eval Error: 0.0162 | Eval Perf: 0.7434
[20, 100] Train Error: 0.0124 | Train Perf: 0.8178 | Eval Error: 0.0161 | Eval Perf: 0.7441
[21, 100] Train Error: 0.0121 | Train Perf: 0.8207 | Eval Error: 0.016 | Eval Perf: 0.7456
[22, 100] Train Error: 0.012 | Train Perf: 0.8219 | Eval Error: 0.016 | Eval Perf: 0.7454
