NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0052 | Train Perf: -0.0403 | Eval Error: 0.0044 | Eval Perf: 0.3433
[2, 100] Train Error: 0.0043 | Train Perf: 0.1663 | Eval Error: 0.0043 | Eval Perf: 0.4623
[3, 100] Train Error: 0.0042 | Train Perf: 0.302 | Eval Error: 0.0041 | Eval Perf: 0.5083
[4, 100] Train Error: 0.004 | Train Perf: 0.4233 | Eval Error: 0.004 | Eval Perf: 0.5272
[5, 100] Train Error: 0.0037 | Train Perf: 0.5164 | Eval Error: 0.0038 | Eval Perf: 0.5402
[6, 100] Train Error: 0.0034 | Train Perf: 0.5836 | Eval Error: 0.0036 | Eval Perf: 0.5411
[7, 100] Train Error: 0.003 | Train Perf: 0.6303 | Eval Error: 0.0034 | Eval Perf: 0.5472
[8, 100] Train Error: 0.0028 | Train Perf: 0.6558 | Eval Error: 0.0033 | Eval Perf: 0.5481
[9, 100] Train Error: 0.0025 | Train Perf: 0.6868 | Eval Error: 0.0032 | Eval Perf: 0.5523
[10, 100] Train Error: 0.0023 | Train Perf: 0.7071 | Eval Error: 0.0032 | Eval Perf: 0.5477
[11, 100] Train Error: 0.0021 | Train Perf: 0.7292 | Eval Error: 0.0033 | Eval Perf: 0.5423
[12, 100] Train Error: 0.002 | Train Perf: 0.7453 | Eval Error: 0.0033 | Eval Perf: 0.5377
[13, 100] Train Error: 0.0019 | Train Perf: 0.7604 | Eval Error: 0.0034 | Eval Perf: 0.5309
[14, 100] Train Error: 0.0018 | Train Perf: 0.7765 | Eval Error: 0.0036 | Eval Perf: 0.5231
[15, 100] Train Error: 0.0017 | Train Perf: 0.7851 | Eval Error: 0.0035 | Eval Perf: 0.5219
[16, 100] Train Error: 0.0016 | Train Perf: 0.8041 | Eval Error: 0.0035 | Eval Perf: 0.5194
[17, 100] Train Error: 0.0016 | Train Perf: 0.8044 | Eval Error: 0.0036 | Eval Perf: 0.5115
[18, 100] Train Error: 0.0015 | Train Perf: 0.8121 | Eval Error: 0.0037 | Eval Perf: 0.5048
[19, 100] Train Error: 0.0015 | Train Perf: 0.8215 | Eval Error: 0.0037 | Eval Perf: 0.5036
[20, 100] Train Error: 0.0014 | Train Perf: 0.8263 | Eval Error: 0.0038 | Eval Perf: 0.4976
[21, 100] Train Error: 0.0014 | Train Perf: 0.8298 | Eval Error: 0.0038 | Eval Perf: 0.4931
[22, 100] Train Error: 0.0013 | Train Perf: 0.8398 | Eval Error: 0.0039 | Eval Perf: 0.4887
[23, 100] Train Error: 0.0013 | Train Perf: 0.8416 | Eval Error: 0.0039 | Eval Perf: 0.4827
[24, 100] Train Error: 0.0013 | Train Perf: 0.8457 | Eval Error: 0.004 | Eval Perf: 0.4826
[25, 100] Train Error: 0.0012 | Train Perf: 0.8517 | Eval Error: 0.004 | Eval Perf: 0.483
[26, 100] Train Error: 0.0012 | Train Perf: 0.8578 | Eval Error: 0.0042 | Eval Perf: 0.48
[27, 100] Train Error: 0.0012 | Train Perf: 0.8577 | Eval Error: 0.004 | Eval Perf: 0.4719
[28, 100] Train Error: 0.0012 | Train Perf: 0.8624 | Eval Error: 0.0041 | Eval Perf: 0.4676
[29, 100] Train Error: 0.0011 | Train Perf: 0.8664 | Eval Error: 0.0041 | Eval Perf: 0.4618
[30, 100] Train Error: 0.0011 | Train Perf: 0.868 | Eval Error: 0.0042 | Eval Perf: 0.4568
[31, 100] Train Error: 0.0011 | Train Perf: 0.8724 | Eval Error: 0.0042 | Eval Perf: 0.4557
[32, 100] Train Error: 0.0011 | Train Perf: 0.8745 | Eval Error: 0.0041 | Eval Perf: 0.4552
[33, 100] Train Error: 0.001 | Train Perf: 0.877 | Eval Error: 0.0042 | Eval Perf: 0.4544
[34, 100] Train Error: 0.001 | Train Perf: 0.8792 | Eval Error: 0.0042 | Eval Perf: 0.4538
[35, 100] Train Error: 0.001 | Train Perf: 0.8826 | Eval Error: 0.0041 | Eval Perf: 0.4485
[36, 100] Train Error: 0.001 | Train Perf: 0.8853 | Eval Error: 0.0043 | Eval Perf: 0.4465
[37, 100] Train Error: 0.001 | Train Perf: 0.8867 | Eval Error: 0.0042 | Eval Perf: 0.4457
[38, 100] Train Error: 0.0009 | Train Perf: 0.8903 | Eval Error: 0.0043 | Eval Perf: 0.4459
[39, 100] Train Error: 0.0009 | Train Perf: 0.891 | Eval Error: 0.0042 | Eval Perf: 0.443
[40, 100] Train Error: 0.0009 | Train Perf: 0.8965 | Eval Error: 0.0042 | Eval Perf: 0.4412
[41, 100] Train Error: 0.0009 | Train Perf: 0.8942 | Eval Error: 0.0041 | Eval Perf: 0.4406
[42, 100] Train Error: 0.0009 | Train Perf: 0.8967 | Eval Error: 0.0042 | Eval Perf: 0.4405
[43, 100] Train Error: 0.0009 | Train Perf: 0.9002 | Eval Error: 0.0043 | Eval Perf: 0.4396
[44, 100] Train Error: 0.0009 | Train Perf: 0.9002 | Eval Error: 0.0042 | Eval Perf: 0.4421
[45, 100] Train Error: 0.0008 | Train Perf: 0.9021 | Eval Error: 0.0043 | Eval Perf: 0.4418
[46, 100] Train Error: 0.0008 | Train Perf: 0.9055 | Eval Error: 0.0041 | Eval Perf: 0.4418
[47, 100] Train Error: 0.0008 | Train Perf: 0.9071 | Eval Error: 0.0042 | Eval Perf: 0.4387
[48, 100] Train Error: 0.0008 | Train Perf: 0.9065 | Eval Error: 0.0042 | Eval Perf: 0.4378
[49, 100] Train Error: 0.0008 | Train Perf: 0.9096 | Eval Error: 0.0041 | Eval Perf: 0.4418
[50, 100] Train Error: 0.0008 | Train Perf: 0.9108 | Eval Error: 0.0041 | Eval Perf: 0.4401
[51, 100] Train Error: 0.0007 | Train Perf: 0.9144 | Eval Error: 0.0043 | Eval Perf: 0.4404
[52, 100] Train Error: 0.0007 | Train Perf: 0.9141 | Eval Error: 0.0041 | Eval Perf: 0.4347
[53, 100] Train Error: 0.0007 | Train Perf: 0.9159 | Eval Error: 0.0042 | Eval Perf: 0.4373
[54, 100] Train Error: 0.0007 | Train Perf: 0.9183 | Eval Error: 0.0041 | Eval Perf: 0.4342
[55, 100] Train Error: 0.0007 | Train Perf: 0.9176 | Eval Error: 0.0041 | Eval Perf: 0.431
[56, 100] Train Error: 0.0007 | Train Perf: 0.9195 | Eval Error: 0.0042 | Eval Perf: 0.4319
[57, 100] Train Error: 0.0007 | Train Perf: 0.9193 | Eval Error: 0.0041 | Eval Perf: 0.4299
[58, 100] Train Error: 0.0007 | Train Perf: 0.921 | Eval Error: 0.0041 | Eval Perf: 0.432
[59, 100] Train Error: 0.0006 | Train Perf: 0.9246 | Eval Error: 0.004 | Eval Perf: 0.4385
[60, 100] Train Error: 0.0007 | Train Perf: 0.9219 | Eval Error: 0.0041 | Eval Perf: 0.433
[61, 100] Train Error: 0.0007 | Train Perf: 0.9238 | Eval Error: 0.0041 | Eval Perf: 0.4323
[62, 100] Train Error: 0.0006 | Train Perf: 0.9259 | Eval Error: 0.0041 | Eval Perf: 0.4331
[63, 100] Train Error: 0.0006 | Train Perf: 0.9258 | Eval Error: 0.0041 | Eval Perf: 0.4296
[64, 100] Train Error: 0.0006 | Train Perf: 0.9272 | Eval Error: 0.0041 | Eval Perf: 0.4326
[65, 100] Train Error: 0.0006 | Train Perf: 0.9287 | Eval Error: 0.0041 | Eval Perf: 0.4287
[66, 100] Train Error: 0.0006 | Train Perf: 0.93 | Eval Error: 0.0041 | Eval Perf: 0.4295
[67, 100] Train Error: 0.0006 | Train Perf: 0.9318 | Eval Error: 0.0042 | Eval Perf: 0.4316
[68, 100] Train Error: 0.0006 | Train Perf: 0.9308 | Eval Error: 0.004 | Eval Perf: 0.4312
[69, 100] Train Error: 0.0006 | Train Perf: 0.932 | Eval Error: 0.004 | Eval Perf: 0.4342
[70, 100] Train Error: 0.0006 | Train Perf: 0.9323 | Eval Error: 0.004 | Eval Perf: 0.4334
[71, 100] Train Error: 0.0006 | Train Perf: 0.9333 | Eval Error: 0.004 | Eval Perf: 0.4332
[72, 100] Train Error: 0.0006 | Train Perf: 0.9351 | Eval Error: 0.004 | Eval Perf: 0.4298
[73, 100] Train Error: 0.0006 | Train Perf: 0.9361 | Eval Error: 0.004 | Eval Perf: 0.4318
[74, 100] Train Error: 0.0006 | Train Perf: 0.9361 | Eval Error: 0.0041 | Eval Perf: 0.4342
[75, 100] Train Error: 0.0005 | Train Perf: 0.9376 | Eval Error: 0.0041 | Eval Perf: 0.4312
[76, 100] Train Error: 0.0005 | Train Perf: 0.9383 | Eval Error: 0.004 | Eval Perf: 0.4294
[77, 100] Train Error: 0.0005 | Train Perf: 0.9386 | Eval Error: 0.004 | Eval Perf: 0.4303
[78, 100] Train Error: 0.0005 | Train Perf: 0.94 | Eval Error: 0.0041 | Eval Perf: 0.4318
[79, 100] Train Error: 0.0005 | Train Perf: 0.9397 | Eval Error: 0.004 | Eval Perf: 0.436
[80, 100] Train Error: 0.0005 | Train Perf: 0.9414 | Eval Error: 0.004 | Eval Perf: 0.4394
[81, 100] Train Error: 0.0005 | Train Perf: 0.9424 | Eval Error: 0.004 | Eval Perf: 0.4348
[82, 100] Train Error: 0.0005 | Train Perf: 0.9417 | Eval Error: 0.004 | Eval Perf: 0.4358
[83, 100] Train Error: 0.0005 | Train Perf: 0.9431 | Eval Error: 0.004 | Eval Perf: 0.4323
[84, 100] Train Error: 0.0005 | Train Perf: 0.9442 | Eval Error: 0.004 | Eval Perf: 0.4328
[85, 100] Train Error: 0.0005 | Train Perf: 0.9444 | Eval Error: 0.004 | Eval Perf: 0.4382
[86, 100] Train Error: 0.0005 | Train Perf: 0.9444 | Eval Error: 0.0039 | Eval Perf: 0.4378
[87, 100] Train Error: 0.0005 | Train Perf: 0.9452 | Eval Error: 0.004 | Eval Perf: 0.4355
[88, 100] Train Error: 0.0005 | Train Perf: 0.947 | Eval Error: 0.0039 | Eval Perf: 0.4365
[89, 100] Train Error: 0.0005 | Train Perf: 0.9467 | Eval Error: 0.004 | Eval Perf: 0.4324
[90, 100] Train Error: 0.0005 | Train Perf: 0.9468 | Eval Error: 0.004 | Eval Perf: 0.4305
[91, 100] Train Error: 0.0004 | Train Perf: 0.9485 | Eval Error: 0.0041 | Eval Perf: 0.432
[92, 100] Train Error: 0.0004 | Train Perf: 0.9489 | Eval Error: 0.004 | Eval Perf: 0.4345
[93, 100] Train Error: 0.0004 | Train Perf: 0.9487 | Eval Error: 0.004 | Eval Perf: 0.4298
[94, 100] Train Error: 0.0004 | Train Perf: 0.9495 | Eval Error: 0.004 | Eval Perf: 0.4322
[95, 100] Train Error: 0.0004 | Train Perf: 0.9502 | Eval Error: 0.004 | Eval Perf: 0.4323
