NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0062 | Train Perf: -0.0638 | Eval Error: 0.0041 | Eval Perf: 0.2187
[2, 100] Train Error: 0.0045 | Train Perf: 0.1527 | Eval Error: 0.0039 | Eval Perf: 0.3309
[3, 100] Train Error: 0.0043 | Train Perf: 0.2636 | Eval Error: 0.0039 | Eval Perf: 0.4065
[4, 100] Train Error: 0.0043 | Train Perf: 0.3262 | Eval Error: 0.0038 | Eval Perf: 0.4542
[5, 100] Train Error: 0.0042 | Train Perf: 0.437 | Eval Error: 0.0037 | Eval Perf: 0.4851
[6, 100] Train Error: 0.0041 | Train Perf: 0.4763 | Eval Error: 0.0036 | Eval Perf: 0.5072
[7, 100] Train Error: 0.0039 | Train Perf: 0.5084 | Eval Error: 0.0036 | Eval Perf: 0.523
[8, 100] Train Error: 0.0038 | Train Perf: 0.5526 | Eval Error: 0.0034 | Eval Perf: 0.5328
[9, 100] Train Error: 0.0036 | Train Perf: 0.5742 | Eval Error: 0.0033 | Eval Perf: 0.5409
[10, 100] Train Error: 0.0035 | Train Perf: 0.6054 | Eval Error: 0.0032 | Eval Perf: 0.5522
[11, 100] Train Error: 0.0033 | Train Perf: 0.628 | Eval Error: 0.0032 | Eval Perf: 0.5543
[12, 100] Train Error: 0.0031 | Train Perf: 0.6436 | Eval Error: 0.003 | Eval Perf: 0.562
[13, 100] Train Error: 0.003 | Train Perf: 0.6552 | Eval Error: 0.0029 | Eval Perf: 0.569
[14, 100] Train Error: 0.0028 | Train Perf: 0.6649 | Eval Error: 0.0028 | Eval Perf: 0.5774
[15, 100] Train Error: 0.0027 | Train Perf: 0.6806 | Eval Error: 0.0027 | Eval Perf: 0.5828
[16, 100] Train Error: 0.0025 | Train Perf: 0.695 | Eval Error: 0.0028 | Eval Perf: 0.5843
[17, 100] Train Error: 0.0024 | Train Perf: 0.6996 | Eval Error: 0.0027 | Eval Perf: 0.5934
[18, 100] Train Error: 0.0023 | Train Perf: 0.7131 | Eval Error: 0.0026 | Eval Perf: 0.6003
[19, 100] Train Error: 0.0022 | Train Perf: 0.7278 | Eval Error: 0.0027 | Eval Perf: 0.5975
[20, 100] Train Error: 0.0022 | Train Perf: 0.7318 | Eval Error: 0.0026 | Eval Perf: 0.6062
[21, 100] Train Error: 0.0021 | Train Perf: 0.7458 | Eval Error: 0.0027 | Eval Perf: 0.6058
[22, 100] Train Error: 0.002 | Train Perf: 0.748 | Eval Error: 0.0026 | Eval Perf: 0.6115
[23, 100] Train Error: 0.002 | Train Perf: 0.7565 | Eval Error: 0.0026 | Eval Perf: 0.6136
[24, 100] Train Error: 0.0019 | Train Perf: 0.7724 | Eval Error: 0.0026 | Eval Perf: 0.614
[25, 100] Train Error: 0.0018 | Train Perf: 0.7717 | Eval Error: 0.0026 | Eval Perf: 0.6265
[26, 100] Train Error: 0.0018 | Train Perf: 0.7769 | Eval Error: 0.0026 | Eval Perf: 0.6234
[27, 100] Train Error: 0.0018 | Train Perf: 0.7837 | Eval Error: 0.0026 | Eval Perf: 0.6254
