NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0114 | Train Perf: -0.0747 | Eval Error: 0.0042 | Eval Perf: 0.2447
[2, 100] Train Error: 0.0045 | Train Perf: 0.1194 | Eval Error: 0.004 | Eval Perf: 0.3055
[3, 100] Train Error: 0.0044 | Train Perf: 0.2458 | Eval Error: 0.0039 | Eval Perf: 0.3482
[4, 100] Train Error: 0.0043 | Train Perf: 0.3135 | Eval Error: 0.0039 | Eval Perf: 0.3745
[5, 100] Train Error: 0.0042 | Train Perf: 0.3859 | Eval Error: 0.0038 | Eval Perf: 0.3922
[6, 100] Train Error: 0.0041 | Train Perf: 0.4366 | Eval Error: 0.0038 | Eval Perf: 0.4046
[7, 100] Train Error: 0.0039 | Train Perf: 0.4762 | Eval Error: 0.0037 | Eval Perf: 0.4129
[8, 100] Train Error: 0.0038 | Train Perf: 0.5001 | Eval Error: 0.0037 | Eval Perf: 0.4176
[9, 100] Train Error: 0.0037 | Train Perf: 0.5231 | Eval Error: 0.0036 | Eval Perf: 0.4227
[10, 100] Train Error: 0.0036 | Train Perf: 0.5381 | Eval Error: 0.0036 | Eval Perf: 0.428
[11, 100] Train Error: 0.0035 | Train Perf: 0.5584 | Eval Error: 0.0035 | Eval Perf: 0.4306
[12, 100] Train Error: 0.0034 | Train Perf: 0.569 | Eval Error: 0.0035 | Eval Perf: 0.4353
[13, 100] Train Error: 0.0033 | Train Perf: 0.5805 | Eval Error: 0.0035 | Eval Perf: 0.4392
[14, 100] Train Error: 0.0033 | Train Perf: 0.5873 | Eval Error: 0.0034 | Eval Perf: 0.4445
[15, 100] Train Error: 0.0032 | Train Perf: 0.5968 | Eval Error: 0.0034 | Eval Perf: 0.4505
[16, 100] Train Error: 0.0031 | Train Perf: 0.608 | Eval Error: 0.0034 | Eval Perf: 0.4527
[17, 100] Train Error: 0.003 | Train Perf: 0.6133 | Eval Error: 0.0033 | Eval Perf: 0.4596
[18, 100] Train Error: 0.003 | Train Perf: 0.6206 | Eval Error: 0.0033 | Eval Perf: 0.465
[19, 100] Train Error: 0.0029 | Train Perf: 0.6338 | Eval Error: 0.0033 | Eval Perf: 0.4658
[20, 100] Train Error: 0.0029 | Train Perf: 0.6355 | Eval Error: 0.0033 | Eval Perf: 0.4721
[21, 100] Train Error: 0.0028 | Train Perf: 0.6443 | Eval Error: 0.0033 | Eval Perf: 0.475
[22, 100] Train Error: 0.0028 | Train Perf: 0.6495 | Eval Error: 0.0033 | Eval Perf: 0.4797
[23, 100] Train Error: 0.0027 | Train Perf: 0.6583 | Eval Error: 0.0033 | Eval Perf: 0.4826
[24, 100] Train Error: 0.0027 | Train Perf: 0.668 | Eval Error: 0.0033 | Eval Perf: 0.4845
[25, 100] Train Error: 0.0026 | Train Perf: 0.6669 | Eval Error: 0.0032 | Eval Perf: 0.4937
[26, 100] Train Error: 0.0026 | Train Perf: 0.6765 | Eval Error: 0.0032 | Eval Perf: 0.4947
[27, 100] Train Error: 0.0025 | Train Perf: 0.6818 | Eval Error: 0.0032 | Eval Perf: 0.4971
[28, 100] Train Error: 0.0025 | Train Perf: 0.6848 | Eval Error: 0.0031 | Eval Perf: 0.5049
[29, 100] Train Error: 0.0025 | Train Perf: 0.6946 | Eval Error: 0.0032 | Eval Perf: 0.5045
[30, 100] Train Error: 0.0024 | Train Perf: 0.6965 | Eval Error: 0.0031 | Eval Perf: 0.5091
[31, 100] Train Error: 0.0024 | Train Perf: 0.7023 | Eval Error: 0.0031 | Eval Perf: 0.5122
[32, 100] Train Error: 0.0023 | Train Perf: 0.7071 | Eval Error: 0.0031 | Eval Perf: 0.5151
[33, 100] Train Error: 0.0023 | Train Perf: 0.7116 | Eval Error: 0.0031 | Eval Perf: 0.5177
[34, 100] Train Error: 0.0023 | Train Perf: 0.7176 | Eval Error: 0.0031 | Eval Perf: 0.5183
[35, 100] Train Error: 0.0022 | Train Perf: 0.7234 | Eval Error: 0.0031 | Eval Perf: 0.5196
[36, 100] Train Error: 0.0022 | Train Perf: 0.7248 | Eval Error: 0.0031 | Eval Perf: 0.5248
[37, 100] Train Error: 0.0022 | Train Perf: 0.7306 | Eval Error: 0.0031 | Eval Perf: 0.5272
[38, 100] Train Error: 0.0021 | Train Perf: 0.7336 | Eval Error: 0.0031 | Eval Perf: 0.5303
[39, 100] Train Error: 0.0021 | Train Perf: 0.7391 | Eval Error: 0.0031 | Eval Perf: 0.5324
[40, 100] Train Error: 0.0021 | Train Perf: 0.7433 | Eval Error: 0.0031 | Eval Perf: 0.5336
[41, 100] Train Error: 0.002 | Train Perf: 0.7529 | Eval Error: 0.0032 | Eval Perf: 0.531
[42, 100] Train Error: 0.002 | Train Perf: 0.7475 | Eval Error: 0.003 | Eval Perf: 0.5377
[43, 100] Train Error: 0.002 | Train Perf: 0.7548 | Eval Error: 0.003 | Eval Perf: 0.5425
