NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.018 | Train Perf: 0.0247 | Eval Error: 0.0137 | Eval Perf: -0.2502
[2, 100] Train Error: 0.0169 | Train Perf: -0.0262 | Eval Error: 0.0136 | Eval Perf: 0.0556
[3, 100] Train Error: 0.0162 | Train Perf: 0.1318 | Eval Error: 0.0128 | Eval Perf: 0.2462
[4, 100] Train Error: 0.0156 | Train Perf: 0.3168 | Eval Error: 0.0126 | Eval Perf: 0.4996
[5, 100] Train Error: 0.0146 | Train Perf: 0.4124 | Eval Error: 0.0118 | Eval Perf: 0.5542
[6, 100] Train Error: 0.0136 | Train Perf: 0.5669 | Eval Error: 0.011 | Eval Perf: 0.5832
[7, 100] Train Error: 0.0118 | Train Perf: 0.634 | Eval Error: 0.0118 | Eval Perf: 0.5281
[8, 100] Train Error: 0.0112 | Train Perf: 0.6798 | Eval Error: 0.0102 | Eval Perf: 0.634
[9, 100] Train Error: 0.01 | Train Perf: 0.7202 | Eval Error: 0.01 | Eval Perf: 0.5816
[10, 100] Train Error: 0.0093 | Train Perf: 0.7121 | Eval Error: 0.0088 | Eval Perf: 0.6537
[11, 100] Train Error: 0.0086 | Train Perf: 0.7302 | Eval Error: 0.0083 | Eval Perf: 0.6531
[12, 100] Train Error: 0.008 | Train Perf: 0.752 | Eval Error: 0.0082 | Eval Perf: 0.6753
[13, 100] Train Error: 0.0075 | Train Perf: 0.7662 | Eval Error: 0.009 | Eval Perf: 0.6975
[14, 100] Train Error: 0.0069 | Train Perf: 0.7821 | Eval Error: 0.0088 | Eval Perf: 0.7131
[15, 100] Train Error: 0.0068 | Train Perf: 0.7883 | Eval Error: 0.0072 | Eval Perf: 0.714
[16, 100] Train Error: 0.0061 | Train Perf: 0.8055 | Eval Error: 0.0067 | Eval Perf: 0.7152
[17, 100] Train Error: 0.0056 | Train Perf: 0.8316 | Eval Error: 0.0081 | Eval Perf: 0.6955
[18, 100] Train Error: 0.0057 | Train Perf: 0.8212 | Eval Error: 0.0074 | Eval Perf: 0.7333
[19, 100] Train Error: 0.0055 | Train Perf: 0.8231 | Eval Error: 0.0063 | Eval Perf: 0.7526
[20, 100] Train Error: 0.005 | Train Perf: 0.8436 | Eval Error: 0.0068 | Eval Perf: 0.7574
[21, 100] Train Error: 0.005 | Train Perf: 0.842 | Eval Error: 0.0057 | Eval Perf: 0.7628
[22, 100] Train Error: 0.0044 | Train Perf: 0.8635 | Eval Error: 0.0061 | Eval Perf: 0.7528
[23, 100] Train Error: 0.0045 | Train Perf: 0.859 | Eval Error: 0.0057 | Eval Perf: 0.7655
[24, 100] Train Error: 0.0043 | Train Perf: 0.8636 | Eval Error: 0.006 | Eval Perf: 0.7708
[25, 100] Train Error: 0.0041 | Train Perf: 0.8737 | Eval Error: 0.0054 | Eval Perf: 0.7768
[26, 100] Train Error: 0.0038 | Train Perf: 0.8817 | Eval Error: 0.0063 | Eval Perf: 0.7884
[27, 100] Train Error: 0.0039 | Train Perf: 0.8812 | Eval Error: 0.0057 | Eval Perf: 0.7849
[28, 100] Train Error: 0.0034 | Train Perf: 0.8961 | Eval Error: 0.0055 | Eval Perf: 0.7821
[29, 100] Train Error: 0.0033 | Train Perf: 0.8996 | Eval Error: 0.0064 | Eval Perf: 0.7796
[30, 100] Train Error: 0.0035 | Train Perf: 0.8917 | Eval Error: 0.0057 | Eval Perf: 0.7949
[31, 100] Train Error: 0.0032 | Train Perf: 0.9015 | Eval Error: 0.0057 | Eval Perf: 0.8047
[32, 100] Train Error: 0.0031 | Train Perf: 0.9038 | Eval Error: 0.0059 | Eval Perf: 0.7925
[33, 100] Train Error: 0.0032 | Train Perf: 0.9029 | Eval Error: 0.005 | Eval Perf: 0.8013
[34, 100] Train Error: 0.003 | Train Perf: 0.9103 | Eval Error: 0.0052 | Eval Perf: 0.8036
[35, 100] Train Error: 0.0029 | Train Perf: 0.9107 | Eval Error: 0.005 | Eval Perf: 0.806
[36, 100] Train Error: 0.0028 | Train Perf: 0.9147 | Eval Error: 0.0063 | Eval Perf: 0.8023
[37, 100] Train Error: 0.0028 | Train Perf: 0.9135 | Eval Error: 0.0046 | Eval Perf: 0.8113
[38, 100] Train Error: 0.0027 | Train Perf: 0.9188 | Eval Error: 0.0048 | Eval Perf: 0.809
[39, 100] Train Error: 0.0026 | Train Perf: 0.9205 | Eval Error: 0.0051 | Eval Perf: 0.8095
[40, 100] Train Error: 0.0025 | Train Perf: 0.923 | Eval Error: 0.0049 | Eval Perf: 0.8087
[41, 100] Train Error: 0.0024 | Train Perf: 0.9277 | Eval Error: 0.0045 | Eval Perf: 0.8173
[42, 100] Train Error: 0.0026 | Train Perf: 0.921 | Eval Error: 0.0059 | Eval Perf: 0.817
[43, 100] Train Error: 0.0023 | Train Perf: 0.9282 | Eval Error: 0.0045 | Eval Perf: 0.827
[44, 100] Train Error: 0.0025 | Train Perf: 0.9224 | Eval Error: 0.0048 | Eval Perf: 0.818
[45, 100] Train Error: 0.0023 | Train Perf: 0.9284 | Eval Error: 0.0044 | Eval Perf: 0.8195
[46, 100] Train Error: 0.0023 | Train Perf: 0.9297 | Eval Error: 0.0044 | Eval Perf: 0.8221
[47, 100] Train Error: 0.0022 | Train Perf: 0.9326 | Eval Error: 0.0042 | Eval Perf: 0.8301
[48, 100] Train Error: 0.0022 | Train Perf: 0.9324 | Eval Error: 0.0041 | Eval Perf: 0.8346
[49, 100] Train Error: 0.0021 | Train Perf: 0.9345 | Eval Error: 0.0043 | Eval Perf: 0.8265
[50, 100] Train Error: 0.0022 | Train Perf: 0.9348 | Eval Error: 0.0043 | Eval Perf: 0.8232
[51, 100] Train Error: 0.0021 | Train Perf: 0.9353 | Eval Error: 0.0042 | Eval Perf: 0.8288
[52, 100] Train Error: 0.0022 | Train Perf: 0.9331 | Eval Error: 0.0042 | Eval Perf: 0.8302
[53, 100] Train Error: 0.0021 | Train Perf: 0.9368 | Eval Error: 0.0042 | Eval Perf: 0.8362
[54, 100] Train Error: 0.002 | Train Perf: 0.9391 | Eval Error: 0.004 | Eval Perf: 0.8356
[55, 100] Train Error: 0.002 | Train Perf: 0.9408 | Eval Error: 0.0042 | Eval Perf: 0.8369
[56, 100] Train Error: 0.002 | Train Perf: 0.9392 | Eval Error: 0.0043 | Eval Perf: 0.825
[57, 100] Train Error: 0.0019 | Train Perf: 0.9428 | Eval Error: 0.0062 | Eval Perf: 0.828
[58, 100] Train Error: 0.0019 | Train Perf: 0.9432 | Eval Error: 0.0043 | Eval Perf: 0.8391
[59, 100] Train Error: 0.0019 | Train Perf: 0.9416 | Eval Error: 0.0042 | Eval Perf: 0.8307
[60, 100] Train Error: 0.0017 | Train Perf: 0.9497 | Eval Error: 0.0042 | Eval Perf: 0.8393
[61, 100] Train Error: 0.0017 | Train Perf: 0.9479 | Eval Error: 0.0038 | Eval Perf: 0.8432
[62, 100] Train Error: 0.0017 | Train Perf: 0.9482 | Eval Error: 0.0044 | Eval Perf: 0.8292
[63, 100] Train Error: 0.0018 | Train Perf: 0.9454 | Eval Error: 0.004 | Eval Perf: 0.8333
[64, 100] Train Error: 0.0017 | Train Perf: 0.9498 | Eval Error: 0.0041 | Eval Perf: 0.8374
[65, 100] Train Error: 0.0016 | Train Perf: 0.9511 | Eval Error: 0.0038 | Eval Perf: 0.8419
[66, 100] Train Error: 0.0016 | Train Perf: 0.9511 | Eval Error: 0.0046 | Eval Perf: 0.8338
[67, 100] Train Error: 0.0015 | Train Perf: 0.9559 | Eval Error: 0.0039 | Eval Perf: 0.8394
[68, 100] Train Error: 0.0015 | Train Perf: 0.9562 | Eval Error: 0.0075 | Eval Perf: 0.8361
[69, 100] Train Error: 0.0016 | Train Perf: 0.9516 | Eval Error: 0.0039 | Eval Perf: 0.8471
[70, 100] Train Error: 0.0016 | Train Perf: 0.9527 | Eval Error: 0.0043 | Eval Perf: 0.8354
[71, 100] Train Error: 0.0016 | Train Perf: 0.9528 | Eval Error: 0.0039 | Eval Perf: 0.8383
[72, 100] Train Error: 0.0014 | Train Perf: 0.9574 | Eval Error: 0.0038 | Eval Perf: 0.8455
[73, 100] Train Error: 0.0014 | Train Perf: 0.9566 | Eval Error: 0.0037 | Eval Perf: 0.8494
[74, 100] Train Error: 0.0014 | Train Perf: 0.9568 | Eval Error: 0.005 | Eval Perf: 0.8424
[75, 100] Train Error: 0.0014 | Train Perf: 0.9594 | Eval Error: 0.0041 | Eval Perf: 0.84
[76, 100] Train Error: 0.0012 | Train Perf: 0.964 | Eval Error: 0.0039 | Eval Perf: 0.8402
[77, 100] Train Error: 0.0013 | Train Perf: 0.9617 | Eval Error: 0.0068 | Eval Perf: 0.8257
[78, 100] Train Error: 0.0015 | Train Perf: 0.9546 | Eval Error: 0.0042 | Eval Perf: 0.8387
[79, 100] Train Error: 0.0013 | Train Perf: 0.9597 | Eval Error: 0.004 | Eval Perf: 0.8352
[80, 100] Train Error: 0.0013 | Train Perf: 0.962 | Eval Error: 0.0041 | Eval Perf: 0.8321
[81, 100] Train Error: 0.0012 | Train Perf: 0.9639 | Eval Error: 0.004 | Eval Perf: 0.8406
[82, 100] Train Error: 0.0012 | Train Perf: 0.9629 | Eval Error: 0.0056 | Eval Perf: 0.829
[83, 100] Train Error: 0.0011 | Train Perf: 0.966 | Eval Error: 0.0048 | Eval Perf: 0.8339
[84, 100] Train Error: 0.0013 | Train Perf: 0.9617 | Eval Error: 0.0042 | Eval Perf: 0.8323
[85, 100] Train Error: 0.0011 | Train Perf: 0.9667 | Eval Error: 0.0042 | Eval Perf: 0.8303
[86, 100] Train Error: 0.0012 | Train Perf: 0.9653 | Eval Error: 0.0043 | Eval Perf: 0.8358
[87, 100] Train Error: 0.0011 | Train Perf: 0.9686 | Eval Error: 0.0042 | Eval Perf: 0.8296
[88, 100] Train Error: 0.0011 | Train Perf: 0.9656 | Eval Error: 0.004 | Eval Perf: 0.8351
[89, 100] Train Error: 0.0011 | Train Perf: 0.966 | Eval Error: 0.0041 | Eval Perf: 0.8278
[90, 100] Train Error: 0.001 | Train Perf: 0.9688 | Eval Error: 0.0041 | Eval Perf: 0.8306
[91, 100] Train Error: 0.0011 | Train Perf: 0.9664 | Eval Error: 0.0042 | Eval Perf: 0.8325
[92, 100] Train Error: 0.001 | Train Perf: 0.9708 | Eval Error: 0.0046 | Eval Perf: 0.8321
[93, 100] Train Error: 0.0011 | Train Perf: 0.9679 | Eval Error: 0.0042 | Eval Perf: 0.8259
[94, 100] Train Error: 0.001 | Train Perf: 0.9716 | Eval Error: 0.0041 | Eval Perf: 0.8324
