NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 3)
Output layer shape: (4, 1)
Total parameters: 547

[1, 100] Train Error: 0.0259 | Train Perf: 0.6708 | Eval Error: 0.0147 | Eval Perf: 0.8282
[2, 100] Train Error: 0.0137 | Train Perf: 0.8426 | Eval Error: 0.0139 | Eval Perf: 0.8496
[3, 100] Train Error: 0.0126 | Train Perf: 0.8566 | Eval Error: 0.0129 | Eval Perf: 0.857
[4, 100] Train Error: 0.012 | Train Perf: 0.8637 | Eval Error: 0.0124 | Eval Perf: 0.8599
[5, 100] Train Error: 0.0115 | Train Perf: 0.8692 | Eval Error: 0.0124 | Eval Perf: 0.8606
[6, 100] Train Error: 0.011 | Train Perf: 0.8755 | Eval Error: 0.0122 | Eval Perf: 0.865
[7, 100] Train Error: 0.0109 | Train Perf: 0.8768 | Eval Error: 0.0121 | Eval Perf: 0.8619
[8, 100] Train Error: 0.0106 | Train Perf: 0.8804 | Eval Error: 0.0118 | Eval Perf: 0.8661
[9, 100] Train Error: 0.0104 | Train Perf: 0.8831 | Eval Error: 0.0126 | Eval Perf: 0.8632
[10, 100] Train Error: 0.0102 | Train Perf: 0.8856 | Eval Error: 0.0125 | Eval Perf: 0.8637
[11, 100] Train Error: 0.01 | Train Perf: 0.8876 | Eval Error: 0.0123 | Eval Perf: 0.8634
[12, 100] Train Error: 0.0098 | Train Perf: 0.8896 | Eval Error: 0.0118 | Eval Perf: 0.8656
[13, 100] Train Error: 0.0096 | Train Perf: 0.8919 | Eval Error: 0.0131 | Eval Perf: 0.8633
[14, 100] Train Error: 0.0094 | Train Perf: 0.8947 | Eval Error: 0.0129 | Eval Perf: 0.86
[15, 100] Train Error: 0.0093 | Train Perf: 0.8965 | Eval Error: 0.0124 | Eval Perf: 0.8633
[16, 100] Train Error: 0.0093 | Train Perf: 0.8965 | Eval Error: 0.0129 | Eval Perf: 0.8633
[17, 100] Train Error: 0.0089 | Train Perf: 0.9004 | Eval Error: 0.0128 | Eval Perf: 0.8606
[18, 100] Train Error: 0.0091 | Train Perf: 0.8993 | Eval Error: 0.0121 | Eval Perf: 0.8664
[19, 100] Train Error: 0.0089 | Train Perf: 0.9014 | Eval Error: 0.0127 | Eval Perf: 0.8605
[20, 100] Train Error: 0.0087 | Train Perf: 0.903 | Eval Error: 0.0127 | Eval Perf: 0.8621
[21, 100] Train Error: 0.0087 | Train Perf: 0.9037 | Eval Error: 0.0124 | Eval Perf: 0.8615
[22, 100] Train Error: 0.0086 | Train Perf: 0.9049 | Eval Error: 0.0132 | Eval Perf: 0.8565
[23, 100] Train Error: 0.0086 | Train Perf: 0.9051 | Eval Error: 0.0126 | Eval Perf: 0.8592
[24, 100] Train Error: 0.0085 | Train Perf: 0.9059 | Eval Error: 0.0128 | Eval Perf: 0.8593
[25, 100] Train Error: 0.0083 | Train Perf: 0.9079 | Eval Error: 0.0127 | Eval Perf: 0.8577
[26, 100] Train Error: 0.0083 | Train Perf: 0.9077 | Eval Error: 0.0125 | Eval Perf: 0.8622
[27, 100] Train Error: 0.0083 | Train Perf: 0.9079 | Eval Error: 0.0131 | Eval Perf: 0.8591
[28, 100] Train Error: 0.0082 | Train Perf: 0.9096 | Eval Error: 0.0127 | Eval Perf: 0.8561
[29, 100] Train Error: 0.0081 | Train Perf: 0.9106 | Eval Error: 0.0132 | Eval Perf: 0.856
[30, 100] Train Error: 0.0081 | Train Perf: 0.9107 | Eval Error: 0.013 | Eval Perf: 0.8558
[31, 100] Train Error: 0.0079 | Train Perf: 0.9124 | Eval Error: 0.0145 | Eval Perf: 0.8498
[32, 100] Train Error: 0.008 | Train Perf: 0.9117 | Eval Error: 0.0126 | Eval Perf: 0.8591
[33, 100] Train Error: 0.0079 | Train Perf: 0.9122 | Eval Error: 0.013 | Eval Perf: 0.8557
[34, 100] Train Error: 0.0078 | Train Perf: 0.9137 | Eval Error: 0.0128 | Eval Perf: 0.8569
[35, 100] Train Error: 0.0078 | Train Perf: 0.914 | Eval Error: 0.0128 | Eval Perf: 0.8556
[36, 100] Train Error: 0.0078 | Train Perf: 0.9139 | Eval Error: 0.0129 | Eval Perf: 0.8564
[37, 100] Train Error: 0.0078 | Train Perf: 0.9141 | Eval Error: 0.0131 | Eval Perf: 0.8526
[38, 100] Train Error: 0.0076 | Train Perf: 0.916 | Eval Error: 0.0131 | Eval Perf: 0.8525
[39, 100] Train Error: 0.0077 | Train Perf: 0.9149 | Eval Error: 0.0139 | Eval Perf: 0.8504
[40, 100] Train Error: 0.0077 | Train Perf: 0.9152 | Eval Error: 0.013 | Eval Perf: 0.8553
[41, 100] Train Error: 0.0076 | Train Perf: 0.9164 | Eval Error: 0.013 | Eval Perf: 0.8541
[42, 100] Train Error: 0.0076 | Train Perf: 0.9165 | Eval Error: 0.013 | Eval Perf: 0.8541
[43, 100] Train Error: 0.0076 | Train Perf: 0.916 | Eval Error: 0.0134 | Eval Perf: 0.8523
[44, 100] Train Error: 0.0075 | Train Perf: 0.9169 | Eval Error: 0.013 | Eval Perf: 0.8538
[45, 100] Train Error: 0.0075 | Train Perf: 0.9173 | Eval Error: 0.0131 | Eval Perf: 0.8527
[46, 100] Train Error: 0.0074 | Train Perf: 0.9182 | Eval Error: 0.0137 | Eval Perf: 0.8511
[47, 100] Train Error: 0.0073 | Train Perf: 0.9191 | Eval Error: 0.0133 | Eval Perf: 0.8508
[48, 100] Train Error: 0.0074 | Train Perf: 0.9187 | Eval Error: 0.0135 | Eval Perf: 0.8504
[49, 100] Train Error: 0.0073 | Train Perf: 0.9195 | Eval Error: 0.0133 | Eval Perf: 0.8509
[50, 100] Train Error: 0.0072 | Train Perf: 0.9202 | Eval Error: 0.0137 | Eval Perf: 0.8483
[51, 100] Train Error: 0.0072 | Train Perf: 0.9204 | Eval Error: 0.0139 | Eval Perf: 0.8473
[52, 100] Train Error: 0.0072 | Train Perf: 0.9205 | Eval Error: 0.015 | Eval Perf: 0.8449
[53, 100] Train Error: 0.0073 | Train Perf: 0.92 | Eval Error: 0.0136 | Eval Perf: 0.8482
[54, 100] Train Error: 0.0073 | Train Perf: 0.9198 | Eval Error: 0.0136 | Eval Perf: 0.8482
[55, 100] Train Error: 0.0072 | Train Perf: 0.9209 | Eval Error: 0.0141 | Eval Perf: 0.844
[56, 100] Train Error: 0.0072 | Train Perf: 0.9207 | Eval Error: 0.0137 | Eval Perf: 0.848
[57, 100] Train Error: 0.0072 | Train Perf: 0.9212 | Eval Error: 0.015 | Eval Perf: 0.8399
[58, 100] Train Error: 0.0072 | Train Perf: 0.921 | Eval Error: 0.0135 | Eval Perf: 0.8483
[59, 100] Train Error: 0.0072 | Train Perf: 0.9213 | Eval Error: 0.014 | Eval Perf: 0.8443
[60, 100] Train Error: 0.0071 | Train Perf: 0.9219 | Eval Error: 0.0137 | Eval Perf: 0.8454
[61, 100] Train Error: 0.0071 | Train Perf: 0.9218 | Eval Error: 0.0139 | Eval Perf: 0.8443
[62, 100] Train Error: 0.0071 | Train Perf: 0.9218 | Eval Error: 0.0141 | Eval Perf: 0.8423
[63, 100] Train Error: 0.0071 | Train Perf: 0.9216 | Eval Error: 0.014 | Eval Perf: 0.8443
[64, 100] Train Error: 0.007 | Train Perf: 0.9227 | Eval Error: 0.0141 | Eval Perf: 0.8431
[65, 100] Train Error: 0.007 | Train Perf: 0.9226 | Eval Error: 0.014 | Eval Perf: 0.8429
[66, 100] Train Error: 0.007 | Train Perf: 0.923 | Eval Error: 0.0144 | Eval Perf: 0.8391
[67, 100] Train Error: 0.007 | Train Perf: 0.9229 | Eval Error: 0.0145 | Eval Perf: 0.8377
[68, 100] Train Error: 0.007 | Train Perf: 0.9234 | Eval Error: 0.0154 | Eval Perf: 0.8372
[69, 100] Train Error: 0.007 | Train Perf: 0.9232 | Eval Error: 0.0152 | Eval Perf: 0.8357
[70, 100] Train Error: 0.0069 | Train Perf: 0.9239 | Eval Error: 0.0142 | Eval Perf: 0.8409
[71, 100] Train Error: 0.0069 | Train Perf: 0.924 | Eval Error: 0.0148 | Eval Perf: 0.84
[72, 100] Train Error: 0.0069 | Train Perf: 0.924 | Eval Error: 0.0144 | Eval Perf: 0.8391
[73, 100] Train Error: 0.0069 | Train Perf: 0.9239 | Eval Error: 0.0148 | Eval Perf: 0.8412
[74, 100] Train Error: 0.0068 | Train Perf: 0.9253 | Eval Error: 0.0155 | Eval Perf: 0.8335
[75, 100] Train Error: 0.0069 | Train Perf: 0.924 | Eval Error: 0.0145 | Eval Perf: 0.8398
[76, 100] Train Error: 0.0068 | Train Perf: 0.9252 | Eval Error: 0.0145 | Eval Perf: 0.8381
[77, 100] Train Error: 0.0068 | Train Perf: 0.9248 | Eval Error: 0.0151 | Eval Perf: 0.8308
[78, 100] Train Error: 0.0068 | Train Perf: 0.9246 | Eval Error: 0.0149 | Eval Perf: 0.8326
[79, 100] Train Error: 0.0068 | Train Perf: 0.9254 | Eval Error: 0.0149 | Eval Perf: 0.8352
[80, 100] Train Error: 0.0067 | Train Perf: 0.9258 | Eval Error: 0.0152 | Eval Perf: 0.8297
[81, 100] Train Error: 0.0067 | Train Perf: 0.9266 | Eval Error: 0.015 | Eval Perf: 0.8325
[82, 100] Train Error: 0.0067 | Train Perf: 0.9263 | Eval Error: 0.0151 | Eval Perf: 0.8336
[83, 100] Train Error: 0.0067 | Train Perf: 0.9267 | Eval Error: 0.015 | Eval Perf: 0.8334
[84, 100] Train Error: 0.0067 | Train Perf: 0.9261 | Eval Error: 0.0148 | Eval Perf: 0.8342
[85, 100] Train Error: 0.0067 | Train Perf: 0.9263 | Eval Error: 0.0146 | Eval Perf: 0.8346
[86, 100] Train Error: 0.0066 | Train Perf: 0.9269 | Eval Error: 0.0149 | Eval Perf: 0.8332
[87, 100] Train Error: 0.0066 | Train Perf: 0.9271 | Eval Error: 0.0149 | Eval Perf: 0.8355
[88, 100] Train Error: 0.0067 | Train Perf: 0.9267 | Eval Error: 0.015 | Eval Perf: 0.8321
[89, 100] Train Error: 0.0066 | Train Perf: 0.927 | Eval Error: 0.0152 | Eval Perf: 0.8295
[90, 100] Train Error: 0.0066 | Train Perf: 0.9274 | Eval Error: 0.0152 | Eval Perf: 0.8296
[91, 100] Train Error: 0.0066 | Train Perf: 0.9274 | Eval Error: 0.0149 | Eval Perf: 0.834
[92, 100] Train Error: 0.0066 | Train Perf: 0.9274 | Eval Error: 0.015 | Eval Perf: 0.8327
[93, 100] Train Error: 0.0066 | Train Perf: 0.9274 | Eval Error: 0.015 | Eval Perf: 0.8319
[94, 100] Train Error: 0.0066 | Train Perf: 0.9277 | Eval Error: 0.0154 | Eval Perf: 0.8281
[95, 100] Train Error: 0.0066 | Train Perf: 0.9278 | Eval Error: 0.0153 | Eval Perf: 0.829
[96, 100] Train Error: 0.0065 | Train Perf: 0.9288 | Eval Error: 0.0157 | Eval Perf: 0.8324
[97, 100] Train Error: 0.0065 | Train Perf: 0.9283 | Eval Error: 0.0157 | Eval Perf: 0.8234
[98, 100] Train Error: 0.0066 | Train Perf: 0.9278 | Eval Error: 0.0154 | Eval Perf: 0.8317
[99, 100] Train Error: 0.0065 | Train Perf: 0.9287 | Eval Error: 0.0154 | Eval Perf: 0.8281
[100, 100] Train Error: 0.0065 | Train Perf: 0.9289 | Eval Error: 0.0155 | Eval Perf: 0.8255
