NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0106 | Train Perf: -0.0189 | Eval Error: 0.0076 | Eval Perf: -0.028
[2, 100] Train Error: 0.0065 | Train Perf: -0.0576 | Eval Error: 0.0075 | Eval Perf: 0.0291
[3, 100] Train Error: 0.0065 | Train Perf: 0.0203 | Eval Error: 0.0075 | Eval Perf: 0.0859
[4, 100] Train Error: 0.0065 | Train Perf: 0.0761 | Eval Error: 0.0075 | Eval Perf: 0.1393
[5, 100] Train Error: 0.0064 | Train Perf: 0.1374 | Eval Error: 0.0075 | Eval Perf: 0.1881
[6, 100] Train Error: 0.0064 | Train Perf: 0.2006 | Eval Error: 0.0074 | Eval Perf: 0.2313
[7, 100] Train Error: 0.0064 | Train Perf: 0.2592 | Eval Error: 0.0074 | Eval Perf: 0.2694
[8, 100] Train Error: 0.0063 | Train Perf: 0.2669 | Eval Error: 0.0074 | Eval Perf: 0.3021
[9, 100] Train Error: 0.0063 | Train Perf: 0.3484 | Eval Error: 0.0074 | Eval Perf: 0.33
[10, 100] Train Error: 0.0063 | Train Perf: 0.3904 | Eval Error: 0.0073 | Eval Perf: 0.3538
[11, 100] Train Error: 0.0062 | Train Perf: 0.4078 | Eval Error: 0.0073 | Eval Perf: 0.3742
[12, 100] Train Error: 0.0062 | Train Perf: 0.4358 | Eval Error: 0.0073 | Eval Perf: 0.3916
[13, 100] Train Error: 0.0062 | Train Perf: 0.4704 | Eval Error: 0.0072 | Eval Perf: 0.4067
[14, 100] Train Error: 0.0061 | Train Perf: 0.4854 | Eval Error: 0.0072 | Eval Perf: 0.4197
[15, 100] Train Error: 0.0061 | Train Perf: 0.5041 | Eval Error: 0.0072 | Eval Perf: 0.4312
[16, 100] Train Error: 0.006 | Train Perf: 0.5374 | Eval Error: 0.0071 | Eval Perf: 0.4412
[17, 100] Train Error: 0.006 | Train Perf: 0.5418 | Eval Error: 0.0071 | Eval Perf: 0.4503
[18, 100] Train Error: 0.0059 | Train Perf: 0.5497 | Eval Error: 0.0071 | Eval Perf: 0.4585
[19, 100] Train Error: 0.0059 | Train Perf: 0.5711 | Eval Error: 0.007 | Eval Perf: 0.4658
[20, 100] Train Error: 0.0058 | Train Perf: 0.581 | Eval Error: 0.007 | Eval Perf: 0.4724
[21, 100] Train Error: 0.0058 | Train Perf: 0.5911 | Eval Error: 0.0069 | Eval Perf: 0.4786
[22, 100] Train Error: 0.0057 | Train Perf: 0.5996 | Eval Error: 0.0069 | Eval Perf: 0.4841
[23, 100] Train Error: 0.0057 | Train Perf: 0.6134 | Eval Error: 0.0068 | Eval Perf: 0.4888
[24, 100] Train Error: 0.0056 | Train Perf: 0.613 | Eval Error: 0.0068 | Eval Perf: 0.4941
[25, 100] Train Error: 0.0055 | Train Perf: 0.6204 | Eval Error: 0.0067 | Eval Perf: 0.4988
[26, 100] Train Error: 0.0054 | Train Perf: 0.6255 | Eval Error: 0.0067 | Eval Perf: 0.5033
[27, 100] Train Error: 0.0054 | Train Perf: 0.6359 | Eval Error: 0.0066 | Eval Perf: 0.5069
[28, 100] Train Error: 0.0053 | Train Perf: 0.6414 | Eval Error: 0.0066 | Eval Perf: 0.5109
[29, 100] Train Error: 0.0052 | Train Perf: 0.6472 | Eval Error: 0.0065 | Eval Perf: 0.5147
[30, 100] Train Error: 0.0051 | Train Perf: 0.6489 | Eval Error: 0.0064 | Eval Perf: 0.5184
[31, 100] Train Error: 0.005 | Train Perf: 0.6571 | Eval Error: 0.0064 | Eval Perf: 0.5215
[32, 100] Train Error: 0.0049 | Train Perf: 0.6591 | Eval Error: 0.0063 | Eval Perf: 0.5255
[33, 100] Train Error: 0.0049 | Train Perf: 0.664 | Eval Error: 0.0062 | Eval Perf: 0.5284
[34, 100] Train Error: 0.0048 | Train Perf: 0.6707 | Eval Error: 0.0062 | Eval Perf: 0.5316
[35, 100] Train Error: 0.0047 | Train Perf: 0.6782 | Eval Error: 0.0061 | Eval Perf: 0.5334
[36, 100] Train Error: 0.0046 | Train Perf: 0.6818 | Eval Error: 0.006 | Eval Perf: 0.5365
[37, 100] Train Error: 0.0045 | Train Perf: 0.6851 | Eval Error: 0.006 | Eval Perf: 0.5395
[38, 100] Train Error: 0.0044 | Train Perf: 0.6933 | Eval Error: 0.0059 | Eval Perf: 0.542
[39, 100] Train Error: 0.0043 | Train Perf: 0.699 | Eval Error: 0.0058 | Eval Perf: 0.543
[40, 100] Train Error: 0.0042 | Train Perf: 0.7009 | Eval Error: 0.0058 | Eval Perf: 0.5468
[41, 100] Train Error: 0.0041 | Train Perf: 0.7042 | Eval Error: 0.0057 | Eval Perf: 0.5507
[42, 100] Train Error: 0.004 | Train Perf: 0.7122 | Eval Error: 0.0056 | Eval Perf: 0.5518
[43, 100] Train Error: 0.0039 | Train Perf: 0.7118 | Eval Error: 0.0056 | Eval Perf: 0.5558
