NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0109 | Train Perf: -0.0166 | Eval Error: 0.0062 | Eval Perf: -0.1274
[2, 100] Train Error: 0.0069 | Train Perf: -0.0114 | Eval Error: 0.0061 | Eval Perf: -0.0714
[3, 100] Train Error: 0.0068 | Train Perf: 0.0626 | Eval Error: 0.0061 | Eval Perf: -0.0131
[4, 100] Train Error: 0.0068 | Train Perf: 0.1323 | Eval Error: 0.0061 | Eval Perf: 0.0435
[5, 100] Train Error: 0.0068 | Train Perf: 0.1622 | Eval Error: 0.0061 | Eval Perf: 0.099
[6, 100] Train Error: 0.0067 | Train Perf: 0.2298 | Eval Error: 0.006 | Eval Perf: 0.1502
[7, 100] Train Error: 0.0067 | Train Perf: 0.2766 | Eval Error: 0.006 | Eval Perf: 0.1967
[8, 100] Train Error: 0.0067 | Train Perf: 0.289 | Eval Error: 0.006 | Eval Perf: 0.2375
[9, 100] Train Error: 0.0066 | Train Perf: 0.3565 | Eval Error: 0.006 | Eval Perf: 0.2738
[10, 100] Train Error: 0.0066 | Train Perf: 0.3926 | Eval Error: 0.0059 | Eval Perf: 0.3056
[11, 100] Train Error: 0.0066 | Train Perf: 0.4148 | Eval Error: 0.0059 | Eval Perf: 0.333
[12, 100] Train Error: 0.0065 | Train Perf: 0.4591 | Eval Error: 0.0059 | Eval Perf: 0.3568
[13, 100] Train Error: 0.0065 | Train Perf: 0.474 | Eval Error: 0.0059 | Eval Perf: 0.3777
[14, 100] Train Error: 0.0064 | Train Perf: 0.4966 | Eval Error: 0.0058 | Eval Perf: 0.3962
[15, 100] Train Error: 0.0064 | Train Perf: 0.5039 | Eval Error: 0.0058 | Eval Perf: 0.4125
[16, 100] Train Error: 0.0063 | Train Perf: 0.5169 | Eval Error: 0.0058 | Eval Perf: 0.4267
[17, 100] Train Error: 0.0063 | Train Perf: 0.51 | Eval Error: 0.0057 | Eval Perf: 0.4397
[18, 100] Train Error: 0.0062 | Train Perf: 0.5468 | Eval Error: 0.0057 | Eval Perf: 0.4517
[19, 100] Train Error: 0.0062 | Train Perf: 0.5624 | Eval Error: 0.0056 | Eval Perf: 0.4621
[20, 100] Train Error: 0.0061 | Train Perf: 0.5622 | Eval Error: 0.0056 | Eval Perf: 0.4718
[21, 100] Train Error: 0.0061 | Train Perf: 0.5749 | Eval Error: 0.0055 | Eval Perf: 0.4809
[22, 100] Train Error: 0.006 | Train Perf: 0.5826 | Eval Error: 0.0055 | Eval Perf: 0.4889
[23, 100] Train Error: 0.0059 | Train Perf: 0.5939 | Eval Error: 0.0054 | Eval Perf: 0.497
[24, 100] Train Error: 0.0059 | Train Perf: 0.6003 | Eval Error: 0.0054 | Eval Perf: 0.5044
[25, 100] Train Error: 0.0058 | Train Perf: 0.6031 | Eval Error: 0.0053 | Eval Perf: 0.5109
[26, 100] Train Error: 0.0057 | Train Perf: 0.6133 | Eval Error: 0.0053 | Eval Perf: 0.5176
[27, 100] Train Error: 0.0056 | Train Perf: 0.6182 | Eval Error: 0.0052 | Eval Perf: 0.5237
[28, 100] Train Error: 0.0056 | Train Perf: 0.6266 | Eval Error: 0.0052 | Eval Perf: 0.5294
[29, 100] Train Error: 0.0055 | Train Perf: 0.6312 | Eval Error: 0.0051 | Eval Perf: 0.5357
[30, 100] Train Error: 0.0054 | Train Perf: 0.636 | Eval Error: 0.005 | Eval Perf: 0.5408
[31, 100] Train Error: 0.0053 | Train Perf: 0.6417 | Eval Error: 0.005 | Eval Perf: 0.5464
[32, 100] Train Error: 0.0052 | Train Perf: 0.6456 | Eval Error: 0.0049 | Eval Perf: 0.5519
[33, 100] Train Error: 0.0051 | Train Perf: 0.6449 | Eval Error: 0.0048 | Eval Perf: 0.5574
[34, 100] Train Error: 0.005 | Train Perf: 0.6565 | Eval Error: 0.0048 | Eval Perf: 0.5619
[35, 100] Train Error: 0.0049 | Train Perf: 0.6608 | Eval Error: 0.0047 | Eval Perf: 0.5668
[36, 100] Train Error: 0.0048 | Train Perf: 0.6665 | Eval Error: 0.0046 | Eval Perf: 0.5738
[37, 100] Train Error: 0.0047 | Train Perf: 0.667 | Eval Error: 0.0046 | Eval Perf: 0.5785
[38, 100] Train Error: 0.0046 | Train Perf: 0.675 | Eval Error: 0.0045 | Eval Perf: 0.5834
[39, 100] Train Error: 0.0045 | Train Perf: 0.6797 | Eval Error: 0.0044 | Eval Perf: 0.5875
[40, 100] Train Error: 0.0044 | Train Perf: 0.6825 | Eval Error: 0.0044 | Eval Perf: 0.5922
[41, 100] Train Error: 0.0043 | Train Perf: 0.6867 | Eval Error: 0.0043 | Eval Perf: 0.5982
[42, 100] Train Error: 0.0042 | Train Perf: 0.6897 | Eval Error: 0.0042 | Eval Perf: 0.6038
[43, 100] Train Error: 0.0041 | Train Perf: 0.6955 | Eval Error: 0.0041 | Eval Perf: 0.6088
[44, 100] Train Error: 0.0041 | Train Perf: 0.7 | Eval Error: 0.0041 | Eval Perf: 0.6141
[45, 100] Train Error: 0.004 | Train Perf: 0.7035 | Eval Error: 0.004 | Eval Perf: 0.6191
[46, 100] Train Error: 0.0039 | Train Perf: 0.7093 | Eval Error: 0.004 | Eval Perf: 0.6211
[47, 100] Train Error: 0.0038 | Train Perf: 0.71 | Eval Error: 0.0039 | Eval Perf: 0.6278
[48, 100] Train Error: 0.0037 | Train Perf: 0.7168 | Eval Error: 0.0039 | Eval Perf: 0.6299
[49, 100] Train Error: 0.0037 | Train Perf: 0.7182 | Eval Error: 0.0038 | Eval Perf: 0.6345
[50, 100] Train Error: 0.0036 | Train Perf: 0.7225 | Eval Error: 0.0038 | Eval Perf: 0.6389
[51, 100] Train Error: 0.0035 | Train Perf: 0.7251 | Eval Error: 0.0037 | Eval Perf: 0.6451
[52, 100] Train Error: 0.0035 | Train Perf: 0.7289 | Eval Error: 0.0037 | Eval Perf: 0.6473
[53, 100] Train Error: 0.0034 | Train Perf: 0.7322 | Eval Error: 0.0036 | Eval Perf: 0.6503
[54, 100] Train Error: 0.0034 | Train Perf: 0.7374 | Eval Error: 0.0036 | Eval Perf: 0.6522
[55, 100] Train Error: 0.0033 | Train Perf: 0.7384 | Eval Error: 0.0035 | Eval Perf: 0.6578
[56, 100] Train Error: 0.0033 | Train Perf: 0.7419 | Eval Error: 0.0035 | Eval Perf: 0.6606
[57, 100] Train Error: 0.0032 | Train Perf: 0.7477 | Eval Error: 0.0035 | Eval Perf: 0.6606
[58, 100] Train Error: 0.0032 | Train Perf: 0.7477 | Eval Error: 0.0035 | Eval Perf: 0.6655
[59, 100] Train Error: 0.0031 | Train Perf: 0.7511 | Eval Error: 0.0034 | Eval Perf: 0.6676
[60, 100] Train Error: 0.0031 | Train Perf: 0.7536 | Eval Error: 0.0034 | Eval Perf: 0.6688
[61, 100] Train Error: 0.003 | Train Perf: 0.7557 | Eval Error: 0.0034 | Eval Perf: 0.674
[62, 100] Train Error: 0.003 | Train Perf: 0.7604 | Eval Error: 0.0034 | Eval Perf: 0.6739
[63, 100] Train Error: 0.003 | Train Perf: 0.7621 | Eval Error: 0.0033 | Eval Perf: 0.6746
[64, 100] Train Error: 0.0029 | Train Perf: 0.7635 | Eval Error: 0.0033 | Eval Perf: 0.678
[65, 100] Train Error: 0.0029 | Train Perf: 0.7665 | Eval Error: 0.0033 | Eval Perf: 0.6804
[66, 100] Train Error: 0.0029 | Train Perf: 0.7698 | Eval Error: 0.0033 | Eval Perf: 0.6809
[67, 100] Train Error: 0.0028 | Train Perf: 0.7716 | Eval Error: 0.0033 | Eval Perf: 0.6836
[68, 100] Train Error: 0.0028 | Train Perf: 0.774 | Eval Error: 0.0033 | Eval Perf: 0.6851
[69, 100] Train Error: 0.0028 | Train Perf: 0.7766 | Eval Error: 0.0033 | Eval Perf: 0.6857
[70, 100] Train Error: 0.0028 | Train Perf: 0.7805 | Eval Error: 0.0032 | Eval Perf: 0.6845
[71, 100] Train Error: 0.0027 | Train Perf: 0.7807 | Eval Error: 0.0032 | Eval Perf: 0.6857
[72, 100] Train Error: 0.0027 | Train Perf: 0.7841 | Eval Error: 0.0032 | Eval Perf: 0.6853
[73, 100] Train Error: 0.0027 | Train Perf: 0.7855 | Eval Error: 0.0032 | Eval Perf: 0.6861
[74, 100] Train Error: 0.0027 | Train Perf: 0.787 | Eval Error: 0.0032 | Eval Perf: 0.6892
[75, 100] Train Error: 0.0026 | Train Perf: 0.7898 | Eval Error: 0.0032 | Eval Perf: 0.6892
[76, 100] Train Error: 0.0026 | Train Perf: 0.7915 | Eval Error: 0.0032 | Eval Perf: 0.6898
[77, 100] Train Error: 0.0026 | Train Perf: 0.7945 | Eval Error: 0.0032 | Eval Perf: 0.6888
[78, 100] Train Error: 0.0026 | Train Perf: 0.7947 | Eval Error: 0.0032 | Eval Perf: 0.6912
[79, 100] Train Error: 0.0025 | Train Perf: 0.7972 | Eval Error: 0.0032 | Eval Perf: 0.6914
[80, 100] Train Error: 0.0025 | Train Perf: 0.7994 | Eval Error: 0.0032 | Eval Perf: 0.6909
[81, 100] Train Error: 0.0025 | Train Perf: 0.802 | Eval Error: 0.0032 | Eval Perf: 0.6896
[82, 100] Train Error: 0.0025 | Train Perf: 0.8018 | Eval Error: 0.0032 | Eval Perf: 0.6924
[83, 100] Train Error: 0.0025 | Train Perf: 0.805 | Eval Error: 0.0032 | Eval Perf: 0.6921
[84, 100] Train Error: 0.0024 | Train Perf: 0.8064 | Eval Error: 0.0032 | Eval Perf: 0.692
[85, 100] Train Error: 0.0024 | Train Perf: 0.8085 | Eval Error: 0.0032 | Eval Perf: 0.6907
[86, 100] Train Error: 0.0024 | Train Perf: 0.8091 | Eval Error: 0.0032 | Eval Perf: 0.6911
[87, 100] Train Error: 0.0024 | Train Perf: 0.8104 | Eval Error: 0.0032 | Eval Perf: 0.6929
[88, 100] Train Error: 0.0024 | Train Perf: 0.8126 | Eval Error: 0.0032 | Eval Perf: 0.6931
[89, 100] Train Error: 0.0024 | Train Perf: 0.8143 | Eval Error: 0.0032 | Eval Perf: 0.6923
[90, 100] Train Error: 0.0023 | Train Perf: 0.8162 | Eval Error: 0.0032 | Eval Perf: 0.6906
[91, 100] Train Error: 0.0023 | Train Perf: 0.8168 | Eval Error: 0.0032 | Eval Perf: 0.6905
[92, 100] Train Error: 0.0023 | Train Perf: 0.8177 | Eval Error: 0.0032 | Eval Perf: 0.6912
[93, 100] Train Error: 0.0023 | Train Perf: 0.82 | Eval Error: 0.0032 | Eval Perf: 0.69
[94, 100] Train Error: 0.0023 | Train Perf: 0.8213 | Eval Error: 0.0032 | Eval Perf: 0.6892
[95, 100] Train Error: 0.0023 | Train Perf: 0.8226 | Eval Error: 0.0032 | Eval Perf: 0.6887
[96, 100] Train Error: 0.0022 | Train Perf: 0.8235 | Eval Error: 0.0032 | Eval Perf: 0.6884
[97, 100] Train Error: 0.0022 | Train Perf: 0.824 | Eval Error: 0.0032 | Eval Perf: 0.6903
[98, 100] Train Error: 0.0022 | Train Perf: 0.8258 | Eval Error: 0.0032 | Eval Perf: 0.6907
