NETWORK SUMMARY
---------------
Input Layer shape: (1, 180)
Hidden Layer shape: (181, 5)
Output layer shape: (6, 1)
Total parameters: 911

[1, 100] Train Error: 0.0134 | Train Perf: 0.2245 | Eval Error: 0.0109 | Eval Perf: 0.6157
[2, 100] Train Error: 0.0086 | Train Perf: 0.6621 | Eval Error: 0.008 | Eval Perf: 0.6509
[3, 100] Train Error: 0.006 | Train Perf: 0.7603 | Eval Error: 0.0082 | Eval Perf: 0.6925
[4, 100] Train Error: 0.0048 | Train Perf: 0.8131 | Eval Error: 0.0077 | Eval Perf: 0.7056
[5, 100] Train Error: 0.0042 | Train Perf: 0.8408 | Eval Error: 0.007 | Eval Perf: 0.715
[6, 100] Train Error: 0.0038 | Train Perf: 0.8587 | Eval Error: 0.007 | Eval Perf: 0.7368
[7, 100] Train Error: 0.0034 | Train Perf: 0.876 | Eval Error: 0.0066 | Eval Perf: 0.7365
[8, 100] Train Error: 0.0032 | Train Perf: 0.8835 | Eval Error: 0.0064 | Eval Perf: 0.7459
[9, 100] Train Error: 0.0031 | Train Perf: 0.8889 | Eval Error: 0.0062 | Eval Perf: 0.7596
[10, 100] Train Error: 0.0029 | Train Perf: 0.8937 | Eval Error: 0.0063 | Eval Perf: 0.7692
[11, 100] Train Error: 0.0027 | Train Perf: 0.902 | Eval Error: 0.006 | Eval Perf: 0.7701
[12, 100] Train Error: 0.0026 | Train Perf: 0.9055 | Eval Error: 0.0061 | Eval Perf: 0.7781
[13, 100] Train Error: 0.0025 | Train Perf: 0.91 | Eval Error: 0.0057 | Eval Perf: 0.7715
[14, 100] Train Error: 0.0024 | Train Perf: 0.9151 | Eval Error: 0.0058 | Eval Perf: 0.7693
[15, 100] Train Error: 0.0022 | Train Perf: 0.9188 | Eval Error: 0.0057 | Eval Perf: 0.7758
[16, 100] Train Error: 0.0022 | Train Perf: 0.9218 | Eval Error: 0.0055 | Eval Perf: 0.7826
[17, 100] Train Error: 0.0021 | Train Perf: 0.9221 | Eval Error: 0.0057 | Eval Perf: 0.7871
